#	HDIC Project
#
#	Integrated Database of Hanzi Dictionaries in Early Japan
#
#	KTB_entries : Kosanjibon Tenrei Bansho Meigi database
#
#	Kosanjibon Tenrei Bansho Meigi 篆隷萬象名義, Kosanji copy 高山寺本.
#	monk Kukai of the Heian Period 空海, c. 827-835.
#	A Hanzi (Chinese character) dictionary.
#
#	Version: 1.4.2
#	Date: 25 September 1994
#	Last update : 2 February 2022
#
#	Copyright (c) 1994-2022 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
#	Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
#	Data License Information and Access Rights
#	License: 
#	Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
#	Access Rights (Availability): 
#	Open access
#
#	TSV Format information:
#	----------------------
#	TBID (v_www_xyz) 	: Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#	TB_vol_radical (xx#yyy)	: Volume(xx) and radical number(yyy)
#	TB_radical	: Radical of Chinese character 
#	Entry		: Headword
#	Entry_type	: For details, refer to the following section
#	Entry_diff	: Differences of transliteration with other scholars
#	SYID (vwwwxyyyzz)	: Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#	YYID (Ywwxxxyy-z)	: Volume(ww), leaf(xxx), line(yy) and number(z)
#	TB_remarks	: Editor's notes
#
#	Entry_type:
#	----------
#	Group a	--- Regular headword
#	1 Regular				: 隷書掲出字 (= Regular_clerical)
#	2 Regular_seal			: 隷書掲出字 篆書併存
#
#	Group b -- Embedded headword
#	3 Embedded_clerical		: 埋字 隷書字体
#	4 Embedded_omitted		: 埋字 脱落
#	5 Embedded_seal			: 埋字 篆書字体
#
#	Group c -- Omitted headword
#	6 Omitted				: 脱字 項目全体 脱落
#	7 Omitted-regular		: 脱字 隷書掲出字 脱落
#
#	Group d -- Variant of the Songben Yupian
#	8 Songben-Yupian		: 宋本《玉篇》増補之異体字
#
#   cf. Li 2015.
#   ＊6 Omitted : 項目全体脱落
#　　　　　　　　　 《説文解字》、《玉篇》残巻・佚文、《新撰字鏡》玉篇引用部分等、本文存
#
#	Abbreviations:
# 	-------------
#	TB	: Tenrei Bansho Meigi 篆隷万象名義, Kosanji copy 高山寺本
#	YY	: Yuanben Yupian 原本玉篇, fragments of vol.8, 9, 18, 19, 22, 24 and 27
#	SY	: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#
# 	白	: Shirafuji's transliteration 
# 	宮	: Miyazawa's transliteration
#	上	: Ueda's transliteration
#	呂	: Lv's transliteration
#
#	References:
#	----------
#	Shirafuji	: Shirafuji Noriyuki 白藤禮幸, An Index of Headwords in the Tenrei Bansho Meigi 掲出字索引, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辞書資料第一, Tokyo: Uiversity of Tokyo Press 東京大学出版会, 1977.
#	Miyazawa	: Miyazawa Toshimasa 宮澤俊雅, A List of Headwords with Notes in the Tenrei Bansho Meigi 掲出字一覧表, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辞書資料第一, Tokyo: University of Tokyo Press 東京大学出版会, 1977.
#	Ueda		: Ueda Tadashi 上田正, A Complete List of Fanqie in the Original Yupian 玉篇反切総覧, Kobe: Private edition, 1986.
#	Lv		: Lv Hao 呂浩, Zhuanli Wanxiang Mingyi: A Transliteration and Text-critical Notes 篆隸萬象名義校釋, Shanghai: Xuelin Press 學林出版社, 2007.
#   Li      : Li Yuan 李媛, Embedded and Omitted Headword: Issues Regarding Entry Counts in Tenrei-Bansho-Meigi 埋字と脱字―篆隷万象名義の掲出字数をめぐる問題―, Kuntengo to Kunten-Shiryo 訓点語と訓点資料 135: 60-78, 2015.
#
#	This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
TBID	TB_vol_radical	TB_radical	Entry	Entry_type	Entry_diff	SYID	YYID	TB_remarks
5_024_A61	v16#242	瓦	㼵	Regular		b052b087		
5_024_A62	v16#242	瓦	𤮘	Regular		b052b093		
5_024_B11	v16#242	瓦	㼬	Regular		b052b091		
5_024_B12	v16#242	瓦	瓻	Regular		b053a062		
5_024_B21	v16#242	瓦	㼳	Regular		b052b092		山：呂作凶、誤。
5_024_B22	v16#242	瓦	𤬳	Regular		b052b095		
5_024_B31	v16#242	瓦	㼤	Regular		b052b096		
5_024_B32	v16#242	瓦	㼫	Regular		b052b101		
5_024_B41	v16#242	瓦	㼹	Regular		b052b102		有埋字B。
5_024_B42	v16#242	瓦	𤮊	Embedded_clerical		b052b103		埋字B。
5_024_B43	v16#242	瓦	𤭔	Regular		b052b104		掲出字：白藤作𤭌、宮澤作𤭔、上田作㼯、呂同作。據宮澤。
5_024_B43	v16#242	瓦	𤭌	Regular	白	b053a067		
5_024_B43	v16#242	瓦	㼯	Regular	上	b052b104		
5_024_B51	v16#242	瓦	𤮭	Regular		b052b105		
5_024_B52	v16#242	瓦	瓷	Regular		b052b106		
5_024_B61	v16#242	瓦	𤬾	Regular		b052b107		
5_024_B62	v16#242	瓦	瓹	Regular		b053a011		
5_025_A11	v16#242	瓦	㽉	Regular		b053a012		
5_025_A12	v16#242	瓦	𤮜	Regular		b053a013		
5_025_A21	v16#242	瓦	㼣	Regular		b053a014		
5_025_A22	v16#242	瓦	㼿	Regular		△		
5_025_A31	v16#242	瓦	㼠	Regular		b053a015		
5_025_A32	v16#242	瓦	𤬪	Regular		b053a016		
5_025_A41	v16#242	瓦	㽃	Regular		b053a021		
5_025_A42	v16#242	瓦	瓳	Regular		b053a022		
5_025_A51	v16#242	瓦	㼾	Regular		b053a023		
5_025_A52	v16#242	瓦	甎	Regular		b053a024		
5_025_A61	v16#242	瓦	㼗	Regular		b053a025		
5_025_A62	v16#242	瓦	㽆	Regular		b053a026		
5_025_B11	v16#242	瓦	𤮨	Regular		b053a031		
5_025_B12	v16#242	瓦	𤮚	Regular		b053a032		
5_025_B12	v16#242	瓦	𤮷	Regular	宮	b053a032		
5_025_B21	v16#242	瓦	𤭧	Regular		b053a033		
5_025_B22	v16#242	瓦	𤭗	Regular		b053a036		有埋字A。
5_025_B23	v16#242	瓦	𤬷	Embedded_clerical		b053a035		埋字A。
5_025_B31	v16#242	瓦	甋	Regular		b052b046		
5_025_B32	v16#242	瓦	㼧	Regular		b053a034		
5_025_B41	v16#242	瓦	㼪	Regular		b053a041		
5_025_B42	v16#242	瓦	甉	Regular		b053a042		
5_025_B51	v16#242	瓦	㼮	Regular		b053a043		
5_025_B52	v16#242	瓦	𤭞	Regular		b053a044		
5_025_B61	v16#242	瓦	㽁	Regular		b053a045		
5_025_B62	v16#242	瓦	㼜	Regular		b053a046		
5_026_A11	v16#242	瓦	瓶	Regular		b053a047		
5_026_A12	v16#242	瓦	𤮰	Regular		b053a051		有埋字B。
5_026_A13	v16#242	瓦	𤬿	Embedded_clerical		b053a052		埋字B。注文大字。
5_026_A21	v16#242	瓦	㼛	Regular	白	b053a053		
5_026_A21	v16#242	瓦	㼛	Regular		b053a053		有埋字B二字。
5_026_A22	v16#242	瓦	𤭓	Embedded_clerical		b053a054		埋字B。
5_026_A23	v16#242	瓦	⿰圣瓦	Embedded_clerical		▽		埋字B。
5_026_A31	v16#242	瓦	甇	Regular		b053a055		
5_026_A32	v16#242	瓦	㼺	Regular		b053a056		
5_026_A41	v16#243	缶	缶	Regular		b053a091		
5_026_A51	v16#243	缶	缻	Regular		b053a092		有埋字A。
5_026_A52	v16#243	缶	䍍	Regular		b053a093		燒瓦、小字。
5_026_A53	v16#243	缶	罌	Regular		b053a094		
5_026_A61	v16#243	缶	𦈼	Regular		b053a102		
5_026_A62	v16#243	缶	匋	Regular		b053a101		
5_026_B11	v16#243	缶	䍋	Regular		b053a102		有埋字B。
5_026_B12	v16#243	缶	𦉈	Embedded_clerical		b053a103		埋字B。
5_026_B12	v16#243	缶	𦉖	Regular	宮	b053a103		
5_026_B13	v16#243	缶	䍌	Regular		b053a104		
5_026_B21	v16#243	缶	罋	Regular		b053a105		
5_026_B22	v16#243	缶	𦉥	Regular		b053b011		有埋字A。
5_026_B23	v16#243	缶	缾	Embedded_clerical		b053b021		埋字A。
5_026_B31	v16#243	缶	䍇	Regular		b053b022		
5_026_B32	v16#243	缶	缸	Regular		b053b023		
5_026_B41	v16#243	缶	罃	Regular		b053b024		
5_026_B42	v16#243	缶	𦈸	Regular		b053b025		
5_026_B51	v16#243	缶	䍎	Regular		b053b026		
5_026_B52	v16#243	缶	䍃	Regular		b053b012		
5_026_B61	v16#243	缶	𦉢	Regular		b053b013		
5_026_B62	v16#243	缶	䍄	Regular		b053b014		
5_027_A11	v16#243	缶	罄	Regular		b053b064		
5_027_A12	v16#243	缶	罊	Regular		b053b031		
5_027_A21	v16#243	缶	缿	Regular		b053b032		
5_027_A22	v16#243	缶	罏	Regular		b053b033		
5_027_A31	v16#243	缶	罅	Regular		b053b015		
5_027_A32	v16#243	缶	缺	Regular		b053b016		玷：原作⿰王古。
5_027_A41	v16#243	缶	𡙇	Regular		▽(b053b016注中)		
5_027_A42	v16#243	缶	罍	Regular		b053b041		
5_027_A51	v16#243	缶	𦉩	Regular		b053b042		有埋字A。
5_027_A52	v16#243	缶	䍊	Embedded_clerical		b053b034		埋字A。
5_027_A53	v16#243	缶	𦈨	Regular		b053b043		
5_027_A61	v16#243	缶	𦉕	Regular		b053b044		
5_027_A62	v16#243	缶	𦈱	Regular		b053b045		
5_027_B11	v16#243	缶	𦉁	Regular		b053b046		
5_027_B21	v16#244	鬲	鬲	Regular		b053b071		有埋字B。
5_027_B22	v16#244	鬲	䰛	Embedded_clerical		b053b072		埋字B。
5_027_B31	v16#244	鬲	鬹	Regular		b053b073		
5_027_B32	v16#244	鬲	鬷	Regular		b054a013		
5_027_B41	v16#244	鬲	𩰫	Regular		b053b093		有埋字B。
5_027_B411	v16#244	鬲	𩰬	Embedded_clerical		b053b093		埋字B。
5_027_B42	v16#244	鬲	䰝	Regular		b053b094		
5_027_B51	v16#244	鬲	鬵	Regular		b053b083		
5_027_B52	v16#244	鬲	鬴	Regular		b053b092		
5_027_B61	v16#244	鬲	鬳	Regular		b053b084		
5_027_B62	v16#244	鬲	𩱴	Regular		b053b085		
5_028_A11	v16#244	鬲	融	Regular		b053b071		
5_028_A12	v16#244	鬲	𧖓	Regular		b053b091		有埋字A。
5_028_A13	v16#244	鬲	𩰱	Embedded_clerical		b053b096		埋字A。
5_028_A21	v16#244	鬲	鬺	Regular		b053b101		
5_028_A22	v16#244	鬲	𩰾	Regular		b053b102		
5_028_A31	v16#244	鬲	𩱋	Regular		b053b095		
5_028_A32	v16#244	鬲	䰙	Regular		b053b103		
5_028_A41	v16#244	鬲	䰚	Regular		b053b104		
5_028_A42	v16#244	鬲	𩰶	Regular		b053b105		
5_028_A51	v16#244	鬲	𩰹	Regular		b053b106		有埋字A。
5_028_A52	v16#244	鬲	𩰳	Embedded_clerical		b053b107		埋字A。
5_028_A53	v16#244	鬲	𩰴	Regular		b054a011		
5_028_A61	v16#244	鬲	𩱈	Regular		b054a012		
5_028_B11	v16#245	𩰲	𩰲	Regular		b054a021		
5_028_B21	v16#245	𩰲	𩱳	Regular		b054a062		掲出字：原作鬻。
5_028_B21	v16#245	𩰲	鬻	Regular	宮	b054a043		
5_028_B22	v16#245	𩰲	𩰹	Regular		△		
5_028_B22	v16#245	𩰲	⿻𩰲⿵勹台	Regular	宮	△		鬲11画。
5_028_B31	v16#245	𩰲	𩱧	Regular		b054a055		g
5_028_B31	v16#245	𩰲	𢑌	Regular	宮	b054a055		
5_028_B32	v16#245	𩰲	𩱖	Regular		b054a022		
5_028_B32	v16#245	𩰲	𩱫	Regular	宮	b054a022		
5_028_B41	v16#245	𩰲	𩱟	Regular		b054a033		
5_028_B41	v16#245	𩰲	𩱱	Regular	宮	b054a033		
5_028_B42	v16#245	𩰲	𩱙	Regular		b054a033		
5_028_B51	v16#245	𩰲	𩱷	Regular		b054a034		
5_028_B511	v16#245	𩰲	𩱤	Songben-Yupian		b054a041		
5_028_B512	v16#245	𩰲	𩱡	Songben-Yupian		b054a042		
5_028_B52	v16#245	𩰲	𩱓	Regular		b054a044		
5_028_B61	v16#245	𩰲	𩱦	Regular		△(b054a023)		
5_028_B62	v16#245	𩰲	𩱲	Regular		b054a045		
5_029_A11	v16#245	𩰲	𩱦	Regular		b054a023		
5_029_A12	v16#245	𩰲	𩱚	Regular		b054a051		
5_029_A21	v16#245	𩰲	䰞	Regular		b054a052		
5_029_A211	v16#245	𩰲	𤑨	Songben-Yupian		b054a053		
5_029_A22	v16#245	𩰲	𩱠	Regular		b054a031		
5_029_A31	v16#245	𩰲	𩱭	Regular		b054a054		
5_029_A32	v16#245	𩰲	𩱨	Regular		b054a055		
5_029_A41	v16#245	𩰲	𩱍	Regular		b054a032		
5_029_A42	v16#245	𩰲	𩱧	Regular		b054a056		有埋字B。
5_029_A421	v16#245	𩰲	𩱧β	Embedded_clerical				埋字B。
5_029_A51	v16#246	斗	斗	Regular		b054a071		
5_029_A511	v16#246	斗	㪷	omitted		b054a072		
5_029_A61	v16#246	斗	斛	Regular		b054a102		
5_029_A62	v16#246	斗	斝	Regular	白	b054a073		
5_029_A62	v16#246	斗	斚	Regular		b054a073		
5_029_B11	v16#246	斗	料	Regular		b054a074		
5_029_B12	v16#246	斗	斞	Regular		b054a081		
5_029_B21	v16#246	斗	斠	Regular		b054a082		
5_029_B22	v16#246	斗	斡	Regular		b054a083		
5_029_B31	v16#246	斗	魁	Regular		△		宋本《玉篇》鬼部。
5_029_B32	v16#246	斗	斟	Regular		b054a084		
5_029_B41	v16#246	斗	斜	Regular		b054a085		
5_029_B42	v16#246	斗	㪺	Regular		b054a091		
5_029_B51	v16#246	斗	㪵	Regular		b054a092		掲出字：原作料。
5_029_B52	v16#246	斗	𣂆	Regular		b054b011		
5_029_B61	v16#246	斗	㪻	Regular		b054a101		⿰⺘⿱𠆢帀：呂作抒。
5_029_B61	v16#246	斗	𢍶	Regular	白	b054b101		
5_029_B62	v16#246	斗	斣	Regular		b054a093		
5_030_A11	v16#246	斗	𣂁	Regular		b054a094		
5_030_A12	v16#246	斗	升	Regular		b054b012		
5_030_A121	v16#246	斗	𣁴	Songben-Yupian		b054b013		
5_030_A21	v16#246	斗	𣁳	Regular		b054b014		
5_030_A22	v16#246	斗	戽	Regular		b054a095		
5_030_A31	v16#246	斗	𣂉	Regular		b054b015		
5_030_A32	v16#246	斗	枓	Regular		b054a103		
5_030_A41	v16#247	勺	勺	Regular		b054b021		
5_030_A52	v16#247	勺	与	Regular		b054b022		
5_030_A61	v16#248	几	几	Regular		b054b031		
5_030_B11	v16#248	几	凭	Regular		b054b041		
5_030_B12	v16#248	几	凥	Regular		b054b032		
5_030_B21	v16#248	几	処	Regular		b054b033		
5_030_B31	v16#249	且	且	Regular		b054b051		有埋字B二字。
5_030_B311	v16#249	且	且β	Embedded_seal				埋字B。篆書字形。
5_030_B32	v16#249	且	𠀇	Embedded_clerical		b054b052		埋字B。
5_030_B41	v16#249	且	爼	Regular		b054b053		
5_030_B42	v16#249	且	𧇈	Regular		b054b061		烋：呂作述。
5_030_B42	v16#249	且	𧇣	Regular	白	b054b061		
5_030_B51	v16#249	且	亹	Regular		b054b062		
5_030_B51	v16#249	且	舋	Regular	白	b054b062		
5_030_B61	v16#250	匚	匚	Regular		b054b071		有埋字B。
5_030_B62	v16#250	匚	𠥓	Embedded_clerical		b054b072		埋字B。
5_031_A11	v16#250	匚	匠	Regular		b054b073		
5_031_A12	v16#250	匚	匜	Regular		b054b075		
5_031_A21	v16#250	匚	匧	Regular		b054b074		
5_031_A22	v16#250	匚	匡	Regular		b054b081		
5_031_A221	v16#250	匚	匩	Songben-Yupian		b054b082		
5_031_A31	v16#250	匚	匴	Regular		b054b083		
5_031_A32	v16#250	匚	𠤰	Regular		b054b084		
5_031_A32	v16#250	匚	㔯	Regular	宮	b054b084		
5_031_A41	v16#250	匚	㔶	Regular		b054b085		
5_031_A42	v16#250	匚	匪	Regular		b054b086		
5_031_A51	v16#250	匚	𠥐	Regular		b054b091		有埋字A。
5_031_A52	v16#250	匚	𠤼	Embedded_clerical		b054b092		埋字A。
5_031_A53	v16#250	匚	㔴	Regular		b054b093		
5_031_A61	v16#250	匚	匬	Regular		b054b094		
5_031_A62	v16#250	匚	匱	Regular		b054b095		
5_031_A621	v16#250	匚	匵	omitted		b054b101		
5_031_B11	v16#250	匚	匣	Regular		b054b102		
5_031_B12	v16#250	匚	匫	Regular		b054b103		
5_031_B21	v16#250	匚	匯	Regular		b054b106		字体差。
5_031_B22	v16#250	匚	匛	Regular		b054b104		双隷(21)(異)。有埋字B。
5_031_B23	v16#250	匚	𠥬	Embedded_clerical		b054b105		埋字B。
5_031_B31	v16#250	匚	匰	Regular		b055a011		
5_031_B32	v16#250	匚	匭	Regular		b055a012		匣、原文訛。
5_031_B41	v16#250	匚	⿷匚既	Regular		▽		有埋字A。
5_031_B42	v16#250	匚	匥	Embedded_clerical		b055a015		埋字A。
5_031_B43	v16#250	匚	𠤾	Regular		b055a014		掲出字：原作𠤮。
5_031_B52	v16#250	匚	𠥣	Regular		b055a016		有埋字B。
5_031_B51	v16#250	匚	𠥫	Embedded_clerical		b055a021		埋字B。
5_031_B53	v16#250	匚	𠥩	Regular		b055a022		
5_031_B61	v16#250	匚	𠥧	Regular		b055a023		双隷。有埋字B。
5_031_B62	v16#250	匚	𠥀	Regular		b055a023		双隷(22)。掲出字：原作⿷𠥓盃。
5_031_B621	v16#250	匚	𠤯	Embedded_clerical		b055a024		埋字B。𠤯：原文誤写。
5_031_B63	v16#250	匚	𠤱	Regular		b055a025		
5_032_A11	v16#250	匚	𠥎	Regular		b055a026		
5_032_A12	v16#250	匚	匨	Regular		b055a031		
5_032_A21	v16#250	匚	𠥉	Regular		b055a032		
5_032_A211	v16#250	匚	匳	Songben-Yupian		b055a033		
5_032_A22	v16#250	匚	奩	Regular		b055a034		
5_032_A22	v16#250	匚	匲	Regular	宮	b055a034		
5_032_A31	v16#250	匚	𠥙	Regular		b055a035		
5_032_A41	v16#251	曲	𨴈	Regular		b055a043		
5_032_A41	v16#251	曲	曲	Regular	白	b055a041		
5_032_A51	v16#251	曲	⿻門盖	Regular		△		
5_032_A51	v16#251	曲	曲	Regular	白	b055a041		
5_032_A52	v16#251	曲	曲	Regular		b055a041		有埋字B。
5_032_A53	v16#251	曲	曲β	Embedded_clerical		b055a042		埋字B。
5_032_A61	v16#251	曲	𠚘	Regular	白	b055a044		
5_032_A61	v16#251	曲	𠚡	Regular		b055a044		
5_032_B11	v16#252	壷	壺	Regular		b055a051		
5_032_B111	v16#252	壷	■	Songben-Yupian		b055a052		
5_032_B112	v16#252	壷	■	Songben-Yupian		b055a053		
5_032_B21	v16#252	壷	㚃	Regular		b055a062		
5_032_B22	v16#252	壷	𣡆	Regular		b055a061		
5_032_B31	v16#252	壷	𥃕	Regular		b055a054		
5_032_B41	v16#253	巵	巵	Regular		b055a071		
5_032_B51	v16#253	巵	𡭐	Regular		b055a072		
5_032_B51	v16#253	巵	𡭍	Regular	白	b055a072		
5_032_B52	v16#253	巵	𦓝	Regular		b055a073		
5_032_B61	v16#254	𠙹	𠙹	Regular		b055a081		有埋字B三字。
5_032_B62	v16#254	𠙹	𠙾	Embedded_clerical		b055a083		埋字B。
5_032_B63	v16#254	𠙹	𠚀	Embedded_clerical		b055a082		埋字B。
5_032_B64	v16#254	𠙹	甾	Embedded_clerical		b055a084		埋字B。
5_033_A11	v16#254	𠙹	𦦘	Regular		b055a085		有埋字B。「疌、上上甾文」未勘。参看《校釋》。
5_033_A11	v16#254	𠙹	疀	Regular	白	b055a085		
5_033_A111	v16#254	𠙹	疀	Embedded_clerical		b055a091		埋字B。
5_033_A12	v16#254	𠙹	畚	Regular		b055a094		有埋字B。
5_033_A13	v16#254	𠙹	𣓩	Embedded_clerical		b055a095		埋字B。
5_033_A21	v16#254	𠙹	𢆟	Regular		b055a103		
5_033_A22	v16#254	𠙹	𧆣	Regular		b055a092		有埋字B。
5_033_A23	v16#254	𠙹	𧈕	Embedded_clerical		b055a093		埋字B。
5_033_A31	v16#254	𠙹	畉	Regular		b055a102		
5_033_A32	v16#254	𠙹	𤳌	Regular		b055a096		
5_033_A41	v16#254	𠙹	𤲺	Regular		b055a097		
5_033_A42	v16#254	𠙹	𤰮	Regular		b055a101		Z16尾(Z16:345字)。
5_033_A51	v17#255	㫃	㫃	Regular		b055b061		Z17首。
5_033_A61	v17#255	㫃	旚	Regular		b055b071		
5_033_A62	v17#255	㫃	旗	Regular		b055b062		
5_033_B11	v17#255	㫃	旐	Regular		b055b072		
5_033_B12	v17#255	㫃	旆	Regular		b055b073		
5_033_B21	v17#255	㫃	旌	Regular		b055b074		旌：原作⿰方圭。
5_033_B211	v17#255	㫃	旍	Songben-Yupian		b055b081		
5_033_B22	v17#255	㫃	旟	Regular		b055b082		
5_033_B31	v17#255	㫃	𣄠	Regular		b056a033		
5_033_B31	v17#255	㫃	𣄠	Regular	宮	b056a033		
5_033_B32	v17#255	㫃	旂	Regular		b055b091		
5_033_B41	v17#255	㫃	旞	Regular		b055b092		
5_033_B42	v17#255	㫃	𣄧	Regular		b055b093		有埋字A。
5_033_B43	v17#255	㫃	㫏	Embedded_clerical		b056a035		埋字A。
5_033_B51	v17#255	㫃	旝	Regular		b055b094		
5_033_B52	v17#255	㫃	旃	Regular		b055b095		
5_033_B61	v17#255	㫃	旜	Regular		b055b101		有埋字A。
5_033_B62	v17#255	㫃	㫍	Embedded_clerical		b055b083		埋字A。
5_033_B63	v17#255	㫃	㫊	Regular		b055b084		
5_033_B63	v17#255	㫃	旖	Regular	宮	b055b084		
5_034_A11	v17#255	㫃	旎	Regular		b055b085		
5_034_A12	v17#255	㫃	旇	Regular		b055b102		
5_034_A21	v17#255	㫃	施	Regular		b055b103		
5_034_A22	v17#255	㫃	斿	Regular		b055b104		
5_034_A31	v17#255	㫃	旒	Regular		b055b105		
5_034_A32	v17#255	㫃	旄	Regular		b056a011		
5_034_A41	v17#255	㫃	旋	Regular		b056a012		
5_034_A42	v17#255	㫃	旛	Regular		b056a013		
5_034_A51	v17#255	㫃	旅	Regular		b056a014		
5_034_A511	v17#255	㫃	𣃨	Songben-Yupian		b056a015		
5_034_A52	v17#255	㫃	族	Regular		b056a016		
5_034_A61	v17#255	㫃	旓	Regular		b056a021		
5_034_A62	v17#255	㫃	𣄑	Regular		b056a034		
5_034_A621	v17#255	㫃	𣄉	Songben-Yupian		b056a022		
5_034_B11	v17#255	㫃	於	Regular		b056a023		有埋字B二字。
5_034_B12	v17#255	㫃	𣱏	Embedded_clerical		b056a024		埋字B。
5_034_B13	v17#255	㫃	𤋬	Embedded_clerical		b056a025		埋字B。
5_034_B14	v17#255	㫃	𣃦	Regular		b056a026		
5_034_B21	v17#255	㫃	㫎	Regular		b056a031		
5_034_B31	v17#256	勿	勿	Regular		b056a041		
5_034_B41	v17#256	勿	昜	Regular		b056a042		
5_034_B42	v17#256	勿	𥝢	Regular	白	b056a043		
5_034_B42	v17#256	勿	𥝤	Regular		b056a043		
5_034_B51	v17#256	勿	朋	Regular		△		
5_034_B52	v17#256	勿	易	Regular		b056a042		
5_034_B61	v17#257	矢	矢	Regular		b056a051		有埋字B。
5_034_B62	v17#257	矢	𠂕	Embedded_clerical		b056a052		埋字B。
5_035_A11	v17#257	矢	䠶	Regular		b056a062		
5_035_A11	v17#257	矢	射	Regular	白	b056a062		
5_035_A12	v17#257	矢	矯	Regular		b056a063		
5_035_A21	v17#257	矢	侯	Regular		b056a053		有埋字B二字。
5_035_A211	v17#257	矢	矦	Embedded_clerical				埋字B。
5_035_A22	v17#257	矢	𥎦	Embedded_clerical		b056a061		埋字B。
5_035_A23	v17#257	矢	矰	Regular		b056a073		
5_035_A31	v17#257	矢	𥏻	Regular		b056a074		
5_035_A31	v17#257	矢	𥏫	Regular	宮	b056a074		
5_035_A32	v17#257	矢	矲	Regular		b056a075		
5_035_A41	v17#257	矢	短	Regular		b056a064		
5_035_A42	v17#257	矢	矤	Regular		b056a065		有埋字B。
5_035_A43	v17#257	矢	矧	Embedded_clerical		b056a071		埋字B。
5_035_A431	v17#257	矢	𥎪	Songben-Yupian		b056a072		
5_035_A51	v17#257	矢	知	Regular		b056a076		
5_035_A52	v17#257	矢	矣	Regular		b056a077		
5_035_A61	v17#257	矢	矨	Regular		b056a081		狠：當作貌。乎給：當作牙冷。
5_035_A62	v17#257	矢	𥏙	Regular		b056a082		
5_035_B11	v17#257	矢	䂕	Regular		b056a083		■：誤写。當作吠。
5_035_B12	v17#257	矢	矬	Regular		b056a084		
5_035_B121	v17#257	矢	䂐	Songben-Yupian		b056a085		
5_035_B21	v17#257	矢	䂑	Regular		b056a091		
5_035_B22	v17#257	矢	𥏠	Regular		b056a086		
5_035_B31	v17#257	矢	榘	Regular		b056a095		
5_035_B41	v17#258	弓	弓	Regular		b056b011		
5_035_B51	v17#258	弓	𢏱	Regular		b056b021		
5_035_B52	v17#258	弓	弴	Regular		b056b022		
5_035_B61	v17#258	弓	弭	Regular		b056b012		
5_035_B611	v17#258	弓	弲	omitted		b056b024		
5_035_B612	v17#258	弓	弨	omitted		b056b025		
5_035_B613	v17#258	弓	弧	omitted		b056b026		
5_035_B614	v17#258	弓	𢑆	omitted		b056b031		
5_035_B62	v17#258	弓	彄	Regular		b056b032		
5_036_A11	v17#258	弓	𢑄	Regular		b056b033		
5_036_A12	v17#258	弓	張	Regular		b056b034		
5_036_A21	v17#258	弓	彏	Regular		b056b042		
5_036_A21	v17#258	弓	⿰弓瞿	Regular	宮	b056b042		
5_036_A22	v17#258	弓	弸	Regular		b056b043		
5_036_A31	v17#258	弓	彊	Regular		b056b044		
5_036_A311	v17#258	弓	強	omitted		b056b051		
5_036_A32	v17#258	弓	彎	Regular		b056b035		
5_036_A321	v17#258	弓	𢎢	Songben-Yupian		b056b041		
5_036_A41	v17#258	弓	引	Regular		b056b036		
5_036_A42	v17#258	弓	弙	Regular		b056b052		
5_036_A51	v17#258	弓	瓕	Regular		b056b055		有埋字B。
5_036_A51	v17#258	弓	㣆	Regular	白	b056b055		
5_036_A52	v17#258	弓	彌	Embedded_clerical		b056b054		埋字B。
5_036_A521	v17#258	弓	弥	Songben-Yupian		b056b056		
5_036_A53	v17#258	弓	弛	Regular		b056b057		有埋字B二字。
5_036_A54	v17#258	弓	𢐋	Embedded_clerical		b056b061		埋字B。
5_036_A55	v17#258	弓	㢮	Embedded_clerical		▽		埋字B。
5_036_A61	v17#258	弓	弙	Regular		b056b052		
5_036_A61	v17#258	弓	⿰弓子	Regular	宮	△		
5_036_A62	v17#258	弓	弢	Regular		b056b063		
5_036_B12	v17#258	弓	彀	Regular		b056b062		
5_036_B11	v17#258	弓	弩	Regular		b056b064		
5_036_B201	v17#258	弓	彉	omitted		b056b065		參看呂《校釋》。
5_036_B21	v17#258	弓	彍	Regular		b056b071		李按、「彍同上」為埋字B。池田按、今當從宮澤一覧表及呂《校釋》。
5_036_B21	v17#258	弓	彉	Regular	白	b056b065		
5_036_B22	v17#258	弓	彃	Regular		b056b072		
5_036_B31	v17#258	弓	發	Regular		b056b073		
5_036_B32	v17#258	弓	彈	Regular		b056b075		
5_036_B321	v17#258	弓	𢎫	Songben-Yupian		b056b081		
5_036_B33	v17#258	弓	⿱丸弓	Embedded_clerical		b056b082		埋字B。
5_036_B41	v17#258	弓	㢰	Regular		b056b083		
5_036_B42	v17#258	弓	㢻	Regular		b056b084		
5_036_B51	v17#258	弓	𢏗	Regular		b056b074		
