#	HDIC Project
#	Integrated Database of Hanzi Dictionaries in Early Japan
#
#	SYP: Songben Yupian database
#
#	Version: 1.0.36
#	Date: 20 October 2015
#	Last update : 27 March 2019
#
#	Copyright (c) 2014-2017 HDIC project, IKEDA Shoju (Chair)
#	LI Yuan (Person in Charge)
#	Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: hdic_info@let.hokudai.ac.jp
#
#	Feel free to copy and distribute.
#	Send bug reports and feature requests via email.
#
#	TSV Format information:
#
#	SYID	: Book, leaf, recto-verso, line and number (Zecuntang edition)
#	SY_vol_radical	: Volume and radical number
#	SY_radical	: Radical of Chinese character
#	Entry		: Headword
#	Entry_original	: Original headword (option)
#	UCShex		: Numeric character reference in hexadecimal format
#	SY_def		: Definition of pronunciation, meaning and variant(s)
#	KSY_diff	: Differences of SYID with Kunaicho Shoryobu edition
#	SY_remarks	: Editor's notes
#
#   References
#   ----------
#   臧克和著, 中古漢字流變, 華東師範大學出版社, 2008. Zang Kehe, Zhong gu Han zi liu bian, Shanghai : Hua dong shi fan da xue chu ban she, 2008.
#
#   Primary Sources
#   ---------------
#   Songben Yupian 宋本玉篇. 
#       宮内廳書陵部藏本(南宋版) 大廣益會玉篇 (box 515, no.106, photographic images).
#       澤存堂本：〔梁〕顧野王著, 大廣益會玉篇, 北京：中華書局, 1987.
#
#	This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
SYID	SY_vol_radical	SY_radical	Entry	Entry_original	UCShex	SY_def	KSY_diff
b029b072	v13#162	艸	𦻝		&#xD85B;&#xDEDD;	居逆切。大𦻝、藥名。	
b029b073	v13#162	艸	萿		&#x843F;	古活切。萿麋舌。春生葉似舌。	
b029b081	v13#162	艸	虇		&#x8647;	丘遠切。江東人呼蘆笥爲蘆虇。	
b029b082	v13#162	艸	芛		&#x829B;	惟畢羊箠二切。芛、華榮也。草木華初生者。	
b029b083	v13#162	艸	茟		&#x831F;	古文。	
b029b084	v13#162	艸	葩		&#x8469;	普華切。華也。	
b029b085	v13#162	艸	荂		&#x8342;	許俱妨俱二切。草華別名。又荂榮也。	
b029b091	v13#162	艸	蔈		&#x8508;	芳燒切。黃花也。	
b029b092	v13#162	艸	葟		&#x845F;	胡光切。葟榮。亦花之美也。	
b029b093	v13#162	艸	花		&#x82B1;	呼瓜切。今爲華荂字。	
b029b094	v13#162	艸	菝		&#x83DD;	蒲達切。菝葀、瑞草。又蒲八切。菝𦸉、狗脊根也。	
b029b101	v13#162	艸	葀		&#x8440;	古活切。菝葀。	
b029b102	v13#162	艸	𦸉		&#xD85B;&#xDE09;	苦八切。菝𦸉。	
b029b103	v13#162	艸	茇		&#x8307;	蒲達切。草木根也。又補末切。蓽茇。	
b029b104	v13#162	艸	英		&#x82F1;	猗京切。華也。榮而不實曰英。	
b030a011	v13#162	艸	蘤		&#x8624;	爲詭切。華榮也。	
b030a012	v13#162	艸	薳		&#x85B3;	爲彼切。薳章、楚大夫。	
b030a013	v13#162	艸	蕆		&#x8546;	敕展切。解也、備也。《左氏傳》曰：寡君願以蕆事蕆敕也。	
b030a014	v13#162	艸	蓽		&#x84FD;	補密切。以荊爲戶謂之華。	
b030a021	v13#162	艸	䓠		&#x44E0;	他帀切。菜生水中也。	
b030a022	v13#162	艸	𦵺		&#xD85B;&#xDD7A;	古文。	
b030a023	v13#162	艸	菴		&#x83F4;	倚廉切。菴、䕡蒿也。又音諳。	
b030a024	v13#162	艸	葊		&#x844A;	古文。	
b030a025	v13#162	艸	䕡		&#x4561;	呂居切。菴䕡。	
b030a026	v13#162	艸	蕓		&#x8553;	禹軍切。蕓薹菜。	
b030a031	v13#162	艸	蒥		&#x84A5;	力牛切。香草。	
b030a032	v13#162	艸	蕞		&#x855E;	在會切。小皃。	
b030a033	v13#162	艸	𦼫		&#xD85B;&#xDF2B;	渠與切。今之苦𦼫。江東呼爲苦蕒。又音渠。	
b030a034	v13#162	艸	𦿌		&#xD85B;&#xDFCC;	力戈切。盛土草器也。或作蔂。	
b030a041	v13#162	艸	𦸦		&#xD85B;&#xDE26;	蒲骨切。蒡𦸦、繁母也。又作𦸦。	
b030a042	v13#162	艸	𦵸		&#xD85B;&#xDD78;	公幸切。芋莁也。	
b030a043	v13#162	艸	藈		&#x85C8;	古畦苦畦二切。鉤、藈姑。一名王瓜。	
b030a044	v13#162	艸	菇		&#x83C7;	故吳切。藈菇。	
b030a045	v13#162	艸	䒲		&#x44B2;	竹亞切。䒲葿、黃芩也。	
b030a051	v13#162	艸	葿		&#x847F;	亡悲切。䒲葿也。	
b030a052	v13#162	艸	䓚		&#x44DA;	材餘切。䓚𦱃。	
b030a053	v13#162	艸	𦱃		&#xD85B;&#xDC43;	禹俱切。䓚𦱃草、似韭。	
b030a054	v13#162	艸	䕞		&#x455E;	力盎切。䕞薚、藥。	
b030a055	v13#162	艸	薚		&#x859A;	荼盎切。䕞薚。	
b030a056	v13#162	艸	藤		&#x85E4;	達曾切。藟也。今揔呼草蔓莚如藟者。	
b030a061	v13#162	艸	苰		&#x82F0;	胡肱切。藤苰、胡麻也。	
b030a062	v13#162	艸	薱		&#x85B1;	達潰切。草木茂也。	
b030a063	v13#162	艸	䕹		&#x4579;	才帀切。戶簾也。	
b030a064	v13#162	艸	𦺖		&#xD85B;&#xDE96;	九出切。草也。	
b030a071	v13#162	艸	𦬁		&#xD85A;&#xDF01;	疾來切。草也。	
b030a072	v13#162	艸	𦸢		&#xD85B;&#xDE22;	力豆切。𦸢蘆、藥。	
b030a073	v13#162	艸	𦱅		&#xD85B;&#xDC45;	舉魚切。苴𦱅、草。	
b030a074	v13#162	艸	𧂞		&#xD85C;&#xDC9E;	囚繊切。菜也。	
b030a075	v13#162	艸	𦿄		&#xD85B;&#xDFC4;	恥亮切。草木盛。	
b030a076	v13#162	艸	莁		&#x8381;	武俱切。莁荑。一名白蕢。	
b030a081	v13#162	艸	𧂔		&#xD85C;&#xDC94;	胡鹿切。𧂔菜、生水中。	
b030a082	v13#162	艸	𦺱		&#xD85B;&#xDEB1;	子移切。𦺱菜、生水中。	
b030a083	v13#162	艸	𦳟		&#xD85B;&#xDCDF;	口羊切。菜也。	
b030a084	v13#162	艸	𧄿		&#xD85C;&#xDD3F;	力戈切。菜生水中也。	
b030a085	v13#162	艸	𦶩		&#xD85B;&#xDDA9;	於亦切。𦶩母草。本作益。	
b030a091	v13#162	艸	茺		&#x833A;	齒戎切。茺蔚即益母也。	
b030a092	v13#162	艸	蔚		&#x851A;	烏貴於勿二切。茺蔚。	
b030a093	v13#162	艸	𧀲		&#xD85C;&#xDC32;	餘鼈切。葉似竹、生水中。	
b030a094	v13#162	艸	𧀥		&#xD85C;&#xDC25;	一丘切。菜也。	
b030a095	v13#162	艸	𦽌		&#xD85B;&#xDF4C;	孚陸切。𦽌子也。可食。	
b030a101	v13#162	艸	蓒		&#x84D2;	虛言切。蓒子、蕕草也、生水中。	
b030a102	v13#162	艸	𧄔		&#xD85C;&#xDD14;	直居上余二切。根似茅、可食。	
b030a103	v13#162	艸	葾		&#x847E;	於元切。敗也、萎葾也。	
b030a104	v13#162	艸	䔷		&#x4537;	奇金切。草生水中、根可以緣器。	
b030b011	v13#162	艸	𧂏		&#xD85C;&#xDC8F;	力凋切。草木莖葉䟽也。	
b030b012	v13#162	艸	䓱		&#x44F1;	仕街切。	
b030b013	v13#162	艸	𦫶		&#xD85A;&#xDEF6;	居包切。秦𦫶、藥。	
b030b014	v13#162	艸	芁		&#x8281;	同上。	
b030b015	v13#162	艸	䔞		&#x451E;	呂橘切。草子甲。	
b030b021	v13#162	艸	𦰾		&#xD85B;&#xDC3E;	呼角切。草聲也。	
b030b022	v13#162	艸	𦰖		&#xD85B;&#xDC16;	乙卓切。英蒻也。	
b030b023	v13#162	艸	蕒		&#x8552;	埋解切。苦蕒菜。	
b030b024	v13#162	艸	苘		&#x82D8;	口潁切。草名。亦作檾。	
b030b025	v13#162	艸	䔛		&#x451B;	同上。	
b030b026	v13#162	艸	䕸		&#x4578;	余戞切。麻莖也。又音皆。	
b030b031	v13#162	艸	荶		&#x8376;	牛金切。似蒜生水中。	
b030b032	v13#162	艸	䕾		&#x457E;	古文。	
b030b033	v13#162	艸	萳		&#x8433;	乃感切。草長弱皃。	
b030b034	v13#162	艸	䓝		&#x44DD;	亡更切。狼尾草。	
b030b035	v13#162	艸	𦺮		&#xD85B;&#xDEAE;	俞主切。草名。	
b030b036	v13#162	艸	蓪		&#x84EA;	他公切。藥草。	
b030b041	v13#162	艸	䕍		&#x454D;	餘世切。似蘇而赤。	
b030b042	v13#162	艸	䓌		&#x44CC;	諸餌切。遠䓌也。	
b030b043	v13#162	艸	蔝		&#x851D;	莫禮切。蔝子、菜。	
b030b044	v13#162	艸	莋		&#x838B;	才亦才各二切。如草。	
b030b045	v13#162	艸	𦿊		&#xD85B;&#xDFCA;	力胡切。𦿊薈藥。	
b030b051	v13#162	艸	⿳艹穴艸		&#x2FF3;&#x8279;&#x7A74;&#x8278;	且己切。即葈耳。	
b030b052	v13#162	艸	藖		&#x85D6;	下閒切。堅也。莁餘、草莖也。又下辨切。	
b030b053	v13#162	艸	菤		&#x83E4;	九轉切。菤耳也。	
b030b054	v13#162	艸	𦶘		&#xD85B;&#xDD98;	古文。	
b030b055	v13#162	艸	葏		&#x844F;	才千切。草茂根。	
b030b056	v13#162	艸	芚		&#x829A;	徒昆切。菜似莧、可食。	
b030b061	v13#162	艸	菗		&#x83D7;	丈牛切。菗、荼菜。	
b030b062	v13#162	艸	䕣		&#x4563;	餘割切。似蕨生水中。	
b030b063	v13#162	艸	𦭵		&#xD85A;&#xDF75;	與良切。𦭵葲、藥名。	
b030b064	v13#162	艸	葲		&#x8472;	音泉。𦭵葲。	
b030b065	v13#162	艸	蓊		&#x84CA;	烏公烏孔二切。木茂也。	
b030b071	v13#162	艸	𦸚		&#xD85B;&#xDE1A;	似入切。𦸚茵、水草也。	
b030b072	v13#162	艸	𦰳		&#xD85B;&#xDC33;	以遮切。枲屬、皮可以爲索。	
b030b073	v13#162	艸	𦭷		&#xD85A;&#xDF77;	莫侯切。草也。	
b030b074	v13#162	艸	𦮻		&#xD85A;&#xDFBB;	公玄切。𦮻、明草。	
b030b075	v13#162	艸	著		&#x8457;	直閭切。味荎著。又中恕馳略知略三切。	
b030b081	v13#162	艸	䕧		&#x4567;	下校古鮑二切。江東呼藕根爲䕧也。	
b030b082	v13#162	艸	䕁		&#x4541;	甫尾切。江湖之閒兄卒相謂之䕁也。	
b030b083	v13#162	艸	䓵		&#x44F5;	撫俱切。䓵萮、花皃。	
b030b084	v13#162	艸	萮		&#x842E;	庾俱切。䓵萮。	
b030b091	v13#162	艸	蘛		&#x861B;	同上。又音育。	
b030b092	v13#162	艸	𧃠		&#xD85C;&#xDCE0;	亦同上。	
b030b093	v13#162	艸	𦿍		&#xD85B;&#xDFCD;	普莫切。落也。	
b030b094	v13#162	艸	𦼯		&#xD85B;&#xDF2F;	徐類切。禾秀與穟同。	
b030b095	v13#162	艸	苪		&#x82EA;	秘永切。明著也。	
b030b096	v13#162	艸	䒨		&#x44A8;	徐雉切。蒿也。	
b030b101	v13#162	艸	𦬚		&#xD85A;&#xDF1A;	胡故切。草名。	
b030b102	v13#162	艸	𦼏	u26f0f-jv	&#xD85B;&#xDF0F;	子登切。菎𦼏、草。	
b030b103	v13#162	艸	𦸕		&#xD85B;&#xDE15;	徒篤切。古文毒。	
b030b104	v13#162	艸	䓂		&#x44C2;	魚鞬切。草名。	
b030b105	v13#162	艸	莒		&#x8392;	居呂切。草也。亦國名。	
b030b106	v13#162	艸	芵		&#x82B5;	古穴切。芵光、芵明也。花黃。	
b031a011	v13#162	艸	𦯊		&#xD85A;&#xDFCA;	同上。	
b031a012	v13#162	艸	茪		&#x832A;	古黃切。英茪。	
b031a013	v13#162	艸	𦸐		&#xD85B;&#xDE10;	力鞠切。蔏𦸐。	
b031a014	v13#162	艸	莌		&#x838C;	他活徒活二切。草生江南。	
b031a015	v13#162	艸	𦸍		&#xD85B;&#xDE0D;	同上。	
b031a016	v13#162	艸	𦵧		&#xD85B;&#xDD67;	力當切。𦵧毒草。	
b031a017	v13#162	艸	䔜		&#x451C;	他甘切。葱也。	
b031a021	v13#162	艸	𦸓		&#xD85B;&#xDE13;	且栗切。葉似蘇。	
b031a022	v13#162	艸	𧀴		&#xD85C;&#xDC34;	甫俱切。地𧀴、藥草。	
b031a023	v13#162	艸	䕪		&#x456A;	除格切。䕪藛、藥。	
b031a024	v13#162	艸	𦬻		&#xD85A;&#xDF3B;	奴加切。藷𦬻。	
b031a025	v13#162	艸	蒵		&#x84B5;	何雞切。蘩、菟蒵也。	
b031a031	v13#162	艸	𦺸		&#xD85B;&#xDEB8;	力振力因二切。鬼火。或作燐。	
b031a032	v13#162	艸	𧃮		&#xD85C;&#xDCEE;	同上。	
b031a033	v13#162	艸	𧄝		&#xD85C;&#xDD1D;	莊卓切。𧄝、蒵毒、即附子也。	
b031a034	v13#162	艸	𦶐		&#xD85B;&#xDD90;	去用切。𦶐、䕞𦿆。	
b031a035	v13#162	艸	虂		&#x8642;	力故切。蔠葵、蘩虂。	
b031a036	v13#162	艸	蔠		&#x8520;	音終。蔠葵。	
b031a041	v13#162	艸	苶		&#x82F6;	奴結切。《莊子》云：苶然疲役、而不知其所歸。又乃莢切。	
b031a042	v13#162	艸	䔹		&#x4539;	徐季切。蘧蒢也。亦作𧁂。	
b031a043	v13#162	艸	𦿂		&#xD85B;&#xDFC2;	恱宣切。𦿂尾、射干也。	
b031a044	v13#162	艸	𦺗		&#xD85B;&#xDE97;	升諸切。魚薺也。	
b031a051	v13#162	艸	葳		&#x8473;	於歸切。葳蕤也。	
b031a052	v13#162	艸	蒤		&#x84A4;	達胡切。蒤、虎杖、似紅草。可以染赤。	
b031a053	v13#162	艸	𧃝		&#xD85C;&#xDCDD;	充受切。菝葀也。	
b031a054	v13#162	艸	𦳢		&#xD85B;&#xDCE2;	有貴切。草也。	
b031a055	v13#162	艸	蘣		&#x8623;	他口切。好皃。	
b031a061	v13#162	艸	𦲯		&#xD85B;&#xDCAF;	亡泛切。草木無蔓也。	
b031a062	v13#162	艸	䔑		&#x4511;	弋蛇切。穗也、蓄積也。又似嗟切。	
b031a063	v13#162	艸	蓺		&#x84FA;	魚制切。種蒔也。	
b031a064	v13#162	艸	䕈		&#x4548;	思俠切。草名。又徒協切。	
b031a065	v13#162	艸	蔱		&#x8531;	所戞切。似茱萸。	
b031a071	v13#162	艸	薆		&#x8586;	於戴切。隱也。	
b031a072	v13#162	艸	𦬺		&#xD85A;&#xDF3A;	許往切。𢠵𦬺也。又許永切。𦬺草。	
b031a073	v13#162	艸	荳		&#x8373;	音豆。荳蔻。	
b031a074	v13#162	艸	𦶑		&#xD85B;&#xDD91;	他盍切。𦶑布也。	
b031a075	v13#162	艸	𦳇		&#xD85B;&#xDCC7;	徒兼切。藥草。	
b031a076	v13#162	艸	𦳥		&#xD85B;&#xDCE5;	彌紹切。草細。	
b031a081	v13#162	艸	苭		&#x82ED;	於皎切。草長。	
b031a082	v13#162	艸	𧂈		&#xD85C;&#xDC88;	子了切。似薺菜。	
b031a083	v13#162	艸	蒖		&#x8496;	之仁切。𦭎也。	
b031a084	v13#162	艸	𦸯		&#xD85B;&#xDE2F;	音詵。地名。	
b031a085	v13#162	艸	𦱉		&#xD85B;&#xDC49;	音龍。古文。	
b031a086	v13#162	艸	蕫		&#x856B;	音童。草名。又多動切。	
b031a091	v13#162	艸	葓		&#x8453;	音洪。水草也。	
b031a092	v13#162	艸	䓼		&#x44FC;	音尨。草也。又火角切。	
b031a093	v13#162	艸	䔶		&#x4536;	音提。草也。	
b031a094	v13#162	艸	𦻀		&#xD85B;&#xDEC0;	同上。	
b031a095	v13#162	艸	䕺		&#x457A;	在紅切。草䕺生皃。	
b031a096	v13#162	艸	藂		&#x85C2;	同上俗。	
b031a097	v13#162	艸	茳		&#x8333;	音江。茳蘺香草。	
b031a101	v13#162	艸	𦽏		&#xD85B;&#xDF4F;	音符。𦽏茈。	
b031a102	v13#162	艸	荾		&#x837E;	音綏。胡荾、香菜。	
b031a103	v13#162	艸	荽		&#x837D;	（並同上。）	
b031a104	v13#162	艸	䒘		&#x4498;	並同上。	
b031a105	v13#162	艸	𦸀		&#xD85B;&#xDE00;	音基。	
b031a106	v13#162	艸	蕠		&#x8560;	音如。蕠藘草也。亦作茹。	
b031a107	v13#162	艸	芘		&#x8298;	防脂切。蕃也。	
b031b011	v13#162	艸	蕖		&#x8556;	音渠。荷、芙蕖。	
b031b012	v13#162	艸	𦲰		&#xD85B;&#xDCB0;	香于切。草華。	
b031b013	v13#162	艸	𧀮		&#xD85C;&#xDC2E;	音孚。花𧀮。	
b031b014	v13#162	艸	𦽤		&#xD85B;&#xDF64;	古洛切。𦽤草。	
b031b015	v13#162	艸	菩		&#x83E9;	薄胡切。菩薩。又步亥切。草也。	
b031b021	v13#162	艸	𦡰		&#xD85A;&#xDC70;	音蒲。雉有𦡰肉。	
b031b022	v13#162	艸	茂		&#x8302;	莫遘切。草木盛。	
b031b023	v13#162	艸	𦮿		&#xD85A;&#xDFBF;	音劬。	
b031b024	v13#162	艸	𦱔		&#xD85B;&#xDC54;	邊兮切。𦱔麻。	
b031b025	v13#162	艸	蓖		&#x84D6;	同上。	
b031b026	v13#162	艸	薹		&#x85B9;	音臺。蕓薹、菜名。	
b031b027	v13#162	艸	莏		&#x838F;	素和切。挼莏也。	
b031b031	v13#162	艸	蘋		&#x860B;	音頻。大萍也。	
b031b032	v13#162	艸	薲		&#x85B2;	同上。	
b031b033	v13#162	艸	荄		&#x8344;	古來切。草根也。又音皆。	
b031b034	v13#162	艸	莔		&#x8394;	音盲。貝母也。	
b031b035	v13#162	艸	𦱋		&#xD85B;&#xDC4B;	同上。	
b031b036	v13#162	艸	𦳶		&#xD85B;&#xDCF6;	同上。	
b031b037	v13#162	艸	𧄺		&#xD85C;&#xDD3A;	得田切。草頭。	
b031b041	v13#162	艸	蔕		&#x8515;	都計切。草木綴實也。	
b031b042	v13#162	艸	𦬃		&#xD85A;&#xDF03;	音乇。藥名。	
b031b043	v13#162	艸	𦺔		&#xD85B;&#xDE94;	音爻。黃茅根煎取汁、治消渴也。	
b031b044	v13#162	艸	䒝		&#x449D;	同上。	
b031b045	v13#162	艸	蔯		&#x852F;	音陳。茵蔯也。	
b031b046	v13#162	艸	芒		&#x8292;	罔良切。稻麥芒也。	
b031b051	v13#162	艸	萄		&#x8404;	徒勞切。蒲萄也。	
b031b052	v13#162	艸	萪		&#x842A;	苦過切。萪藤、生海邊。	
b031b053	v13#162	艸	莪		&#x83AA;	五哥切。草、似斜蒿。	
b031b054	v13#162	艸	菏		&#x83CF;	乎哥切。菏、菔草。又音柯。菏澤名。	
b031b055	v13#162	艸	蘿		&#x863F;	盧多切。女蘿、托松而生。	
b031b061	v13#162	艸	菖		&#x83D6;	尺良切。菖蒲也。	
b031b062	v13#162	艸	藏		&#x85CF;	慈郎切。隱也。又慈浪切。庫藏。	
b031b063	v13#162	艸	蕄		&#x8544;	莫耕切。《爾雅》云：存存、蕄蕄、在也。	
b031b064	v13#162	艸	𢡗		&#xD84A;&#xDC57;	同上。本或作萌。	
b031b071	v13#162	艸	蓎		&#x84CE;	徒郎切。蓎蒙、女蘿。	
b031b072	v13#162	艸	莤		&#x83A4;	余留切。水草、一名軒于。又所六切。苞芽莤酒也。	
b031b073	v13#162	艸	𦵩		&#xD85B;&#xDD69;	祥由切。液也。亦與糟同。	
b031b074	v13#162	艸	芝		&#x829D;	止而切。瑞草。	
b031b081	v13#162	艸	虆		&#x8646;	力垂切。蔓也。又音累。	
b031b082	v13#162	艸	䔲		&#x4532;	音登。金䔲草。	
b031b083	v13#162	艸	菾		&#x83FE;	徒廉切。菜名。	
b031b084	v13#162	艸	菠		&#x83E0;	博何切。菠薐。	
b031b085	v13#162	艸	薐		&#x8590;	勒登切。菠薐。	
b031b086	v13#162	艸	苸		&#x82F8;	火烏切。草名。	
b031b091	v13#162	艸	芋		&#x828B;	或虞切。草盛皃。又王遇切。	
b031b092	v13#162	艸	𦺥		&#xD85B;&#xDEA5;	得盧切。草。	
b031b093	v13#162	艸	茣		&#x8323;	五姑切。茣草。	
b031b094	v13#162	艸	䓙		&#x44D9;	古懷切。草也。	
b031b095	v13#162	艸	䓐		&#x44D0;	食均切。草也。	
b031b096	v13#162	艸	蘹		&#x8639;	戶乖切。草。	
b031b101	v13#162	艸	𦳦		&#xD85B;&#xDCE6;	作才切。草。	
b031b102	v13#162	艸	菕		&#x83D5;	佯春切。草。	
b031b103	v13#162	艸	蘡		&#x8621;	於盈切。草。	
b031b104	v13#162	艸	𦬗		&#xD85A;&#xDF17;	古和切。草。	
b031b105	v13#162	艸	𦶕		&#xD85B;&#xDD95;	識余切。草也。	
b031b106	v13#162	艸	蒢		&#x84A2;	祥余切。草也。	
b031b107	v13#162	艸	𦸺		&#xD85B;&#xDE3A;	子隨切。地葽。	
b032a011	v13#162	艸	䔀		&#x4500;	汝隹切。薑䔀。	
b032a012	v13#162	艸	芜		&#x829C;	亡夫切。	
b032a013	v13#162	艸	𦰰		&#xD85B;&#xDC30;	許俱切。芋。	
b032a014	v13#162	艸	苤		&#x82E4;	鋪悲切。花盛。	
b032a015	v13#162	艸	𦳘		&#xD85B;&#xDCD8;	鋤邪切。水草也。	
b032a016	v13#162	艸	𦸙		&#xD85B;&#xDE19;	羽鳩切。	
b032a017	v13#162	艸	𦬓		&#xD85A;&#xDF13;	同上。	
b032a021	v13#162	艸	𧃑		&#xD85C;&#xDCD1;	渠焉切。草。	
b032a022	v13#162	艸	𦬅		&#xD85A;&#xDF05;	苦婁切。草。	
b032a023	v13#162	艸	䕱		&#x4571;	徒侯切。草。	
b032a024	v13#162	艸	𦺹		&#xD85B;&#xDEB9;	力彫切。草。	
b032a025	v13#162	艸	蕔		&#x8554;	博蒿切。草。	
b032a026	v13#162	艸	䒩		&#x44A9;	胡戈切。草名。	
b032a027	v13#162	艸	𦭴		&#xD85A;&#xDF74;	祝由切。草。	
b032a028	v13#162	艸	葙		&#x8459;	蘇將切。青葙子。	
b032a031	v13#162	艸	萓		&#x8413;	魚飢切。萓莮草。	
b032a032	v13#162	艸	莮		&#x83AE;	奴含切。萓莮也。	
b032a033	v13#162	艸	𦾿		&#xD85B;&#xDFBF;	借清切。仙草。	
b032a034	v13#162	艸	葁		&#x8441;	居良切。山草。	
b032a035	v13#162	艸	䕕		&#x4555;	莫半切。草。	
b032a036	v13#162	艸	𦺐		&#xD85B;&#xDE90;	昨寒切。𦺐草。	
b032a037	v13#162	艸	𧄍		&#xD85C;&#xDD0D;	祇堯切。連翹草。	
b032a041	v13#162	艸	𦼿		&#xD85B;&#xDF3F;	都昆切。草。	
b032a042	v13#162	艸	𦾸		&#xD85B;&#xDFB8;	都官切。草。	
b032a043	v13#162	艸	蒄		&#x8484;	古桓切。草。	
b032a044	v13#162	艸	䒶		&#x44B6;	古文、天字。	
b032a045	v13#162	艸	䕦		&#x4566;	藥征切。䕦、菊花。	
b032a046	v13#162	艸	萾		&#x843E;	同上。	
b032a047	v13#162	艸	䒟		&#x449F;	都蘭切。草。	
b032a051	v13#162	艸	䕊		&#x454A;	徒闌切。	
b032a052	v13#162	艸	荿		&#x837F;	時盈切。草。	
b032a053	v13#162	艸	𦳧		&#xD85B;&#xDCE7;	余舟切。草。	
b032a054	v13#162	艸	䒜		&#x449C;	魚丘切。䒜草。	
b032a055	v13#162	艸	𦺟		&#xD85B;&#xDE9F;	杭姑切。	
b032a056	v13#162	艸	葨		&#x8468;	烏回切。草。	
b032a057	v13#162	艸	茴		&#x8334;	胡魁切。茴香。	
b032a058	v13#162	艸	菄		&#x83C4;	得洪切。	
b032a061	v13#162	艸	茧		&#x8327;	遟隆切。草。	
b032a062	v13#162	艸	𦱇		&#xD85B;&#xDC47;	苦聾切。𦱇心草。	
b032a063	v13#162	艸	𦬘		&#xD85A;&#xDF18;	辭龍切。	
b032a064	v13#162	艸	𧄐		&#xD85C;&#xDD10;	戍江切。草。	
b032a065	v13#162	艸	䕒		&#x4552;	古牙切。草。	
b032a066	v13#162	艸	䕔		&#x4554;	胡監切。草。	
b032a067	v13#162	艸	𦵟		&#xD85B;&#xDD5F;	直离切。草。	
b032a071	v13#162	艸	莉		&#x8389;	力奚切。草。	
b032a072	v13#162	艸	𦼴		&#xD85B;&#xDF34;	與章切。草。	
b032a073	v13#162	艸	𦰭		&#xD85B;&#xDC2D;	徒頓切。藥草。	
b032a074	v13#162	艸	䒧		&#x44A7;	音怯。草器。	
b032a075	v13#162	艸	苁		&#x82C1;	自容切。古文從。	
b032a076	v13#162	艸	𦽕		&#xD85B;&#xDF55;	息离切。𦽕草。	
b032a077	v13#162	艸	𧅘		&#xD85C;&#xDD58;	乃侯切。草。	
b032a081	v13#162	艸	𦰮		&#xD85B;&#xDC2E;	防無切。人姓。	
b032a082	v13#162	艸	𦰱		&#xD85B;&#xDC31;	時羊切。草。	
b032a083	v13#162	艸	葔		&#x8454;	胡溝切。葔草。	
b032a084	v13#162	艸	𦸱		&#xD85B;&#xDE31;	防久切。	
b032a085	v13#162	艸	𦯅		&#xD85A;&#xDFC5;	夕預切。草。	
b032a086	v13#162	艸	𦭳		&#xD85A;&#xDF73;	于矩切。草。	
b032a087	v13#162	艸	芦		&#x82A6;	胡古切。	
b032a088	v13#162	艸	𦳑		&#xD85B;&#xDCD1;	莫後切。草。	
b032a091	v13#162	艸	䒕		&#x4495;	私沼切。䒕草、遠志也。	
b032a092	v13#162	艸	𧅗		&#xD85C;&#xDD57;	都朗切。草。	
b032a093	v13#162	艸	蓰		&#x84F0;	息紫切。草。	
b032a094	v13#162	艸	藞		&#x85DE;	力瓦切。藞䕢、不中皃。	
b032a095	v13#162	艸	䕢		&#x4562;	除瓦切。藞䕢。	
b032a096	v13#162	艸	䕌		&#x454C;	遟至切。草。	
b032a101	v13#162	艸	藢		&#x85E2;	張里切。	
b032a102	v13#162	艸	𦰯		&#xD85B;&#xDC2F;	式止切。草。	
b032a103	v13#162	艸	葸		&#x8478;	胥里切。畏懼也。	
b032a104	v13#162	艸	𧃕		&#xD85C;&#xDCD5;	九輦切。𧃕草。	
b032a105	v13#162	艸	藠		&#x85E0;	胡了切。草名。	
b032a106	v13#162	艸	苲		&#x82F2;	阻假切。草也。	
b032a107	v13#162	艸	𦺡		&#xD85B;&#xDEA1;	之兩切。𦺡草。	
b032b011	v13#162	艸	䔭		&#x452D;	奴領切。葶䔭、毒草。	
b032b012	v13#162	艸	𦺑		&#xD85B;&#xDE91;	蒲蠓切。𦺑𦶇、草亂皃。	
b032b013	v13#162	艸	𦶇		&#xD85B;&#xDD87;	而勇切。𦺑𦶇。	
b032b014	v13#162	艸	𦽔		&#xD85B;&#xDF54;	巨錦切。草。	
b032b015	v13#162	艸	𦺣		&#xD85B;&#xDEA3;	胡降切。似葵也。	
b032b016	v13#162	艸	𦽐		&#xD85B;&#xDF50;	虛鬼切。𦽐草。	
b032b021	v13#162	艸	𧂃		&#xD85C;&#xDC83;	胡感切。又胡紺切。	
b032b022	v13#162	艸	𧃚		&#xD85C;&#xDCDA;	息觜切。𧃚草也。	
b032b023	v13#162	艸	𦱌		&#xD85B;&#xDC4C;	古郎切。𦱌草。	
b032b024	v13#162	艸	䔪		&#x452A;	史養切。草。	
b032b025	v13#162	艸	蔃		&#x8503;	渠兩切。儉年人食其根。	
b032b026	v13#162	艸	𦯒		&#xD85A;&#xDFD2;	語兩切。草出池水邊。	
b032b031	v13#162	艸	芠		&#x82A0;	無分切。芠草。	
