#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   TSJ: Tenjibon Shinsen Jikyo database -- Headwords and definitions
#
#   Tenjibon Shinsen Jikyo 新撰字鏡, Tenji copy 天治本.
#   A complete manuscript of 1124 is held by the Imperial Household Archives.
#   Buddhist monk Shoju 昌住, c. 898-901.
#   A Hanzi (Chinese character) dictionary.
#
#   TSJ_definitions.tsv
#   Version: 1.0.48
#   Date published: 28 June 2018
#   Last modified: 12 September 2019
#
#   Copyright (c) 2018-2019 HDIC project, IKEDA Shoju (Chair)
#	LI Yuan (Person in charge of text data proofreading)
#	LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV format information:
#   [SJID (svvwwxyyz)        Book(vv), leaf(ww), recto-verso(x), line(yy) and number(z). Refer to TSJ_entries.tsv]
#   SJ2ID                    For headword of two or more characters, add 'a, b, ..., n' at the end of SJID
#   Entry_word               Headword
#   SJ_def                   Definition of pronunciation, meaning and variant(s)
#   SJ_def_remarks           Editor's notes
#
#   Acknowledgments:
#   We are grateful to the Imperial Household Archives 宮内廳書陵部 for permission to publish the decipherment text of TSJ.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422, 19H00526.
#
TSJ2ID	Entry_word	SJ_def	SJ_remarks
s0716a401i	䕡茄	五月採根曝干。止良久弥。	
s0716a403j	練實	九月採實陰干。阿不知乃木也。	
s0716a405k	巴戟天	二八月採根蔭干。比之良木。	
s0716a502a	杠谷樹	上同。	
s0716a505b	龍眼	佐加木。	
s0716a507c	烏草樹	左之夫。	
s0716a601d	鷄冠樹	加戸天。	
s0716a604e	賣子木	阿加左。	
s0716a607f	析傷木	伊太比。一云：木連。	
s0716a701g	黄楊	豆介乃木。	
s0716a703h	木辛夷	比佐久良。	
s0716a706i	巻栢	久弥。	
s0716a709j	又求般	久弥。	
s0716a801k	又可歳	久弥。	
s0716a804l	又約豆	久弥。	
s0716a807m	又白榶	久弥。	
s0716a809n	辛夷	山阿良々木。	
s0716a812o	又辛矧	山阿良々木。	
s0716b102a	又隻桃	山阿良々木。	
s0716b105b	又房水	山阿良々木。	
s0716b107c	白樹	加志乃木。	
s0716b109d	甘橘	加无志。	
s0716b201e	占斯	久留弥。	
s0716b203f	菌	岡豆々志。又云伊波豆々志。	
s0716b205g	惡實	支太支須乃美。	
s0716b301g	杜舟	山橘。	
s0716b501	艸	且道反。卉也，草木初生也，麁也。	
s0716b502	草	且道反。上：土毛之通稱也。	
s0716b503	⿲屮⿱田水屮	上古文。	
s0716b504a	華蕐	二形作。正：胡瓜反。平：萼也，星也，采色也，畫盛也，美灑也。借：胡化反。去：妃也。	
s0716b601	花	胡瓜反。上同也。	
s0716b602	丵	花音。又士角反。入。華同。又華取生。	
s0716b701	蔿	在末。	
s0716b702a	𦲠葩	普巴反。草花白。	
s0716b704	莟	胡感反。平：謂花之未開者也。	
s0716b705	𧂄	上字同。	
s0716b801a	萏𦭻薗	三形□。莟字同。徒感反。上：芙蓉花也，菡也。〔𧀮：撫干反。花也。〕	
s0716b804	𧀮	撫干反。花也。	
s0716b805	芀	徒取反。葦花也。	
s0716b80６	葺	子立反。茨也，䨱也，亦補治也，累也，苫也。	
s0717a101a	𧒣𧕏𦽆孽⿱薩土⿱薩土𦾨㜸	皆葺字同。五竭反。灾也。謡字同。在言部。妖也。	
s0717a201b	櫱蘖	二同。古文作𣡌𣖂二形。五割反。在木部。	
s0717a203c	糱糵	二形同。魚列反。牙米也，麹也。	
s0717a302a	薩𦵮	二形同。胥列反。訛也。正言娑度。譯云善哉也。類高也，青蘋也。	
s0717a401a	芟⿳艹己又	所嚴反。刈草也，除也，草也。	
s0717a403	葌	胡顏反。蘭也，香草也。	
s0717a404a	笮𥬚	今作窄。側格反。猶𡑅也，狹也，迫也。又作迮也。	
s0717a501	孶	又作𤂇。二形。子其反。益也。萫長也，萫滋也，多也。稵同。	
s0717a502	蕤	汝誰反。草木華垂皃。藥草也。	
s0717a601	𧄜	而随如捶二反。上：荷花糸也，度也，華也。	
s0717a602	茹	人与人庶二反。上：菜也，食也，掇食也，柔，臭也，弱也，度也，菜𤍨也。	
s0717a701	芰	渠智反。去：䔖也。比志。	
s0717a702	茤	上字。須介。	
s0717a703	茜	千見反。去：茅蒐也。	
s0717a704a	蒨𦵻	二上字。	
s0717a706	𦮽	古[木]反。香(禾)𥢶謂之𦮽。秕字，通也。在禾部。	
s0717a801a	𦴅荾	二形。私惟反。平：胡荾，香茱也。只作俀非。	
s0717a803a	䕑荾荽	三形同。	
s0717a806	菱	曾登反。比支。水中采也。	
s0717b101	蕨	二形上同。居目反。入。和良比。	
s0717b102	菌	奇殞奇員二反。中馗菌，地蕈。	
s0717b103	蘆	勒姑反。平：葭也，蕠，葦未秀者為蘆。	
s0717b201	薕	陵兼[反]。平：藡也，薑也。	
s0717b202	莝	千臥反。去：謂斬蒭𩚅馬者也，秣也，蒭也。	
s0717b301	𦳦	祖■反。植也。	
s0717b302	荐	在見反。去：洊同。再，數也，重也，仍也，聚也。	
s0717b303	瞢	魚崩反。平：盲也，不明也。	
s0717b401a	蒺蔾	上：茨栗反。入。下：力尸反。平：螏蟍蝍蛆，似蝗，大腹，長角，能食虵𦛁也。⿰並鳥𪅌同作。	
s0717b501	薨	呼弘反。平：死也。	
s0717b502	䕓	胥烈反。入：草蘆也，枯草也，監也。	
s0717b503	藤	達曾反。苰也，藟也。	
s0717b504	蕉	子姚反。平：茮也，𦺴也。	
s0717b601	萋	子兮反。平：草盛也。	
s0717b602	莩	撫俱反。皮。平表反。上：花也，餓死也。	
s0717b603	範	又作笵。犯音。法也，常。	
s0717b701a	艻勒	二形作。郎六反。香菜也。荷乃久支。	
s0717b703	蕛	達鷄反。苵也，似稗，布地生穢草也。	
s0717b704	苛	加多反。平：椱，心怒也，小卉也，煩怨也，疾也。伊良。	
s0717b801	蔟	青木反。入：聚也，巢也。又去：聚也。蔟蝅也。	
s0717b802	葚	時□(沈)反。桑實。	
s0717b803	萁	巨之反。平：豆莖也，菜似蕨也。豆加良。	
s0718a101	荼	宅加反。平：綠也。於保土知也。	
s0718a102a	葶藶	上：地經反。下：力亦反。波万太加奈。又加良志。	
s0718a104b	雚	上：古官反。葦也。牟志呂井。下：徒歴反。入：薕荻也。	
s0718a105b	荻	上：古官反。韋也。牟志井。下：徒歷反。入。薕荻也。	
s0718a201	藡	萩字同。	
s0718a202	萪	苦和反。平：藤名也，⿱艹膠也，海邊生也。	
s0718a301	薄	正：補莫反。迫也，甫始也，至也，致也，辞也，廣禪也，藏也，簾也，近。在竹部。	
s0718a302	蔓	亡怨反。長也，莚也，葛花也。阿乎奈。	
s0718a401a	䕞𦿆	上：力盎反。去。下：徒盎反。毒草也。	
s0718a403	菵	無往反。莾草，有毒也。檮和食置水中，魚皆死，浮出取食無妨也。	
s0718a501	荏	又作栠。而甚反。上：柔木也，古豆也。衣。	
s0718a502	蔚	於謂反。去：文章也，密也，茂也，盛也，數也。又子勿反。入：文綵繁數也。	
s0718a601c	簒篡	所患反。去：奪也，逆而奪取曰篡。字從厶。宇波不。	
s0718a603a	蕰蘊	二同。許文於郡二反。平：積也，最也，藏也，𣺖也，聚也，習也，蓄也，崇也，饒也，盛也。	
s0718a701a	𦳃䓉	又作㭨。以遮反。在木部。師子國之人，食草。	
s0718a703	薤	又作䪥。不戒反。奈女見良也。	
s0718a801	韮	居有反。悵也。太〻美良。	
s0718a802	菲	正：孚尾反。上：芴也，薄也。借：芳非反。平：芴者，土苽也。	
s0718a803	董	多動反。正也，督也，固也。田尒在美乃。	
s0718b101	蕫	上字本作。蒲細也。	
s0718b102	藺	力振旅進二反。輪音。莚井。	
s0718b103	甍	莫耕反。平。𤭐同。屋棟。	
s0718b201a	蓆⿱艹廗	二同。辞亦反。莚也，大也，儲也，廣也，莀也。	
s0718b203	蘥	余若反。⿰金管鍵雀麦也。又燕麦也，中也，久也。	
s0718b301	苜	亡目反。入：正也，達也，目也，正皃也。	
s0718b302	藏	正：昨郎反。平：深也，匿也。借：祖郎反。莭，草名。	
s0718b303	藉	正：情勺反。入：蹈也，甚借也，祭蓆也。通⿱艹䄍也。借：慈夜反。去：薦也，因也，依也，乱藉也，假也，由也。	
s0718b401a	著着擆	三形作同。正：直魚反。平：菋莖著也。借：中慮反。猶顯也，貯也，明也，綿注也，附也，錄也，到也，至也，庭也，自也，立補也，来也，作也，成殷尊也。	
s0718b501	莫	正：芒昨反。入：弗也，无也，莫〻為也，散也，莫府也，大也，家希也也(衍字)。古作漠。借：亡故反。去：菜也。《說文》：景宜也，冥也。今為暮字。	
s0718b601	共	正：渠用反。去：□(同)也，皆也。借：居凶反。平：具也。	
s0718b701	萴	正：頌力反。入：附子也。借：鉏力反。一比古。	
s0718b702	薜	正：蒲革反。山芹也，當歸也。借：補細反。去：薜荔，香草也。	
s0718b801a	荔茘	二同。来計反。去：烏韭也。烏悲者在屋曰昔耶，在垣曰垣衣。又曰似蒲而小，根可刷。字栛欐之。	
s0719a101	芸	正：右軍烏解二反。平又上：香草也，藁也。借：有奮反。去：黄盛也。	
s0719a102	萎	正：於危反。平：藥草名也，草木菸也。借：於偽反。餘字。豆良久弥也。	
s0719a201a	藇β藇	二作同。又作穥。正：徐与反。藇〻，美皃。借：以舉反。上：菜蕪皃也。	
s0719a203	蒪	正：補各反。入：苴蘘荷也。蒲穗也。借：[＿]倫反。平。奴奈波。	
s0719a301	蓴	上字。	
s0719a302	茸	正：而庸反。平：左茸乱皃，草生皃。又鹿角初生曰茸。借：如隴反。弥豆祢皃。	
s0719a401a	莽莾	二同。正：无黨反。上：藥草名。借：莫戶反。上也。	
s0719a403b	⿳艹宀具蓂	二同。正：莫丁反。平：莢，樹名，似薺，細葉也，老薺也。借：亡狄反。入也。	
s0719a501	芍	正：都歷反。入：蓮中子也。借：下了反。上：島茈也，生下田，根如指頭，黑可食。又借：且略反。入：又《蕭該》：藥也。	
s0719a601a	藐𦴭	二同。正：摸角反。入：茈草也。借：弥治反。上。又妙若反。毒也，廣也。	
s0719a603	藨	正：平表反。借：□交反。平：□也，蒯[＿＿＿＿]也。	
s0719a604b	舊⿱雚臼	二同。渠雷反。去：久老也，久遠也。借：虛流反。平：殦(鴟)雚〻鶹也。今爲鵂字。	
s0719a701	蕃	正：輔薗反。平：飾也，謂菜田息為嬔息。又作⿱⿰免免⿰免免蕃服也，屏也，籬也，蔽也，屏墻也。字非正。	
s0719a801	蒸	正：之縄反。平：大氣上行也，冬祭曰蒸，即終也，蒸〻老也，上婬也。借：之勝反。去。	
s0719a802a	䒱丞	二上同作。	
s0719b101	萐	及字，古文。正：渠汲反。入：與也，圣也，連也。借：昨洽反。入：一曰半草書也，一曰行書。瑞草。	
s0719b102	莭	次說反。量也，度也，驗也，特莭也，省也，制期也，察也，信也，操也，搉也，適也，木莭。又從竹。	
s0719b201	業	及洽反。入：大也，敘也，產也，緒来。丁丁反。平：甘草也，似地黄也，落也。	
s0719b301	茷	苻癈反。去：勉也，豐也。豐，草也，盛也。	
s0719b302	巷	胡絳反。去：黑中別道也，道也。	
s0719b303a	蔪𧀵	二同字。徐僉反。長也，麦秀荒皃也。	
s0719b401	茵	因音。馬之屎茸。	
s0719b402a	薏𦺳	二同字。於極反。入：蓮子之中重子也。薏茨也，荷實也。	
s0719b501	莝	乎卧反。斬也。又市士反。楪著也。久支。又歧魯也。	
s0719b502	莁	武夫反。平：莁夷。	
s0719b503a	葑𮐦	二同。孚封反。去：菁也，𦱄根也。阿乎奈。	
s0719b601	蕪	武夫反。平：穢也，刾也，荒也，逋也。志介志。又宇波良。又佐須。	
s0719b602a	𦿙蘀	二同。土各反。入：陷也，落也，謂草木落也，槁也，葉也。於豆。	
s0719b701b	𧅛藋	二同。曰歷反。似梨菜。豆利佐乎。	
s0719b703	簸	方破反。去：糠者也，美。	
s0719b704	𬟋	所与反。阿万豆良。	
s0719b801a	茋䒫	二形。士矢反。上：生山，其味甚苦，人能食。尓古多。又云加乃尓介。	
s0719b803	𦼠	開音。山女也。阿介比。又波太豆。	
s0720a101	藪	□(素)口反。上：潤也，澤也，櫢同。也夫。又於止呂。	
s0720a102	蓁	側詵反。草盛也，衆也，戴也。	
s0720a103	芸	禹軍反。癈草也。久支[＿＿]作。	
s0720a201a	蘩𧂉	二同字。補[＿]反。加良与毛支。	
s0720a203	募	武句反。求問也。豆乃留。又弥加不。	
s0720a204	薈	烏會反。去：雲興盛也，草盛也，障也，翳也，蔚也。	
s0720a301	䔸	方摽反。蘆葇花曰䔸。	
s0720a302a	芬β芬	二同作。狀雲反。和也，調也，秀也。加乎留。	
s0720a304	䕡	呂居反。平：蓬類也，蒿也。伊波与牟支。又加良与毛支。	
s0720a401	苦	古呂反。上：苦息謂之勞苦宜息也，動也，⿱穴射也，苦急也，菜名也，急也，息也，麁也，患也。誰謂荼苦甘之如薺也。	
s0720a501	葸	𣑠同字。思音。於曾留。又於豆。	
s0720a502	苗	亡妙反。平：狩也，煞生曰苗，以夏特狩曰。加利須。	
s0720a701	茼	徒紅反。茼麥。	
s0720a702	蔠	軄隆反。蔠葵，繁露也。	
s0720a703	菘	息隆反。菜名。太加奈。	
s0720a704	茙	而隆反。蜀葵。	
s0720a801a	芎藭	上：去隆反。下：渠隆反。	
s0720a803	茺	處隆反。茺蔚草。和良不祁。	
s0720a804a	蘴⿱艹豊	二同作。敷隆反。蕪菁也。	
s0720b101	葒	胡籠反。蘺也，馬蓼也。	
s0720b102	葓	葒音。	
s0720b103	藂	二同。徂紅反。	
s0720b104	蓊	烏紅反。木盛皃也。	
s0720b105a	䓗葱	二同。倉紅反。	
s0720b202a	葼葰	二同。子紅反。木枝也。細枝也，苔也。	
s0720b204	苳	都宗反。荵苳也。	
s0720b205a	恭⿱共小𫺯⿱共口	四形同作。駒冬反。恭敬也。	
s0720b304	蓉	餘封反。	
s0720b305	𦭭	渠容反。蓂莢實。又昌蒲也。	
s0720b306	茳	古雙反。葒蘺草也。	
s0720b401	葹	式支反。草名。拔心不死。	
s0720b402	茨	疾脂反。盖屋也。又卉也。水不之支。	
s0720b403	芘	房脂反。藜芘荊藩也。不留比。	
s0720b501	薋	疾脂反。蒺䔧也。	
s0720b502a	蓍蓍β蓍δ𦮂	四形作。式脂反。蒿也，信也。女度也。	
s0720b601	蘪	武悲反。蘪無。	
s0720b602	萑	上椎反。木名，茺蔚也。	
s0720b603	芝	止而反。瑞草。	
s0720b604	𦾸	万加古。	
s0720b605	藄	其之反。菜□(似)蕨。	
s0720b701a	𦸜葘	二同。側持反。樹也，田荒穢入軒轂。	
s0720b703	茬	□(士)之反。茬平縣。又盛皃。	
s0720b704a	⿱艹⿲彳⿳亠一口攵薇	二同。無非反。菜也，垂水也，白薇。□加古。	
s0720b801	芷	上字同。	
s0720b802	莃	虚機反。菟葵也。	
s0720b803a	蘬蘬	二同。俱韋反。□(蘬)薺也，葵。	
s0721a101	𦺕	上字。	
s0721a102	蕖	衡魚反。芙蕖。	
s0721a103	苴	七余反。又上：履中藉草。	
s0721a104	𦸢	力豆反。蘆藥卉。	
s0721a105	虆	力追反。蔓也。	
s0721a201	菸	央魚反。欝也，𣨙也，臭也，茹也。	
s0721a202	蘆	力魚反。漏蘆藥也。	
s0721a203	藷	諸音。署預名，甘蔗。〔蕠：汝魚反。蘆也。〕	
s0721a204	蕠	蕠：汝魚反。蘆也。	
s0721a301a	葅菹	二形作。側魚反。須〻保利。	
s0721a303	𧄗	上古字。	
s0721a304	茱	市朱反。茱萸。	
s0721a305a	萸⿱艹⿻申丶	二同。□(羊)朱反。茱萸也。	
s0721a401	芙	附于反。芙蓉也。	
s0721a402	𦽏	芙音。𦽏茈子。	
s0721a403	荹	薄胡反。乱蒭也。	
s0721a404	䔕	荹音。膊也。	
s0721a501	蒲	荹音。水草。	
s0721a502a	苽苽	二形同。古胡反。彫胡。	
s0721a504	𧆓	倉胡反。草履。	
s0721a505	葫	荒烏反。又大蒜。奈万井。	
s0721a601a	蘇蘓	二形作。思吾反。荏。	
s0721a603	藜	落嵆反。草霍。阿加佐。	
s0721a604	莉	落嵆反。莉芘織荊。	
s0721a605	𦱔	方奚[反]。𦱔麻也。	
s0721a701a	⿱艹觧⿱艹觧β薢	三形作。古諧反。薢茩，决明子。止古呂。	
s0721a704	荄	薢音。草根。	
s0721a705	菭	徒哀反。魚衣濕者曰濡菭。	
s0721a801	萊	落哀反。藜。又東萊郡名。	
s0721a802	䔚	食春反。牛䔚，草名也。	
s0721a803	蒓	尚倫反。水葵菜。	
s0721b101	蘋	□隣反。平。大萍「ウキクサ」。宇□奴奈波。	
s0721b102a	蕓薹⿳艹⿳亠口冖至	三形作。上：王分反。下：菭音也。	
s0721b105	蕡	苻分反。草木多實也，荏也。亦肥也。	
s0721b201	薰	許云反。香草。	
s0721b202	𮏴	舉欣反。阿佐美。	
s0721b203	芫	愚袁反。芫花藥。	
s0721b204	萱	況袁反。忘憂草。	
s0721b301	薠	附袁反。似莎(ウキクサ)也。	
s0721b302	蓒	虚言反。蓒芋草。	
s0721b303	葿	已非反。䒲葿。	
s0721b304	虋	莫憂草(以上二字右傍注「止」，見消)奔反。赤粱粟也。	
s0721b401	蓀	思⿰⻏軍(鄆)反。香草也。於保度知。	
s0721b402	葐	蒲奔反。䨱葐草也，蒀也。	
s0721b403	𦺦	胡安反。𦺦蔣草。	
s0721b404	芄	胡官反。芄蘭。	
s0721b501a	𧄶䖂	二同字。落官反。鳧葵也。	
s0721b503b	莞莞	二作。古丸反。大井。又加万。	
s0721b505	蘭	落干反。䪍也，弓矢袋也。	
s0721b601	䓚	才余反。𦱃也，似韮，生寒下。	
s0721b602	藖	胡山反。又侯辨反。去。莖餘也，堅也。	
s0721b603	芊	倉先反。草盛也。	
s0721b701	菺	古賢反。茙葵。加良保比。	
s0721b702	𦮻	古玄反。明卉。	
s0721b703	苮	相然反。卉也，萱也。	
s0721b704	薽	居延軄鄰二反。豕首草別名。	
s0721b801	燕	烏前反。香草。	
s0721b802	荃	此緣反。香草。	
s0721b803a	蕭蕭β蕭δ	三形作。蘇彫反。□(虫損)。入。草名。又縣名也。	
s0722a101a	芀䓟	三同。徒聊反。葦花。	
s0722a103	葽	於堯反。草盛也，卉也，苦也，莠類也。	
s0722a104	虈	許嬌反。曰芷□(別)名。	
s0722a201	𦿕	咋(昨)焦反。柴。又作樵也。	
s0722a202a	𮏔蕘	二形作。如招反。芻蕘也，蕪菁也。	
s0722a204	𦾺	餘照反。𦾺芅，長楚，今羊桃也。	
s0722a301	蘨	𦾺音。茂也，卉盛也。与召反。	
s0722a302	荍	渠遥反。草名，今荆葵。	
s0722a303	𦺔	胡□(虫損)反。茅根。	
s0722a401	茭	古肴反。乾草。己毛。	
s0722a402	茅	莫交反。知也。	
s0722a403	藃	許交反。禾傷肥也，卉白暴起也。	
s0722a501	𦾱	楚交反。𦾱取。	
s0722a502	蒿	胡毛反。蓬也，葭也。	
s0722a503	薧	呼毛反。里人里。	
s0722a504	薅	呼毛反。除田草也，𥝶(私)茠同。支波良不。	
s0722a601	茠	上作同。䅶也。	
s0722a602	萄	徒刀反。蒲萄。	
s0722a603	蔜	五勞反。繁縷細草也。波久戶良。	
s0722a701	菏	古俄反。澤名。	
s0722a702	蒫	昨何[反]。薺實。	何：原作“酒”，誤。上田(1981:18)。
s0722a703	莪	五歌反。莪蘿。宇波支。	
s0722a704	蘿	魯何反。女蘿也。	
s0722a801	莎	素□(虫損)反。⿱艸隔也。	
s0722a802	莏	莎音。手挼莏也。	
s0722a803	蓑	莎音。可爲雨衣者。	
s0722a804	𧄿	落戈反。水草。	
s0722b101	薖	苦禾反。卉名。美皃□□(虫損)，大也，𠏀也。	
s0722b102	茄	求佉反。茄子。又荷莖也。	
s0722b103	蟇	莫霞[反]。蝦蟇。	
s0722b104a	芽芽β	二同作。五加反。萌也，始也。	
s0722b201	𦳏	側加反。楚葵，生水中。	
s0722b202	䔑	似嗟反。䔑蒿也，引也，茅穗也，英也。	
s0722b203	藫	徒含反。衣。於支豆毛。	
s0722b301	⿱艹⿰氵㝵	上同作。	
s0722b302	葻	盧含貟(負)[＿]二反。草得風皃。	
s0722b303	苷	古三反。苷草也，落也。	
s0722b304	藍	曽(魯)甘反。阿井。	
s0722b401	薌	許良[反]。穀氣。	
s0722b402	薑	居良反。辛菜也。	
s0722b403	萇	直良反。萇楚，似桃者。止万。	
s0722b404a	蔏蔐	二形作。式羊反。蔏陸，草也。	
s0722b501b	蘘蘘β蘘δ	三形作。汝陽反。蘘荷也。	
s0722b504c	薚𦳝	二同。褚羊反。𦳝蓫，商陸也。	
s0722b601	芳	敷方反。知子。	
s0722b602	莨	曾(魯)當反。童梁，草名也。	
s0722b603	蒼	七剛反。遠色。	
s0722b604	葟	胡光反。筞(榮)也，草木盛也。	
s0722b701	茫	莫郎反。滄〻太水皃也。	
s0722b702	莔	武康反。具(貝)母，草名，根如小具(貝)。	
s0722b703	薴	女耕反。𦱊薴也，卉亂也。	
s0722b704	英	□(虫損，於)香反。英栺。又英俊。佐支豆。	
s0722b801	荆	舉𣩃(卿)反。楚也。	
s0722b802a	葝𫈎	二形作。渠京反。鼠尾草。又小(山)薤也。	
s0722b804	蘅	渠京反。壮(杜)蘅，香草，□(虫損)帝山。	
s0723a101	萌	莫耕反。芒也，本也，始也。須介。	
s0723a102a	荆𦺈	二合止己呂。	
s0723a104	鶯	烏莖反。鳥羽文。	
s0723a201b	𦱊⿱艹争	二形作。七耕反。𦱊薴草乱。	
s0723a203	菁	子盈反。蕪菁。	
s0723a204	苓	郎丁反。茯苓。	
s0723a205a	藑藑	二形作。藑茅也，葍也。	
s0723a301	蓱	薄經反。水上浮萍。宇支久佐。	
s0723a302	䓑	萍音。馬帚。	
s0723a303a	蒥蒥	二形作。力求□(虫損，反)。蒥荑，藥也。	
s0723a401	萩	七里反。蒿蕭類也。波支。又伊良。	
s0723a402a	蕕𦳷	二形同。以周反。臭草也。又水(補入)草。	
s0723a404	葇	耳由反。香葇菜也。	
s0723a501	蓲	去鳩反。又(補入)㓨(刺)榆也，烏蓲草。	
s0723a502	𦫶	居求反。秦𦫶藥。世利。	
s0723a503	蒐	所鳩反。春獵。又茅蒐草。又所牛反。茄蘆茜。	
s0723a504	薵	直留反。薵藉䓗名。	
s0723a601	艽	巨鳩反。地名，詩云至野艽野。	
s0723a602	芣	薄(縛)謀反。芣茞也，大苔葉也。	
s0723a603	葴	軄淨下□(減)二反。酸醬也。又規誡也，馬藍，冬藍也。	
s0723a701	䒞	直林反。	
s0723a702	𦸂	式針反。蒲蒻也。蒲，始生也。	
s0723a703	菳	去音反。	
s0723a704	蔘	所□⿰臣畺反。□□(虫損)，藥也(補入)，蓡也，廣大也，人蔘也。	
s0723a801	䕭	徐廉反。山菜。	
s0723a802	苫	失廉反。草䨱。	
s0723a803	䔷	其矜反。草名。根可縁竹器也。	
s0723b101	䔲	都藤反。□□(虫損，金䔲)草。	
s0723b102a	苰苰	二形作。胡肱反。藤也，胡麻。	
s0723b104	䉷	語撿反。射翳也。	
s0723b105	荶	上同。似竹，生水□。	
s0723b401a	蓯蓯β	作孔反。菶也，蕦也。	
s0723b403	蛬	共音。蟋蟀。	
s0723b404	羋	臣婢反。羊鳴。又楚姓。	
s0723b405	薙	徐姉反。燒草。又□(虫損)計反。去除草。	
s0723b501a	䒨〓	同字。徐姉反。嵩也，□(⿱⿰艸禾茅)也。	
s0723b503	藟	力軌反。葛。加豆良。	
s0723b504	蕊	如藟反。草木實莭(節)生也。	
s0723b601	蓶	以水反。似馬韭。	
s0723b602	茝	諸市反。香草。又昌侍反。	
s0723b603	苡	羊止反。薏苡，芣苡也。	
s0723b604	芑	墟里反。白梁粟。	
s0723b605	□	上同。	
s0723b701a	薿β薿	二形同。魚紀反。草盛皃。	
s0723b703	䔂	側李反。草皃。	
s0723b704	葦	韋鬼反。蘆□(虫損)。	
s0723b705	蘌	□(蘌)同。魚舉反。菀服。又養鳥池也。	
s0723b801	𦼫	其呂反。菜。	
s0723b802	莒	居許反。草名。又國名也。	
s0723b803	萭	于矩反。萭餘根。又藥名也。	
s0724a101	莆	方主反。蓮堯之瑞草。	
s0724a102	蒟	俱羽求于二反。蒟醬。又去聲。	
s0724a103	芏	他古反。似莧，生海邊也。	
s0724a104	𧀦	二同。郎古反。草名。	
s0724a201	蓾	二同。郎古反。草名。	
s0724a202	薺	徂礼反。菜甘。奈豆奈。又支波井。	
s0724a203	苨	乃礼反。薺。	
s0724a204	𥰥	胡礼反。所以矢(安)重舩。	
s0724a301	䒓	口解反。戾也。	
s0724a302	荵	而軫反。荵苳也，隱荵草也。	
s0724a303a	菀	二□(同)。於阮反。紫菀，藥也，積也，蓄也。園。	
s0724a304a	苑	□□(虫損，二同)。於阮反。紫菀，藥也，積也，蓄也。園。	
s0724a401	苯	布忖反。䔿也。	
s0724a402	蔊	呼捍反。辛菜。	
s0724a403	蕇	多洗反。蒿藶。	
s0724a404a	⿱艹隽𦼱	二形作。徂兗反。葍𦼱草。	
s0724a502	荈	昌兗反。茖草。	
s0724a503	蕆	丑善反。敕也，解也，備也，去貨也。	
s0724a601	𦯪	胡了反。鳧茈草。	
s0724a602	茆	莫飽力有二反。鳧葵也，茂盛也。	
s0724a603	䕩	撩同。盧浩反。乾梅子。	
s0724a604	𧀪	二同上。	
s0724a701	𦼔	二同上。	
s0724a702	蓩	武道反。毒草。	
s0724a703a	芺芺β	二同形作。甫達反。入。又烏浩反。苦采也，卉根也，苔白花也。曾良目。	
s0724a801	葰	蘇果蘇寡二反。葰人縣。	
s0724a802	蓏	郎果反。无核菓也，菓蓏。	
s0724a803	若	人者而灼二反。乹草。又□(虫損)若。	
s0724b101a	菡⿱艹⿰出欠	二同。胡感反。萏花也，答也。又竹實。	
s0724b103	茗	莫迥反。茗草也，葉作茶也。	
s0724b201	薡	丁挺反。似⿱艹補(蒲)細董蘋。	
s0724b202	萯	房久反。萯草也，四月王卉。	
s0724b203	蔀	薄口反。障。又小。	
s0724b301a	藕㒖	二同字。口反。蓮。	
s0724b303	䕆	徒口反。圎草頭也，褥。	
s0724b304	菻	力稔反。蒿也，蓬也，欲明也，欲見也，□。	
s0724b401a	芡⿱艹㐸	二同。臣(巨)險反。鷄頭也。水不〻支。	
s0724b403	苒	而琰反。草盛。	
s0724b404	范	犯音。遠廣大皃。	
s0724b601	蕢	求位反。赤莧也，草器也。比由也。	
s0724b602	菋	無沸反。子藥也，五味莖。志良久知。	
s0724b603a	藙	二同。魚既反。	
s0724b604a	𧅙	二同。魚既反。	
s0724b701	萃	疾醉反。集也。	
s0724b702	𦬡	上同。	
s0724b703	菆	蒭注反。鳥窠也，⿱艹補(蒲)莖。奈毛美。	
s0724b704	虂	洛故反。虂葵。	
s0724b801	菟	湯故反。桉。說文無草着草是菟絲字。	
s0724b802	䔯	苦故反。醋葅。	
s0724b803	藹	於盖(蓋)反。臣盡力也。	
s0724b804	蔡	七盖(蓋)反。□(闕損)也，際也，法也，地名也。	
s0725a101	䓶	理大反。盧達反。香卉。乎支。	
s0725a102a	䓞䓞β	二形同。魯帝反。□(虫損，茈)草也。茈，染卉也。	
s0725a201	芮	而銳反。草生皃也。	
s0725a202	䓲	似芮反。蔮也，小也，萠也。	
s0725a203	蔱	所例反。椒也，䒜莄(茱萸)也。	
s0725a301a	藝β藝	魚祭反。	
s0725a303	蓺	魚祭反。種也，藝治也。	
s0725a304	䔾	去例反。䔾□(虫損)，似菜蕨生水也。	
