#	HDIC Project
#	Integrated Database of Hanzi Dictionaries in Early Japan
#
#	SYP: Songben Yupian database
#
#	Version: 1.0.2
#	Date: 20 October 2015
#	Last update : 24 October 2015
#
#	Copyright (c) 2014-2015 HDIC project, IKEDA Shoju (Chair)
#	LI Yuan (Person in Charge)
#	Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: hdic_info@let.hokudai.ac.jp
#
#	Feel free to copy and distribute
#	Send bug reports and feature requests via email
#
#	CSV Format information:
#
#	SYID	: Book, leaf, a(recto) or b(verso), line and number (Zecuntang edition)
#	SY_vol_radical	: Volume and radical number
#	SY_radical	: Chinese character of radical 
#	Entry		: Headword
#	Entry_original	: Original headword (option)
#	UCShex		: Numeric character reference in hexadecimal format
#	SY_def		: Definition of pronunciation, meaning and variant(s)
#	KSY_diff	: Differences of SYID with Kunaicho Shoryobu edition
#	SY_remarks	: Editor's notes
#
#	This work was supported by JSPS KAKENHI Grant Number 25370506.
#
SYID	SY_vol_radical	SY_radical	Entry	Entry_original	Unicode	SY_def	KSY_diff
b066a054	v18#270	攴	敁		U+6541	多兼切。敁掇稱量也。	
b066a055	v18#270	攴	㪑		U+3A91	猗輒切。㪑𣀳相反也。	
b066a056	v18#270	攴	𣀳	⿰聶攴	U+23033	女渉切。	
b066a061	v18#270	攴	敺		U+657A	丘倶切。撃也。	
b066a062	v18#270	攴	㪐		U+3A90	力沒切。㪐㩿不滑利也。	
b066a063	v18#270	攴	㩿	⿰乞攴	U+3A7F	苦沒切。㪐㩿。	
b066a064	v18#270	攴	𢾐		U+22F90	山巧切。攪𢾐也。	
b066a065	v18#270	攴	𢾷		U+22FB7	陟陵切。召也。今作徴。	
b066a066	v18#270	攴	㪃		U+3A83	口餓切。撃也。	
b066a071	v18#270	攴	𢿎		U+22FCE	大可切。	
b066a072	v18#270	攴	𢻶		U+22EF6	卑緜切。	
b066a073	v18#270	攴	㪌		U+3A8C	先孔切。㪌撃也。	
b066a074	v18#270	攴	𣀣		U+23023	扶勿切。理也。	
b066a075	v18#270	攴	㪠		U+3AA0	口陷切。貧也。	
b066a076	v18#270	攴	㪭		U+3AAD	力胡切。斂也。	
b066a077	v18#270	攴	𢼛		U+22F1B	古伯切。撃也。	
b066a081	v18#270	攴	敢		U+6562	古膽切。敢果也。	
b066a082	v18#270	攴	𢼿		U+22F3F	（並篆文。出《説文》。）	
b066a083	v18#270	攴	𢽿		U+22F7F	（並篆文。出《説文》。）	
b066a084	v18#270	攴	𢽤		U+22F64	並篆文。出《説文》。	
b066a085	v18#270	攴	敊		U+654A	丑叔切。㪬敊痛。	
b066a086	v18#270	攴	㪬		U+3AAC	丑角切。㪬敊也。	
b066a087	v18#270	攴	𢿐		U+22FD0	力綜切。	
b066a088	v18#270	攴	𢻵		U+22EF5	巨宜切。杈也。	
b066a091	v18#270	攴	𢼨		U+22F28	丘奇切。禮器也。	
b066a092	v18#270	攴	𢿤		U+22FE4	都滕切。	
b066a093	v18#270	攴	𢾿		U+22FBF	武分切。磨拭。	
b066a094	v18#270	攴	𢾃		U+22F83	賊安切。殘也。	
b066a095	v18#270	攴	敇		U+6547	子泥切。箭射也。	
b066a096	v18#270	攴	㪥		U+3AA5	側加切。取也。	
b066a101	v18#270	攴	𢽦		U+22F66	苦工切。	
b066a102	v18#270	攴	𢾪		U+22FAA	音祇。弓硬。	
b066a103	v18#270	攴	𢾄		U+22F84	亦殊切。投。	
b066a104	v18#270	攴	𢿊		U+22FCA	徒年切。	
b066a105	v18#270	攴	㪓		U+3A93	丈乖切。	
b066a106	v18#270	攴	𣀀		U+23000	路回切。摧也。	
b066a107	v18#270	攴	敐		U+6550	石鄰切。撃聲。	
b066a108	v18#270	攴	𢼊		U+22F0A	大何切。	
b066b011	v18#270	攴	𢽂		U+22F42	魯當切。	
b066b012	v18#270	攴	攼		U+653C	吉安切。進也。	
b066b013	v18#270	攴	㪮		U+3AAE	音靈。打也。	
b066b014	v18#270	攴	𢻼		U+22EFC	多含切。	
b066b015	v18#270	攴	𢼩		U+22F29	泊盲切。打板聲。	
b066b016	v18#270	攴	𢽧		U+22F67	職由切。禦也。	
b066b017	v18#270	攴	𢼻		U+22F3B	他果切。安也。	
b066b021	v18#270	攴	𢾀		U+22F80	多古切。伴也。	
b066b022	v18#270	攴	𣀂		U+23002	盧啓切。敵也。	
b066b023	v18#270	攴	𢾎		U+22F8E	昌尹切。	
b066b024	v18#270	攴	敼		U+657C	於己切。	
b066b025	v18#270	攴	㪋		U+3A8B	何滿切。	
b066b026	v18#270	攴	敞		U+655E	直孟切。磨光。	
b066b027	v18#270	攴	𢼾		U+22F3E	口𣀤切。或作從欠。	
b066b031	v18#270	攴	𢼧		U+22F27	職刃切。動。	
b066b032	v18#270	攴	𢿕		U+22FD5	武旦切。𢾋𢿕也。	
b066b033	v18#270	攴	𢾋		U+22F8B	他旦切。無色。	
b066b034	v18#270	攴	㪨		U+3AA8	市戰切。治。	
b066b035	v18#270	攴	㪍		U+3A8D	蒲沒切。	
b066b036	v18#270	攴	㪖		U+3A96	力谷力玉二切。	
b066b037	v18#270	攴	𢼣		U+22F23	口八切。撃。	
b066b038	v18#270	攴	㪩		U+3AA9	息六切。打聲。	
b066b041	v18#270	攴	㪄		U+3A84	扶勿切。破也。	
b066b042	v18#270	攴	𣀮		U+2302E	汝羊息羊二切。	
b066b043	v18#270	攴	𢻭		U+22EED	匹卓切。	
b066b044	v18#270	攴	㪝		U+3A9D	力見切。	
b066b045	v18#270	攴	𣀻		U+2303B	市玉切。撃。	
b066b046	v18#270	攴	𢼺		U+22F3A	自雪切。枯。	
b066b047	v18#270	攴	故		U+6545	古暮切。《説文》曰：使爲之也。	
b066b051	v18#270	攴	敒		U+6552	直信切。《説文》云：理也。	
b066b061	v18#271	放	放		U+653E	甫望切。弃也、逐也、去也、散也。又甫往切。比也、效也。	
b066b062	v18#271	放	敫		U+656B	余灼切。光景流也。又古了切。	
b066b071	v18#271	放	𢾍		U+22F8D	五刀切。遊也。或在出部。	
b066b072	v18#271	放	敖		U+6556	同上。	
b066b081	v18#272	丌	丌		U+4E0C	巨基切。《說文》云：下基也。	
b066b082	v18#272	丌	䢋		U+488B	居意切。今作記。	
b066b083	v18#272	丌	巽	巽	U+5DFD	先寸切。卦名。《說文》曰：具也。	
b066b091	v18#272	丌	巺		U+5DFA	上同。	
b066b092	v18#272	丌	𢁅		U+22045	古文。	
b066b093	v18#272	丌	畀		U+7540	必未切。賜也、與也、相付也。	
b066b094	v18#272	丌	奠		U+5960	大見切。定也、薦也。	
b066b095	v18#272	丌	其		U+5176	巨之切。辭也、事也。	
b066b096	v18#272	丌	亓		U+4E93	古文。	
b066b101	v18#272	丌	典		U+5178	丁殄切。經籍也。	
b066b102	v18#272	丌	顨		U+9868	先困切。《說文》曰：巽也、此易顨卦爲長女爲風者。	
b067a011	v18#273	左	左		U+5DE6	子可切。助也、亮也。	
b067a012	v18#273	左	差		U+5DEE	楚冝切。參差不齊也。又楚佳切。	
b067a013	v18#273	左	𢀩		U+22029	同上。	
b067a014	v18#273	左	差β		U+5DEE	籀文。	
b067a021	v18#274	工	工		U+5DE5	古紅切。官也、善其事。	
b067a022	v18#274	工	𢒄		U+22484	古文。	
b067a023	v18#274	工	巨		U+5DE8	渠呂切。大也。	
b067a024	v18#274	工	𢀑		U+22011	古文。	
b067a031	v18#274	工	巧		U+5DE7	口卯切。巧技也、好也。	
b067a032	v18#274	工	式		U+5F0F	尸力切。法也。	
b067a041	v18#275	㠭	㠭		U+382D	知輦切。極巧視之也。今作展。	
b067a042	v18#275	㠭	𡫟		U+21ADF	先側切。窒也。今作塞。	
b067a051	v18#276	巫	巫		U+5DEB	武俱切。神降男爲巫女爲覡。	
b067a052	v18#276	巫	𢍮		U+2236E	古文。	
b067a053	v18#276	巫	覡		U+89A1	胡的切。女巫也。	
b067a054	v18#276	巫	靈		U+9748	力丁切。神靈也。	
b067a061	v18#276	巫	𪚠		U+2A6A0	力容切。𪚠巫也。	
b067a071	v18#277	卜	卜		U+535C	布鹿切。龜曰卜、蓍曰筮兆也、子也。	
b067a072	v18#277	卜	𠁡		U+20061	古文。	
b067a073	v18#277	卜	卦		U+5366	古賣切。八卦也、兆也。	
b067a081	v18#277	卜	𠧩		U+209E9	呼憒切。外卦曰𠧩、內卦曰貞、今作悔。	
b067a082	v18#277	卜	貞		U+8C9E	知京切。正也。	
b067a083	v18#277	卜	占		U+5360	之鹽切。候也。	
b067a084	v18#277	卜	𠧙		U+209D9	市照切。卜問也。	
b067a085	v18#277	卜	卟		U+535F	公兮切。卜以問疑也。	
b067a091	v18#278	兆	兆		U+5146	除矯切。事先見也、形也。	
b067a092	v18#278	兆	𠧞		U+209DE	同上。	
b067a101	v18#279	用	用		U+7528	余共切。《說文》云：可施行也。	
b067a102	v18#279	用	𤰆		U+24C06	古文。	
b067a103	v18#279	用	甫		U+752B	方禹切。始也、大也、我也。	
b067b011	v18#279	用	𤰇		U+24C07	皮祕切。具也。今作備。	
b067b012	v18#279	用	庸		U+5EB8	余恭切。用也、常也、功也。	
b067b013	v18#279	用	甯		U+752F	奴定切。所欲也。	
b067b014	v18#279	用	由		U+7531	弋州切。若也。	
b067b021	v18#280	爻	爻		U+723B	戸交切。易卦爻也。《説文》曰：交也。	
b067b022	v18#280	爻	希		U+5E0C	許衣切。摩也、散也。	
b067b023	v18#280	爻	棥		U+68E5	扶袁切。蕃也。	
b067b031	v18#281	㸚	㸚		U+3E1A	力爾切。二爻也。又力計切。	
b067b032	v18#281	㸚	爾		U+723E	如紙切。汝也。	
b067b033	v18#281	㸚	爽		U+723D	所兩切。明也、差也。	
b067b034	v18#281	㸚	𤕤		U+24564	同上。	
b067b041	v18#282	車	車		U+8ECA	尺奢古魚二切。夏時奚仲造車、謂車工也。一云：黃帝已有車也。	
b067b042	v18#282	車	𨏖		U+283D6	籀文。	
b067b051	v18#282	車	軒		U+8ED2	虛言切。大夫車。	
b067b052	v18#282	車	𨍓		U+28353	《字書》：同上。	
b067b053	v18#282	車	輜		U+8F1C	側飢切。輜軿。	
b067b054	v18#282	車	輧		U+8F27	步丁部田二切。以自隱蔽之車也、輜車也、衣車也。	
b067b055	v18#282	車	轀		U+8F40	於昆切。輼輬車。	
b067b061	v18#282	車	輬		U+8F2C	力羊切。臥車也。	
b067b062	v18#282	車	軘		U+8ED8	徒昆切。兵車也。	
b067b063	v18#282	車	軺		U+8EFA	余招切。小車也。	
b067b064	v18#282	車	輕		U+8F15	起盈切。車也、不重也。又去政切。	
b067b065	v18#282	車	輶		U+8F36	以帚以周二切。輕車也。	
b067b071	v18#282	車	輣		U+8F23	扶萌切。兵車也。	
b067b072	v18#282	車	䡴		U+4874	昌容切。戰車也。	
b067b073	v18#282	車	轈		U+8F48	仕交切。兵車若巢、以望敵也。	
b067b074	v18#282	車	⿰車杲	zihai-136022	U+2FF0	同上。	
b067b075	v18#282	車	䡬		U+486C	無願切。車也。	
b067b076	v18#282	車	輿		U+8F3F	與諸切。車乘也。	
b067b081	v18#282	車	軾		U+8EFE	尺弋切。車前𨋩。又兵車也。	
b067b082	v18#282	車	䡊		U+484A	方遠切。車耳也。	
b067b083	v18#282	車	輯		U+8F2F	秦入切。和也。	
b067b084	v18#282	車	較		U+8F03	古學切。兵車也。又古孝切。	
b067b085	v18#282	車	䡈		U+4848	同上。	
b067b086	v18#282	車	轛		U+8F5B	都憒追遂二切。車飾也、車橫軨也。	
b067b091	v18#282	車	輒		U+8F12	竹葉切。專輒也。	
b067b092	v18#282	車	䡅		U+4845	丑倫切。下棺車。	
b067b093	v18#282	車	輴		U+8F34	同上。	
b067b094	v18#282	車	輑		U+8F11	牛隕切。車軸也。	
b067b095	v18#282	車	軨		U+8EE8	力丁切。車闌也。	
b067b096	v18#282	車	䡼		U+487C	同上。	
b067b101	v18#282	車	軫		U+8EEB	之忍切。車後橫木。俗作𨋎。	
b067b102	v18#282	車	軸		U+8EF8	除六切。杼木作軸也。	
b067b103	v18#282	車	𨐂		U+28402	眉隕切。車伏兔下革。	
b067b104	v18#282	車	轐		U+8F50	步篤切。車伏兔。	
b067b105	v18#282	車	輻		U+8F3B	甫鞠切。車輻也。	
b067b106	v18#282	車	𨍶		U+28376	具營切。輪車也。	
b068a011	v18#282	車	輮		U+8F2E	如酉切。車輞也。	
b068a012	v18#282	車	輪		U+8F2A	力均切。車輪也。	
b068a013	v18#282	車	輥		U+8F25	古混切。車轂齊等皃。	
b068a014	v18#282	車	轊		U+8F4A	于劌切。車軸頭。	
b068a015	v18#282	車	軎		U+8ECE	同上。	
b068a016	v18#282	車	軝		U+8EDD	巨支切。轂飾。亦作𩉬。	
b068a021	v18#282	車	䡋		U+484B	同上。	
b068a022	v18#282	車	軹		U+8EF9	之尒切。《說文》曰：車軸小穿也。	
b068a023	v18#282	車	軑		U+8ED1	徒蓋切。又徒計切。轄也。	
b068a024	v18#282	車	輨		U+8F28	古緩切。轂端鐵也。	
b068a025	v18#282	車	轅		U+8F45	禹元切。車轅也。	
b068a026	v18#282	車	輈		U+8F08	竹留切。轅也。	
b068a031	v18#282	車	𨏺		U+283FA	籀文。	
b068a032	v18#282	車	𨍯		U+2836F	几足切。直轅䡽縛也。	
b068a033	v18#282	車	䡽	⿰車賛	U+487D	子丸切。直轅也。	
b068a034	v18#282	車	軏		U+8ECF	魚厥切。車轅端曲木也。	
b068a035	v18#282	車	䡇		U+4847	同上。	
b068a036	v18#282	車	軶		U+8EF6	於革切。牛領軶也。亦作軛。	
b068a041	v18#282	車	轙		U+8F59	魚倚切。車衡載轡者。	
b068a042	v18#282	車	軥		U+8EE5	渠拘公侯公豆三切。《說文》曰：軶下曲者。	
b068a043	v18#282	車	軜		U+8EDC	奴荅切。驂馬內轡、繫軾前者。	
b068a044	v18#282	車	轑		U+8F51	力道切。車輻也。	
b068a051	v18#282	車	䡓		U+4853	古縣切。車搖也。	
b068a052	v18#282	車	𨋬		U+282EC	音拯。軺車後登也。	
b068a053	v18#282	車	䡕		U+4855	同上。	
b068a054	v18#282	車	䡾		U+487E	午葛切。載高皃。	
b068a055	v18#282	車	載		U+8F09	子代切。年也、乘也。又才代切。	
b068a061	v18#282	車	範		U+7BC4	音犯。害也。又法也。	
b068a062	v18#282	車	轉		U+8F49	知篆知戀二切。迥也、轉運也。	
b068a063	v18#282	車	軔		U+8ED4	如振切。礙車、輪木。或作杒。	
b068a064	v18#282	車	輸		U+8F38	式朱切。委也、更也、盡也、瀉也。	
b068a065	v18#282	車	輖		U+8F16	之由切。重載也。	
b068a071	v18#282	車	輩		U+8F29	布妹切。類也、比也。	
b068a072	v18#282	車	軋		U+8ECB	於黠切。輾也。	
b068a073	v18#282	車	轢		U+8F62	力的切。車所踐也。	
b068a074	v18#282	車	軌		U+8ECC	居美切。法也、車轍也。	
b068a075	v18#282	車	䡮		U+486E	子龍切。車跡也。	
b068a081	v18#282	車	𨌰		U+28330	同上。	
b068a082	v18#282	車	𨎐		U+28390	竹利切。前頓曰𨎌、後頓曰軒。	
b068a083	v18#282	車	輊		U+8F0A	同上。	
b068a084	v18#282	車	軭		U+8EED	丘方切。車戾也。	
b068a085	v18#282	車	軧		U+8EE7	丁禮多履二切。大車後也。	
b068a086	v18#282	車	輟		U+8F1F	知劣切。止也。	
b068a087	v18#282	車	轚		U+8F5A	古詣切。往也。	
b068a091	v18#282	車	軻		U+8EFB	口左切。轗軻也。又苦何切。	
b068a092	v18#282	車	轗		U+8F57	苦敢切。轗軻。亦作坎。	
b068a093	v18#282	車	䡰		U+4870	口耕切。車堅也。	
b068a094	v18#282	車	軵		U+8EF5	如勇切。《說文》曰：反推車、今有所付也。	
b068a095	v18#282	車	輇		U+8F07	市專切。有輻曰輪、無輻曰輇。	
b068a101	v18#282	車	輲		U+8F32	同上。	
b068a102	v18#282	車	輗		U+8F17	五兮切。車輗也。	
b068a103	v18#282	車	𨌵		U+28335	同上。	
b068a104	v18#282	車	轃		U+8F43	側詵切。大車簀。	
b068a105	v18#282	車	䡔		U+4854	苦禮切。礙也。	
b068a106	v18#282	車	轒		U+8F52	扶云切。轒䡝、兵車。	
b068b011	v18#282	車	䡝		U+485D	於云切。車後猒也。	
b068b012	v18#282	車	輂		U+8F02	居玉切。載也。	
b068b013	v18#282	車	𨌅		U+28305	仕佳切。𨌅連車也。又七移切。	
b068b014	v18#282	車	𨎯		U+283AF	同上。	
b068b015	v18#282	車	輦		U+8F26	力翦切。輓車也。	
b068b016	v18#282	車	⿱非卒		U+2FF1	古文。	
b068b021	v18#282	車	輓		U+8F13	無阮切。引也。	
b068b022	v18#282	車	軖		U+8ED6	懼王切。紡車也。	
b068b023	v18#282	車	轘		U+8F58	胡串切。車裂人。又胡關切。	
b068b024	v18#282	車	𨎪		U+283AA	如之切。喪車。	
b068b025	v18#282	車	輀		U+8F00	同上。	
b068b026	v18#282	車	轞		U+8F5E	音檻。車行。	
b068b027	v18#282	車	輔		U+8F14	扶禹切。相也。	
b068b031	v18#282	車	轔		U+8F54	力陳切。衆車。	
b068b032	v18#282	車	𨍈		U+28348	子孔切。輪𨍈也。	
b068b033	v18#282	車	𨋩		U+282E9	皮祕扶福二切。軾也。	
b068b034	v18#282	車	輫		U+8F2B	步回切。車箱。	
b068b035	v18#282	車	𨊧		U+282A7	古紅切。亦釭。	
b068b036	v18#282	車	輰		U+8F30	餘章切。輰䡵車。	
b068b041	v18#282	車	䡵		U+4875	似醉切。	
b068b042	v18#282	車	䡧		U+4867	烏古切。頭中骨。	
b068b043	v18#282	車	輾		U+8F3E	豬輦切。轉也。	
b068b044	v18#282	車	𨋚		U+282DA	女展切。《說文》曰：轢也。	
b068b045	v18#282	車	輁		U+8F01	巨恭切。軸也。	
b068b046	v18#282	車	𨍩		U+28369	步盲切。車也。	
b068b051	v18#282	車	軬		U+8EEC	扶遠步本二切。車軬。	
b068b052	v18#282	車	𨎩		U+283A9	古皇切。車橫木。	
b068b053	v18#282	車	𨋕		U+282D5	牛向切。轎𨋕。	
b068b054	v18#282	車	䡉		U+4849	口莽切。䡉𨋕。	
b068b055	v18#282	車	輞		U+8F1E	亡往切。車輞。亦作⿰扌罔。	
b068b061	v18#282	車	𨎶		U+283B6	巨於切。輞也。	
b068b062	v18#282	車	輎		U+8F0E	山交切。兵車。	
b068b063	v18#282	車	𨌬		U+2832C	丑教切。車弓也。	
b068b064	v18#282	車	轇		U+8F47	古爻切。轇轕長遠。	
b068b065	v18#282	車	轕		U+8F55	古曷切。轇轕。	
b068b066	v18#282	車	𨋖		U+282D6	力久切。載柩車。	
b068b071	v18#282	車	𨌡		U+28321	同上。	
b068b072	v18#282	車	䡭		U+486D	思流切。䡭䡜、載喪車。	
b068b073	v18#282	車	轓		U+8F53	甫袁切。車箱。	
b068b074	v18#282	車	𨏹		U+283F9	九縛切。車輞也。	
b068b075	v18#282	車	輍		U+8F0D	弋足切。車枕前也。	
b068b076	v18#282	車	𨎬		U+283AC	公弔切。車轊也。	
b068b081	v18#282	車	𨌴		U+28334	他回切。車盛皃。	
b068b082	v18#282	車	𨋱		U+282F1	同上。	
b068b083	v18#282	車	𨐁		U+28401	大頰切。車聲。	
b068b084	v18#282	車	輆		U+8F06	口亥切。輆軩不平。	
b068b085	v18#282	車	軩		U+8EE9	徒改切。輆軩。	
b068b086	v18#282	車	𨋑		U+282D1	居冢切。輞也。	
b068b087	v18#282	車	䡚		U+485A	亡校切。引也。	
b068b091	v18#282	車	軲		U+8EF2	古胡切。	
b068b092	v18#282	車	輱		U+8F31	口咸切。車聲。	
b068b093	v18#282	車	𨏈		U+283C8	於近切。車聲。	
b068b094	v18#282	車	軳		U+8EF3	步毛切。戾也。	
b068b095	v18#282	車	𨏠		U+283E0	力公切。轊也。	
b068b096	v18#282	車	䡐		U+4850	大何切。疾馳也。	
b068b097	v18#282	車	𨎋		U+2838B	徒郎切。	
b068b101	v18#282	車	軤		U+8EE4	火乎切。姓也。	
b068b102	v18#282	車	輚		U+8F1A	仕僩切。載柩車。	
b068b103	v18#282	車	轏		U+8F4F	同上。	
b068b104	v18#282	車	轍		U+8F4D	除列切。車行迹。	
b068b105	v18#282	車	輤		U+8F24	此見切。或作倩。	
b068b106	v18#282	車	𨏔		U+283D4	力木切。𨏔轤。	
b069a011	v18#282	車	轆		U+8F46	同上。	
b069a012	v18#282	車	轤		U+8F64	力胡切。𨏔轤。	
b069a013	v18#282	車	輡		U+8F21	音坎。輡𨎹、車行不平。	
b069a014	v18#282	車	𨎹		U+283B9	力感切。輡𨎹。	
b069a015	v18#282	車	厙		U+5399	始夜切。人姓。	
b069a016	v18#282	車	轎		U+8F4E	巨召奇朝二切。小車也。	
b069a021	v18#282	車	輠		U+8F20	胡罪胡瓦二切。車脂轂。又音禍。	
b069a022	v18#282	車	轠		U+8F60	力回切。《漢書》：轠轤不絕。	
b069a023	v18#282	車	䡲		U+4872	仕連仕山二切。輞也。	
b069a024	v18#282	車	輷		U+8F37	呼萌切。車聲。	
b069a025	v18#282	車	𨊷		U+282B7	同上。	
b069a026	v18#282	車	轟		U+8F5F	同上。	
b069a031	v18#282	車	𨍉		U+28349	倉紅切。車聲。	
b069a032	v18#282	車	軙		U+8ED9	直鄰切。古陳字。	
b069a033	v18#282	車	䡘		U+4858	徒年切。車聲。	
b069a034	v18#282	車	𨌢		U+28322	側耕切。車聲。	
b069a035	v18#282	車	𨍋		U+2834B	古禾切。車盛膏器。亦作楇。	
b069a036	v18#282	車	𨌩		U+28329	徒郎切。鐵軸。	
b069a041	v18#282	車	𨌳		U+28333	口莖切。車鞭。	
b069a042	v18#282	車	䡿		U+487F	魯丁切。車闌。	
b069a043	v18#282	車	𨍊		U+2834A	七留切。輻。	
b069a044	v18#282	車	軯		U+8EEF	必萌切。車聲。	
b069a045	v18#282	車	輘		U+8F18	魯鄧切。軸也。	
b069a046	v18#282	車	𨎤		U+283A4	都鄧切。車羽也。	
b069a047	v18#282	車	𨊹		U+282B9	百家切。兵車也。	
b069a051	v18#282	車	䡒		U+4852	徒年切。	
b069a052	v18#282	車	軞		U+8EDE	莫袍切。車。	
b069a053	v18#282	車	𨌍		U+2830D	息營切。車也。	
b069a054	v18#282	車	䡆		U+4846	余封切。車行也。	
b069a055	v18#282	車	䡥		U+4865	同上。	
b069a056	v18#282	車	䡩		U+4869	之忍切。	
b069a057	v18#282	車	䡫		U+486B	步紅切。車聲。	
b069a061	v18#282	車	𨊱		U+282B1	羽俱切。	
b069a062	v18#282	車	䡏		U+484F	古薨切。軾中。	
b069a063	v18#282	車	䡡		U+4861	戶皆切。	
b069a064	v18#282	車	䡋		U+484B	吐支切。	
b069a065	v18#282	車	𨏆		U+283C6	口光切。車也。	
b069a066	v18#282	車	輢		U+8F22	於綺巨義二切。車輢。	
b069a067	v18#282	車	𨍹		U+28379	戶罪切。轉也。	
b069a071	v18#282	車	䡳		U+4873	息移切。車。	
b069a072	v18#282	車	䡤		U+4864	章余切。車。	
b069a073	v18#282	車	𨌎		U+2830E	似諸切。軨。	
b069a074	v18#282	車	𨏰		U+283F0	匹庚薄庚二切。車聲。	
b069a075	v18#282	車	𨊡		U+282A1	剔鈴切。	
b069a076	v18#282	車	轖		U+8F56	所力切。	
b069a077	v18#282	車	𨌮		U+2832E	丁禮切。	
b069a081	v18#282	車	軓		U+8ED3	音范。車軾前。	
b069a082	v18#282	車	⿰車宂		U+2FF0	而勇切。	
b069a083	v18#282	車	𨋗		U+282D7	柅夷切。軾。	
b069a084	v18#282	車	𨍸		U+28378	力九切。	
b069a085	v18#282	車	輭		U+8F2D	而兖切。柔也。	
b069a086	v18#282	車	軟		U+8EDF	俗。	
b069a087	v18#282	車	䡑		U+4851	莫斌切。車伏兔。	
b069a088	v18#282	車	輽		U+8F3D	步本布㤓二切。車也。	
b069a091	v18#282	車	䡢		U+4862	符善切。車。	
b069a092	v18#282	車	𨊼		U+282BC	戶犬切。車弓。	
b069a093	v18#282	車	𨌉		U+28309	同上。	
b069a094	v18#282	車	輐		U+8F10	虞遠切。	
b069a095	v18#282	車	𨏡		U+283E1	陟利切。車重。	
b069a096	v18#282	車	軐		U+8ED0	音震。車也。	
b069a097	v18#282	車	𨋯		U+282EF	余制切。	
b069a101	v18#282	車	𨋙		U+282D9	羊刃切。車名。	
b069a102	v18#282	車	𨋛		U+282DB	匹孝切。	
b069a103	v18#282	車	𨋘		U+282D8	側下切。車裂也。	
b069a104	v18#282	車	𨌫		U+2832B	居援切。	
b069a105	v18#282	車	軷		U+8EF7	蒲蓋反。祭神道。又蒲鉢切。轉皃。	
b069a106	v18#282	車	轥		U+8F65	力刃切。車聲。	
b069b011	v18#282	車	輅		U+8F05	洛故切。大車。又盧各何格二切。	
b069b012	v18#282	車	軴		U+8EF4	中戌切。軴車。	
b069b013	v18#282	車	轄		U+8F44	口外切。車聲。又胡瞎切。車鍵也。	
b069b014	v18#282	車	𨌌		U+2830C	章移切。車器也。	
b069b015	v18#282	車	輹		U+8F39	房六切。筐也。	
b069b021	v18#282	車	𨌥		U+28325	同上。	
b069b022	v18#282	車	軼		U+8EFC	夷秩切。車相過也。又徒結切。	
b069b023	v18#282	車	𨏒		U+283D2	盧各切。車轉聲。	
b069b024	v18#282	車	𨏲		U+283F2	同上。	
b069b025	v18#282	車	䡜		U+485C	力六切。軸也。	
b069b026	v18#282	車	𨍎		U+2834E	莫卜切。轅也。	
b069b031	v18#282	車	𨍿		U+2837F	渠逆切。轉。	
b069b032	v18#282	車	𨍇		U+28347	戶格切。車。	
b069b033	v18#282	車	𨍫		U+2836B	鄰吉切。車。	
b069b034	v18#282	車	𨊸		U+282B8	魚厥切。釭。	
b069b035	v18#282	車	𨍰		U+28370	口盍切。車也。	
b069b036	v18#282	車	𨏫		U+283EB	蒲莫切。車飾。	
b069b037	v18#282	車	𨌠		U+28320	力谷切。車聲。	
b069b038	v18#282	車	軗		U+8ED7	上邾切。	
b069b041	v18#282	車	𨏳		U+283F3	戶圭切。	
b069b042	v18#282	車	輳		U+8F33	倉豆切。輻輳也。	
b069b043	v18#282	車	𨏬		U+283EC	音歷。轉也。	
b069b044	v18#282	車	軍		U+8ECD	居云切。衆也。	
b069b045	v18#282	車	𨏉		U+283C9	山員切。𨏉車軸也。	
b069b046	v18#282	車	䡣		U+4863	音渾。《說文》曰：軶軥。	
b069b051	v18#282	車	轂		U+8F42	音穀。車轂也。	
b069b052	v18#282	車	䡙		U+4859	音郎。𨍴䡙軘軨。	
b069b053	v18#282	車	𨍴		U+28374	音唐。𨍴䡙。	
b069b061	v18#283	舟	舟		U+821F	之由切。《說文》曰：船也、古者共鼓貨狄、刳木爲舟、剡木爲楫、以濟不通。象形。今或从舟者作月同。	
b069b071	v18#283	舟	兪		U+516A	弋朱切。空木爲舟也。又姓。	
b069b072	v18#283	舟	船		U+8239	市專切。舟船。	
b069b073	v18#283	舟	肜		U+809C	余弓切。《爾雅》云：祭也。又丑林切。舟行也。	
b069b074	v18#283	舟	艂		U+8242	薄江切。吳船也。	
b069b081	v18#283	舟	舡		U+8221	火江切。船也。	
b069b082	v18#283	舟	艒		U+8252	音冒。又音目。艒䑿船名。	
b069b083	v18#283	舟	䑿		U+447F	思六切。艒䑿。	
b069b084	v18#283	舟	艖		U+8256	楚加昨多二切。小船。	
b069b085	v18#283	舟	艇		U+8247	音挺。小船。	
b069b086	v18#283	舟	舼		U+823C	渠恭切。小船也。	
b069b091	v18#283	舟	𦩺	⿰舟⿱⿰工几木	U+26A7A	同上。	
b069b092	v18#283	舟	䒀		U+4480	蒲故切。艇短而深也。	
b069b093	v18#283	舟	艑		U+8251	步殄切。船小也。	
