#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   TSJ: Tenjibon Shinsen Jikyo database -- Full list of headwords
#   ==============================================================
#
#   Tenjibon Shinsen Jikyo 新撰字鏡, Tenji copy 天治本.
#   A complete manuscript of 1124 is held by the Imperial Household Archives.
#   Buddhist monk Shoju 昌住, c. 898-901.
#   A Hanzi (Chinese character) dictionary.
#
#   TSJ_entries.tsv
#   Version: 1.0.28
#   Date published: 23 June 2018
#   Last modified: 12 September 2019
#
#   Copyright (c) 2018-2019 HDIC project, IKEDA Shoju (Chair)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV format information
#   ----------------------
#   SJID (svvwwxyyz)         Book(vv), leaf(ww), recto-verso(x), line(yy) and number(z)
#   SJ2ID                    For headword of two or more characters, add 'a, b, ..., n' at the end of SJID
#   SJ_Rinsen (新xxx-yz)     Page(xxx), line(y) and number(z) in Rinsen shoten edition
#   SJ_vol_radical (xx#yyy)  Volume(xx) and radical number(yyy)
#   SJ_radical               Radical of Chinese character
#   Entry                    Headword
#   Entry_original           Headword based on original image
#   SJ_sources               Yiqiejingyinyi, Qieyun, Yupian, etc. (For details, refer to the following section)
#   SJ_entry_remarks         Editor's notes
#   TBID (v_www_xyz)         Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#   SYID (vwwwxyyzz)         Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#
#   Abbreviations
#   -------------
#   TB: Tenrei Bansho Meigi 篆隸萬象名義, Kosanji copy 高山寺本
#   SY: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#   SJ: Shinsen Jikyo 新撰字鏡, Tenji copy 天治本
#   KW: Shinsen Jikyo 新撰字鏡, Kyowa print 享和本
#
#   SJ_sources
#   ----------
#   Yiqiejingyinyi related parts 一切經音義部分
#    一切經音義: Yiqiejingyinyi related items 一切經音義引用項目
#    一切經音義N: Non-Yiqiejingyinyi related items 非一切經音義項目
#
#   Qieyun related parts 切韻引用部分
#    切韻A: Qieyun A, four tones noted as a whole, with the title of Qieyun. 四声一括注記。有切韻書名。e.g., 已上卅八字平聲…已上上々聲…已上去聲…已上出自切韻.
#    切韻B: Qieyun B, four tones noted as a whole, without the title of Qieyun. 四声一括注記。無切韻書名。e.g., 以上入聲…次去聲…次上聲…次平聲…已上四聲了.
#    切韻C: Qieyun C, even (level; 平) tone noted as a whole, while rising (上) tone, departing (going; 去) tone, and entering (checked; 入) tone noted under fanqie, without the title of Qieyun. 平声一括注記。有上・去・入声注記，在反切之下。無切韻書名。
#    切韻D: Qieyun D, four tones noted under fanqie, without the title of Qieyun. Items mentioned above are all Qieyun related parts. 有四声注記，在反切之下。無切韻書名。以上，切韻引用条目。
#    切韻N: Non-Qieyun related items 非切韻引用項目
#
#   Yupian related parts 玉篇引用部分
#    玉篇: Yupian related items 玉篇引用項目
#    玉篇N: Non-Yupian related items 非玉篇引用項目
#
#   Other parts 其他部分
#    出所不詳: Unidentified parts, unknown sources
#    辨別不能: Unseparated parts, mixed sources
#    爾雅: Erya
#    本草: Herbal book 本草木，本草草，本草鳥
#    小學篇: Shōgakuhen, a dictionary of Kokuji (Chinese characters created in Japan)
#    臨時雜要字: Rinjizōyōji, a daily dictionary of Sino-Japanese words in early Japan
#    添加項目: Additional items by people of later times
#
#   References
#   ----------
#   Sakakura Atsuyosi 阪倉 篤義. 1967. Shinsen jikyō no saikentō: Kyōwabon o chūshin ni 新撰字鏡の再檢討―享和本を中心に―. In Yamada Tadao 山田 忠雄 (ed.), Honpō jishoshi ronsō 本邦辭書史論叢, 359—392. Tokyo :Sanseidō 三省堂.
#   Ueda Tadashi 上田 正. 1981. Shinsen jikyō no Setsuin bubun ni tsuite [On quotations from Qieyun in the Shinsen jikyō] 新撰字鏡の切韻部分について. Kokugogaku 127. 13—20.
#   Ueda Tadashi 上田 正. 1984. Setsuin itsubun no kenkyū [A study of fragments of the Qieyun] 切韻逸文の研究. Tokyo: Kyūko shoin 汲古書院.
#   Ueda Tadashi 上田 正. 1986. Gyokuhen hansetsu sōran [A complete list of fanqie in the original Yupian] 玉篇反切總覽. Kobe: Private edition.
#   Sadakari Itoku 貞苅 伊徳. 1998. Shinsen jikyō no kenkyū [A study of Shinsen jikyō] 新撰字鏡の研究. Tokyo: Kyūko shoin 汲古書院.
#
#   Primary Sources
#   ---------------
#   Yuanben Yupian 原本玉篇. Tōhō bunka sōsho dairoku 東方文化叢書第六, Tokyo: Tōhō bunka gakuin, 1932
#   Songben Yupian 宋本玉篇. Kunaichō shoryōbu zō Daikō ekikai Gyokuhen 宮内廳書陵部藏大廣益會玉篇 (box 515, no.106, photographic images).
#   Tenreibanshōmeigii 篆隸萬象名義.Kōsanji shiryō sōsho 高山寺資料叢書 6, Tokyo: Tokyo daigaku shuppankai, 1977.
#   Shinsenjikyō 新撰字鏡. Tenjibon Shinsen jikyō revised edition 天治本新撰字鏡增訂版, Kyoto: Rinsen shoten, 1973
#   Ruijumyōgishō 類聚名義抄 (Zushoryōbon 圖書寮本). Zushoryōbon Ruiju myōgishō 圖書寮本類聚名義抄, Tokyo: Kunaichō Shoryōbu, Insatsu benridō, 1950.
#   Ruijumyōgishō 類聚名義抄 (Kanchi'inbon 觀智院本). Tenri toshokan zenbon sōsho washo no bu 天理圖書館善本叢書和書之部33, Tokyo: Yagi shoten, 1976.
#
#   Acknowledgments
#   ---------------
#   We are grateful to the Imperial Household Archives 宮内廳書陵部 for permission to publish the decipherment text of TSJ.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
SJID	SJ2ID	SJ_Rinsen	SJ_vol_radical	SJ_radical	Entry	Entry_original	SJ_source	SJ_entry_remarks	TBID	SYID
s0803a804	s0803a804	新467-84	v8#73	耒部第七十三	䎮	◯	出所不詳		4_075_A21	b045a064
s0803b101	s0803b101	新468-11	v8#73	耒部第七十三	䎫	◯	出所不詳		4_075_A31	b045a071
s0803b102	s0803b102	新468-12	v8#73	耒部第七十三	耘	◯	出所不詳		4_074_B22	b045a045
s0803b103	s0803b103a	新468-13	v8#73	耒部第七十三	𦔐	◯	出所不詳		4_074_B211	b045a044
s0803b104	s0803b103a	新468-14	v8#73	耒部第七十三	𦓷	◯	出所不詳		4_074_B221	b045a046
s0803b105	s0803b105	新468-15	v8#73	耒部第七十三	耔	◯	出所不詳			b045a101
s0803b106	s0803b106	新468-16	v8#73	耒部第七十三	耦	◯	出所不詳		4_074_A62	b045a033
s0803b201	s0803b201	新468-21	v8#73	耒部第七十三	耰	◯	出所不詳			b045a085
s0803b202	s0803b202	新468-22	v8#73	耒部第七十三	耡	◯	出所不詳		4_074_B11	b045a041
s0803b203	s0803b203	新468-23	v8#73	耒部第七十三	𦔥	◯	出所不詳		4_074_B51	b045a054
s0803b204	s0803b204	新468-24	v8#73	耒部第七十三	耨	◯	出所不詳		4_074_B32	b045a051
s0803b301	s0803b301	新468-31	v8#73	耒部第七十三	𦔔	◯	出所不詳		4_075_A51	b045a065
s0803b302	s0803b302	新468-32	v8#73	耒部第七十三	𦔩	◯	出所不詳		4_075_B11	b045a075
s0803b303	s0803b303	新468-33	v8#73	耒部第七十三	耤	◯	玉篇		4_074_B12	b045a042
s0803b304	s0803b304a	新468-34	v8#73	耒部第七十三	𦓯	◯	玉篇		4_074_B21	b045a043
s0803b305	s0803b304a	新468-35	v8#73	耒部第七十三	⿰耒奚	◯	玉篇			
s0803b401	s0803b401	新468-41	v8#73	耒部第七十三	䎨	◯	玉篇		4_074_B41	b045a052
s0803b402	s0803b402	新468-42	v8#73	耒部第七十三	耩	◯	玉篇		4_074_B42	b045a053
s0803b403	s0803b403	新468-43	v8#73	耒部第七十三	𦔅	◯	玉篇		4_074_B52	b045a055
s0803b404	s0803b404a	新468-44	v8#73	耒部第七十三	䎩	◯	玉篇		4_074_B61	b045a056
s0803b405	s0803b404a	新468-45	v8#73	耒部第七十三	⿰耒⿳中一田	◯	玉篇			
s0803b406	s0803b406	新468-46	v8#73	耒部第七十三	𦔜	◯	玉篇		4_074_B62	b045a061
s0803b407	s0803b407	新468-47	v8#73	耒部第七十三	䎤	◯	玉篇		4_075_A11	b045a062
s0803b501	s0803b501	新468-51	v8#73	耒部第七十三	䎧	◯	玉篇		4_075_A12	b045a063
s0803b502	s0803b502	新468-52	v8#73	耒部第七十三	耫	◯	玉篇		4_075_A22	b045a066
s0803b503	s0803b503	新468-53	v8#73	耒部第七十三	𦔌	◯	玉篇		4_075_A32	b045a072
s0803b504	s0803b504	新468-54	v8#73	耒部第七十三	𦓴	𦔄	玉篇	字頭：原作「𦔄」。	4_075_A41	b045a073
s0803b505	s0803b505	新468-55	v8#73	耒部第七十三	耬	◯	玉篇		4_075_A52	b045a084
s0803b601	s0803b601	新468-61	v8#73	耒部第七十三	耣	◯	玉篇		4_075_A61	b045a094
s0803b602	s0803b602	新468-62	v8#73	耒部第七十三	𦔎	◯	玉篇		4_075_A62	b045a074
s0803b603	s0803b603	新468-63	v8#73	耒部第七十三	耚	◯	玉篇		4_075_B12	b045a076
s0803b604	s0803b604	新468-64	v8#73	耒部第七十三	䎯	◯	玉篇		4_075_B21	b045a081
s0803b605	s0803b605	新468-65	v8#73	耒部第七十三	耠	◯	玉篇	後，有「已上二部通也」。	4_075_B22	b045a082
s0804a101	s0804a101	新469-11	v8#74	竹部第七十四	竹	◯	玉篇		1_006_A14	b001b024
s0804a102	s0804a102	新469-12	v8#74	竹部第七十四	筱	◯	玉篇		4_058_A31	b034b091
s0804a103	s0804a103	新469-13	v8#74	竹部第七十四	篠	◯	玉篇		4_058_A311	b034b092
s0804a104	s0804a104	新469-14	v8#74	竹部第七十四	箬	◯	玉篇		4_058_A61	b039a065
s0804a105	s0804a105a	新469-15	v8#74	竹部第七十四	𥵨	◯	玉篇		4_058_A62	b035a012
s0804a106	s0804a105a	新469-16	v8#74	竹部第七十四	𥸀	◯	玉篇		4_058_A621	b035a013
s0804a107	s0804a107	新469-17	v8#74	竹部第七十四	筡	◯	玉篇		4_058_B21	b035a021
s0804a201	s0804a201	新469-21	v8#74	竹部第七十四	笢	◯	玉篇		4_058_B22	b035a014
s0804a202	s0804a202	新469-22	v8#74	竹部第七十四	⿱竹膚	◯	玉篇			
s0804a203	s0804a203	新469-23	v8#74	竹部第七十四	䈵	◯	玉篇		4_058_B32	b035a023
s0804a204	s0804a204	新469-24	v8#74	竹部第七十四	⿱竹瀏	◯	玉篇		4_058_B41	△
s0804a205	s0804a205	新469-25	v8#74	竹部第七十四	篸	◯	玉篇		4_058_B42	b039a086
s0804a301	s0804a301	新469-31	v8#74	竹部第七十四	篆	◯	玉篇		4_058_B61	b038b044
s0804a302	s0804a302	新469-32	v8#74	竹部第七十四	籀	◯	玉篇		4_058_B62	b039a091
s0804a303	s0804a303	新469-33	v8#74	竹部第七十四	䉃	◯	玉篇		4_059_A21	b035a024
s0804a304	s0804a304	新469-34	v8#74	竹部第七十四	䈎	◯	玉篇		4_059_A32	b035a031
s0804a401	s0804a401	新469-41	v8#74	竹部第七十四	䇫	◯	玉篇		4_059_A51	b035a035
s0804a402	s0804a402	新469-42	v8#74	竹部第七十四	符	◯	玉篇		4_059_A62	b035a044
s0804a403	s0804a403	新469-43	v8#74	竹部第七十四	筵	◯	玉篇		4_059_B62	b035a073
s0804a404	s0804a404	新469-44	v8#74	竹部第七十四	籧	◯	玉篇		4_060_A12	b035a081
s0804a405	s0804a405a	新469-45	v8#74	竹部第七十四	籭	◯	玉篇		4_060_A22	b035a083
s0804a501	s0804a405a	新469-51	v8#74	竹部第七十四	簛	◯	玉篇		4_060_A221	b035a084
s0804a502	s0804a502	新469-52	v8#74	竹部第七十四	簸	◯	玉篇N		4_069_B32	b039b017
s0804a503	s0804a503	新469-53	v8#74	竹部第七十四	箕	◯	玉篇N		4_069_B31	b039b011
s0804a504	s0804a504	新469-54	v8#74	竹部第七十四	笝	◯	玉篇N			
s0804a505	s0804a505	新469-55	v8#74	竹部第七十四	籓	◯	玉篇		4_060_A31	b035a092
s0804a601	s0804a601	新469-61	v8#74	竹部第七十四	䉒	◯	玉篇		4_060_A311	b035a093
s0804a602	s0804a602	新469-62	v8#74	竹部第七十四	䉛	◯	玉篇		4_060_A32	b035a094
s0804a603	s0804a603	新469-63	v8#74	竹部第七十四	箅	◯	玉篇		4_060_A41	b035a095
s0804a604	s0804a604	新469-64	v8#74	竹部第七十四	笥	◯	玉篇		4_060_A62	b035a105
s0804a701	s0804a701	新469-71	v8#74	竹部第七十四	簞	◯	玉篇		4_060_B21	b035b012
s0804a702	s0804a702	新469-72	v8#74	竹部第七十四	篅	◯	玉篇		4_061_A42	b035b052
s0804a703	s0804a703	新469-73	v8#74	竹部第七十四	筤	◯	玉篇		4_060_B42	b035b023
s0804a801	s0804a801	新469-81	v8#74	竹部第七十四	籫	箐	玉篇	字頭：原作「箐」，誤。當作「籫」。	4_060_B62	b035b032
s0804a802	s0804a802	新469-82	v8#74	竹部第七十四	𥮚	◯	玉篇		4_061_A12	b035b041
s0804a803	s0804a803	新469-83	v8#74	竹部第七十四	簋	◯	玉篇		4_061_A21	b035b043
s0804a804	s0804a804	新469-84	v8#74	竹部第七十四	簠	◯	玉篇		4_061_A22	b035b042
s0804b101	s0804b101	新470-11	v8#74	竹部第七十四	籩	◯	玉篇		4_061_A31	b035b044
s0804b102	s0804b102	新470-12	v8#74	竹部第七十四	篧	◯	玉篇		4_061_B21	b035b071
s0804b103	s0804b103	新470-13	v8#74	竹部第七十四	籱	◯	玉篇		4_061_B211	b035b072
s0804b104	s0804b104	新470-14	v8#74	竹部第七十四	筰	◯	玉篇		4_061_B31	b035b081
s0804b105	s0804b105	新470-15	v8#74	竹部第七十四	箑	◯	玉篇		4_061_B41	b035b084
s0804b201	s0804b201	新470-21	v8#74	竹部第七十四	䈉	◯	玉篇		4_061_B42	b035b091
s0804b202	s0804b202a	新470-22	v8#74	竹部第七十四	䉴	◯	玉篇		4_061_B53	b035b095
s0804b203	s0804b202a	新470-23	v8#74	竹部第七十四	䉴β	◯	玉篇			
s0804b204	s0804b204	新470-24	v8#74	竹部第七十四	䇘	◯	玉篇		4_061_B61	b035b092
s0804b205	s0804b205	新470-25	v8#74	竹部第七十四	𥴧	◯	玉篇		4_061_B62	b035b101
s0804b206	s0804b206	新470-26	v8#74	竹部第七十四	笿	◯	玉篇		4_060_B22	b034b106
s0804b301	s0804b301	新470-31	v8#74	竹部第七十四	籃	◯	玉篇N		4_060_B52	b035b024
s0804b302	s0804b302	新470-32	v8#74	竹部第七十四	篼	◯	玉篇		4_062_A11	b035b102
s0804b303	s0804b303	新470-33	v8#74	竹部第七十四	箝	䈤	玉篇	字頭：原作「䈤」。「箝」之異體字。	4_062_A21	b039a084
s0804b401	s0804b401	新470-41	v8#74	竹部第七十四	𥮠	⿱竹枯	玉篇	字頭：原作「⿱竹枯」。	4_062_A211	b039a085
s0804b402	s0804b402	新470-42	v8#74	竹部第七十四	籋	◯	玉篇		4_062_A22	b039a025
s0804b403	s0804b403	新470-43	v8#74	竹部第七十四	篚	◯	玉篇		4_062_A41	b038b033
s0804b404	s0804b404	新470-44	v8#74	竹部第七十四	笭	◯	玉篇		4_062_A51	b036a013
s0804b405	s0804b405	新470-45	v8#74	竹部第七十四	籯	𥷶	玉篇	字頭：原作「𥷶」。	4_061_A11	b035b033
s0804b501	s0804b501	新470-51	v8#74	竹部第七十四	𥰨	◯	玉篇		4_062_A52	b036a014
s0804b502	s0804b502	新470-52	v8#74	竹部第七十四	箠	◯	玉篇		4_020_B62	b036a021
s0804b503	s0804b503	新470-53	v8#74	竹部第七十四	笍	◯	玉篇		4_062_B12	b035b063
s0804b504	s0804b504	新470-54	v8#74	竹部第七十四	籣	◯	玉篇		4_062_B21	b036a022
s0804b601	s0804b601	新470-61	v8#74	竹部第七十四	箙	◯	玉篇		4_062_B22	b036a023
s0804b602	s0804b602	新470-62	v8#74	竹部第七十四	䇬	◯	玉篇		4_062_B31	b036a024
s0804b603	s0804b603	新470-63	v8#74	竹部第七十四	篰	◯	玉篇N		4_059_A411	b035a033
s0804b604	s0804b604	新470-64	v8#74	竹部第七十四	笘	◯	玉篇		4_062_B32	b036a031
s0804b605	s0804b605	新470-65	v8#74	竹部第七十四	箾	◯	玉篇		4_063_A11	b036a052
s0804b701	s0804b701	新470-71	v8#74	竹部第七十四	竽	⿱竹千	玉篇	字頭：原作「⿱竹千」。	4_063_A12	b036a053
s0804b702	s0804b702	新470-72	v8#74	竹部第七十四	笙	◯	玉篇		4_063_A21	b036a061
s0804b703	s0804b703	新470-73	v8#74	竹部第七十四	䈕	◯	玉篇		4_063_A31	b036a063
s0804b704	s0804b704	新470-74	v8#74	竹部第七十四	箹	◯	玉篇		4_063_A42	b036a051
s0804b705	s0804b705	新470-75	v8#74	竹部第七十四	籟	◯	玉篇		4_063_A51	b036a065
s0804b801	s0804b801	新470-81	v8#74	竹部第七十四	篎	◯	玉篇		4_063_A52	b036a071
s0804b802	s0804b802	新470-82	v8#74	竹部第七十四	管	◯	玉篇		4_063_B11	b035a062
s0804b803	s0804b803	新470-83	v8#74	竹部第七十四	𥭨	◯	玉篇	萬象名義，字順不一致。	4_059_B31	b035a061
s0804b804	s0804b804	新470-84	v8#74	竹部第七十四	筦	◯	玉篇N		4_059_B31	b035a061
s0804b805	s0804b805	新470-85	v8#74	竹部第七十四	筍	◯	玉篇N		4_058_A42	b034b096
s0805a101	s0805a101a	新471-11	v8#74	竹部第七十四	笛	◯	玉篇		4_063_B12	b036a072
s0805a102	s0805a101a	新471-12	v8#74	竹部第七十四	篴	◯	玉篇			
s0805a103	s0805a103	新471-13	v8#74	竹部第七十四	筩	◯	玉篇		4_061_A61	b035b053
s0805a104	s0805a104	新471-14	v8#74	竹部第七十四	筄	⿱⺮𡉵	玉篇	字頭：原作「⿱⺮𡉵」。	4_063_B41	b036a084
s0805a105	s0805a105	新471-15	v8#74	竹部第七十四	𥴨	◯	玉篇		4_063_B42	b036a091
s0805a201	s0805a201	新471-21	v8#74	竹部第七十四	𥴮	◯	玉篇		4_063_B61	b036a094
s0805a202	s0805a202	新471-22	v8#74	竹部第七十四	篳	◯	玉篇		4_051_B22	b036a101
s0805a203	s0805a203	新471-23	v8#74	竹部第七十四	䉷	◯	玉篇		4_064_A11	b036a102
s0805a204	s0805a204a	新471-24	v8#74	竹部第七十四	篽	◯	玉篇		4_064_A12	b036a103
s0805a205	s0805a204a	新471-25	v8#74	竹部第七十四	篽β	◯	玉篇			
s0805a206	s0805a204a	新471-26	v8#74	竹部第七十四	籞	◯	玉篇		4_064_A121	b036b011
s0805a301	s0805a301b	新471-31	v8#74	竹部第七十四	⿳竹亠廾	◯	玉篇	字頭：萬象名義同作。		
s0805a302	s0805a301b	新471-32	v8#74	竹部第七十四	笇	◯	玉篇	萬象名義，無「笇」字。	4_064_A211	b036b013
s0805a303	s0805a301b	新471-33	v8#74	竹部第七十四	筭	◯	玉篇		4_064_A21	b036b012
s0805a304	s0805a304c	新471-34	v8#74	竹部第七十四	簢	◯	玉篇		4_064_A32	b036b024
s0805a305	s0805a304c	新471-35	v8#74	竹部第七十四	𥴲	◯	玉篇	萬象名義，無「𥴲」字。	4_064_A321	b036b025
s0805a306	s0805a306	新471-36	v8#74	竹部第七十四	䈪	◯	玉篇		4_064_A41	b036a083
s0805a401	s0805a401	新471-41	v8#74	竹部第七十四	𥳞	◯	玉篇		4_064_A61	b036b032
s0805a402	s0805a402	新471-42	v8#74	竹部第七十四	䉋	◯	玉篇		4_064_A52	b036b031
s0805a403	s0805a403	新471-43	v8#74	竹部第七十四	箏	◯	玉篇		4_063_B22	b036a075
s0805a404	s0805a404	新471-44	v8#74	竹部第七十四	𥳎	◯	玉篇		4_064_A62	b036b033
s0805a501	s0805a501	新471-51	v8#74	竹部第七十四	𥭓	◯	玉篇		4_064_B11	b036b034
s0805a502	s0805a502	新471-52	v8#74	竹部第七十四	䈿	⿳竹旬大	玉篇	字頭：原作「⿳竹旬大」。	4_064_B12	b039a055
s0805a503	s0805a503a	新471-53	v8#74	竹部第七十四	䈱	◯	玉篇		4_064_B21	b037b064
s0805a504	s0805a503a	新471-54	v8#74	竹部第七十四	𮅓	◯	玉篇			
s0805a505	s0805a505b	新471-55	v8#74	竹部第七十四	𥷔	◯	玉篇		4_064_B22	b036b041
s0805a506	s0805a505b	新471-56	v8#74	竹部第七十四	⿵籅車	◯	玉篇			
s0805a507	s0805a507	新471-57	v8#74	竹部第七十四	箷	◯	玉篇		4_064_B41	b038a093
s0805a601	s0805a601	新471-61	v8#74	竹部第七十四	筧	◯	玉篇		4_064_B51	b038a095
s0805a602	s0805a602	新471-62	v8#74	竹部第七十四	䉈	◯	玉篇		4_064_B52	b036b086
s0805a603	s0805a603a	新471-63	v8#74	竹部第七十四	篾β	◯	玉篇			
s0805a604	s0805a603a	新471-64	v8#74	竹部第七十四	篾	◯	玉篇		4_064_B61	b038a102
s0805a701	s0805a701	新471-71	v8#74	竹部第七十四	䈽	◯	玉篇			
s0805a702	s0805a702	新471-72	v8#74	竹部第七十四	䉉	◯	玉篇		4_064_B62	b038a103
s0805a703	s0805a703	新471-73	v8#74	竹部第七十四	篍	◯	玉篇N		4_063_B32	b036a082
s0805a704	s0805a704a	新471-74	v8#74	竹部第七十四	𥶘β	◯	玉篇		(次項)	(次項)
s0805a705	s0805a704a	新471-75	v8#74	竹部第七十四	𥶘	◯	玉篇		4_065_A11	b038a101
s0805a801	s0805a801	新471-81	v8#74	竹部第七十四	𥶾	◯	玉篇		4_065_A12	b038a104
s0805a802	s0805a802a	新471-82	v8#74	竹部第七十四	䈝	◯	玉篇		4_065_A21	b037b052
s0805a803	s0805a802a	新471-83	v8#74	竹部第七十四	𥮪	◯	玉篇			
s0805a804	s0805a804	新471-84	v8#74	竹部第七十四	𥲈	𥮩	玉篇	字頭：原作「𥮩」。	4_065_A22	b038a105
s0805a805	s0805a805	新471-85	v8#74	竹部第七十四	䈠	◯	玉篇		4_065_A31	b038b034
s0805a806	s0805a806	新471-86	v8#74	竹部第七十四	筮	◯	玉篇		4_065_A32	b038a106
s0805b101	s0805b101	新472-11	v8#74	竹部第七十四	簭	◯	玉篇		4_065_A321	b038b011
s0805b102	s0805b102	新472-12	v8#74	竹部第七十四	䇽	◯	玉篇		4_065_A41	b038b014
s0805b103	s0805b103	新472-13	v8#74	竹部第七十四	簟	◯	玉篇N		4_060_A11	b035a074
s0805b104	s0805b104	新472-14	v8#74	竹部第七十四	篨	◯	玉篇N		4_060_A21	b035a082
s0805b201	s0805b201a	新472-21	v8#74	竹部第七十四	⿳竹伯反	◯	玉篇N			
s0805b202	s0805b201a	新472-22	v8#74	竹部第七十四	𥰞	◯	玉篇N			
s0805b203	s0805b201a	新472-23	v8#74	竹部第七十四	𥯴	◯	玉篇N		4_064_A312	b036b023
s0805b204	s0805b204	新472-24	v8#74	竹部第七十四	䇸	◯	玉篇		4_065_A52	b038b022
s0805b205	s0805b205	新472-25	v8#74	竹部第七十四	𥳐	◯	玉篇		4_065_A61	b036b042
s0805b206	s0805b206	新472-26	v8#74	竹部第七十四	䉳	◯	玉篇		4_065_A62	b036b043
s0805b301	s0805b301	新472-31	v8#74	竹部第七十四	笳	◯	玉篇		4_065_B12	b036b046
s0805b302	s0805b302	新472-32	v8#74	竹部第七十四	䉧	◯	玉篇		4_058_B41	△
s0805b303	s0805b303	新472-33	v8#74	竹部第七十四	𥭮	◯	玉篇		4_065_B41	b036b054
s0805b304	s0805b304	新472-34	v8#74	竹部第七十四	箶	◯	玉篇		4_065_B42	b036b055
s0805b305	s0805b305	新472-35	v8#74	竹部第七十四	䈖	◯	玉篇		4_065_B51	b036b056
s0805b306	s0805b306a	新472-36	v8#74	竹部第七十四	⿱竹眞	◯	玉篇			
s0805b401	s0805b306a	新472-41	v8#74	竹部第七十四	䈯	◯	玉篇		4_065_B52	b036b061
s0805b402	s0805b402	新472-42	v8#74	竹部第七十四	䈛	◯	玉篇		4_065_B61	b036b062
s0805b403	s0805b403	新472-43	v8#74	竹部第七十四	𥷀	◯	玉篇		4_066_A11	b036b065
s0805b404	s0805b404	新472-44	v8#74	竹部第七十四	筣	◯	玉篇		4_066_A12	b036b064
s0805b405	s0805b405	新472-45	v8#74	竹部第七十四	𥳚	◯	玉篇		4_066_A21	b036b071
s0805b406	s0805b406	新472-46	v8#74	竹部第七十四	䉑	◯	玉篇		4_066_A32	b036b074
s0805b501	s0805b501	新472-51	v8#74	竹部第七十四	𥴴	◯	玉篇		4_066_B11	b036b084
s0805b502	s0805b502	新472-52	v8#74	竹部第七十四	𥵣	◯	玉篇		4_066_B12	b036b083
s0805b503	s0805b503	新472-53	v8#74	竹部第七十四	䈓	◯	玉篇		4_066_A52	b036b084
s0805b504	s0805b504a	新472-54	v8#74	竹部第七十四	筨β	◯	玉篇		(次項)	(次項)
s0805b505	s0805b504a	新472-55	v8#74	竹部第七十四	筨	◯	玉篇		4_066_B21	b036b091
s0805b506	s0805b506	新472-56	v8#74	竹部第七十四	𥳔	◯	玉篇		4_066_B22	b036b093
s0805b601	s0805b601	新472-61	v8#74	竹部第七十四	𥬕	◯	玉篇		4_066_B31	b036b095
s0805b602	s0805b602	新472-62	v8#74	竹部第七十四	笰	◯	玉篇		4_066_B32	b036b094
s0805b603	s0805b603	新472-63	v8#74	竹部第七十四	箐	◯	玉篇		4_066_B41	b036b101
s0805b604	s0805b604	新472-64	v8#74	竹部第七十四	䉮	◯	玉篇		4_066_B42	b036b102
s0805b605	s0805b605	新472-65	v8#74	竹部第七十四	𥯖	◯	玉篇		4_066_B52	b036b104
s0805b606	s0805b606	新472-66	v8#74	竹部第七十四	篷	◯	玉篇		4_066_B61	b036b105
s0805b701	s0805b701	新472-71	v8#74	竹部第七十四	箵	◯	玉篇		4_067_A11	b037a013
s0805b702	s0805b702	新472-72	v8#74	竹部第七十四	䉶	◯	玉篇		4_067_A21	b037a015
s0805b703	s0805b703	新472-73	v8#74	竹部第七十四	䇡	◯	玉篇		4_067_A22	b037a016
s0805b704	s0805b704	新472-74	v8#74	竹部第七十四	籛	◯	玉篇		4_067_A41	b037a023
s0805b705	s0805b705	新472-75	v8#74	竹部第七十四	䈲	◯	玉篇		4_067_A42	b037a021
s0805b706	s0805b706	新472-76	v8#74	竹部第七十四	䇦	◯	玉篇		4_067_A51	b037a024
s0805b801	s0805b801	新472-81	v8#74	竹部第七十四	䈏	◯	玉篇		4_067_A61	b037a031
s0805b802	s0805b802	新472-82	v8#74	竹部第七十四	篂	◯	玉篇		4_067_B11	b037a033
s0805b803	s0805b803	新472-83	v8#74	竹部第七十四	𥷼	𥳛	玉篇	字頭：原作「𥳛」。	4_067_B22	b037a042
s0805b804	s0805b804	新472-84	v8#74	竹部第七十四	笡	◯	玉篇		4_067_B31	b037a044
s0805b805	s0805b805	新472-85	v8#74	竹部第七十四	䇩	◯	玉篇		1_064_B51	b037a045
s0806a101	s0806a101	新473-11	v8#74	竹部第七十四	𥴭	◯	玉篇		4_067_B52	b037a055
s0806a102	s0806a102	新473-12	v8#74	竹部第七十四	籈	◯	玉篇		4_067_B61	b037a061
s0806a103	s0806a103	新473-13	v8#74	竹部第七十四	𥯩	◯	玉篇		4_068_A12	b037a064
s0806a104	s0806a104	新473-14	v8#74	竹部第七十四	䉎	◯	玉篇	補入項。	4_068_A21	b037a063
