#	HDIC Project
#	HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
#	Songben Yupian (SYP) : (宋本玉篇) and
#			the copy in Imperial Household Agency Archives and Mausolea Department (宮内庁書陵部),
#			IIIF images provided through Keio Institute of Oriental Classics (慶應義塾大学附属研究所斯道文庫).
#
#	Version: 0.0.2
#	Date: 6 May 2024
#	Last update : 8 May 2024
#
#	Copyright (c) 2016-2024 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
#	LI Yuan (Person in charge of text data proofreading)
#	LIU Guanwei (Person in charge of image database design and implementation)
#	Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
#	This data is based on SYP.tsv (2023-08-29), compiled by suzuki toshiya and MORIOKA Tomohiko.
#
#	Data License Information and Access Rights
#	License: 
#	Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
#	Access Rights (Availability): 
#	Open access
#
#	TSV Format information:
#	----------------------
#	Vol_radical:	volume number & radical number separated by "#", both are not zero-padded.
#	Book:	SYP is bounded to 3 parts, upper (上) = a, middle (中) = b, and lower (下) = c.
#	Leaf:	Leaf number printed on the center of the leaf.
#	Recto-verso:	a is for the right side of the leaf, b is for the left side of the leaf (leaf, not in spread-view)
#	Radical:	UTF-8 single character of the radical
#	Keio_url:	URL of manifest.json, 3 manifest.json files are provided for each book
#	Page_iiif:	page number under specified IIIF manifest
#
#	Regular expression for each column:
#	----------------------
#	Vol_radical:	v[1-9][0-9]*{1,3}#[1-9][0-9]*{1,3}
#	Book:	[abc]
#	Leaf:	[0-9]{3}
#	Recto-verso:	[ab]
#	Radical:	.
#	Keio_url:	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-00[123]/manifest.json
#	Page_iiif:	[0-9]{3}
#
#	This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 22K12719.
#
Vol_radical	Book	Leaf	Recto-verso	Radical	Keio_url	Page_iiif
v14#169	b	039	b	巿	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	042
v14#170	b	039	b	乇	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	042
v14#171	b	039	b	𠂹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	042
v14#172	b	039	b	𠌶	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	042
v14#173	b	039	b	華	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	042
v14#174	b	040	a	𥝌	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	042
v14#175	b	040	a	稽	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	042
v14#176	b	040	a	桼	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	042
v14#177	b	040	a	丵	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	042
v14#178	b	040	a	菐	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	042
v14#179	b	040	a	𢎘	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	042
v14#179	b	040	b	𢎘	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	043
v14#180	b	040	b	𣐺	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	043
v14#181	b	040	b	𠧪	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	043
v14#182	b	040	b	朿	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	043
v14#183	b	040	b	𣎵	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	043
v14#184	b	040	b	𣏟	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	043
v14#185	b	041	a	麻	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	043
v14#186	b	041	a	尗	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	043
v14#187	b	041	a	韭	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	043
v14#188	b	041	a	瓜	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	043
v14#188	b	041	b	瓜	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	044
v14#189	b	041	b	瓠	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	044
v14#190	b	041	b	丯	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	044
v14#191	b	041	b	來	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	044
v15#192	b	042	a	麥	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	044
v15#192	b	042	b	麥	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	045
v15#193	b	042	b	黍	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	045
v15#194	b	042	b	禾	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	045
v15#194	b	043	a	禾	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	045
v15#194	b	043	b	禾	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	046
v15#194	b	044	a	禾	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	046
v15#194	b	044	b	禾	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	047
v15#195	b	045	a	秝	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	047
v15#196	b	045	a	耒	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	047
v15#196	b	045	b	耒	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	048
v15#197	b	045	b	香	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	048
v15#198	b	045	b	皀	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	048
v15#199	b	045	b	鬯	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	048
v15#200	b	045	b	米	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	048
v15#200	b	046	a	米	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	048
v15#200	b	046	b	米	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	049
v15#201	b	046	b	糳	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	049
v15#202	b	047	a	臼	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	049
v15#203	b	047	a	倉	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	049
v15#204	b	047	a	㐭	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	049
v15#205	b	047	a	嗇	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	049
v15#206	b	047	b	亼	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	050
v15#207	b	047	b	會	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	050
v15#208	b	047	b	享	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	050
v15#209	b	047	b	㫗	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	050
v15#210	b	047	b	畐	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	050
v15#211	b	047	b	入	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	050
v15#211	b	048	a	入	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	050
v15#212	b	048	a	冖	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	050
v15#213	b	048	a	𠔼	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	050
v15#214	b	048	a	冃	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	050
v15#215	b	048	a	㒳	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	050
v15#216	b	048	a	㡀	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	050
v15#217	b	048	a	襾	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	050
v15#217	b	048	b	襾	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	051
v15#218	b	048	b	网	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	051
v15#218	b	049	a	网	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	051
v15#219	b	049	a	𠦒	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	051
v15#220	b	049	a	冓	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	051
v15#221	b	049	b	𠙴	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	052
v15#222	b	049	b	去	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	052
v15#223	b	049	b	北	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	052
v15#224	b	049	b	西	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	052
v15#225	b	049	b	鹵	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	052
v15#225	b	050	a	鹵	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	052
v15#226	b	050	a	鹽	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	052
v15#227	b	050	a	𡈼	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	052
v15#228	b	050	a	皿	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	052
v15#228	b	050	b	皿	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	053
v15#229	b	050	b	臥	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	053
v15#230	b	050	b	𠂣	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	053
v16#231	b	051	a	琴	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	053
v16#231	b	051	b	琴	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	054
v16#232	b	051	b	喜	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	054
v16#233	b	051	b	壴	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	054
v16#234	b	051	b	鼓	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	054
v16#235	b	051	b	豈	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	054
v16#236	b	052	a	豆	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	054
v16#237	b	052	a	豊	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	054
v16#238	b	052	a	豐	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	054
v16#239	b	052	a	䖒	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	054
v16#240	b	052	a	重	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	054
v16#241	b	052	a	鼎	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	054
v16#241	b	052	b	鼎	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	055
v16#242	b	052	b	瓦	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	055
v16#242	b	053	a	瓦	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	055
v16#243	b	053	a	缶	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	055
v16#243	b	053	b	缶	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	056
v16#244	b	053	b	鬲	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	056
v16#244	b	054	a	鬲	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	056
v16#245	b	054	a	𩰲	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	056
v16#246	b	054	a	斗	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	056
v16#246	b	054	b	斗	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	057
v16#247	b	054	b	勺	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	057
v16#248	b	054	b	几	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	057
v16#249	b	054	b	且	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	057
v16#250	b	054	b	匚	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	057
v16#250	b	055	a	匚	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	057
v16#251	b	055	a	曲	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	057
v16#252	b	055	a	壺	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	057
v16#253	b	055	a	巵	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	057
v16#254	b	055	a	𠙹	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	057
v17#255	b	055	b	㫃	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	058
v17#255	b	056	a	㫃	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	058
v17#256	b	056	a	勿	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	058
v17#257	b	056	a	矢	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	058
v17#258	b	056	b	弓	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	059
v17#258	b	057	a	弓	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	059
v17#259	b	057	a	弜	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	059
v17#260	b	057	a	斤	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	059
v17#260	b	057	b	斤	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	060
v17#261	b	057	b	矛	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	060
v17#262	b	057	b	戈	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	060
v17#262	b	058	a	戈	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	060
v17#263	b	058	a	殳	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	060
v17#263	b	058	b	殳	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	061
v17#264	b	058	b	殺	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	061
v17#265	b	058	b	戉	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	061
v17#266	b	058	b	刀	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	061
v17#266	b	059	a	刀	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	061
v17#266	b	059	b	刀	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	062
v17#266	b	060	a	刀	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	062
v17#267	b	060	a	㓞	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	062
v17#268	b	060	a	刃	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	062
v17#268	b	060	b	刃	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	063
v18#269	b	060	b	金	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	063
v18#269	b	061	a	金	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	063
v18#269	b	061	b	金	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	064
v18#269	b	062	a	金	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	064
v18#269	b	062	b	金	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	065
v18#269	b	063	a	金	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	065
v18#269	b	063	b	金	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	066
v18#269	b	064	a	金	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	066
v18#269	b	064	b	金	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	067
v18#269	b	065	a	金	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	067
v18#270	b	065	a	攴	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	067
v18#270	b	065	b	攴	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	068
v18#270	b	066	a	攴	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	068
v18#270	b	066	b	攴	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	069
v18#271	b	066	b	放	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	069
v18#272	b	066	b	丌	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	069
v18#273	b	067	a	左	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	069
v18#274	b	067	a	工	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	069
v18#275	b	067	a	㠭	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	069
v18#276	b	067	a	巫	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	069
v18#277	b	067	a	卜	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	069
v18#278	b	067	a	兆	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	069
v18#279	b	067	a	用	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	069
v18#279	b	067	b	用	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	070
v18#280	b	067	b	爻	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	070
v18#281	b	067	b	㸚	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	070
v18#282	b	067	b	車	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	070
v18#282	b	068	a	車	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	070
v18#282	b	068	b	車	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	071
v18#282	b	069	a	車	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	071
v18#282	b	069	b	車	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	072
v18#283	b	069	b	舟	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	072
v18#283	b	070	a	舟	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	072
v18#283	b	070	b	舟	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	073
v18#284	b	070	b	方	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	073
v19#285	b	070	b	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	073
v19#285	b	071	a	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	073
v19#285	b	071	b	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	074
v19#285	b	072	a	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	074
v19#285	b	072	b	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	075
v19#285	b	073	a	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	075
v19#285	b	073	b	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	076
v19#285	b	074	a	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	076
v19#285	b	074	b	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	077
v19#285	b	075	a	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	077
v19#285	b	075	b	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	078
v19#285	b	076	a	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	078
v19#285	b	076	b	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	079
v19#285	b	077	a	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	079
v19#285	b	077	b	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	080
v19#285	b	078	a	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	080
v19#285	b	078	b	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	081
v19#285	b	079	a	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	081
v19#285	b	079	b	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	082
v19#285	b	080	a	水	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	082
v20#286	b	080	a	沝	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	082
v20#287	b	080	b	𡿨	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	083
v20#288	b	080	b	巜	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	083
v20#289	b	080	b	巛	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	083
v20#290	b	080	b	井	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	083
v20#291	b	080	b	泉	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	083
v20#292	b	081	a	灥	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	083
v20#293	b	081	a	永	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	083
v20#294	b	081	a	𠂢	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	083
v20#295	b	081	a	谷	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	083
v20#296	b	081	b	冫	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	084
v20#297	b	081	b	雨	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	084
v20#297	b	082	a	雨	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	084
v20#297	b	082	b	雨	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	085
v20#297	b	083	a	雨	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	085
v20#298	b	083	a	雲	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	085
v20#299	b	083	b	風	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	086
v20#299	b	084	a	風	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	086
v20#300	b	084	a	气	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	086
v20#301	b	084	a	鬼	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	086
v20#301	b	084	b	鬼	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	087
v20#301	b	085	a	鬼	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	087
v20#302	b	085	a	甶	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	087
v20#303	b	085	a	白	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	087
v20#303	b	085	b	白	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	088
v20#304	b	085	b	日	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	088
v20#304	b	086	a	日	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	088
v20#304	b	086	b	日	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	089
v20#304	b	087	a	日	https://db2.sido.keio.ac.jp/iiif/manifests/kanseki/043739/043739-002/manifest.json	089
