#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   KTB: Kosanjibon Tenrei Bansho Meigi database -- Full text version
#
#   Kosanjibon Tenrei bansho meigi 篆隸萬象名義, Kosanji copy 高山寺本.
#   Buddhist monk Kukai of the Heian period 空海, c. 827-835.
#   A Hanzi (Chinese character) dictionary.
#
#   Version: 1.1.22
#   Date published: 17 September 2016
#   Last modified: 31 August 2020
#
#   Copyright (c) 2016-2020 HDIC project, IKEDA Shoju (Chair)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV Format information:
#   TBID (v_www_xyz)          Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#   TB_vol_radical (xx#yyy)   Volume(xx) and radical number(yyy)
#   TB_radical                Radical of Chinese character 
#   Entry                     Headword
#   Entry_type                For details, refer to the following section
#   Entry_diff                Differences of transliteration with other scholars
#   TB_def                    Definition of pronunciation, meaning and variant(s)
#   SYID (vwwwxyyz)           Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#   YYID (Ywwxxxyyy-z)        Volume(ww), leaf(xxx), line(yyy) and number(z)
#   TB_remarks                Editor's notes
#   Lv_page                   Zhuan li wan xiang ming yi jiao shi 篆隸萬象名義校釋
#   Zang_page                 Zhong gu Han zi liu bian 中古漢字流變
#
#   Entry_type:
#   Group a   --- Regular headword
#   1 Regular                 隸書掲出字 (= Regular_clerical)
#   2 Regular_seal            隸書掲出字 篆書併存
#
#   Group b -- Embedded headword
#   3 Embedded_clerical       埋字 隸書字體
#   4 Embedded_omitted        埋字 脫落
#   5 Embedded_seal           埋字 篆書字體
#
#   Group c -- Omitted headword
#   6 Omitted                 脫字 項目全體 脫落
#   7 Omitted_regular         脫字 隸書掲出字 脫落
#
#   Group d -- Variant of the Songben Yupian
#   8 Songben-Yupian          宋本《玉篇》增補之異體字
#
#   cf. Li 2015.
#   ＊6 Omitted               項目全體脱落
#                            《説文解字》、《玉篇》殘卷・佚文、《新撰字鏡》玉篇引用部分等，本文存
#
#   Abbreviations:
#   TB: Tenrei Bansho Meigi 篆隸萬象名義, Kosanji copy 高山寺本
#   YY: Yuanben Yupian 原本玉篇, fragments of vol.8, 9, 18, 19, 22, 24 and 27
#   SY: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#
#   (白藤|白): Shirafuji's transliteration 
#   (宮澤|宮): Miyazawa's transliteration
#   (上田|上): Ueda's transliteration
#   呂: Lv's transliteration
#   臧: Zang's transliteration
#
#   References:
#   Shirafuji Noriyuki 白藤禮幸, An Index of Headwords in the Tenrei Bansho Meigi 掲出字索引, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: Uiversity of Tokyo Press 東京大学出版会, 1977.
#   Miyazawa Toshimasa 宮澤俊雅, A List of Headwords with Notes in the Tenrei Bansho Meigi 掲出字一覽表, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: University of Tokyo Press 東京大学出版会, 1977.
#   Ueda Tadashi 上田正, A Complete List of Fanqie in the Original Yupian 玉篇反切總覽, Kobe: Private edition, 1986.
#   Lv Hao 呂浩, Zhuan li wan xiang ming yi jiao shi: A Transliteration and Text-critical Notes 篆隸萬象名義校釋, Shanghai: Xuelin Press 學林出版社, 2007.
#   Zang Kehe 臧克和, Zhong gu Han zi liu bian 中古漢字流變, Shanghai : Hua dong shi fan da xue chu ban she 華東師範大學出版社, 2008.
#   Li Yuan 李媛, Embedded and Omitted Headword: Issues Regarding Entry Counts in Tenrei-Bansho-Meigi 埋字と脫字―篆隸象名義の掲出字數をめぐる問題―, Kuntengo to Kunten-Shiryo 訓點語と訓點資料 135: 60-78, 2015.
#
#   Acknowledgments:
#   We are grateful to Kosanji Temple authorities Ogawa Chie (the previous chief priest) and Ishizuka Harumichi (the representative director) for permission to publish the decipherment text of KTB.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
TBID	TB_vol_radical	TB_radical	Entry	Entry_type	Entry_diff	TB_def	SYID	YYID	TB_remarks	Lv_page	Zang_page
5_076_B52	v18#282	車	⿰車㐌	Embedded_clerical		軳(⿰車㐌)：上文。	▽		埋字B。	297	#N/A
5_076_B53	v18#282	車	𨎋	Regular		徒朗反。䡙軘⿰車合。	b068b097	Y18600011-2	⿰車合：原本《玉篇》作軨。	297	1433
5_076_B61	v18#282	車	䡙	Regular		力堂反。𨎋。	b069b052			297	1442
5_076_B62	v18#282	車	軤	Regular		火胡反。	b068b101	Y18600011-3		297	1433
5_077_A11	v18#282	車	輚	Regular		仕澗反。載柩車。〔轏：同上。〕	b068b102	Y18600012-1	有埋字B。柩：原文似⿰扌匹。	297	1433
5_077_A12	v18#282	車	轏	Embedded_clerical		轏：同上。	b068b103	Y18600013-1	埋字B。	297	1433
5_077_A13	v18#282	車	轍	Regular		除引反。車迹。	b068b104	Y18600014-1		298	1433
5_077_A21	v18#282	車	輤	Regular		此見反。載柩車。	b068b105	Y18600014-2	柩：原文似⿰扌匹。	298	1433
5_077_A22	v18#282	車	𨌤	Regular		時升反。古文登也。勝也，治也。	△	Y18600016-1	掲出字：宮澤作𨌄，非。上田・呂作𨌤，是。升：原作外。	298	#N/A
5_077_A31	v18#282	車	𨏔	Regular		力木反。三輔輿水具。	b068b106	Y18600017-1		298	1433
5_077_A311	v18#282	車	轆	Songben-Yupian		#	b069a011			298	1433
5_077_A32	v18#282	車	轤	Regular		力胡反。桔擇(槔)。	b069a012	Y18600018-1		298	1434
5_077_A321	v18#282	車	輡	Songben-Yupian		#	b069a013			298	1434
5_077_A41	v18#282	車	𨏸	Regular		力感反。坎。	b069a014	Y18600017-2		298	1434
5_077_A41-Miyazawa	v18#282	車	𨎹	Regular	宮		b069a014	Y18600017-2		298	1434
5_077_A411	v18#282	車	厙	Songben-Yupian		#	b069a015			298	1434
5_077_A42	v18#282	車	轎	Regular		奇朝反。𨋕。	b069a016	Y18600019-1		298	1434
5_077_A51	v18#282	車	輠	Regular		胡罪反。⿰扌匹擬支礙也。	b069a021	Y18600021-1	⿰扌匹：當作抵。	298	1434
5_077_A52	v18#282	車	轠	Regular		力迴反。轢。	b069a022	Y18600023-1		298	1435
5_077_A61	v18#282	車	輷	Regular		呼荀反。〔𨊷：同上。〕	b069a024	Y18600024-1	揭出字：原作⿰車荀。有埋字B。	298	1435
5_077_A62	v18#282	車	𨊷	Embedded_clerical		𨊷：同上。	b069a025	Y18600024-2	埋字B。	298	1435
5_077_A63	v18#282	車	轟	Regular		呼萠反。群車声。	b069a026	Y18600025-1		298	1435
5_077_B11	v18#282	車	軎	Regular		轊字。	b068a015			298	1419
5_077_B21	v18#283	舟	舟	Regular		之由反。舩也，帶也。	b069b061	Y18600027-1		298	1443
5_077_B31	v18#283	舟	兪	Regular		翼朱反。譍也，荅也。	b069b071	Y18600031-1		298	1444
5_077_B32	v18#283	舟	舩	Regular		時專反。舟。	b069b073	Y18600033-1		298	1444
5_077_B32-Miyazawa	v18#283	舟	船	Regular	宮		b069b072	Y18600033-1		298	1444
5_077_B41	v18#283	舟	艫	Regular		力都反。舩頭。	b070a061	Y18600037-1		298	1450
5_077_B42	v18#283	舟	舳	Regular		除六反。枻。	b070a108	Y18600036-1		298	1453
5_077_B51	v18#283	舟	𦨉	Regular		五骨反。舫。	b070b011	Y18600037-2		298	1453
5_077_B52	v18#283	舟	舸	Regular		各可反。大舩。	b070a044	Y18600038-1		298	1449
5_077_B61	v18#283	舟	艐	Regular		子公反。舩著沙也，至也。	b070a051	Y18600038-2		298	1449
5_077_B62	v18#283	舟	肜	Regular		餘終反。	b069b073	Y18600034-1		298	1444
5_078_A11	v18#283	舟	艜	Regular		都賴反。舩薄長。	b070a095	Y18600039-1		298	1452
5_078_A12	v18#283	舟	𦩗	Regular		馳錦反。我也，身也，子也。	b070a085	Y18600039-2	掲出字：宮澤作𦨶，白藤作𦩎，呂作𦩗。今據呂。	298	1451
5_078_A12-Shirafuji	v18#283	舟	𦩎	Regular	白		b070a085	Y18600039-2		298	1451
5_078_A21	v18#283	舟	般	Regular		菩安反。樂也，施也，大也。〔般：同上。〕	b070a047	Y18600043-1	有埋字B。	298	1449
5_078_A22	v18#283	舟	𦨗	Embedded_clerical		般：同上。	▽	Y18600045-1	埋字B。	298	#N/A
5_078_A23	v18#283	舟	𦨴	Regular		徒東反。舩舷。䑣同上。	b070a053	Y18600045-2		298	1450
5_078_A31	v18#283	舟	舫	Regular		甫望反。並兩舩。	b070a092	Y18600045-3		299	1452
5_078_A32	v18#283	舟	𦨕	Regular		扶福反。用也，行也，習也，任也。	b070b017	Y18600047-1		299	1454
5_078_A41	v18#283	舟	𦨋	Regular		古服。信服。	b070b016			299	1454
5_078_A41-Miyazawa	v18#283	舟	𦨈	Regular	宮		b070b016			299	1454
5_078_A42	v18#283	舟	艆	Regular		力堂反。䑼海舩。	b070a052			299	1450
5_078_A51	v18#283	舟	䑼	Regular		莊尤反。上文。	b070a064		掲出字：宮澤作艢，非。呂作䑼，是。	299	1450
5_078_A52	v18#283	舟	艂	Regular		扶江反。舡舩。	b069b074			299	1444
5_078_A61	v18#283	舟	舡	Regular		呼工反。上文。	b069b081			299	1445
5_078_A62	v18#283	舟	艒	Regular		莫鹿反。小艇舩。	b069b082			299	1445
5_078_B11	v18#283	舟	䑿	Regular		思陸反。上文。	b069b083			299	1445
5_078_B12	v18#283	舟	艖	Regular		楚加反。小𦨴。	b069b084			299	1445
5_078_B21	v18#283	舟	艇	Regular		徒頂反。小舩。	b069b085			299	1445
5_078_B22	v18#283	舟	舼	Regular		渠恭反。小艇。〔𦩺：同上。〕	b069b086		有埋字B。	299	1445
5_078_B23	v18#283	舟	𦩺	Embedded_clerical		𦩺：同上。	b069b091		埋字B。	299	1445
5_078_B31	v18#283	舟	䒀	Regular		菩胡反。短艇。	b069b092			299	1445
5_078_B32	v18#283	舟	艑	Regular		薄弥反。舩。	b069b093			299	1445
5_078_B41	v18#283	舟	艬	Regular		仕巖反。舩。	b069b095			299	1445
5_078_B42	v18#283	舟	𦨢	Regular		丁計反。䑲舟。	b069b096			299	1445
5_078_B51	v18#283	舟	艡	Regular		都浪反。	b069b101			299	1446
5_078_B52	v18#283	舟	舶	Regular		菩各反。大舩。	b069b102			299	1446
5_078_B61	v18#283	舟	䑦	Regular		古侯反。𦪇舩。	b069b094			299	1445
5_078_B62	v18#283	舟	𦪇	Regular		力木反。	b069b103			299	1446
5_079_A11	v18#283	舟	䑬	Regular		徒勞反。舟。	b069b104			299	1446
5_079_A12	v18#283	舟	艦	Regular		音檻。	b070b031			299	1455
5_079_A21	v18#283	舟	艛	Regular		力侯反。舟。	b069b105			299	1446
5_079_A22	v18#283	舟	𦪑	Regular		補達反。大海舩。	b069b106			299	1446
5_079_A31	v18#283	舟	䑡	Regular		楚加反。符。	b069b107		符：當作䒀。	299	1446
5_079_A32	v18#283	舟	𦩣	Regular		苦計反。舟。	b070a011			299	1446
5_079_A41	v18#283	舟	艦	Regular		檻反。屋舩也。	b070b031			299	1455
5_079_A42	v18#283	舟	䑴	Regular		渠之反。艃舟。	b070a012			299	1446
5_079_A51	v18#283	舟	艃	Regular		力之反。䑴。	b070a013			299	1446
5_079_A52	v18#283	舟	艀	Regular		扶留反。小䒀。	b070a014			299	1446
5_079_A61	v18#283	舟	艅	Regular		翼諸反。吳舩。	b070a015			299	1447
5_079_A62	v18#283	舟	艨	Regular		莫公反。艟，戰舩。	b070a021			299	1447
5_079_B11	v18#283	舟	艗	Regular		莫狄反。鷁首舩。	b070a023			299	1447
5_079_B12	v18#283	舟	𦨲	Regular		扶嚴反。舷也，⿰舟包(舵)也。	b070a024			299	1447
5_079_B21	v18#283	舟	艎	Regular		胡光反。	b070a016			299	1447
5_079_B22	v18#283	舟	艟	Regular		充庸反。	b070a022			299	1447
5_079_B31	v18#283	舟	䑳	Regular		力均反。舩。	b070a062			299	1450
5_079_B32	v18#283	舟	舷	Regular		胡由反。船。	b070a025	Y18700001-1		299	1447
5_079_B41	v18#283	舟	𦩏	Regular		子隣反。水度。	b070a026	Y18700001-2	掲出字：原作𦩏，《新撰字鏡》・白藤同作。原本《玉篇》・宋本《玉篇》作𦪉，宮澤・上田・呂・臧同作。	300	1447
5_079_B41-Miyazawa	v18#283	舟	𦪉	Regular	宮		b070a026	Y18700001-2		300	1447
5_079_B411	v18#283	舟	𦩦	Songben-Yupian		#	b070a031			300	1447
5_079_B42	v18#283	舟	𦨤	Regular		為命反。潛行水。	b070a032	Y18700001-3		300	1448
5_079_B51	v18#283	舟	𩗋	Regular		扶嚴反。船悵。	b070a033			300	1448
5_079_B52	v18#283	舟	𦪱	Regular		子悌反。古濟。	b070a035	Y18700002-1		300	1448
5_079_B61	v18#283	舟	𦫈	Regular		力依反。	b070a036	Y18700002-2		300	1448
5_079_B62	v18#283	舟	航	Regular		何唐反。渡舟。	b070a034	Y18700002-3		300	1448
5_080_A11	v18#283	舟	𦩢	Regular		七到反。舟為渠。	▽	Y18700004-1	掲出字：宮澤作⿰舟或，非。	300	#N/A
5_080_A12	v18#283	舟	𦩍	Regular		丁聊反。吳舩。	b070a037	Y18700005-1		300	1448
5_080_A21	v18#283	舟	𦫃	Regular		力丁反。舩有窓。	b070a038	Y18700005-2		300	1448
5_080_A22	v18#283	舟	舲	Regular		舟上屋。	b070a041	Y18700006-1		300	1448
5_080_A31	v18#283	舟	舴	Regular		側格反。艋舟。	b070a042	Y18700007-1	揭出字：原作⿰舟官。	300	1449
5_080_A32	v18#283	舟	艋	Regular		莫梗反。舴，小舟名。	b070a043	Y18700007-2		300	1449
5_080_A41	v18#284	方	方	Regular		甫芒反。所也，正也，向也，別也，童也，始也，亡也，義也，類也，為也，宜也，寺也，道也，常也。	b070b041	Y18700009-1		300	1456
5_080_A51	v18#284	方	汸	Regular		方字。	b070b042	Y18700020-1		300	1456
5_080_A52	v18#284	方	斻	Regular		何唐反。方舟。	b070b043	Y18700020-2		300	1456
5_080_A61	v18#284	方	万	Regular		武願反。十千。	b070b044	Y18700021-1	Z18尾(Z18:733字)。	300	1457
5_080_B11	v19#285	水	水	Regular		尸癸反。	b070b071		Z19首。卷部首標示「*卷第十九　水部」，朱合點。	300	1458
5_080_B21	v19#285	水	汃	Regular		彼銀反。西極水。	b070b072			300	1458
5_080_B22	v19#285	水	河	Regular		戶多賀柯反。出昆崙。	b070b081			300	1459
5_080_B31	v19#285	水	泑	Regular		於糺反。崑崙下澤。	b078a046			300	1539
5_080_B32	v19#285	水	涷	Regular		都貢反。	b079b105			300	1557
5_080_B41	v19#285	水	潼	Regular		徒公反。益也。	b070b083			300	1459
5_080_B42	v19#285	水	涪	Regular		扶鳩反。	b070b082			300	1459
5_080_B51	v19#285	水	渽	Regular		子来反。出水蜀。	b070b091			300	1459
5_080_B52	v19#285	水	江	Regular		古尨反。貢。	b070b092			300	1459
5_080_B61	v19#285	水	沱	Regular		達河反。傍也。	b070b093		貢：呂云"貢"為誤訓。	300	1459
5_080_B611	v19#285	水	沲	Songben-Yupian		#	b070b094			300	1459
5_080_B62	v19#285	水	池	Regular		除知反。	b070b095			300	1459
5_081_A11	v19#285	水	淅	Regular		止世反。匕設反。江也，源也。	▽(b075a104)		掲出字：當作「浙」。上田・呂・臧作浙。匕：當作止。	301	#N/A
5_081_A12	v19#285	水	湔	Regular		子田反。浣也，洗也。	b070b101			301	1459
5_081_A21	v19#285	水	沫	Regular		亡達反。水出蜀，浮沫也，已也。	b070b103			301	1460
5_081_A22	v19#285	水	溫	Regular		於魂反。善也，和也，尋也，微契。	b071a011		掲出字：原作温。契：當作熱。	301	1460
5_081_A31	v19#285	水	灊	Regular		似林反。出巴。	b071a012			301	1460
5_081_A32	v19#285	水	滇	Regular		丁田反。池。	b071a013			301	1460
5_081_A41	v19#285	水	沮	Regular		且居反。壞也，止也，非也，濕也。	b071a022			301	1460
5_081_A42	v19#285	水	涂	Regular		達胡反。出水益州。	b071a023			301	1460
5_081_A51	v19#285	水	沅	Regular		牛遠反。	b071a031			301	1460
5_081_A52	v19#285	水	淹	Regular		於炎反。漬也，久也，留也，敗也。	b071a021			301	1460
5_081_A61	v19#285	水	溺	Regular		奴灼反。沒。	△			301	#N/A
5_081_A62	v19#285	水	洮	Regular		他刀切。清汰也。	△			301	#N/A
5_081_B11	v19#285	水	涇	Regular		公丁反。治也。	△			301	#N/A
5_081_B12	v19#285	水	漾	Regular		余尚反。出隴西。	△			301	#N/A
5_081_B21	v19#285	水	渭	Regular		雨貴反。謂也。	△			301	#N/A
5_081_B22	v19#285	水	瀁	Regular		古漾字。	b073a052			301	1483
5_081_B31	v19#285	水	湟	Regular		胡光反。	b073a053			301	1483
5_081_B32	v19#285	水	漢	Regular		呼爛反。〔㵄：古文。〕達也，懣也。	b073a061		有埋字B。	301	1484
5_081_B33	v19#285	水	㵄	Embedded_clerical		㵄：古文。	b073a062		埋字B。	301	1484
5_081_B41	v19#285	水	浪	Regular		力唐反。赴也，流皃。	b073a071			301	1484
5_081_B42	v19#285	水	沔	Regular		弥善反。流滿皃。泟上文。	b073a072			301	1484
5_081_B51	v19#285	水	汅	Regular		字書。	△			301	#N/A
5_081_B52	v19#285	水	澇	Regular		力高反。洗也。	b073a073			301	1484
5_081_B61	v19#285	水	汧	Regular		苦田反。不流。	b073a063			301	1484
5_081_B62	v19#285	水	漆	Regular		且栗反。池也，木汁。〔𢒐：古文。〕	b073a074		有埋字B。	301	1484
5_081_B63	v19#285	水	𣴶	Embedded_clerical		𢒐：古文。	b073a081		埋字B。	301	1484
5_082_A11	v19#285	水	滻	Regular		疏賤反。	b073a082			301	1484
5_082_A12	v19#285	水	洛	Regular		閭各反。澤也。	b073a083			301	1484
5_082_A21	v19#285	水	潩	Regular		夷記反。	b073a084			301	1484
5_082_A22	v19#285	水	淯	Regular		与税反。	b079b057			301	1554
5_082_A31	v19#285	水	汝	Regular		如舉反。尔也，黏也，女也。	b073a091			301	1485
5_082_A32	v19#285	水	潞	Regular		力故反。	b073a092			301	1485
5_082_A41	v19#285	水	汾	Regular		扶分反。	b073a054			301	1483
5_082_A42	v19#285	水	澮	Regular		古會反。通水。	b073a093			301	1485
5_082_A51	v19#285	水	洈	Regular		牛為反。	b073a101			301	1485
5_082_A52	v19#285	水	沁	Regular		先林反。	b073a102			301	1485
5_082_A61	v19#285	水	沾	Regular		勅兼反。益也，薄。	b073a103			301	1485
5_082_A62	v19#285	水	漳	Regular		至裳反。	b073a104			301	1485
5_082_B11	v19#285	水	淇	Regular		渠基反。	b073b011			301	1485
5_082_B12	v19#285	水	蕩	Regular		達朗反。廣遠皃。	b073b012			301	1485
5_082_B21	v19#285	水	沇	Regular		胡𥚹反。俞選反。沿上文。	b073b013		沿：原文似沼。	301	1486
5_082_B22	v19#285	水	沿	Regular		古允反(也)。余專反。	△(b072b043)			301	#N/A
5_082_B31	v19#285	水	泲	Regular		子礼反。濟字。	b073b014			301	1486
5_082_B32	v19#285	水	溠	Regular		作賀反。析也。	b073b021			301	1486
5_082_B41	v19#285	水	洭	Regular		墟狂反。	b073b022			302	1486
5_082_B42	v19#285	水	潓	Regular		胡桂反。	b073b023			302	1486
5_082_B51	v19#285	水	澧	Regular		力邸反。	b073b082			302	1489
5_082_B52	v19#285	水	灌	Regular		古換反。沃澍也，飲也，獻也，聚也，潰也，冣也。	b073b031			302	1486
5_082_B61	v19#285	水	漸	Regular		似斂反。入也，進也，稍清也，漯也。	b073b032			302	1487
5_082_B62	v19#285	水	㵋	Regular		亡秋反。	b073b024			302	1486
5_083_A11	v19#285	水	泠	Regular		来丁反。清涼也。	b073b033			302	1487
5_083_A12	v19#285	水	滶	Regular		牛力故。	b073b072		故：當作反。	302	1488
5_083_A21	v19#285	水	㵺	Regular		普計反。	b073b034			302	1487
5_083_A22	v19#285	水	淠	Regular		尼制反。左制反。上文。舟行皃。	b079a032		揭出字：原作⿰氵早。上田作“𣹮”。	302	1548
5_083_A221	v19#285	水	𣹮	Songben-Yupian		#	b073b042			302	1487
5_083_A31	v19#285	水	溧	Regular		里吉反。塞氣也。	b073b043			302	1487
5_083_A32	v19#285	水	溱	Regular		側詵反。哉銀反。	b073b045		哉：原文模糊。呂作胾。	302	1487
5_083_A41	v19#285	水	㵲	Regular		或潕反。	b073b071			302	1488
5_083_A42	v19#285	水	湘	Regular		思量反。享也。	b073b051			302	1487
5_083_A51	v19#285	水	湞	Regular		徵京反。	b073b044			302	1487
5_083_A52	v19#285	水	潕	Regular		魚矩反。	b073b064			302	1488
5_083_A61	v19#285	水	汨	Regular		莫暦反。〔漞：同上。〕	b073b053		有埋字B。	302	1487
5_083_A62	v19#285	水	漞	Embedded_clerical		漞：同上。	b073b054		埋字B。	302	1487
5_083_A63	v19#285	水	溜	Regular		力救反。	b073b052			302	1487
5_083_B11	v19#285	水	瀷	Regular		与力反。	b073b063			302	1488
5_083_B12	v19#285	水	深	Regular		式蔵反。潛也，測也，邃。	b073b055			302	1488
5_083_B21	v19#285	水	潭	Regular		徒耽反。渕。	b073b061			302	1488
5_083_B22	v19#285	水	油	Regular		餘周反。麻肥。	b073b062			302	1488
5_083_B221	v19#285	水	灃	Songben-Yupian		#	b073b081			302	1489
5_083_B31	v19#285	水	溳	Regular		有墳反。	b073b083			302	1489
5_083_B32	v19#285	水	澺	Regular		桑計反。	b073b084			302	1489
5_083_B41	v19#285	水	𣳦	Regular		桑計反。	b073b085			302	1489
5_083_B42	v19#285	水	灈	Regular		渠抅反。	b077b093			302	1537
5_083_B51	v19#285	水	洧	Regular		為軌反。	b073b093			302	1489
5_083_B52	v19#285	水	潁	Regular		唯井反。	b073b091			302	1489
5_083_B61	v19#285	水	濄	Regular		古銳反。	b073b095			302	1490
5_083_B62	v19#285	水	㶏	Regular		於謹反。	b073b094			302	1490
5_084_A11	v19#285	水	泄	Regular		思列反。漏也，去也，出也，發減也，歇也，泆也，淪也，灟也。	b073b101			302	1490
5_084_A111	v19#285	水	洩	Songben-Yupian		#	b073b102			302	1490
5_084_A112	v19#285	水	汴	Songben-Yupian		#	b073b103			302	1490
5_084_A12	v19#285	水	汳	Regular		芳万反。上文。	b073b104			302	1490
5_084_A21	v19#285	水	潧	Regular		制銀反。〔溙字。〕	b073b092		有埋字B。制：呂作胾。	302	1489
5_084_A211	v19#285	水	溙	Embedded_clerical		溙字。			埋字B。溙：呂作溱。	302	#N/A
5_084_A22	v19#285	水	淩	Regular		里丞反。	b073b105			302	1490
5_084_A31	v19#285	水	濼	Regular		力沃力各反。	b074a011			302	1490
5_084_A32	v19#285	水	瀙	Regular		且進反。	b073b073			302	1488
5_084_A41	v19#285	水	滍	Regular		直理反。	b073b074			302	1488
5_084_A42	v19#285	水	淮	Regular		胡𤴪反。	b073b075		𤴪：呂作乖。	302	1488
5_084_A51	v19#285	水	濮	Regular		補祿反。	b074a012			302	1490
5_084_A52	v19#285	水	漷	Regular		枯鑊反。	b074a014			303	1491
5_084_A61	v19#285	水	淨	Regular		仕耕反。似勁反。	b074a021			303	1491
5_084_A62	v19#285	水	漯	Regular		通令反。	b074a022			303	1491
5_084_B11	v19#285	水	泡	Regular		普交反。盛也。	b074a031			303	1491
5_084_B12	v19#285	水	渮	Regular		古河反。澤也。	b074a013			303	1490
5_084_B21	v19#285	水	洹	Regular		胡端反。〔汍：同上。〕	b074a023		有埋字B。	303	1491
5_084_B22	v19#285	水	汍	Embedded_clerical		汍：同上。	b074a024		埋字B。	303	1491
5_084_B23	v19#285	水	泗	Regular		思利反。	b074a032			303	1491
5_084_B31	v19#285	水	灉	Regular		紆用反。江有汜也，河間也。	b074a033			303	1491
5_084_B32	v19#285	水	澶	Regular		視然反。街地。	b074a036			303	1491
5_084_B41	v19#285	水	沭	Regular		時聿反。	b074a041			303	1492
5_084_B42	v19#285	水	洙	Regular		時俱反。	b074a042			303	1492
5_084_B51	v19#285	水	沂	Regular		魚衣反。	b074a043			303	1492
5_084_B52	v19#285	水	濰	Regular		以隹反。■侯反。	b077b084		■：呂作“㔯”，臧作“遹”。	303	1536
5_084_B61	v19#285	水	洋	Regular		似涼反。美也，盛也。	b074a044			303	1492
5_084_B62	v19#285	水	濁	Regular		徒角反。圂也。	b074a051			303	1492
5_085_A11	v19#285	水	漑	Regular		柯賚反。注灌。	b074a052			303	1492
5_085_A111	v19#285	水	沶	Songben-Yupian		#	b074a061			303	1492
5_085_A12	v19#285	水	浯	Regular		牛都反。	b074a062			303	1492
5_085_A21	v19#285	水	湡	Regular		魚俱反。	b074a063			303	1492
5_085_A22	v19#285	水	汶	Regular		魚運反。	b074a071		魚：當作莫。	303	1493
5_085_A31	v19#285	水	治	Regular		除飢反。修也，理也，故也。	b074a064			303	1493
5_085_A32	v19#285	水	寖	Regular		子社反。漸也，清也。〔浸：同上。〕	b074a072		有埋字B。	303	1493
5_085_A33	v19#285	水	浸	Embedded_clerical		浸：同上。	b074a073		埋字B。	303	1493
5_085_A41	v19#285	水	㴲	Regular		相移反。	b074a074			303	1493
5_085_A42	v19#285	水	洨	Regular		胡交反。	b074a075			303	1493
5_085_A51	v19#285	水	渚	Regular		之与反。小洲也，止也。	b074a081			303	1493
5_085_A52	v19#285	水	泜	Regular		文之反。小渚。	b074a082			303	1493
5_085_A61	v19#285	水	㶟	Regular		力追反。治水也。	b074a053			303	1492
5_085_A62	v19#285	水	沵	Regular		泜字。渚也。	△(b072a011)			303	#N/A
5_085_B11	v19#285	水	𣹡	Regular		大渚。	△			303	#N/A
5_085_B12	v19#285	水	灅	Regular		力水反。	b074a083			303	1493
5_085_B21	v19#285	水	濟	Regular		子悌子礼反。渡也，益也，成。	b074a092			303	1494
5_085_B211	v19#285	水	㴉	Songben-Yupian		#	b074a093			303	1494
5_085_B212	v19#285	水	済	Songben-Yupian		#	b074a094			303	1494
5_085_B22	v19#285	水	濡	Regular		如娛反。潤漬也。	b074a091			303	1494
5_085_B31	v19#285	水	沽	Regular		公奴反。洗也，故也，必也，功也，略也，行也，賣也。	b074a095			303	1494
5_085_B32	v19#285	水	沛	Regular		補賴反。傍也，顛也，浦上文。拔也，大也。	b074a101			303	1494
5_085_B41	v19#285	水	浿	Regular		公間反。補賴反。	b074a103			303	1494
5_085_B42	v19#285	水	瀤	Regular		為乖反。北方水。	b074a104			303	1494
5_085_B51	v19#285	水	𣻐	Regular		且於反。	b074b011			303	1494
5_085_B52	v19#285	水	泒	Regular		古胡反。	b074b012			304	1494
5_085_B61	v19#285	水	𣻎	Regular		枯漏反。	b074b014			304	1495
5_085_B62	v19#285	水	淶	Regular		呂開反。	b074b015			304	1495
5_086_A11	v19#285	水	泥	Regular		如鷄反。濕也，地泉漯也。	b074b021			304	1495
5_086_A12	v19#285	水	湳	Regular		乃感反。水。	b074b022			304	1495
5_086_A21	v19#285	水	漹	Regular		於乹反。	b074b023			304	1495
5_086_A22	v19#285	水	涶	Regular		吐過反。口液也。	b074b024			304	1495
5_086_A31	v19#285	水	𤄕	Regular		以於反。	△			304	#N/A
5_086_A32	v19#285	水	洵	Regular		相均反。揮也。	b074b031			304	1495
5_086_A41	v19#285	水	涻	Regular		舒夜反。	b074b032			304	1495
5_086_A42	v19#285	水	㲽	Regular		舒楊反。	b074a102			304	1494
5_086_A51	v19#285	水	淔	Regular		恥力反。	b074b033			304	1495
5_086_A52	v19#285	水	淁	Regular		子妾反。	b074b034			304	1496
5_086_A61	v19#285	水	涺	Regular		京於反。	b074b035			304	1496
