#	HDIC Project
#	HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
#	Kosanjibon Tenrei Bansho Meigi (KTB) : Subun Sosho edition (崇文叢書版) and National Diet Library Digital Collections
#
#	Kosanjibon Tenrei bansho meigi 篆隷萬象名義, Kosanji copy 高山寺本.
#	monk Kukai of the Heian period 空海, c. 827-835.
#	A Hanzi (Chinese character) dictionary.
#
#	Version: 1.1.1
#	Date published : 4 September 2016
#	Last modified : 5 January 2022
#
#   Copyright (c) 2016-2021 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
#   Data License Information and Access Rights
#   License: 
#   Creative Commons Attribution-NonCommercial 4.0 International License (CC BY-NC 4.0)
#   Access Rights (Availability): 
#   Open access
#
#	TSV Format information:
#	----------------------
#	Vol_radical (xx#yyy)	: Volume(xx) and radical number(yyy) of Yuanben Yupian
#   KTB_vol : Gensen(G, the original part)-Zokusen(Z, the sequel part) and volume(xx) of KTB
#	Radical	: Radical of Chinese character 
#	Book_leaf (v_www_x) 	: Book(v), leaf(www), recto-verso(x) of KTB
#	NDL_url		: URL of National Diet Library Digital Collections
#
#	This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526.
#
Vol_radical	KTB_vol Radical	Book_leaf	NDL_url
v15#202	Z15	臼	5_007_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/10
v15#203	Z15	倉	5_008_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/10
v15#204	Z15	㐭	5_008_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/10
v15#205	Z15	嗇	5_008_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/10
v15#205	Z15	嗇	5_008_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/11
v15#206	Z15	亼	5_008_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/11
v15#206	Z15	亼	5_009_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/11
v15#207	Z15	會	5_009_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/11
v15#208	Z15	享	5_009_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/11
v15#208	Z15	享	5_009_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/12
v15#209	Z15	㫗	5_009_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/12
v15#210	Z15	畐	5_009_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/12
v15#210	Z15	畐	5_010_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/12
v15#211	Z15	入	5_010_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/12
v15#212	Z15	冖	5_010_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/13
v15#213	Z15	𠔼	5_010_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/13
v15#214	Z15	冃	5_011_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/13
v15#214	Z15	冃	5_011_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/14
v15#215	Z15	㒳	5_011_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/14
v15#216	Z15	㡀	5_011_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/14
v15#217	Z15	襾	5_011_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/14
v15#217	Z15	襾	5_012_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/14
v15#218	Z15	网	5_012_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/14
v15#218	Z15	网	5_012_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/15
v15#218	Z15	网	5_013_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/15
v15#218	Z15	网	5_013_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/16
v15#218	Z15	网	5_014_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/16
v15#219	Z15	𠦒	5_014_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/16
v15#219	Z15	𠦒	5_014_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/17
v15#220	Z15	冓	5_014_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/17
v15#221	Z15	𠙴	5_014_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/17
v15#222	Z15	去	5_014_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/17
v15#222	Z15	去	5_015_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/17
v15#223	Z15	北	5_015_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/17
v15#224	Z15	西	5_015_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/17
v15#224	Z15	西	5_015_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/18
v15#225	Z15	鹵	5_015_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/18
v15#225	Z15	鹵	5_016_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/18
v15#226	Z15	鹽	5_016_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/18
v15#227	Z15	𡈼	5_016_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/18
v15#227	Z15	𡈼	5_016_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/19
v15#228	Z15	重	5_016_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/19
v15#229	Z15	臥	5_016_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/19
v15#229	Z15	臥	5_017_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/19
v15#230	Z15	𠂣	5_017_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/19
v16#231	Z16	琴	5_017_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/19
v16#231	Z16	琴	5_017_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/20
v16#232	Z16	喜	5_017_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/20
v16#233	Z16	壴	5_017_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/20
v16#233	Z16	壴	5_018_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/20
v16#234	Z16	鼓	5_018_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/20
v16#234	Z16	鼓	5_018_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/21
v16#235	Z16	豈	5_018_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/21
v16#235	Z16	豈	5_019_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/21
v16#236	Z16	豆	5_019_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/21
v16#236	Z16	豆	5_019_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/22
v16#236	Z16	豆	5_020_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/22
v16#237	Z16	豊	5_020_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/22
v16#238	Z16	豐	5_020_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/22
v16#239	Z16	䖒	5_020_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/23
v16#240	Z16	皿	5_020_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/23
v16#240	Z16	皿	5_021_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/23
v16#240	Z16	皿	5_021_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/24
v16#240	Z16	皿	5_022_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/24
v16#240	Z16	皿	5_022_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/25
v16#241	Z16	鼎	5_022_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/25
v16#242	Z16	瓦	5_022_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/25
v16#242	Z16	瓦	5_023_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/25
v16#242	Z16	瓦	5_023_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/26
v16#242	Z16	瓦	5_024_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/26
v16#242	Z16	瓦	5_024_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/27
v16#242	Z16	瓦	5_025_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/27
v16#242	Z16	瓦	5_025_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/28
v16#242	Z16	瓦	5_026_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/28
v16#243	Z16	缶	5_026_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/28
v16#243	Z16	缶	5_026_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/29
v16#243	Z16	缶	5_027_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/29
v16#243	Z16	缶	5_027_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/30
v16#244	Z16	鬲	5_027_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/30
v16#244	Z16	鬲	5_028_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/30
v16#245	Z16	𩰲	5_028_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/31
v16#245	Z16	𩰲	5_029_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/31
v16#246	Z16	斗	5_029_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/31
v16#246	Z16	斗	5_029_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/32
v16#246	Z16	斗	5_030_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/32
v16#247	Z16	勺	5_030_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/32
v16#248	Z16	几	5_030_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/32
v16#248	Z16	几	5_030_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/32
v16#249	Z16	且	5_030_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/33
v16#250	Z16	匚	5_030_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/33
v16#250	Z16	匚	5_031_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/33
v16#250	Z16	匚	5_031_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/34
v16#250	Z16	匚	5_032_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/34
v16#251	Z16	曲	5_032_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/34
v16#252	Z16	壷	5_032_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/35
v16#253	Z16	巵	5_032_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/35
v16#254	Z16	𠙹	5_032_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/35
v16#254	Z16	𠙹	5_033_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/35
v17#255	Z17	㫃	5_033_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/35
v17#255	Z17	㫃	5_033_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/36
v17#255	Z17	㫃	5_034_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/36
v17#255	Z17	㫃	5_034_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/37
v17#256	Z17	勿	5_034_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/37
v17#257	Z17	矢	5_034_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/37
v17#257	Z17	矢	5_035_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/37
v17#257	Z17	矢	5_035_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/38
v17#258	Z17	弓	5_035_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/38
v17#258	Z17	弓	5_036_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/38
v17#258	Z17	弓	5_036_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/39
v17#258	Z17	弓	5_037_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/39
v17#258	Z17	弓	5_037_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/40
v17#259	Z17	弜	5_037_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/40
v17#260	Z17	斤	5_038_A	http://dl.ndl.go.jp/info:ndljp/pid/1243018/40
v17#260	Z17	斤	5_038_B	http://dl.ndl.go.jp/info:ndljp/pid/1243018/41
v17#261	Z17	矛	5_039_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/3
v17#261	Z17	矛	5_039_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/4
v17#262	Z17	戈	5_039_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/4
v17#262	Z17	戈	5_040_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/4
v17#262	Z17	戈	5_040_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/5
v17#262	Z17	戈	5_041_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/5
v17#263	Z17	殳	5_041_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/5
v17#263	Z17	殳	5_041_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/6
v17#263	Z17	殳	5_042_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/6
v17#264	Z17	殺	5_042_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/6
v17#264	Z17	殺	5_042_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/7
v17#265	Z17	戉	5_042_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/7
v17#266	Z17	刀	5_042_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/7
v17#266	Z17	刀	5_043_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/7
v17#266	Z17	刀	5_043_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/8
v17#266	Z17	刀	5_044_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/8
v17#266	Z17	刀	5_044_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/9
v17#266	Z17	刀	5_045_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/9
v17#266	Z17	刀	5_045_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/10
v17#266	Z17	刀	5_046_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/10
v17#266	Z17	刀	5_046_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/11
v17#266	Z17	刀	5_047_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/11
v17#266	Z17	刀	5_047_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/12
v17#266	Z17	刀	5_048_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/12
v17#267	Z17	㓞	5_048_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/12
v17#267	Z17	㓞	5_048_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/13
v17#268	Z17	刃	5_048_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/13
v18#269	Z18	金	5_048_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/13
v18#269	Z18	金	5_049_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/13
v18#269	Z18	金	5_049_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/14
v18#269	Z18	金	5_050_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/14
v18#269	Z18	金	5_050_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/15
v18#269	Z18	金	5_051_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/15
v18#269	Z18	金	5_051_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/16
v18#269	Z18	金	5_052_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/16
v18#269	Z18	金	5_052_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/17
v18#269	Z18	金	5_053_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/17
v18#269	Z18	金	5_053_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/18
v18#269	Z18	金	5_054_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/18
v18#269	Z18	金	5_054_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/19
v18#269	Z18	金	5_055_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/19
v18#269	Z18	金	5_055_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/20
v18#269	Z18	金	5_056_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/20
v18#269	Z18	金	5_056_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/21
v18#269	Z18	金	5_057_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/21
v18#269	Z18	金	5_057_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/22
v18#269	Z18	金	5_058_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/22
v18#269	Z18	金	5_058_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/23
v18#269	Z18	金	5_059_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/23
v18#269	Z18	金	5_059_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/24
v18#269	Z18	金	5_060_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/24
v18#269	Z18	金	5_060_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/25
v18#269	Z18	金	5_061_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/25
v18#269	Z18	金	5_061_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/26
v18#269	Z18	金	5_062_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/26
v18#270	Z18	攴	5_062_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/27
v18#270	Z18	攴	5_063_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/27
v18#270	Z18	攴	5_063_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/28
v18#270	Z18	攴	5_064_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/28
v18#270	Z18	攴	5_064_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/29
v18#270	Z18	攴	5_065_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/29
v18#270	Z18	攴	5_065_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/30
v18#270	Z18	攴	5_066_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/30
v18#270	Z18	攴	5_066_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/31
v18#270	Z18	攴	5_067_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/31
v18#270	Z18	攴	5_067_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/32
v18#271	Z18	放	5_068_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/32
v18#272	Z18	丌	5_068_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/32
v18#272	Z18	丌	5_068_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/33
v18#273	Z18	左	5_068_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/33
v18#274	Z18	工	5_068_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/33
v18#275	Z18	㠭	5_069_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/33
v18#276	Z18	巫	5_069_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/33
v18#277	Z18	卜	5_069_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/33
v18#277	Z18	卜	5_069_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/34
v18#278	Z18	兆	5_069_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/34
v18#279	Z18	用	5_069_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/34
v18#279	Z18	用	5_070_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/34
v18#280	Z18	爻	5_070_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/34
v18#281	Z18	㸚	5_070_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/34
v18#281	Z18	㸚	5_070_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/35
v18#282	Z18	車	5_070_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/35
v18#282	Z18	車	5_071_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/35
v18#282	Z18	車	5_071_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/36
v18#282	Z18	車	5_072_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/36
v18#282	Z18	車	5_072_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/37
v18#282	Z18	車	5_073_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/37
v18#282	Z18	車	5_073_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/38
v18#282	Z18	車	5_074_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/38
v18#282	Z18	車	5_074_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/39
v18#282	Z18	車	5_075_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/39
v18#282	Z18	車	5_075_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/40
v18#282	Z18	車	5_076_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/40
v18#282	Z18	車	5_076_B	http://dl.ndl.go.jp/info:ndljp/pid/1243024/41
v18#282	Z18	車	5_077_A	http://dl.ndl.go.jp/info:ndljp/pid/1243024/41
v18#282	Z18	車	5_077_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/4
v18#283	Z18	舟	5_077_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/4
v18#283	Z18	舟	5_078_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/4
v18#283	Z18	舟	5_078_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/5
v18#283	Z18	舟	5_079_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/5
v18#283	Z18	舟	5_079_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/6
v18#283	Z18	舟	5_080_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/6
v18#284	Z18	方	5_080_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/6
v19#285	Z19	水	5_080_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/7
v19#285	Z19	水	5_081_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/7
v19#285	Z19	水	5_081_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/8
v19#285	Z19	水	5_082_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/8
v19#285	Z19	水	5_082_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/9
v19#285	Z19	水	5_083_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/9
v19#285	Z19	水	5_083_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/10
v19#285	Z19	水	5_084_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/10
v19#285	Z19	水	5_084_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/11
v19#285	Z19	水	5_085_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/11
v19#285	Z19	水	5_085_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/12
v19#285	Z19	水	5_086_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/12
v19#285	Z19	水	5_086_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/13
v19#285	Z19	水	5_087_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/13
v19#285	Z19	水	5_087_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/14
v19#285	Z19	水	5_088_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/14
v19#285	Z19	水	5_088_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/15
v19#285	Z19	水	5_089_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/15
v19#285	Z19	水	5_089_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/16
v19#285	Z19	水	5_090_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/16
v19#285	Z19	水	5_090_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/17
v19#285	Z19	水	5_091_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/17
v19#285	Z19	水	5_091_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/18
v19#285	Z19	水	5_092_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/18
v19#285	Z19	水	5_092_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/19
v19#285	Z19	水	5_093_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/19
v19#285	Z19	水	5_093_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/20
v19#285	Z19	水	5_094_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/20
v19#285	Z19	水	5_094_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/21
v19#285	Z19	水	5_095_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/21
v19#285	Z19	水	5_095_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/22
v19#285	Z19	水	5_096_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/22
v19#285	Z19	水	5_096_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/23
v19#285	Z19	水	5_097_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/23
v19#285	Z19	水	5_097_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/24
v19#285	Z19	水	5_098_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/24
v19#285	Z19	水	5_098_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/25
v19#285	Z19	水	5_099_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/25
v19#285	Z19	水	5_099_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/26
v19#285	Z19	水	5_100_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/26
v19#285	Z19	水	5_100_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/27
v19#285	Z19	水	5_101_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/27
v19#285	Z19	水	5_101_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/28
v19#285	Z19	水	5_102_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/28
v19#285	Z19	水	5_102_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/29
v19#285	Z19	水	5_103_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/29
v19#285	Z19	水	5_103_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/30
v19#285	Z19	水	5_104_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/30
v19#285	Z19	水	5_104_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/31
v19#285	Z19	水	5_105_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/31
v19#285	Z19	水	5_105_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/32
v19#285	Z19	水	5_106_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/32
v19#285	Z19	水	5_106_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/33
v20#286	Z20	沝	5_106_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/33
v20#286	Z20	沝	5_107_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/33
v20#287	Z20	𡿨	5_107_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/33
v20#288	Z20	巜	5_107_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/33
v20#289	Z20	巛	5_107_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/33
