#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   KTB: Kosanjibon Tenrei Bansho Meigi database -- Full text version
#   =================================================================
#
#   Kosanjibon Tenrei bansho meigi 篆隸萬象名義, Kosanji copy 高山寺本.
#   Buddhist monk Kukai of the Heian period 空海, c. 827-835.
#   A Hanzi (Chinese character) dictionary.
#
#   Version: 1.0.112
#   Date published: 1 September 2016
#   Last modified: 6 April 2019
#
#   Copyright (c) 2016-2019 HDIC project, IKEDA Shoju (Chair)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV Format information
#   ----------------------
#   TBID (v_www_xyz)          Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#   TB_vol_radical (xx#yyy)   Volume(xx) and radical number(yyy)
#   TB_radical                Radical of Chinese character 
#   Entry                     Headword
#   Entry_type                For details, refer to the following section
#   Entry_diff                Differences of transliteration with other scholars
#   TB_def                    Definition of pronunciation, meaning and variant(s)
#   SYID (vwwwxyyz)           Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#   YYID (Ywwxxxyyy-z)        Volume(ww), leaf(xxx), line(yyy) and number(z)
#   TB_remarks                Editor's notes
#
#   Entry_type
#   ----------
#   Group a   --- Regular headword
#   1 Regular                 隸書掲出字 (= Regular_clerical)
#   2 Regular_seal            隸書掲出字 篆書併存
#
#   Group b -- Embedded headword
#   3 Embedded_clerical       埋字 隸書字體
#   4 Embedded_omitted        埋字 脫落
#   5 Embedded_seal           埋字 篆書字體
#
#   Group c -- Omitted headword
#   6 Omitted                 脫字 項目全體 脫落
#   7 Omitted_regular         脫字 隸書掲出字 脫落
#
#   Group d -- Variant of the Songben Yupian
#   8 Songben-Yupian          宋本《玉篇》增補之異體字
#
#   cf. Li 2015.
#   ＊6 Omitted               項目全體脱落
#                            《説文解字》、《玉篇》殘卷・佚文、《新撰字鏡》玉篇引用部分等、本文存
#
#   Abbreviations
#   -------------
#   TB: Tenrei Bansho Meigi 篆隸萬象名義, Kosanji copy 高山寺本
#   YY: Yuanben Yupian 原本玉篇, fragments of vol.8, 9, 18, 19, 22, 24 and 27
#   SY: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#
#   白: Shirafuji's transliteration 
#   宮: Miyazawa's transliteration
#   上: Ueda's transliteration
#   呂: Lv's transliteration
#
#   References
#   ----------
#   Shirafuji Noriyuki 白藤禮幸, An Index of Headwords in the Tenrei Bansho Meigi 掲出字索引, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: Uiversity of Tokyo Press 東京大学出版会, 1977.
#   Miyazawa Toshimasa 宮澤俊雅, A List of Headwords with Notes in the Tenrei Bansho Meigi 掲出字一覽表, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: University of Tokyo Press 東京大学出版会, 1977.
#   Ueda Tadashi 上田正, A Complete List of Fanqie in the Original Yupian 玉篇反切總覽, Kobe: Private edition, 1986.
#   Lv Hao 呂浩, Zhuanli Wanxiang Mingyi: A Transliteration and Text-critical Notes 篆隸萬象名義校釋, Shanghai: Xuelin Press 學林出版社, 2007.
#   Li Yuan 李媛, Embedded and Omitted Headword: Issues Regarding Entry Counts in Tenrei-Bansho-Meigi 埋字と脫字―篆隸象名義の掲出字數をめぐる問題―, Kuntengo to Kunten-Shiryo 訓點語と訓點資料 135: 60-78, 2015.
#
#   Acknowledgments
#   ---------------
#   We are grateful to Kosanji Temple authorities Ogawa Chie (the previous chief priest) and Ishizuka Harumichi (the representative director) for permission to publish the decipherment text of KTB.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
TBID	TB_vol_radical	TB_radical	Entry	Entry_type	Entry_diff	TB_def	SYID	YYID	TB_remarks
4_014_A32	v12#158	木	枱	Regular		在以反。鈶字。耒端木。	b017b034		
4_014_A321	v12#158	木	𨐠	Omitted		Omitted	b017b035		
4_014_A41	v12#158	木	柌	Regular		似茲反。柄也、鎌柄也。	b017b036		注文大字
4_014_A42	v12#158	木	楎	Regular		呼歸反。栰鍫轅也。	b017b041		注文大字
4_014_A51	v12#158	木	櫌	Regular		郁尤反。覆種也、摩田器也。	b017b042		反切大字
4_014_A52	v12#158	木	欘	Regular		知録反。枝上曲也、斫也、斲也。	b017b043		斲、𠁁斤二字。/注文中空
4_014_A61	v12#158	木	櫡	Regular		張略反。𨰃(钁)也。	b022a091		掲出字：原作𣛰。注文大字。
4_014_A62	v12#158	木	杷	Regular		蒲牙反。渠拏也、疏也。	b017b052		注文大字
4_014_B11	v12#158	木	𣒃	Regular		胡革反。種樓、燒麥令𣒃也。	b017b051		注文中空
4_014_B12	v12#158	木	柫	Regular		甫勿反。薄也、連枷者。	b017b053		
4_014_B21	v12#158	木	枷	Regular		居睱反。柫也。	b022a074		注文大字
4_014_B22	v12#158	木	槩	Regular		柯刻反。量也、平量器也。	b017b054		
4_014_B31	v12#158	木	𣏙	Regular		柯刻反。平也、摩也。	b017b061		掲出字：呂作杚。注文大字
4_014_B31-Miyazawa	v12#158	木	杚	Regular	宮		b017b061		
4_014_B32	v12#158	木	杫	Regular		思漬反。杜字。俎几也。	b017b062		注文大字
4_014_B321	v12#158	木	㮐	Omitted		Omitted	b017b063		
4_014_B322	v12#158	木	𣘩	Songben-Yupian		#	b017b064		
4_014_B41	v12#158	木	柶	Regular		思至反。匕也、上也、角口也。	b017b067		注文大字
4_014_B42	v12#158	木	桮	Regular		博該反。戔屬也、一贛貢反。	b017b065		注文大字
4_014_B421	v12#158	木	杯	Songben-Yupian		#	b017b066		
4_014_B51	v12#158	木	槃	Regular		薄肝反。承盥水也、大也。	b017b071		薄肝反、承:大字
4_014_B52	v12#158	木	柈	Regular-Omitted		普半反。判字也。	b017b072		掲出字脱。注文大字。
4_014_B61	v12#158	木	檈	Regular		恤民反。圜案也。	b017b073		注文大字
4_014_B62	v12#158	木	梋	Regular		古玄反。檈也。	b017b074		注文大字
4_015_A11	v12#158	木	椷	Regular		古玄反。檈也。	b017b081		注文中空
4_015_A111	v12#158	木	㮀	Songben-Yupian		#	b017b082		
4_015_A12	v12#158	木	案	Regular		於旦反。床重席也、食器也、尋也、察行也、視也、驗也。	b017b083		尋也以下：在次行、大字。
4_015_A21	v12#158	木	杓	Regular		都歴反。斗柄也、末也。	b017b084		注文大字
4_015_A31	v12#158	木	杵	Regular		齒与反。舂柄也。	b017b085		注文大字
4_015_A32	v12#158	木	櫑	Regular		力回反。磊壮大也。又罍。𥃇也。	b017b092		注文中空
4_015_A41	v12#158	木	桱	Regular		公定反。桯也、𥯕也。	b017b091		注文大字
4_015_A42	v12#158	木	榼	Regular		苦闔反。酒器也、壺也。𥃕字。	b017b093		
4_015_A51	v12#158	木	椑	Regular		薄雉反。圜也、美酒一椑也。	b017b094		注文中空
4_015_A52	v12#158	木	櫎	Regular		胡廣反。屏風属也。	b017b101		
4_015_A61	v12#158	木	橢	Regular		徒和反。狭長也。	b017b102		
4_015_A62	v12#158	木	㮂	Regular		俱録反。鋸、擧食也。	b017b103		注文大字
4_015_B11	v12#158	木	檕	Regular		公悌反。繡(繘)耑木也。	b017b104		
4_015_B12	v12#158	木	槌	Regular		紂媿反。蠶薄柱也。	b018a011		注文大字
4_015_B21	v12#158	木	㭙	Regular		竹草(革)反。〔棏字。〕持也。	b018a012		注文大字。有埋字B。
4_015_B211	v12#158	木	棏	Embedded_clerical		棏字。	b018a013		埋字B。
4_015_B212	v12#158	木	𣚅	Omitted		Omitted	b018a014		
4_015_B22	v12#158	木	样	Regular-Omitted		餘章反。縋也。	b018a015		掲出字脱。注文大字。
4_015_B31	v12#158	木	㮳	Regular		針錦反。蠶㭙也。	b018a016		
4_015_B31-Miyazawa	v12#158	木	栚	Regular	宮		b018a016		
4_015_B32	v12#158	木	㯂	Regular		都頼反。槌其横者。	△		注文大字
4_015_B41	v12#158	木	檷	Regular		奴礼反。柎、絡絲趺也。〔鋸字也。〕	b018a021		奴礼反、柎、絡:大字。有埋字B。
4_015_B411	v12#158	木	鋸	Embedded_clerical		鋸字也。			埋字B。
4_015_B42	v12#158	木	機	Regular		居衣反。弩牙也、張也、紵也。	b018a022		注文中空
4_015_B51	v12#158	木	榺	Regular		詩證反。持經者也。	b018a024		注文大字。
4_015_B52	v12#158	木	𣜤	Regular		先和反。織𣜤紵、織行緯者也。	b018a023		
4_015_B61	v12#158	木	杼	Regular		治張反。持緯也、長也、梭也。	b018a025		
4_015_B62	v12#158	木	椱	Regular		扶富反。機持繒者也。	b018a031		
4_016_A11	v12#158	木	楥	Regular		呼萬反。履法也。	b018a032		
4_016_A111	v12#158	木	楦	Songben-Yupian		#	b018a033		
4_016_A12	v12#158	木	棚	Regular		角弓反。閣也、枷也、棚也、發也、迦也、笇也、矣也。	b018a034		
4_016_A21	v12#158	木	核	Regular		為革反。李梅属也。	b018a035		
4_016_A22	v12#158	木	栫	Regular		在見反。蘺也、杝也。	b018a041		
4_016_A31	v12#158	木	槶	Regular		古悔反。匡也。結(古)文簂。又䈐。又箇。	b018a042		䈐、原文模糊。
4_016_A32	v12#158	木	梯	Regular		他奚反。階也。	b018a043		
4_016_A41	v12#158	木	桊	Regular		居媛反。牛鼻環也。〔棬字。〕	b018a045		有埋字B。
4_016_A411	v12#158	木	棬	Embedded_clerical		棬字。	b019b052		埋字B。
4_016_A42	v12#158	木	㮲	Regular		又講反。牛桊也。	b018a051		
4_016_A51	v12#158	木	棖	Regular		宅衡反。法也、隨也、材也。	b018a044		
4_016_A52	v12#158	木	椯	Regular		丁果反。棰也、度也。	△(b014a107)		
4_016_A61	v12#158	木	樴	Regular		之力反。作杙、繋牛也。	b018a052		
4_016_A62	v12#158	木	棓	Regular		蒲講反。大杖也、杭也、破也。〔棒字。〕	b021b074		有埋字B。
4_016_A621	v12#158	木	棒	Embedded_clerical		棒字。	b021b073		埋字B。
4_016_B11	v12#158	木	椎	Regular		直龜反。𣡌也、繋也。	b018a053		
4_016_B12	v12#158	木	梲	Regular		徒栝反。棳也、木也、枝正直也。	b022b013		
4_016_B21	v12#158	木	杖	Regular		直兩反。竹、爵也、持也	b022a075		
4_016_B22	v12#158	木	柯	Regular		割多反。斧柄也、法也、枝也、茎也	b022a076		
4_016_B31	v12#158	木	柄	Regular		碑敬反。本也、權也、柯也、尿(杘)也、柱也。	b022a012		
4_016_B311	v12#158	木	棅	Omitted		Omitted	b022a013		
4_016_B312	v12#158	木	㮇	Songben-Yupian		#	b022a031		
4_016_B32	v12#158	木	枮	Regular		他坫反。炊竈木也。	b021a102		
4_016_B41	v12#158	木	柲	Regular		彼密反。柯也、刺也、柄也、櫕也	b021b103		
4_016_B42	v12#158	木	棊	Regular		渠箕反。圍棊曰弈	b022a061		
4_016_B51	v12#158	木	欑	Regular		秨官反。藂也、最也	b021a052		
4_016_B52	v12#158	木	杘	Regular		勅利反。柄也、潜稽也。	b022a094		
4_016_B521	v12#158	木	𣐉	Omitted		Omitted	b022a095		
4_016_B61	v12#158	木	榜	Regular		補衡反。舩櫂也、標也。	b021a075		
4_016_B62	v12#158	木	㯳	Regular		居騁反。榜也	△		
4_017_A11	v12#158	木	櫽	Regular		於謹反。栝也。	b022a092		
4_017_A12	v12#158	木	栝	Regular		古活反。矢頭也、檜也、松類也。	b022a032		宋本《玉篇》
4_017_A121	v12#158	木	桰	Songben-Yupian		#	b021a083		
4_017_A21	v12#158	木	棐	Regular		甫尾反。轉也。	b022b026		
4_017_A22	v12#158	木	栙	Regular		胡江反。雙也。	b022a102		
4_017_A31	v12#158	木	椄	Regular		子獵反。續也、近也、捷也、連也、逯也、偏也	b022b014		
4_017_A32	v12#158	木	桶	Regular		他董反。方木器、受十六斗也。	b020b103		
4_017_A41	v12#158	木	槽	Regular		存勞反。枮也	b021a045		
4_017_A42	v12#158	木	臬	Regular		魚列反。法也、射垺的也。闑也。	▽		
4_017_A51	v12#158	木	椔	Regular		側飢反。木立死曰椔。	b021a033		
4_017_A52	v12#158	木	槷	Regular		魚列反。樧也、大也。	△		宮澤：△(IV10オ4)。
4_017_A61	v12#158	木	櫓	Regular		力都反。大盾也、露也、旅也、進舩也。	b021b076		
4_017_A611	v12#158	木	樐	Omitted		Omitted	b021b081		
4_017_A62	v12#158	木	樂	Regular		我角反。節也、娯也、喜也、欲也。	▽		
4_017_B11	v12#158	木	柎	Regular		方娯反。萼也、蘭足也	b022a103		
4_017_B12	v12#158	木	枹	Regular		扶鳩反。枹鼓吹也、柄也	b021a055		
4_017_B21	v12#158	木	椌	Regular		苦江反。掲(楬)也、柷也	b022a093		
4_017_B22	v12#158	木	柷	Regular		齒育反。椌也	b022b011		
4_017_B31	v12#158	木	槧	Regular		在敢反。牘檏也。	b022a101		
4_017_B32	v12#158	木	札	Regular		俎黠反。暑也、蕳也、𤗽也、疫癀也。	△		
4_017_B41	v12#158	木	檢	Regular		居儼反。署也、甲也	b022a083		
4_017_B42	v12#158	木	棨	Regular		去見反。傳、信也、條也。	b022a066		掲出字：原作𣕥。
4_017_B51	v12#158	木	𣜥	Regular		奚的反。長也、激也	b022a104		
4_017_B51-Miyazawa	v12#158	木	檄	Regular	宮		b022a104		
4_017_B52	v12#158	木	楘	Regular		亡解反。歴録交束也	b022a082		
4_017_B61	v12#158	木	枑	Regular		胡故反。行馬也。	b018a061		
4_017_B62	v12#158	木	㯇	Regular		薄礼反。梐、獄牢也。	b018a054		
4_017_B62-Miyazawa	v12#158	木	梐	Regular	宮		b018a054		
4_018_A11	v12#158	木	棧	Regular		仕板反。橿木也、栘(棚)也、閣。	b018a062		
4_018_A12	v12#158	木	极	Regular		居立反。擔輅也。	b021a015		
4_018_A21	v12#158	木	㭕	Regular		去諸反。去极也。	b015a081		极：原作板。
4_018_A22	v12#158	木	槅	Regular		居責反。大車軛也。	b014a015		
4_018_A31	v12#158	木	楇	Regular		古和反。盛膏器也。鍋字。	b015a074		
4_018_A32	v12#158	木	槮	Regular		思㣪反。車轂中空也。	△		掲出字：原作⿰木⿱竹喿、宮澤同作。呂作槮。《新撰字鏡》作⿰木⿱竹喿。
4_018_A32-Miyazawa	v12#158	木	橾	Regular	宮		△		
4_018_A41	v12#158	木	枊	Regular		伍浪反。繋馬柱也。	b016a022		
4_018_A42	v12#158	木	棝	Regular		公路反。斗也。	b018b062		
4_018_A51	v12#158	木	樏	Regular		力追反。水行乘舟山行乘樏。	b018b063		
4_018_A52	v12#158	木	桄	Regular		古黄反。光也、充盛也。	b018b064		
4_018_A521	v12#158	木	朾	Omitted		Omitted	b018b071		
4_018_A61	v12#158	木	㰌	Regular		古學反。略也、橋也。	b018b072		
4_018_A61-Miyazawa	v12#158	木	榷	Regular	宮		b018b072		
4_018_A62	v12#158	木	橋	Regular		奇驕反。梁也。	b018b081		
4_018_B11	v12#158	木	梁	Regular		力將反。橋隄也。	b022a062		G41尾。
4_018_B11_01	v12#158	木	𣸑	Songben-Yupian		#	b022a063		
4_018_B11_02	v12#158	木	𣔱	Omitted		Omitted	b018b082		
4_018_B11_03	v12#158	木	㮴	Omitted		Omitted	b018b083		
4_018_B11_04	v12#158	木	橃	Regular		Omitted	b018b084		
4_018_B11_05	v12#158	木	楫	Omitted		Omitted	b018b091		
4_018_B11_06	v12#158	木	欐	Omitted		Omitted	b018b092		
4_018_B11_07	v12#158	木	欚	Omitted		Omitted	b018b093		
4_018_B11_08	v12#158	木	横	Omitted		Omitted	b018b094		
4_018_B11_09	v12#158	木	梜	Omitted		Omitted	b018b101		
4_018_B11_10	v12#158	木	㰎	Omitted		Omitted	b018b102		
4_018_B11_11	v12#158	木	楟	Songben-Yupian		#	b018b103		
4_018_B11_12	v12#158	木	槎	Omitted		Omitted	b018b104		
4_018_B11_13	v12#158	木	椓	Omitted		Omitted	b019a011		
4_018_B11_14	v12#158	木	柧	Omitted		Omitted	b019a012		
4_018_B11_15	v12#158	木	棱	Omitted		Omitted	b019a013		
4_018_B11_16	v12#158	木	枰	Omitted		Omitted	b019a014		
4_018_B11_17	v12#158	木	蘖	Omitted		Omitted	b019a021		
4_018_B11_18	v12#158	木	𣡌	Omitted		Omitted	b019a022		
4_018_B11_19	v12#158	木	𣎴	Omitted		Omitted	b019a023		
4_018_B11_20	v12#158	木	㮆	Omitted		Omitted	b019a024		
4_018_B11_21	v12#158	木	枿	Songben-Yupian		#	b019a025		
4_018_B11_22	v12#158	木	柮	Omitted		Omitted	b019a026		
4_018_B11_23	v12#158	木	杌	Songben-Yupian		#	b019a032		
4_018_B11_24	v12#158	木	檮	Omitted		Omitted	b019a033		
4_018_B11_25	v12#158	木	析	Omitted		Omitted	b019a034		
4_018_B11_26	v12#158	木	棷	Omitted		Omitted	b019a035		
4_018_B11_27	v12#158	木	梡	Omitted		Omitted	b019a041		
4_018_B11_28	v12#158	木	㮯	Omitted		Omitted	b019a042		
4_018_B11_29	v12#158	木	楪	Omitted		Omitted	b019a043		
4_018_B11_30	v12#158	木	枼	Omitted		Omitted	b019a044		
4_018_B11_31	v12#158	木	楄	Omitted		Omitted	b019a051		
4_018_B11_32	v12#158	木	楅	Omitted		Omitted	b019a052		
4_018_B11_33	v12#158	木	㮓	Omitted		Omitted	b019a053		
4_018_B11_34	v12#158	木	樔	Omitted		Omitted	b019a061		
4_018_B11_35	v12#158	木	休	Omitted		Omitted	b019a062		
4_018_B11_36	v12#158	木	杻	Songben-Yupian		#	b019a063		
4_018_B11_37	v12#158	木	杽	Omitted		Omitted	b019a064		
4_018_B11_38	v12#158	木	械	Omitted		Omitted	b019a065		
4_018_B11_39	v12#158	木	桎	Omitted		Omitted	b019a066		
4_018_B11_40	v12#158	木	梏	Omitted		Omitted	b019a071		
4_018_B11_41	v12#158	木	榬	Songben-Yupian		#	b019a072		
4_018_B11_42	v12#158	木	校	Omitted		Omitted	b019a073		
4_018_B11_43	v12#158	木	采	Omitted		Omitted	b019a074		
4_018_B11_44	v12#158	木	杮	Omitted		Omitted	b019a081		
4_018_B11_45	v12#158	木	櫪	Omitted		Omitted	b019a082		
4_018_B11_46	v12#158	木	㯕	Omitted		Omitted	b019a083		宋本《玉篇》
4_018_B11_47	v12#158	木	柛	Songben-Yupian		#	b019a084		
4_018_B11_48	v12#158	木	槍	Omitted		Omitted	b019a085		
4_018_B11_49	v12#158	木	櫳	Omitted		Omitted	b019a091		
4_018_B11_50	v12#158	木	柙	Omitted		Omitted	b019a092		
4_018_B11_51	v12#158	木	檻	Omitted		Omitted	b019a093		
4_018_B11_52	v12#158	木	棺	Omitted		Omitted	b019a101		
4_018_B11_53	v12#158	木	棲	Songben-Yupian		#	b019a102		
4_018_B11_54	v12#158	木	櫬	Omitted		Omitted	b019a103		
4_018_B11_55	v12#158	木	槥	Omitted		Omitted	b019a104		
4_018_B11_56	v12#158	木	椈	Omitted		Omitted	b019b011		
4_018_B11_57	v12#158	木	椁	Omitted		Omitted	b019b012		
4_018_B11_58	v12#158	木	槨	Omitted		Omitted	b019b013		
4_018_B11_59	v12#158	木	楬	Omitted		Omitted	b019b014		
4_018_B11_60	v12#158	木	櫫	Songben-Yupian		#	b019b021		
4_018_B11_61	v12#158	木	㮪	Omitted		Omitted	b019b022		
4_018_B11_62	v12#158	木	槳	Songben-Yupian		#	b019b023		
4_018_B11_63	v12#158	木	櫂	Songben-Yupian		#	b019b024		
4_018_B11_64	v12#158	木	棹	Songben-Yupian		#	b019b025		
4_018_B11_65	v12#158	木	槄	Songben-Yupian		#	b019b026		
4_018_B11_66	v12#158	木	椒	Songben-Yupian		#	b019b031		
4_018_B11_67	v12#158	木	𣐹	Songben-Yupian		#	b019b032		
4_018_B11_68	v12#158	木	檓	Omitted		Omitted	b019b033		
4_018_B11_69	v12#158	木	橭	Omitted		Omitted	b019b034		
4_018_B11_70	v12#158	木	櫰	Omitted		Omitted	b019b035		
4_018_B11_71	v12#158	木	櫔	Songben-Yupian		#	b019b041		
4_018_B11_72	v12#158	木	栱	Omitted		Omitted	b019b042		
4_018_B11_73	v12#158	木	榭	Songben-Yupian		#	b019b043		
4_018_B11_74	v12#158	木	橜	Omitted		Omitted	b019b044		
4_018_B11_75	v12#158	木	椹	Songben-Yupian		#	b019b045		
4_018_B11_76	v12#158	木	橧	Omitted		Omitted	b019b051		
4_018_B11_77	v12#158	木	棬	Songben-Yupian		#	b019b052		
4_018_B31	v12#158	木	㮥	Regular		蒲本反。車弓、車屋曲木也。	b019b053		卷第卅二首。G42首。
4_018_B32	v12#158	木	㯲	Regular		居蔭反。格也。	b019b061		
4_018_B41	v12#158	木	板	Regular		補橺反也。僻也。	b019b062		
4_018_B42	v12#158	木	柩	Regular		渠救反。尸在棺曰柩、究也。	b019b063		掲出字：原文似柾。
4_018_B51	v12#158	木	椑	Regular		蒲歴反。圓榼也。	△		
4_018_B52	v12#158	木	棜	Regular		於據切。禁也、轝也。	b019b064		
4_018_B61	v12#158	木	㮛	Regular		時支反。匙字。㮛也。又音祇也。	b019b071		
4_018_B62	v12#158	木	㯸	Regular		子忍反。⿱天皿也、蓋也。	b019b072		
4_018_B621	v12#158	木	㭡	Omitted		Omitted	b019b073		
4_019_A11	v12#158	木	櫚	Regular		力居反。栟櫚也。	b022a012		
4_019_A12	v12#158	木	檡	Regular		徒格反。正、善、梬棗也。	b019b076		注文一部大字。
4_019_A21	v12#158	木	橰	Regular		古勞反。桔橰也。	b019b081		注文大字。
4_019_A22	v12#158	木	梑	Regular		徒的反。臧格也。	b019b082		注文大字。
4_019_A31	v12#158	木	枘	Regular		而鋭反。量度也、策也、馬杖也。	b019b083		注文前半大字。
4_019_A32	v12#158	木	桁	Regular		遐庚反。庪也、葬時藏物也。	b019b085		
4_019_A41	v12#158	木	枻	Regular		餘世反。楫也、柁也、舩旁板也。	b019b074		注文一部大字。
4_019_A411	v12#158	木	栧	Songben-Yupian		#	b019b075		
4_019_A42	v12#158	木	槤	Regular		力前反。黍稷器也。	b019b084		
4_019_A51	v12#158	木	𣟵	Regular		虚奇切。盠也。	b019b091		注文大字。
4_019_A52	v12#158	木	樎	Regular		所陸反。養馬器也。	b019b092		
4_019_A61	v12#158	木	𣖹	Regular		女閭反。拏、舩欋、上也。	b019b093		注文前半大字。
4_019_A62	v12#158	木	桲	Regular		蒲骨反。棓也、朾別名也。	b019b094		
4_019_B11	v12#158	木	㭈	Regular		古穴反。甌字。枕也。又㼷。	b019b101		
4_019_B12	v12#158	木	梘	Regular		公莧反。椁蓋也。	△		宮澤無△符号。
4_019_B21	v12#158	木	梮	Regular		居録反。土轝也、樏如木器、如今轝也。	b019b102		
4_019_B22	v12#158	木	㯿	Regular		力葉反。獦字。柶、匙、匕屬也。	b019b103		
4_019_B31	v12#158	木	檳	Regular		卑民反。檳桹、似小螺可食也。	b019b104		
4_019_B32	v12#158	木	楩	Regular		鼻綿反。杞也。上平二音。	b020a011		注文前半大字。上平二音、声調注記。
4_019_B41	v12#158	木	㭸	Regular		達胡反。𣖂也、木枝四布。	b020a012		
4_019_B42	v12#158	木	梌	Regular		大加反。欃梌、刾水也。	b020a013		
4_019_B421	v12#158	木	桾	Songben-Yupian		#	b020a014		
4_019_B501	v12#158	木	櫏	Songben-Yupian		#	b020a015		
4_019_B51	v12#158	木	𣘝	Regular		且連反。木也。	b020a021		
4_019_B51-Shirafuji	v12#158	木	櫏	Regular	白		b020a021		
4_019_B52	v12#158	木	榽	Regular		遐雞反。木石也。	b020a022		注文大字。
4_019_B61	v12#158	木	橀	Regular		呼奚反。醜木也。	b020a023		注文大字。
4_019_B611	v12#158	木	𣕆	Songben-Yupian		#	b020a024		
4_019_B62	v12#158	木	欄	Regular		力寒反。木欄樹。	b020a025		注文大字。
4_020_A11	v12#158	木	㭺	Regular		猗儉反。柰也、榛也。	b020a031		注文大字。
4_020_A12	v12#158	木	㰊	Regular		因兼反。燖枺也、櫟細葉也。	b020a032		
4_020_A21	v12#158	木	梈	Regular		普庚反。木弩也。	b020a033		
4_020_A22	v12#158	木	欓	Regular		多朗反。茱萸也。	b020a034		
4_020_A31	v12#158	木	𣝏	Regular		古勞反。刾舩具。	b020a036		掲出字：宮澤作㰏。
4_020_A31-Miyazawa	v12#158	木	㰏	Regular	宮		b020a036		
4_020_A32	v12#158	木	橨	Regular		扶云反。枰也、仲木也。	b020a035		
4_020_A41	v12#158	木	樽	Regular		子昆反。酒器也。罇字。	b020a041		
4_020_A42	v12#158	木	㯛	Regular		戸孤反。瓠也、大棗鋭也。	b020a042		
4_020_A51	v12#158	木	𣐵	Regular		戈(弋)之反。舩𣶉也。	b020a043		掲出字：原文似㭒。𣶉：原文模糊、據《校釋》。
4_020_A52	v12#158	木	㯯	Regular		公棟反。㔶字。小桮。	b020a051		
4_020_A61	v12#158	木	栓	Regular		山全反。木丁也、櫭也。	b020a044		掲出字：原作柃。
4_020_A62	v12#158	木	櫭	Regular		渠列反。朾也、木釘也。	b020a045		掲出字：原作⿰木⿱既皿。
4_020_B11	v12#158	木	椊	Regular		才骨反。柱頭内也。	b020a052		
4_020_B12	v12#158	木	㮧	Regular		於胡反。量米椷也。	b020a053		
4_020_B12-Shirafuji	v12#158	木	㯊	Regular	白		b021a044		
4_020_B21	v12#158	木	槦	Regular		餘鍾反。中箭笴也。	b020a054		
4_020_B22	v12#158	木	桅	Regular		嬀浪反。長短不齊、小戈也。	b020a055		
4_020_B31	v12#158	木	杔	Regular		丁格反。櫨也。	b020a061		
4_020_B32	v12#158	木	㭚	Regular		力渚反。中箭笴也。	b020a062		
4_020_B41	v12#158	木	杆	Regular		公旦反。樜也、𣛀木也。	b020a064		
4_020_B42	v12#158	木	樍	Regular		子狄反。檉也。	b020a063		
4_020_B51	v12#158	木	㮍	Regular		子田反。識也。箋・淺(牋)・𢃬等字。	b020a065		
4_020_B52	v12#158	木	𣝅	Regular		午載反。止也。〔礙字。〕	b020a071		有埋字B。
4_020_B521	v12#158	木	礙	Embedded_clerical		礙字。			埋字B。
4_020_B61	v12#158	木	檛	Regular		竹華反。棰也。划字。鎌也。𥬸字。折其脚也。	b020a072		反切大字。
4_020_B62	v12#158	木	棰	Regular		之𧄜反。撃也。箠字。	▽		
4_021_A11	v12#158	木	橔	Regular		大囙反。棺䨱也。	b020a073		
4_021_A12	v12#158	木	櫍	Regular		之逸反。椹也。質字。	b020a075		
4_021_A21	v12#158	木	枃	Regular		子吝反。纕疏也。	b020a081		
4_021_A22	v12#158	木	𣞐	Regular		思野反。案也。	b020a074		
4_021_A31	v12#158	木	栻	Regular		丑力反。局也。	b020a082		
4_021_A32	v12#158	木	𣘪	Regular		力桃反。耆樹木也。	b020a083		
4_021_A41	v12#158	木	櫗	Regular		亡世反。裌裁皮也。	b020b034		
4_021_A42	v12#158	木	樇	Regular		光(先)攸反。羞。木名也。	b020a084		羞：呂云疑爲注音用字。
4_021_A51	v12#158	木	檞	Regular		核灑反。松頭、松樠也。	b020a085		
4_021_A52	v12#158	木	𣕁	Regular		於雞反。㯕弩䠶樛也。	b020a086		掲出字：原作娃、誤。
4_021_A61	v12#158	木	榯	Regular		是祇反。持持樞者也。	b020a091		
4_021_A62	v12#158	木	桗	Regular		都和反。株也。	b020a092		株：疑當作枺。
4_021_B11	v12#158	木	𣚀	Regular		子移反。欈、木實可食也。	b020a093		
4_021_B12	v12#158	木	欈	Regular		唯規反。木名也。	b020a094		
4_021_B21	v12#158	木	𣖇	Regular		馳力反。正也。直字。	b020a095		
4_021_B22	v12#158	木	𣠺	Regular		且接反。取飯具也。	b020a101		
