# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# Gaoliben Longkan Shoujing (GLS): Zhonghua Book Company edition (中華書局版), Keijo Imperial University edition (京城帝国大学版) and National Diet Library Digital Collections
# Version: 1.1.3
# Date: 3 June 2016
# Last update : 2 February 2022
#
#  Longkan Shoujing 龍龕手鏡, Koryo print 高麗本. monk Xingjun of the Liao Dynasty 遼・行均, 997.
#
# Vol.1 Koryo print 高麗本 (京城帝国大学版)
# Vol.2 Song print 宋本（續古逸叢書本影印日本古典全集別刊）
# Vol.3 Koryo print 高麗本 (京城帝国大学版)
# Vol.4 Koryo print 高麗本 (京城帝国大学版)
#
# Copyright (c) 2014-2022 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
GLS_Zhonghua	GLS_vol_radical	GLS_radical	NDL_url
494	v4#16	辵	http://dl.ndl.go.jp/info:ndljp/pid/1194520/78
495	v4#16	辵	http://dl.ndl.go.jp/info:ndljp/pid/1194520/78
495	v4#17	彳	http://dl.ndl.go.jp/info:ndljp/pid/1194520/78
496	v4#17	彳	http://dl.ndl.go.jp/info:ndljp/pid/1194520/79
497	v4#17	彳	http://dl.ndl.go.jp/info:ndljp/pid/1194520/79
498	v4#17	彳	http://dl.ndl.go.jp/info:ndljp/pid/1194520/80
499	v4#17	彳	http://dl.ndl.go.jp/info:ndljp/pid/1194520/80
499	v4#18	食	http://dl.ndl.go.jp/info:ndljp/pid/1194520/80
500	v4#18	食	http://dl.ndl.go.jp/info:ndljp/pid/1194520/81
501	v4#18	食	http://dl.ndl.go.jp/info:ndljp/pid/1194520/81
502	v4#18	食	http://dl.ndl.go.jp/info:ndljp/pid/1194520/82
503	v4#18	食	http://dl.ndl.go.jp/info:ndljp/pid/1194520/82
504	v4#18	食	http://dl.ndl.go.jp/info:ndljp/pid/1194520/83
504	v4#19	麥	http://dl.ndl.go.jp/info:ndljp/pid/1194520/83
505	v4#19	麥	http://dl.ndl.go.jp/info:ndljp/pid/1194520/83
506	v4#19	麥	http://dl.ndl.go.jp/info:ndljp/pid/1194520/84
506	v4#20	穴	http://dl.ndl.go.jp/info:ndljp/pid/1194520/84
507	v4#20	穴	http://dl.ndl.go.jp/info:ndljp/pid/1194520/84
508	v4#20	穴	http://dl.ndl.go.jp/info:ndljp/pid/1194520/85
509	v4#20	穴	http://dl.ndl.go.jp/info:ndljp/pid/1194520/85
510	v4#20	穴	http://dl.ndl.go.jp/info:ndljp/pid/1194520/86
510	v4#21	角	http://dl.ndl.go.jp/info:ndljp/pid/1194520/86
511	v4#21	角	http://dl.ndl.go.jp/info:ndljp/pid/1194520/86
512	v4#21	角	http://dl.ndl.go.jp/info:ndljp/pid/1194520/87
513	v4#21	角	http://dl.ndl.go.jp/info:ndljp/pid/1194520/87
513	v4#22	歹	http://dl.ndl.go.jp/info:ndljp/pid/1194520/87
514	v4#22	歹	http://dl.ndl.go.jp/info:ndljp/pid/1194520/88
515	v4#22	歹	http://dl.ndl.go.jp/info:ndljp/pid/1194520/88
516	v4#22	歹	http://dl.ndl.go.jp/info:ndljp/pid/1194520/89
516	v4#23	力	http://dl.ndl.go.jp/info:ndljp/pid/1194520/89
517	v4#23	力	http://dl.ndl.go.jp/info:ndljp/pid/1194520/89
518	v4#23	力	http://dl.ndl.go.jp/info:ndljp/pid/1194520/90
518	v4#24	立	http://dl.ndl.go.jp/info:ndljp/pid/1194520/90
519	v4#24	立	http://dl.ndl.go.jp/info:ndljp/pid/1194520/90
520	v4#24	立	http://dl.ndl.go.jp/info:ndljp/pid/1194520/91
520	v4#25	鹿	http://dl.ndl.go.jp/info:ndljp/pid/1194520/91
521	v4#25	鹿	http://dl.ndl.go.jp/info:ndljp/pid/1194520/91
521	v4#26	尢	http://dl.ndl.go.jp/info:ndljp/pid/1194520/91
522	v4#26	尢	http://dl.ndl.go.jp/info:ndljp/pid/1194520/92
523	v4#26	尢	http://dl.ndl.go.jp/info:ndljp/pid/1194520/92
523	v4#27	色	http://dl.ndl.go.jp/info:ndljp/pid/1194520/92
524	v4#28	赤	http://dl.ndl.go.jp/info:ndljp/pid/1194520/93
524	v4#29	一	http://dl.ndl.go.jp/info:ndljp/pid/1194520/93
525	v4#29	一	http://dl.ndl.go.jp/info:ndljp/pid/1194520/93
525	v4#30	谷	http://dl.ndl.go.jp/info:ndljp/pid/1194520/93
526	v4#30	谷	http://dl.ndl.go.jp/info:ndljp/pid/1194520/94
526	v4#31	弋	http://dl.ndl.go.jp/info:ndljp/pid/1194520/94
527	v4#31	弋	http://dl.ndl.go.jp/info:ndljp/pid/1194520/94
527	v4#32	廿	http://dl.ndl.go.jp/info:ndljp/pid/1194520/94
528	v4#33	入	http://dl.ndl.go.jp/info:ndljp/pid/1194520/95
528	v4#34	攴	http://dl.ndl.go.jp/info:ndljp/pid/1194520/95
529	v4#34	攴	http://dl.ndl.go.jp/info:ndljp/pid/1194520/95
530	v4#34	攴	http://dl.ndl.go.jp/info:ndljp/pid/1194520/96
531	v4#34	攴	http://dl.ndl.go.jp/info:ndljp/pid/1194520/96
531	v4#35	黒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/96
532	v4#35	黒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/97
533	v4#35	黒	http://dl.ndl.go.jp/info:ndljp/pid/1194520/97
533	v4#36	舌	http://dl.ndl.go.jp/info:ndljp/pid/1194520/97
534	v4#36	舌	http://dl.ndl.go.jp/info:ndljp/pid/1194520/98
534	v4#37	鬲	http://dl.ndl.go.jp/info:ndljp/pid/1194520/98
535	v4#37	鬲	http://dl.ndl.go.jp/info:ndljp/pid/1194520/98
535	v4#38	鬲	http://dl.ndl.go.jp/info:ndljp/pid/1194520/98
535	v4#39	學	http://dl.ndl.go.jp/info:ndljp/pid/1194520/98
536	v4#39	學	http://dl.ndl.go.jp/info:ndljp/pid/1194520/99
536	v4#40	冖	http://dl.ndl.go.jp/info:ndljp/pid/1194520/99
536	v4#41	出	http://dl.ndl.go.jp/info:ndljp/pid/1194520/99
537	v4#41	出	http://dl.ndl.go.jp/info:ndljp/pid/1194520/99
537	v4#42	十	http://dl.ndl.go.jp/info:ndljp/pid/1194520/99
537	v4#43	卩	http://dl.ndl.go.jp/info:ndljp/pid/1194520/99
538	v4#43	卩	http://dl.ndl.go.jp/info:ndljp/pid/1194520/100
538	v4#44	血	http://dl.ndl.go.jp/info:ndljp/pid/1194520/100
538	v4#45	卜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/100
539	v4#45	卜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/100
539	v4#46	癶	http://dl.ndl.go.jp/info:ndljp/pid/1194520/100
539	v4#47	卓	http://dl.ndl.go.jp/info:ndljp/pid/1194520/100
540	v4#47	卓	http://dl.ndl.go.jp/info:ndljp/pid/1194520/101
540	v4#48	弗	http://dl.ndl.go.jp/info:ndljp/pid/1194520/101
540	v4#49	巾	http://dl.ndl.go.jp/info:ndljp/pid/1194520/101
540	v4#50	疋	http://dl.ndl.go.jp/info:ndljp/pid/1194520/101
540	v4#51	益	http://dl.ndl.go.jp/info:ndljp/pid/1194520/101
541	v4#51	益	http://dl.ndl.go.jp/info:ndljp/pid/1194520/101
541	v4#52	壹	http://dl.ndl.go.jp/info:ndljp/pid/1194520/101
541	v4#53	乙	http://dl.ndl.go.jp/info:ndljp/pid/1194520/101
541	v4#54	甲	http://dl.ndl.go.jp/info:ndljp/pid/1194520/101
542	v4#55	聿	http://dl.ndl.go.jp/info:ndljp/pid/1194520/102
542	v4#56	束	http://dl.ndl.go.jp/info:ndljp/pid/1194520/102
543	v4#57	必	http://dl.ndl.go.jp/info:ndljp/pid/1194520/102
543	v4#58	不	http://dl.ndl.go.jp/info:ndljp/pid/1194520/102
543	v4#59	雜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/102
544	v4#59	雜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/103
545	v4#59	雜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/103
546	v4#59	雜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/104
547	v4#59	雜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/104
548	v4#59	雜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/105
549	v4#59	雜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/105
550	v4#59	雜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/106
551	v4#59	雜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/106
552	v4#59	雜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/107
553	v4#59	雜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/107
554	v4#59	雜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/108
555	v4#59	雜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/108
556	v4#59	雜	http://dl.ndl.go.jp/info:ndljp/pid/1194520/109
#eof
