# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# Version: 1.1.302
# Date: 11 March 2022
# Last update : 2 June 2024
#
# Copyright (c) 2022-2024 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# KRM Format information:
#   KRID_n            Item serial number
#   KRID_sn           Entry serial number
#   KR2ID             Kazama edition item ID number, K, Book(ww), page(xxx),line(y) and column(zz), in the case of plural items appeared in column, entry rankings are also recorded as 1,2,…,n.
#   KRID              Kazama edition entry ID number, K, Book(ww), page(xxx),line(y) and column(zz), in occasion of the headword with single character form, entry ranking is recorded as 0. While, in occasion of the headword with plural character form, entry rankings are recorded as 1,2,…,n. Moreover, in the case of plural items appeared in column, entry rankings are also recorded as 1,2,…,n.
#   KR_Tenri_p        Tenri editon item ID number, T, volume(a/b/c), page(xxx),line(y) and column(zz)
#   KR_vol_name       Volume name, from 仏上 to 僧下
#   KR_radical        Radical name, from 人 to 雑
#   KR_vol_radical    Volune and radical number, from v1#1(第1帖第1) to v10#120(第10帖第120)
#   Entry             Headword
#   Entry_original    Original character form
#   Def               Definition of pronunciation, meaning and variant(s)
#   Remarks           Editor's notes
#
#   Abbreviations:
#   正宗索引: 正宗敦夫編『類聚名義抄 仮名索引』日本古典全集刊行会，1939-1940
#   望月和訓集成: 望月郁子編『類聚名義抄：四種声点付和訓集成』(笠間索引叢刊44)笠間書院，1974
#   草川和訓集成: 草川昇編『五本対照類聚名義抄和訓集成』汲古書院，2000
#   西端誤写考察: 西端幸雄「類聚名義抄における誤写の考察」『訓点語と訓点資料』45，1971
#   西端誤写諸例: 西端幸雄「類聚名義抄における誤写の諸例」『訓点語と訓点資料』52，1973
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500.
#
KRID_n	KRID_sn	KR2ID	KRID	KR_Tenri_p	KR_vol_name	KR_radical	KR_vol_radical	Entry	Entry_original	Def	Remarks
F12278	S15242	K0502984	K05029840	Tb035840	法上	水	v5#41	𤁸	〇	正	
F12279	S15243	K0503011	K05030110	Tb036110	法上	水	v5#41	泬	〇	音决　水流　血土　〻⿰氵𪧦	
F12280	S15244	K0503012	K05030120	Tb036120	法上	水	v5#41	澠	〇	綿善反　ー池縣名　音乘　水也	
F12281	S15245	K0503013	K05030130	Tb036130	法上	水	v5#41	澠	〇	今	
F12282	S15246	K0503014	K05030140	Tb036140	法上	水	v5#41	溟	〇	莫瓶反　天地　ソヽク	
F12283	S15248	K0503021	K05030211	Tb036211	法上	水	v5#41	⿰氵⿳宀目大／⿰氵⿱宀具／⿰氵⿳宀真丘／⿰氵⿳亍䀠大／⿰氵⿳一水一／⿰氵寘／⿰氵⿳宀𥄂丘	〇／〇／〇／〇／〇／〇／〓	七俗	
F12284	S15255	K0503022	K05030221	Tb036221	法上	水	v5#41	滄／溟	〇／〇	アヲウナハラ	
F12285	S15247	K0503023	K05030230	Tb036230	法上	水	v5#41	泞	〇	フカシ	
F12286	S15257	K0503024	K05030240	Tb036240	法上	水	v5#41	淙	〇	音琮　清也　音宗(L)　ナル(LH)　ソヽク(HHL)　ナカル(LH"H)	
F12287	S15258	K0503031	K05030310	Tb036310	法上	水	v5#41	濘	〇	音侫　泥也　ヌメリ(LH@)	
F12288	S15259	K0503032	K05030321	Tb036321	法上	水	v5#41	泥／濘	〇／〇	ミソコル(HH"@@)	
F12289	S15261	K0503033	K05030330	Tb036330	法上	水	v5#41	𤃩	〇	音零　雨皃	
F12290	S15262	K0503034	K05030341	Tb036341	法上	水	v5#41	⿰氵⿱雨吅／澪／⿰氵⿰⿱雨吅阝／⿰氵呇	〇／〇／〇／〇	四俗	
F12291	S15266	K0503041	K05030410	Tb036410	法上	水	v5#41	濞	〇	芳秘反　水暴至也	
F12292	S15267	K0503042	K05030420	Tb036420	法上	水	v5#41	濞	〇	俗	
F12293	S15268	K0503043	K05030430	Tb036430	法上	水	v5#41	㴪	〇	音梟	
F12294	S15269	K0503044	K05030440	Tb036440	法上	水	v5#41	澆	𣷝	正　アハツ(HHH")　アタハス(HR@@)　アハシ　ソヽク(HH@)　ヒタス(L@H)　メクル　フカシ　ハラフ　ウスラク(HH@@)	注文が割注三行書きで異例の形式。長文の注文だが音注なし。前項目「𣻏」の異体字で「音梟」は広韻に合致。
F12295	S15270	K0503051	K05030510	Tb036510	法上	水	v5#41	涫	〇	官換二音　溢也	
F12296	S15271	K0503052	K05030520	Tb036520	法上	水	v5#41	洝	〇	音案　洏水也　クタル	
F12297	S15272	K0503053	K05030530	Tb036530	法上	水	v5#41	𣸈	〇	音捜　所留反　小便也　又色久反　アムス	
F12298	S15273	K0503054	K05030540	Tb036540	法上	水	v5#41	溲	〇	俗通　ユハリ(LH"@)　踈有反　以水和粉麺	
F12299	S15274	K0503061	K05030610	Tb036610	法上	水	v5#41	灂	〇	士角反　水小声也	
F12300	S15275	K0503062	K05030620	Tb036620	法上	水	v5#41	灂	■	正	
F12301	S15276	K0503063	K05030630	Tb036630	法上	水	v5#41	潏	〇	音次　水名也　涌出皃　フサク　トラカス	
F12302	S15277	K0503064	K05030641	Tb036641	法上	水	v5#41	溲／䖻	〇／〇	音捜䟽　ウツキ	
F12303	S15279	K0503071	K05030710	Tb036710	法上	水	v5#41	涱	〇	俗長字　タヽフ　ー歟	
F12304	S15280	K0503072	K05030720	Tb036720	法上	水	v5#41	漲	〇	音張(L)　ミナキル(@HH"L)　タヽヘリ　ナミタツ(LLLH)　ナミ(LL)　オホ水　又去　ミタル　アラフ　フカシ　ウカフ　ヨミス	東寺観智院蔵大日経疏演奧抄に逸文あり。築島逸文26頁。用例(15)所見。
F12305	S15281	K0503074	K05030740	Tb036740	法上	水	v5#41	漠	〇	音莫　シツカナリ(LH"L@@)　ミテリ　イヤシ　アサシ　キヨシ	
F12306	S15282	K0503081	K05030810	Tb036810	法上	水	v5#41	潢	〇	胡謗反　セ　タヽフ　イサキヨシ　胡光反	小松論考175頁での図書寮本との比較例。図書寮本に和訓まったくなし。
F12307	S15283	K0503082	K05030820	Tb036820	法上	水	v5#41	㶇	〇	音横　又戸盆反　又作𦪗　ワタシフネ	
F12308	S15284	K0503083	K05030830	Tb036830	法上	水	v5#41	湟	〇	音黄　水名	
F12309	S15285	K0503084	K05030840	Tb036840	法上	水	v5#41	汪	〇	烏光反　ー詳大水　ツヽミ　タマリ水　フカシ	
F12310	S15286	K05031111	K05031111	Tb037111	法上	水	v5#41	𣳫	⿰氵⿱山王	正	
F12311	S15287	K05031112	K05031112	Tb037112	法上	水	v5#41	⿰氵⿺風王	〇	俗	
F12312	S15288	K0503112	K05031120	Tb037120	法上	水	v5#41	洼	〇	於佳反　小水　フカシ	
F12313	S15289	K0503113	K05031130	Tb037130	法上	水	v5#41	潦	〇	音老　又朗倒反　ニハタツミ(HLHH"L)　アマ水	
F12314	S15290	K05031141	K05031141	Tb037141	法上	水	v5#41	𣿳	〇	正	
F12315	S15291	K05031142	K05031142	Tb037142	法上	水	v5#41	⿰氵𤋯	〇	今	
F12316	S15292	K0503121	K05031210	Tb037210	法上	水	v5#41	⿰氵𤋯／⿰氵𤋯／㳣／⿰氵⿱北分	〇／〇／〇／〇	四俗	
F12317	S15296	K0503122	K05031220	Tb037220	法上	水	v5#41	浸	〇	音尋(L)　ヒタス(LL@)　ウルホス(LH@@、ホ-フ(H))　ヒタヽク　イヨヽヽ　トホシ　ハルカナリ　ヲカス　スヽク　シタヽリ　ヒトシ　ヤウヤク(LHL@)	
F12318	S15297	K05031241	K05031241	Tb037241	法上	水	v5#41	𣹰	〇	正	
F12319	S15298	K05031242	K05031242	Tb037242	法上	水	v5#41	𣷽	〇	俗	
F12320	S15299	K0503131	K05031310	Tb037310	法上	水	v5#41	淹	〇	英廉[反]　ヒサシ　オホフ　トヽム-マル　ツヽマル　トヽコホル　アラフ(HH@)　又音奄(H)「エム」　雲状也　又去　ー穢之　呉音猒　又アム　ヤフル　ヒタス(LLH)　キヨシ	広韻「央炎切」（平聲·鹽·淹）、「於劒切」（去聲·梵·俺）。
F12321	S15300	K0503133	K05031330	Tb037330	法上	水	v5#41	渰	■	古俗	
F12322	S15301	K0503134	K05031340	Tb037340	法上	水	v5#41	渾	〇	魂混二音　ニコル(LL"H、ル-リ)　ヒタヽク　オツ　ワク　ユタカニ　ケカス　マタシ　ムラカル　ワク　ヒタス　ウルホス　アマル　ミツ　ホトコス	
F12323	S15302	K0503142	K05031420	Tb037420	法上	水	v5#41	⿰氵𠣞	〇	正	
F12324	S15303	K0503143	K05031430	Tb037430	法上	水	v5#41	瀈	〇	睴音　竭也	
F12325	S15304	K0503144	K05031440	Tb037440	法上	水	v5#41	⿰氵寳	〇	俗寶字	
F12326	S15305	K0503151	K05031510	Tb037510	法上	水	v5#41	瀋	〇	姓枕反　シル	
F12327	S15306	K0503152	K05031520	Tb037520	法上	水	v5#41	溹	⿰氵𡩡	音索　雨下	
F12328	S15307	K0503153	K05031530	Tb037530	法上	水	v5#41	演	〇	俗宣字	
F12329	S15308	K0503154	K05031541	Tb037541	法上	水	v5#41	⿰氵𥥔／⿰氵宕	〇／〇	俗宕字	
F12330	S15310	K0503161	K05031610	Tb037610	法上	水	v5#41	⿰氵雪	〇	俗雪字	
F12331	S15311	K0503162	K05031620	Tb037620	法上	水	v5#41	淘	〇	俗陶字	
F12332	S15312	K0503163	K05031630	Tb037630	法上	水	v5#41	汮	〇	尹均二音　水名	
F12333	S15313	K0503164	K05031640	Tb037640	法上	水	v5#41	涳	〇	音空　直流	
F12334	S15314	K0503171	K05031710	Tb037710	法上	水	v5#41	沕	〇	音密　イル　アカル　ホヒコル	
F12335	S15315	K0503172	K05031720	Tb037720	法上	水	v5#41	淴	〇	音忽　又胡骨[反]　泥也	
F12336	S15316	K0503173	K05031730	Tb037730	法上	水	v5#41	泃	〇	サカル	
F12337	S15317	K0503174	K05031740	Tb037740	法上	水	v5#41	洵	〇	珣巡二音　水名　マヿ(LH)	
F12338	S15318	K0503181	K05031810	Tb037810	法上	水	v5#41	⿰氵⿱旬一	〇	俗	
F12339	S15319	K0503182	K05031820	Tb037820	法上	水	v5#41	⿰氵⿹勹矢	〇	侯音　水淮也	
F12340	S15320	K0503183	K05031830	Tb037830	法上	水	v5#41	澳	〇	音郁　ホトリ　又奥音	
F12341	S15321	K0503184	K05031840	Tb037840	法上	水	v5#41	𣴙	〇	俗	
F12342	S15322	K0503211	K05032111	Tb038111	法上	水	v5#41	淴／澁／𣾫	〇／〇／■	俗㑎字　又有歰音	
F12343	S15325	K0503212	K05032120	Tb038120	法上	水	v5#41	洔	〇	音止　渚也	
F12344	S15326	K0503213	K05032130	Tb038130	法上	水	v5#41	沚	〇	或　ミキハ	
F12345	S15327	K0503214	K05032140	Tb038140	法上	水	v5#41	⿰氵⿱止⿰亻攵	〇	俗	
F12346	S15328	K0503221	K05032210	Tb038210	法上	水	v5#41	𬇨	〇	音志	
F12347	S15329	K0503222	K05032220	Tb038220	法上	水	v5#41	治	〇	音持(L)　ヲサム(LLH)　ハル(LH)　タモツ　ヒラク　ホル　マツリヿ(HH@@)　ヲサヽヽシ　ツクロフ　ハラフ　ウルハシ(LHL@)　ミカク　ツクル　キヨシ　アキラカニ　又去ー　又音里	
F12348	S15330	K0503231	K05032310	Tb038310	法上	水	v5#41	𣸅	〇	ヨトム	
F12349	S15331	K0503232	K05032320	Tb038320	法上	水	v5#41	湉	〇	シツカニカナル　シツカナリ	
F12350	S15332	K0503233	K05032330	Tb038330	法上	水	v5#41	洶	〇	音凶　又虚拱反　トクナカル	
F12351	S15333	K0503234	K05032340	Tb038340	法上	水	v5#41	汹	〇	俗　ヌスミ(LLL)	
F12352	S15334	K0503241	K05032410	Tb038410	法上	水	v5#41	汋	〇	徒激反　又杓藥二音　又士角反　井一有水一無水曰剡ー	
F12353	S15335	K0503243	K05032431	Tb038431	法上	水	v5#41	濫／⿰氵⿱⿰臣人皿	〇／〇	音纜　ミタリカハシ(LLL@@@)　ミタル　ヌスミ　マミル　ウカフ(HHL")　ヒロシ　スヽム	
F12354	S15337	K0503251	K05032510	Tb038510	法上	水	v5#41	灆	〇	音鹹　爪■也　ー也　然■　又音監	
F12355	S15338	K0503252	K05032520	Tb038520	法上	水	v5#41	𤃳	〇	音翻　大波　又潘音　ユスル	
F12356	S15339	K0503253	K05032530	Tb038530	法上	水	v5#41	𤃃	⿲氵十番	同	
F12357	S15340	K0503254	K05032540	Tb038540	法上	水	v5#41	⿰氵⿱覀亐	〇	ウルフ　イカル	
F12358	S15341	K0503261	K05032610	Tb038610	法上	水	v5#41	淗	〇	未詳　ヒシ	
F12359	S15342	K0503262	K05032620	Tb038620	法上	水	v5#41	潘	〇	普干反　音飜　ユスル　シケシ　タクハフ　アフル　ヨネノシル	
F12360	S15343	K0503264	K05032640	Tb038640	法上	水	v5#41	⿰氵畨	〇	今	
F12361	S15344	K0503271	K05032710	Tb038710	法上	水	v5#41	湁	〇	刃入反　涌	
F12362	S15345	K0503272	K05032721	Tb038721	法上	水	v5#41	⿲氵犭全／⿰氵狑	〇／〇	二俗矜字	
F12363	S15347	K0503273	K05032730	Tb038730	法上	水	v5#41	㳬	〇	詞選似縁反　迴流也	
F12364	S15348	K0503274	K05032740	Tb038740	法上	水	v5#41	漩	〇	囚絹反	
F12365	S15349	K0503281	K05032810	Tb038810	法上	水	v5#41	滔	〇	他刀反　ハヒコル(LL"HL)　シツム　ハルカナリ　ミタリカハシ　ヘツラフ	
F12366	S15350	K05032821	K05032821	Tb038821	法上	水	v5#41	⿰氵⿱𠂊𡆧	〇	俗	
F12367	S15351	K05032822	K05032822	Tb038822	法上	水	v5#41	⿰氵⿱爫⿲𠀉｜彐／㴞／⿰氵⿱𠂊㘝	〇／〇／〇	同	
F12368	S15354	K0503283	K05032830	Tb038830	法上	水	v5#41	瀅	〇	音熒(T)　タマリ水　アサハヤカ	
F12369	S15355	K0503284	K05032840	Tb038840	法上	水	v5#41	滎	〇	正　烏榮反	
F12370	S15356	K0503311	K05033110	Tb039110	法上	水	v5#41	瀯	〇	烏勞反　水皃	
F12371	S15357	K0503312	K05033120	Tb039120	法上	水	v5#41	濴	〇	音營	
F12372	S15358	K0503313	K05033130	Tb039130	法上	水	v5#41	涀	〇	音現　水名	
F12373	S15359	K0503314	K05033140	Tb039140	法上	水	v5#41	淣	〇	俗倪字　五雞反	
F12374	S15360	K0503321	K05033210	Tb039210	法上	水	v5#41	⿰氵⿳⿰｜三一日	〇	麁捻反	
F12375	S15361	K0503322	K05033220	Tb039220	法上	水	v5#41	湯	〇	他郎反　ユ　ヒカリ　オス　又託浪反　蕩也　和去	
F12376	S15362	K0503323	K05033231	Tb039231	法上	水	v5#41	ー（湯）／〻（湯）	〇／〇	トナカル　始楊反	
F12377	S15363	K0503324	K05033240	Tb039240	法上	水	v5#41	盪	〇	音蕩　滌也	
F12378	S15364	K0503331	K05033310	Tb039310	法上	水	v5#41	渇	〇	苦遏反　水ニウヘタリ(@HLL@@)　ツク　《説文》蝎音　ネカフ(@H"@)　ネムコロ　ウフ(LH)　水ナシ　和カチ	
F12379	S15365	K0503333	K05033330	Tb039330	法上	水	v5#41	㵣	〇	正	
F12380	S15366	K0503334	K05033340	Tb039340	法上	水	v5#41	㵧	〇	一盍反	
F12381	S15367	K0503341	K05033410	Tb039410	法上	水	v5#41	澩	〇	音學　又呼穀反　夏有水冬無	
F12382	S15368	K0503342	K05033420	Tb039420	法上	水	v5#41	㶅	〇	或	
F12383	S15370	K0503343	K05033430	Tb039430	法上	水	v5#41	⿰氵⿱炏富	〇	（無）	同じ枡目内の「㶅」は抹消符あり、含めず。
F12384	S15371	K0503344	K05033440	Tb039440	法上	水	v5#41	𣻓	⿰氵⿸㫃主	音旌　水也	
F12385	S15372	K0503351	K05033510	Tb039510	法上	水	v5#41	澌	〇	音賜(R)　ツキヌ(HLH)　索也　又斯(L)　ナミ(LL)　ワカツ(LL@)	
F12386	S15373	K0503352	K05033520	Tb039520	法上	水	v5#41	瀃	〇	又作	
F12387	S15374	K0503353	K05033530	Tb039530	法上	水	v5#41	漸	〇	慈琰反　水名　ウタヽ　イタル(HH@)　ウルフ(LL@)　ソヽク　ヤウヤク(LHLL)　ハシメ　クタル　ツクル　ツエタリ　ヒタス(LL@)　スヽム(HHL)　和セム	
F12388	S15375	K0503361	K05033610	Tb039610	法上	水	v5#41	⿱斬水	〇	古	
F12389	S15376	K0503362	K05033621	Tb039621	法上	水	v5#41	漸／〻（漸）	〇／〇	スコフル	
F12390	S15377	K0503363	K05033630	Tb039630	法上	水	v5#41	⿱漸水	〇	俗槧字	
F12391	S15378	K0503364	K05033640	Tb039640	法上	水	v5#41	𣹪	〇	音毛　水名	
F12392	S15379	K0503371	K05033710	Tb039710	法上	水	v5#41	浢	〇	音豆　水名　俗士豆反　又旋音	
F12393	S15380	K0503372	K05033720	Tb039720	法上	水	v5#41	潯	〇	音尋　キシ　ホトリ　水ノホトリ(@@LHL)	
F12394	S15381	K0503373	K05033731	Tb039731	法上	水	v5#41	潪／𤂥	〇／〇	竹彳反　又擲音	
F12395	S15383	K0503374	K05033740	Tb039740	法上	水	v5#41	溽	〇	音辱　暑也　ウルホス	
F12396	S15388	K0503411	K05034110	Tb040110	法上	水	v5#41	溽	〇	正	
F12397	S15389	K0503412	K05034120	Tb040120	法上	水	v5#41	浱	〇	ホトリ	
F12398	S15390	K0503413	K05034130	Tb040130	法上	水	v5#41	溽	〇	俗	
F12399	S15391	K0503414	K05034140	Tb040140	法上	水	v5#41	漘	〇	視均反　ホトリ　キシ　ミキハ	
F12400	S15392	K0503421	K05034210	Tb040210	法上	水	v5#41	⿰氵架	〇	音嫁	
F12401	S15393	K0503422	K05034220	Tb040220	法上	水	v5#41	𣋫	〇	俗暫字	
F12402	S15394	K0503423	K05034230	Tb040230	法上	水	v5#41	湢	⿰氵⿳亠口田	音逼　水涌	
F12403	S15395	K0503424	K05034240	Tb040240	法上	水	v5#41	湢	〇	今	
F12404	S15396	K0503431	K05034311	Tb040311	法上	水	v5#41	⿰氵酔／𤂭	〇／〇	俗酔字	
F12405	S15398	K0503432	K05034320	Tb040320	法上	水	v5#41	潨	〇	終(L)琮(L)二音　ミツアヒ(HH"@@)　ミナアヒ	
F12406	S15399	K0503433	K05034330	Tb040330	法上	水	v5#41	⿱衆水	〇	俗	
F12407	S15400	K0503434	K05034340	Tb040340	法上	水	v5#41	窪	〇	烏水反　小水也　クホム	
F12408	S15401	K0503441	K05034410	Tb040410	法上	水	v5#41	汕	〇	所諫反　魚浮水	
F12409	S15402	K0503442	K05034421	Tb040421	法上	水	v5#41	⿱⿲氵圭刃廾／⿱⿲氵生刃火／⿱⿲氵丰刃火	⿱⿲氵圭刃廾／〇／〇	三俗潔字	
F12410	S15405	K0503443	K05034430	Tb040430	法上	水	v5#41	涔	〇	音岑(L)　水名　フシツケ(HHH"H)　タマリ水　アト　カサナル　又子⿸广軍反	
F12411	S15406	K0503451	K05034511	Tb040511	法上	水	v5#41	涔／拵	〇／〇	フシツケ(HHH"@)	
F12412	S15408	K0503452	K05034520	Tb040520	法上	水	v5#41	灓	〇	音欒　ヒタス　コユ	
F12413	S15409	K0503453	K05034530	Tb040530	法上	水	v5#41	灣	〇	セヽラク　フカシ　ミトリ　ナミ　水ノホトリ(@@LHL)　サヤカニ(LH@@)　ミナアヒ(HH@@、ナ-ツ)	
F12414	S15410	K0503461	K05034610	Tb040610	法上	水	v5#41	澨	〇	時制反　水涯	
F12415	S15411	K0503462	K05034620	Tb040620	法上	水	v5#41	涇	〇	音經　ニコル　キニシカヽル　ウラム　キヨシ　スム　ワタル	
F12416	S15412	K0503464	K05034640	Tb040640	法上	水	v5#41	洷	〇	俗凸　浮　徒結反	
F12417	S15413	K0503471	K05034710	Tb040710	法上	水	v5#41	津	〇	將鄰(L)反　ツ　ワタル　ウルホス(LL@@、ホ-フ)	
F12418	S15414	K0503472	K05034720	Tb040720	法上	水	v5#41	𣸁	〇	正	
F12419	S15415	K0503473	K05034730	Tb040730	法上	水	v5#41	潷	〇	音筆　去水	
F12420	S15416	K0503474	K05034740	Tb040740	法上	水	v5#41	𣴡	⿰氵⿱日匕	或	
F12421	S15417	K0503481	K05034811	Tb040811	法上	水	v5#41	泭／𣻜	〇／〇	浮上(音)　筏	
F12422	S15419	K0503482	K05034821	Tb040821	法上	水	v5#41	淜／𣳷	〇／〇	音憑　元(无)舟渡河	
F12423	S15421	K0503483	K05034830	Tb040830	法上	水	v5#41	注	〇	音鑄　ソヽク(HHL)　トヽム　モチヰル(LHH@)　ヤハクス(LHL@)　ツク(LL)〈着〉　イル(HL)〈入〉　ソシル　ナスラク　カヽル　オフ　和シユ(LL)　チユ(LL)	
F12424	S15422	K0503511	K05035111	Tb041111	法上	水	v5#41	灌／注	〇／〇	ソヽク-キ　ソヽク　呉趣　丁隻　和チウ	
F12425	S15423	K0503512	K05035120	Tb041120	法上	水	v5#41	滃	〇	烏孔反　大	
F12426	S15424	K0503513	K05035130	Tb041130	法上	水	v5#41	瀑	〇	蒲報反　日出而雨也　清也　深也　疾雨也　疾風也　和ホウ　ハヤシ	
F12427	S15425	K05035211	K05035211	Tb041211	法上	水	v5#41	𤄗	〇	正	
F12428	S15426	K05035212	K05035212	Tb041212	法上	水	v5#41	⿰氵⿱⿱日共欠十	〇	今	
F12429	S15427	K0503522	K05035220	Tb041220	法上	水	v5#41	涿	〇	音卓　又丁木反　下流	
F12430	S15428	K0503523	K05035230	Tb041230	法上	水	v5#41	㴚	〇	タムロ(LLL)	
F12431	S15429	K05035241	K05035241	Tb041241	法上	水	v5#41	涿	𣵠	正	
F12432	S15430	K05035242	K05035242	Tb041242	法上	水	v5#41	湪	〇	俗	
F12433	S15431	K0503531	K05035310	Tb041310	法上	水	v5#41	瀧	〇	音籠　沾漬　又所江反　州名　呂江反　雨声　又力弓反	
F12434	S15432	K05035331	K05035331	Tb041331	法上	水	v5#41	瀧	⿰氵⿰音尤	或　タキ(HH)	
F12435	S15433	K05035332	K05035332	Tb041332	法上	水	v5#41	瀧	〇	今	
F12436	S15434	K0503534	K05035340	Tb041340	法上	水	v5#41	渿	〇	音柰　沛ー水波	
F12437	S15435	K0503541	K05035411	Tb041411	法上	水	v5#41	㴎／⿰氵⿳上八小	〇／〇	俗泰字	
F12438	S15437	K0503542	K05035420	Tb041420	法上	水	v5#41	漊	〇	力于反　雨　又樓音	
F12439	S15438	K05035431	K05035431	Tb041431	法上	水	v5#41	漊	〇	俗	
F12440	S15439	K05035432	K05035432	Tb041432	法上	水	v5#41	漊	⿰氵𡞔	正	
F12441	S15440	K0503544	K05035440	Tb041440	法上	水	v5#41	渟	〇	音亭(L)　トヽム(HH"@)　オチヰル　ツヽフ(LL"H)　タマル　シツマル	
F12442	S15441	K0503551	K05035510	Tb041510	法上	水	v5#41	𧋊	〇	音沙	
F12443	S15442	K0503552	K05035520	Tb041520	法上	水	v5#41	⿰氵忩	〇	慈捴二音	
F12444	S15443	K0503553	K05035530	Tb041530	法上	水	v5#41	灑	〇	所蟹反　ソヽク　サテ　トヽコホル　アマネシ　ワカツ　ハラフ　ヒタス　ハフル　コマカナリ　和シヤ(LH)	
F12445	S15444	K0503561	K05035610	Tb041610	法上	水	v5#41	灑	■	俗　所所倚所奇無反　又音離	
F12446	S15445	K0503562	K05035620	Tb041620	法上	水	v5#41	洒	〇	俗　音シ	
F12447	S15446	K0503563	K05035631	Tb041631	法上	水	v5#41	汎／灑	〇／〇	ハムサトソヽキテ	
F12448	S15448	K0503564	K05035640	Tb041640	法上	水	v5#41	𦀟	〇	俗𣘡字　蘇禾反	
F12449	S15449	K0503571	K05035710	Tb041710	法上	水	v5#41	滈	〇	音㬶　久雨也　洗也	
F12450	S15450	K0503572	K05035720	Tb041720	法上	水	v5#41	滈	〇	正	
F12451	S15451	K05035731	K05035731	Tb041731	法上	水	v5#41	瀥	〇	許角反	
F12452	S15452	K05035732	K05035732	Tb041732	法上	水	v5#41	滈	〇	或	
F12453	S15453	K0503574	K05035741	Tb041741	法上	水	v5#41	⿰氵⿱高日／濠	〇／〇	戸刀反　壍	
F12454	S15455	K05035811	K05035811	Tb041811	法上	水	v5#41	濠	〇	正	
F12455	S15456	K05035812	K05035812	Tb041812	法上	水	v5#41	⿰氵⿱高豕	〇	俗	
F12456	S15457	K0503582	K05035821	Tb041821	法上	水	v5#41	⿰氵⿳&CDP-8C4D;石木／⿰氵橐	〇／〇	俗橐字　音託	
F12457	S15459	K0503583	K05035830	Tb041830	法上	水	v5#41	洅	〇	音再　祖罪反　雷震声	
F12458	S15460	K0503584	K05035840	Tb041840	法上	水	v5#41	洅	〇	俗	
F12459	S15461	K0503611	K05036110	Tb042110	法上	水	v5#41	𣿞	〇	音綏　ー微小雨	
F12460	S15462	K0503612	K05036120	Tb042120	法上	水	v5#41	浽	〇	正	
F12461	S15463	K0503613	K05036130	Tb042130	法上	水	v5#41	瀼	〇	如羊反　露濃也	
F12462	S15464	K0503614	K05036140	Tb042140	法上	水	v5#41	𤅭	〇	正	
F12463	S15465	K0503621	K05036211	Tb042211	法上	水	v5#41	⿱海衣／𣿞／滖	〇／〇／〇	三俗衰字	
F12464	S15468	K0503622	K05036220	Tb042220	法上	水	v5#41	漺	〇	初兩反　アラフ　キヨシ	
F12465	S15469	K0503623	K05036230	Tb042230	法上	水	v5#41	⿰氵𠁊	〇	俗	
F12466	S15470	K0503624	K05036240	Tb042240	法上	水	v5#41	溗	〇	音乘　水不流	
F12467	S15471	K0503631	K05036310	Tb042310	法上	水	v5#41	𣽘	〇	正	
F12468	S15472	K0503632	K05036320	Tb042320	法上	水	v5#41	涶	〇	ホトリ	
F12469	S15473	K0503633	K05036330	Tb042330	法上	水	v5#41	濃	〇	多　コマヤカナリ　コマカニ(LH@@)　コシ　アツシ　アマシ　音醲(L)　地ヨウ〈本マヽ　ノウ歟〉	
F12470	S15474	K0503641	K05036410	Tb042410	法上	水	v5#41	𤅛	〇	正	
F12471	S15475	K0503642	K05036420	Tb042420	法上	水	v5#41	⿰氵⿱曲𠨾	〇	未詳	
F12472	S15476	K0503643	K05036430	Tb042430	法上	水	v5#41	泐	〇	音勒	
F12473	S15477	K0503644	K05036440	Tb042440	法上	水	v5#41	㶁	■	古麦反　水裂去也	
F12474	S15478	K0503651	K05036511	Tb042511	法上	水	v5#41	𤂆／㶁	〇／■	或	
F12475	S15480	K0503652	K05036520	Tb042520	法上	水	v5#41	瀱	〇	音罽　泉出皃	
F12476	S15481	K0503653	K05036531	Tb042531	法上	水	v5#41	瀱／𦌧	〇／⿰氵⿱⺲剡	俗	
F12477	S15483	K0503654	K05036540	Tb042540	法上	水	v5#41	漮	〇	音康　水虚	
F12478	S15484	K0503661	K05036610	Tb042610	法上	水	v5#41	⿰氵𥹺	〇	正	
F12479	S15485	K0503662	K05036620	Tb042620	法上	水	v5#41	瀵	〇	音奮	
F12480	S15486	K0503663	K05036630	Tb042630	法上	水	v5#41	𤄪	〇	正	
