#	HDIC Project
#	Integrated Database of Hanzi Dictionaries in Early Japan
#
#	SYP: Songben Yupian 宋本玉篇 database
#
#	Version: 1.1.3
#	Date: 20 October 2015
#	Last update : 12 January 2020
#
#	Copyright (c) 2014-2019 HDIC project, IKEDA Shoju (Chair)
#	LI Yuan (Person in Charge)
#	Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: hdic_info@let.hokudai.ac.jp
#
#	Feel free to copy and distribute.
#	Send bug reports and feature requests via email.
#
#	TSV Format information:
#
#	SYID	: Book, leaf, recto-verso, line and number (Zecuntang edition)
#	SY_vol_radical	: Volume and radical number
#	SY_radical	: Radical of Chinese character
#	Entry		: Headword
#	Entry_original	: Original headword (option)
#	SY_def		: Definition of pronunciation, meaning and variant(s)
#	Zang_page	: Zhong gu Han zi liu bian
#	KSY_diff	: Differences of SYID with Kunaicho Shoryobu edition
#	SY_remarks	: Editor's notes
#
#   References:
#
#   臧克和著, 中古漢字流變, 華東師範大學出版社, 2008. Zang Kehe, Zhong gu Han zi liu bian, Shanghai : Hua dong shi fan da xue chu ban she, 2008.
#
#   Primary Sources:
#
#       宮内廳書陵部藏本(南宋版)：大廣益會玉篇 (box 515, no.106, photographic images).
#       澤存堂本：〔梁〕顧野王著, 大廣益會玉篇, 北京：中華書局, 1987.
#
#	This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
SYID	SY_vol_radical	SY_radical	Entry	Entry_original	SY_def	Zang_page	KSY_diff	SY_remarks
b070a051	v18#283	舟	艐		祖公切。船著不行也。又音届。至也。	1449		
b070a052	v18#283	舟	艆		魯堂切。海船也。	1450		
b070a053	v18#283	舟	𦨴		徒紅切。𦨴船。	1450		
b070a054	v18#283	舟	艚		昨糟切。小船也。	1450		
b070a055	v18#283	舟	𦪋		思由切。進也。	1450		
b070a061	v18#283	舟	艫		力胡切。在船後。	1450		
b070a062	v18#283	舟	䑳		音淪。輪船也。	1450		
b070a063	v18#283	舟	𦪕		音遼。船也。	1450		
b070a064	v18#283	舟	䑼		音鄒。船也。	1450		
b070a065	v18#283	舟	䑹		蘇刀切。船緫也。亦作艘。	1450		
b070a066	v18#283	舟	䑻		以周切。	1450		
b070a071	v18#283	舟	𦪽		音籠。	1451		
b070a072	v18#283	舟	艭		所江切。舽艭。	1451		
b070a073	v18#283	舟	𦨼		五姑切。船名。	1451		
b070a074	v18#283	舟	𦩴		音獃。船也。	1451		
b070a075	v18#283	舟	𦪖		甫元切。舟飾也。	1451		
b070a076	v18#283	舟	䑯		徒禮切。船也。	1451		
b070a077	v18#283	舟	䑠		力鳥切。小船也。	1451		
b070a078	v18#283	舟	艁		徂浩切。天子船曰艁。	1451		
b070a081	v18#283	舟	艤		魚倚切。整舟向岸。	1451		
b070a082	v18#283	舟	艣		音魯。所以進船。	1451		
b070a083	v18#283	舟	𦩝		韋貴切。運船也。	1451		
b070a084	v18#283	舟	舵		徒荷切。正船木。	1451		
b070a085	v18#283	舟	𦨶		直荏切。天子稱。	1451		
b070a086	v18#283	舟	𦨐		音大。	1452		
b070a091	v18#283	舟	𦪊		七例切。	1452		
b070a092	v18#283	舟	舫		府望切。並兩船。	1452		
b070a093	v18#283	舟	䑤		巨禁切。船。	1452		
b070a094	v18#283	舟	𦨽		同上。	1452		
b070a095	v18#283	舟	艜		丁大切。艇船。	1452		
b070a096	v18#283	舟	䒇		音富。	1452		
b070a097	v18#283	舟	𦩵		居念切。舟。	1452		
b070a098	v18#283	舟	䑲		直孝切。䑲船。	1452		
b070a101	v18#283	舟	𦩠		音星。船也。	1452		
b070a102	v18#283	舟	𦩋		音敗。軴船。	1453		
b070a103	v18#283	舟	䑶		七見切。輕船。	1453		
b070a104	v18#283	舟	𦩟		房六切。舟。	1453		
b070a105	v18#283	舟	𦨏		音仡。船行。	1453		
b070a106	v18#283	舟	䒆		色列切。舟也。	1453		
b070a107	v18#283	舟	𦪿		音習。以竹葉𦪿船也。	1453		
b070a108	v18#283	舟	舳		音逐。	1453		
b070b011	v18#283	舟	𦨉		五忽切。船不安。	1453		
b070b012	v18#283	舟	𦨡		扶勿切。大船也。	1453		
b070b013	v18#283	舟	𦨯		音活。舟行。	1453		
b070b014	v18#283	舟	䑪		五合切。船動皃。	1454		
b070b015	v18#283	舟	𦩌		蘇叶切。舟行。	1454		
b070b016	v18#283	舟	𦨈		（二同。音伏。）	1454		
b070b017	v18#283	舟	𦨕		二同。音伏。	1454		
b070b018	v18#283	舟	𦨎		吐盍切。	1454		
b070b021	v18#283	舟	䑢		五忽切。播舟。	1454		
b070b022	v18#283	舟	䑽		音榻。大船。	1454		
b070b023	v18#283	舟	艧		烏縛切。船。	1455		
b070b024	v18#283	舟	䒁		音習。子船。	1455		
b070b025	v18#283	舟	𦨙		音日。舟飾。	1455		
b070b026	v18#283	舟	𦩧		音岌。船行。	1455		
b070b027	v18#283	舟	舠		丁勞切。小船。	1455		
b070b028	v18#283	舟	𦩽		尺久切。船名。	1455		
b070b031	v18#283	舟	艦		音檻。版屋舟。	1455		
b070b041	v18#284	方	方		甫芒切。法術也。《說文》云：併船也。	1456		
b070b042	v18#284	方	汸		同上。	1456		
b070b043	v18#284	方	斻		何唐切。方舟也。	1456		
b070b044	v18#284	方	万		俗萬字。十千也。	1457		
b070b071	v19#285	水	水		尸癸切。流津也。《禮記》曰：水曰清滌。《儀禮》：所謂玄酒也。	1458		
b070b072	v19#285	水	汃		彼銀切。西方極遠之國名。《爾雅》云：西至於汃國。	1458		
b070b081	v19#285	水	河		戶柯切。河出崐崘山。	1459		
b070b082	v19#285	水	涪		扶鳩切。水出徼外南入漢。又縣名。	1459		
b070b083	v19#285	水	潼		大紅切。潼水出廣漢、梓橦北界、南入墊江。	1459		
b070b091	v19#285	水	渽		子來切。渽水。出蜀郡。	1459		
b070b092	v19#285	水	江		古雙切。《山海經》云：水出㟭山。	1459		
b070b093	v19#285	水	沱		達何切。江別流也。又滂沱。	1459		
b070b094	v19#285	水	沲		同上、俗。	1459		
b070b095	v19#285	水	池		除知切。渟水。又差池也。	1459		
b070b101	v19#285	水	湔		子田切。水名、出玉壘山。又浣也。又子賤切。水湔也。	1459		
b070b102	v19#285	水	浙		之列切。發源東陽至錢塘入海。	1459		
b070b103	v19#285	水	沫		亡活莫蓋二切。水名。又水浮沫也。	1460		
b071a011	v19#285	水	溫	温	於䰟切。水名。又顏色和也、漸熱也、善也。	1460		
b071a012	v19#285	水	灊		似林切。水出也、郡宕渠。又昨鹽切。	1460		
b071a013	v19#285	水	滇		丁田切。滇池。又徒年他見二切。	1460		
b071a021	v19#285	水	淹		於炎切。水出越巂徼外、東南入若水。又久也、漬也。	1460		
b071a022	v19#285	水	沮		七餘切。水名、出房陵。又才與子預二切。	1460		
b071a023	v19#285	水	涂		達胡切。涂水。出益州。又涂涂露厚皃。	1460		
b071a031	v19#285	水	沅		牛袁切。水。出蜀郡。	1460		
b071a032	v19#285	水	瀏		力周切。深皃也。	1461		
b071a033	v19#285	水	濊		呼活切。水聲。又於衛於外二切。多水皃。	1461		
b071a034	v19#285	水	汪		烏光切。水深廣也。	1461		
b071a041	v19#285	水	漻		胡巧力彫二切。浩漻水清。	1461		
b071a042	v19#285	水	泚		且禮切。清也。	1461		
b071a043	v19#285	水	況		吁放切。寒水也。	1461		
b071a044	v19#285	水	渢		扶弓切。水聲。	1461		
b071a045	v19#285	水	汎		同上。《說文》曰：浮皃。今爲汎濫字。孚梵切。	1461		
b071a051	v19#285	水	沄		有軍切。轉流也。	1462		
b071a052	v19#285	水	沖		除隆切。沖虛也。	1462		
b071a053	v19#285	水	浩		胡道切。浩浩水盛也、大也。	1462		
b071a054	v19#285	水	沆		何黨切。漭沆廣皃。	1462		
b071a055	v19#285	水	泬		古穴呼決二切。泬寥天氣清。	1462		
b071a061	v19#285	水	濞		普秘切。水暴至聲。	1462		
b071a062	v19#285	水	潝		虛及於夾二切。水疾聲。	1462		
b071a063	v19#285	水	瀺		仕減切。瀺灂水聲。	1462		
b071a064	v19#285	水	灂		仕角切。瀺灂。	1462		
b071a065	v19#285	水	潐		子召切。水盡也。	1462		
b071a071	v19#285	水	滕		大登切。《詩》曰：百川沸滕。水上涌也。	1463		
b071a072	v19#285	水	瀾		力安切。大波曰瀾。	1463		
b071a073	v19#285	水	灡		力旦切。潘也。亦同上。	1463		
b071a074	v19#285	水	澐		禹軍切。《說文》曰：江水大波謂之澐。	1463		
b071a081	v19#285	水	漣		力纏切。《詩》曰：泣涕漣漣。淚下皃。	1463		
b071a082	v19#285	水	淪		力均切。沒也。	1463		
b071a083	v19#285	水	潏		古穴切。水流皃。又潏水。在京兆。又音聿。	1463		
b071a084	v19#285	水	泓		於紘切。水深也。	1463		
b071a091	v19#285	水	洸		古皇切。水皃。	1463		
b071a092	v19#285	水	淙		在宗切。《說文》：水聲也。	1464		
b071a093	v19#285	水	波		博何切。水起大波爲瀾、小波爲淪。	1464		
b071a094	v19#285	水	漂		芳妙切。流也、浮也。	1464		
b071a095	v19#285	水	浮		扶尤切。水上曰浮。	1464		
b071a101	v19#285	水	氾		孚劒切。普博也、氾濫也。亦作泛。又扶嚴切。	1464		
b071a102	v19#285	水	汜		詳子切。水名。	1464		
b071a103	v19#285	水	湋		音韋。水名。	1464		
b071a104	v19#285	水	潿		音韋。濁不流皃。	1464		
b071a105	v19#285	水	測		楚力切。測度也、廣深曰測。	1465		
b071b011	v19#285	水	洞		達貢徒董二切。疾流皃。又深遠也。	1465		
b071b012	v19#285	水	激		公的切。感激也。《說文》曰：水礙衺疾波也。	1465		
b071b013	v19#285	水	𤃳		孚袁切。大波也。	1465		
b071b014	v19#285	水	洶		許拱切。涌也。	1465		
b071b021	v19#285	水	涌		俞種切。水滕波。	1465		
b071b022	v19#285	水	湧		同上。	1465		
b071b023	v19#285	水	洌		力折切。水清也。《易》曰：井洌寒泉。	1465		
b071b024	v19#285	水	湁		丑入切。《上林賦》云：湁潗鼎沸。鼎沸謂水微轉細涌也。	1465		
b071b025	v19#285	水	涳		口江口東二切。直流也。又女江切。姓也。	1466		
b071b031	v19#285	水	溶		俞種切。水皃。《楚辭》：須溶溢而滔蕩。又音容。	1466		
b071b032	v19#285	水	渾		後昆後袞二切。水濆涌之聲也。	1466		
b071b033	v19#285	水	淑		時六切。《說文》曰：清湛也。	1466		
b071b041	v19#285	水	澂		直陵切。《說文》曰：清也。	1466		
b071b042	v19#285	水	瀓		同上。	1466		
b071b043	v19#285	水	澄		同上。	1466		
b071b044	v19#285	水	淸		且盈切。澄也、潔也。	1466		
b071b045	v19#285	水	湜		視力切。水清也。《詩》曰：湜湜其止。	1466		
b071b046	v19#285	水	㵓		同上。	1466		
b071b047	v19#285	水	潣		莫殞切。《說文》曰：水流浼浼皃。亦音浼。	1466		
b071b051	v19#285	水	滲		色蔭切。滲漉也。	1466		
b071b052	v19#285	水	溷		胡困切。濁也。《楚辭》云：丗溷濁而不分兮。溷亂也。	1466		
b071b053	v19#285	水	淈		古沒切。《說文》曰：濁也。一曰滒泥。一曰水出皃。亦汩字。	1467		
b071b061	v19#285	水	淵		烏玄切。水停。又深也。	1467		
b071b062	v19#285	水	囦		古文。	1467		
b071b063	v19#285	水	㳬		似沿切。回泉也。	1467		
b071b064	v19#285	水	漼		青罪切。深皃。	1467		
b071b065	v19#285	水	㵏		同上。	1467		
b071b066	v19#285	水	瀰		莫爾奴禮二切。深也、盛也。	1467		
b071b071	v19#285	水	𣴱		亡爾切。亦瀰字。	1467		
b071b072	v19#285	水	潯		寺林切。旁深也。	1467		
b071b073	v19#285	水	澹		達濫餘贍二切。水動皃。	1468		
b071b074	v19#285	水	泙		白明切。谷名。	1468		
b071b075	v19#285	水	泏		知律切。水出皃。	1468		
b071b076	v19#285	水	瀳		才寸在見二切。水至也。	1468		
b071b081	v19#285	水	洊		同上。又仍也。	1468		
b071b082	v19#285	水	潪		直赤直謫二切。土得水也。	1468		
b071b083	v19#285	水	𤁰		同上。見《說文》。	1468		
b071b084	v19#285	水	滿		莫卵切。實也、盈也、溢也。	1468		
b071b085	v19#285	水	滑		戶八切。滑利也。又古忽切。滑稽也。	1468		
b071b091	v19#285	水	濇		所力切。不滑也。	1468		
b071b092	v19#285	水	泆		余質切。《說文》曰：水所蕩泆也。	1468		
b071b093	v19#285	水	澤		直格切。水停曰澤。又光潤也。	1469		
b071b094	v19#285	水	淫		余箴切。浸淫潤也。又久雨曰淫。	1469		
b071b101	v19#285	水	溽		如屬切。溼暑也。	1469		
b071b102	v19#285	水	瀸		作廉切。漬也。	1469		
b071b103	v19#285	水	潰		胡對切。亂也。	1469		
b071b104	v19#285	水	淺		七演切。水淺也。又則前切。水流也。	1469		
b071b105	v19#285	水	沴		閭計切。相傷爲之沴。又水不利也。	1469		
b072a011	v19#285	水	沵		同上、俗。	1469		
b072a012	v19#285	水	渻		所景切。減也。一曰水門名。	1470		
b072a013	v19#285	水	淖		女教切。泥也。又溺也。	1470		
b072a014	v19#285	水	濢		且遂切。下溼也。又遵累切。汁漬也。	1470		
b072a021	v19#285	水	涅		奴結切。染也。又水中黑土。	1470		
b072a022	v19#285	水	滋		子怡切。水名。又長也、益也、液也。	1470		
b072a023	v19#285	水	𣴵		呼滑切。青黑皃。又大清也。今作㳷。	1470		
b072a024	v19#285	水	㳷		同上。	1470		
b072a025	v19#285	水	浥		於立切。溼潤也。《詩》曰：厭浥行露。	1470		
b072a031	v19#285	水	沙		所加切。《說文》曰：水𢿱石也。又素何切。	1470		
b072a032	v19#285	水	𣲓		《說文》：同上。	1470		
b072a033	v19#285	水	瀨		力大切。《說文》曰：水流沙上也。	1470		
b072a034	v19#285	水	汻		呼古切。水涯也。	1471		
b072a041	v19#285	水	滸		同上。	1471		
b072a042	v19#285	水	濆		扶文扶刎二切。湧泉也。	1471		
b072a043	v19#285	水	涘		事几切。水涯也。	1471		
b072a044	v19#285	水	氿		居洧切。仄出曰氿泉。	1471		
b072a045	v19#285	水	潨		在公在宗二切。水會也。《說文》云：小水入大水也。	1471		
b072a051	v19#285	水	沼		支紹切。池沼也。	1471		
b072a052	v19#285	水	漘		視均切。河涯也。	1471		
b072a053	v19#285	水	浦		配戶切。水源枝注江海邊曰浦。	1471		
b072a054	v19#285	水	沚		之以切。小渚也。亦作洔。	1471		
b072a055	v19#285	水	洔		上同。《說文》曰：水暫益且止未減也。	1471		
b072a061	v19#285	水	湀		口決口攜二切。湀閒流泉。	1472		
b072a062	v19#285	水	沸		方味切。泉涌出皃。	1472		
b072a063	v19#285	水	㵒		同上。	1472		
b072a064	v19#285	水	派		普賣切。別水名。	1472		
b072a065	v19#285	水	濘		奴定切。泥也。	1472		
b072a071	v19#285	水	漥		烏華切。牛蹄跡水也。亦窊字同。	1472		
b072a072	v19#285	水	洼		同上。又烏佳切。汙也。	1472		
b072a073	v19#285	水	滎		胡坰烏迥二切。絕小水也。	1472		
b072a074	v19#285	水	瀅		同上。	1472		
b072a075	v19#285	水	潢		後光切。潢汙也。《說文》曰：積水池也。又胡曠切。染潢也。	1472		
b072a081	v19#285	水	湖		戶徒切。大陂也。	1473		
b072a082	v19#285	水	汥		巨知之移二切。水流。	1473		
b072a083	v19#285	水	湄		莫悲切。《爾雅》曰：水草交曰湄。	1473		
b072a084	v19#285	水	𤃱		同上。	1473		
b072a085	v19#285	水	洫		呼域切。廣八尺曰洫。	1473		
b072a091	v19#285	水	溝		古侯切。廣四尺深四尺曰溝。	1473		
b072a092	v19#285	水	渠		強魚切。溝渠。	1473		
b072a093	v19#285	水	瀆		徒鹿切。《爾雅》云：水注澮瀆。又江河淮濟爲四瀆。	1473		
b072a094	v19#285	水	瀶		力金切。寒也。	1473		
b072a101	v19#285	水	洐		胡庚切。溝水也。	1473		
b072a102	v19#285	水	㵎		古鴈切。㵎水。出弘農。又山夾水曰㵎。	1474		
b072a103	v19#285	水	汕		所諫切。《說文》曰：魚游水皃。	1474		
b072a104	v19#285	水	澳		於六切。隈也。又於報切。	1474		
b072a105	v19#285	水	澩		胡角呼篤二切。《爾雅》云：夏有水冬無水曰澩。	1474		
b072b011	v19#285	水	㶅		同上。	1474		
b072b012	v19#285	水	𤅽		他丹切。水𤅽也。又呼旦切。	1474		
b072b013	v19#285	水	灘		同上。	1474		
b072b014	v19#285	水	決		公穴切。判也。又呼抉切。	1474		
b072b015	v19#285	水	灓		力桓切。沃也、清也。	1474		
b072b021	v19#285	水	滴		都歷切。水滴也。	1474		
b072b022	v19#285	水	𤁷		同上。	1474		
b072b023	v19#285	水	㳻		七故切。所以壅水。	1474		
b072b024	v19#285	水	澨		視裔切。水名。又水邊地也、涯也。	1475		
b072b025	v19#285	水	注		之㭲徵孺二切。灌也、寫也。	1475		
b072b031	v19#285	水	𣵽		於酷切。溉灌也、柔也、潰也。	1475		
b072b032	v19#285	水	沃		同上。	1475		
b072b033	v19#285	水	津		子鄰切。潤也、梁也。又水渡也。古作𦪉字。	1475		
b072b034	v19#285	水	𣸁		同上。出《說文》。	1475		
b072b035	v19#285	水	㶇		胡觥切。方舟謂之㶇航也。《說文》曰：小津也。一曰以船渡也。	1475		
b072b041	v19#285	水	渡		徒故切。《說文》曰：濟也。《廣雅》：去也、過也。	1475		
b072b042	v19#285	水	淜		備矜切。徒涉曰淜。今馮字。	1475		
b072b043	v19#285	水	沿		余穿切。從流而下也。亦作㳂。	1476		
b072b051	v19#285	水	泝		蘇故切。逆流而上也。或作遡。	1476		
b072b052	v19#285	水	洄		胡雷切。逆流曰泝洄。	1476		
b072b053	v19#285	水	泳		爲命切。潛行爲泳。	1476		
b072b054	v19#285	水	潛		慈廉切。水名。又水中行也、藏也。	1476		
b072b055	v19#285	水	淦		古南切。《說文》曰：水入船中。又泥也、淺也。古暗切。新淦縣名。	1476		
b072b061	v19#285	水	泛		孚劒切。流皃。	1476		
b072b062	v19#285	水	汓		似流余周二切。從也、人浮水上也。	1477		
b072b063	v19#285	水	泅		同上。	1477		
b072b064	v19#285	水	游		以周切。浮也、旌旗之游也。	1477		
b072b071	v19#285	水	湊		青豆切。聚也、競進也。	1477		
b072b072	v19#285	水	砅		理罽切。水深至心曰砅。今作厲。	1477		
b072b073	v19#285	水	濿		同上。	1477		
b072b074	v19#285	水	淒		且溪切。寒風雨極也。	1477		
b072b075	v19#285	水	湛		直斬切。水皃。又沒也。又直林切。	1478		
b072b081	v19#285	水	㴴		古文。	1478		
b072b082	v19#285	水	湮		於神切。沒也、落也。	1478		
b072b083	v19#285	水	㲻		奴的切。孔子曰：君子㲻於日、小人㲻於水。今作溺。	1478		
b072b084	v19#285	水	没		莫突切。溺也。	1478		
b072b085	v19#285	水	濩		胡郭切。煑也。	1479		
b072b091	v19#285	水	滃		於孔切。滃鬱川谷吐氣皃。	1479		
b072b092	v19#285	水	渨		於回切。水澳曲也、沒也。或作隈。	1479		
b072b093	v19#285	水	泱		於黨於良二切。水深廣皃。又弘大聲。	1479		
b072b094	v19#285	水	澍		之樹切。時雨澍生萬物。	1479		
b072b101	v19#285	水	溟		莫經切。溟濛小雨。《莊子》云：溟者天也。	1480		
b072b102	v19#285	水	𣽤		所革切。細雨落。	1480		
b072b103	v19#285	水	澬		字私子私二切。涔澬。又雨。又水名。	1480		
b072b104	v19#285	水	瀑		蒲到切。疾風也、沫也。	1480		
b073a011	v19#285	水	湒		子立切。雨下也、沸也。	1480		
b073a012	v19#285	水	潦		郎道切。雨水盛也。亦作澇。又盧皓切。	1480		
b073a013	v19#285	水	涿		豬角切。涿鹿縣名。亦作𣄻。	1481		
b073a014	v19#285	水	瀧		力公切。《方言》：瀧涿謂之沾漬。又音雙。	1481		
b073a021	v19#285	水	渿		奴太切。渿沛水波皃。又水聲。	1481		
b073a022	v19#285	水	漊		力主切。雨漊漊也。又飲酒不醉。	1481		
b073a023	v19#285	水	溦		亡非切。小雨也。又亡悲切。	1481		
b073a024	v19#285	水	浞		仕角切。浞潰也。	1481		
b073a031	v19#285	水	浽		先悲切。小雨也。又奴罪切。	1482		
b073a032	v19#285	水	滖		先悲切。同上。	1482		
b073a033	v19#285	水	濛		莫公莫孔二切。微雨皃。	1482		
b073a034	v19#285	水	沈		直林切。沒也、濁也、止也。又式枕切。姓也。	1482		
b073a035	v19#285	水	沉		同上、俗。	1482		
b073a041	v19#285	水	淊		胡感切。淊泥也。	1482		
b073a042	v19#285	水	洅		子罪切。雷聲震。	1482		
b073a043	v19#285	水	𣹢		戶男切。水澤多也。或作涵。	1483		
b073a044	v19#285	水	涵		同上。又下啗切。沒也。	1483		
b073a045	v19#285	水	𣹤		如庶切。漸溼也。	1483		
b073a046	v19#285	水	洳		同上。	1483		
b073a047	v19#285	水	㴶		口角公渥二切。霑也、漬也。	1483		
b073a051	v19#285	水	洽		胡夾切。合也、霑也。	1483		
b073a052	v19#285	水	瀁		余掌切。瀁瀁無涯際也。又古文漾。	1483		
b073a053	v19#285	水	湟		胡光切。水。出金城臨羌縣。	1483		
b073a054	v19#285	水	汾		扶云切。汾水。出太原。	1483		
b073a061	v19#285	水	漢		呼岸切。《漢書》云：漢水。出漢陽縣東。《傳》曰：天河也。	1484		
b073a062	v19#285	水	㵄		古文。	1484		
b073a063	v19#285	水	汧		苦田切。汧水。出扶風汧縣、西北入渭。又水不流皃。又水決入澤也。	1484		
b073a071	v19#285	水	浪		力唐切。滄浪水也。又力宕切。波浪也。	1484		
b073a072	v19#285	水	沔		彌善切。水。出武都沮縣、東南入江。	1484		
b073a073	v19#285	水	澇		力高切。水名。《廣雅》云：澇洗也。	1484		
b073a074	v19#285	水	漆		且栗切。《說文》曰：水。出右扶風杜陵岐山、東入渭。	1484		
b073a081	v19#285	水	𣴶		古文。	1484		
b073a082	v19#285	水	滻		所簡切。水出京兆。又出涕皃。	1484		
b073a083	v19#285	水	洛		力各切。水。出西山。東北注河也。	1484		
b073a084	v19#285	水	潩		夷記切。水。出河南至密縣。	1484		
b073a091	v19#285	水	汝		如與切。《山海經》：汝水。出天恩山。	1485		
b073a092	v19#285	水	潞		力故切。水。出上黨。	1485		
b073a093	v19#285	水	澮		古會切。澮水。出平陽絳縣西。《爾雅》云：水注溝曰澮。	1485		
b073a101	v19#285	水	洈		牛爲切。《漢書》：洈水。出高城縣。	1485		
b073a102	v19#285	水	沁		先林七鴆二切。《漢書》：沁水。出上黨穀遠縣。	1485		
b073a103	v19#285	水	沾		知廉切。益也。《說文》：他兼切。	1485		
b073a104	v19#285	水	漳		至裳切。水。出南郡臨沮縣。	1485		
b073b011	v19#285	水	淇		渠箕切。淇水。出林慮山。	1485		
b073b012	v19#285	水	蕩		達朗切。《漢書》：蕩水。出河內隂縣。又音湯。或作潒。又廣皃。	1485		
b073b013	v19#285	水	沇		惟沔切。水名。亦作渷。	1486		
b073b014	v19#285	水	泲		子禮切。水名。今作濟。	1486		
b073b021	v19#285	水	溠		側架千何二切。水名。又溠浙也。	1486		
b073b022	v19#285	水	洭		墟狂切。含洭縣、洭水所出。	1486		
b073b023	v19#285	水	潓		胡桂切。《說文》曰：潓水。出廬江、入淮。	1486		
b073b024	v19#285	水	㵋		莫解切。《漢書》云：㵋水。出豫章。	1486		
b073b031	v19#285	水	灌		古換切。灌水。出廬江。	1486		
b073b032	v19#285	水	漸		慈斂切。入也、進也。又子廉切。	1487		
b073b033	v19#285	水	泠		郎丁切。清也。	1487		
b073b034	v19#285	水	㵺		普計匹賣二切。《說文》曰：水在丹陽。	1487		
b073b041	v19#285	水	渒		同上。	1487		
b073b042	v19#285	水	𣹮		匹制切。水聲。	1487		
b073b043	v19#285	水	溧		理吉切。溧陽縣。又水名。	1487		
b073b044	v19#285	水	湞		音貞。湞陽縣。又水名。	1487		
b073b045	v19#285	水	溱		側銀切。水。出桂陽。	1487		
b073b051	v19#285	水	湘		思量切。水。出零陵。	1487		
b073b052	v19#285	水	溜		力救切。水。出鬱林。	1487		
b073b053	v19#285	水	汨		莫歷切。《說文》曰：長沙汨羅淵也、屈平所沈之水。	1487		
b073b054	v19#285	水	漞		同上。	1487		
b073b055	v19#285	水	深		式針切。水名。又邃也、遠也。又式鴆切。	1488		
b073b061	v19#285	水	潭		徒耽切。水。出武陵。	1488		
b073b062	v19#285	水	油		以周切。水名。又麻子汁也。	1488		
b073b063	v19#285	水	瀷		余力昌力二切。水。出河南密縣。	1488		
b073b064	v19#285	水	潕		無斧切。水。出南陽。	1488		
b073b071	v19#285	水	㵲		同上。	1488		
b073b072	v19#285	水	滶		牛刀切。水。出南陽。	1488		
b073b073	v19#285	水	瀙		且進切。水。出南陽無隂。	1488		
b073b074	v19#285	水	滍		直里切。水。出魯陽縣。	1488		
b073b075	v19#285	水	淮		胡乖切。水。出桐柏山。	1488		
b073b076	v19#285	水	濯		直角切。澣濯。	1489		
b073b081	v19#285	水	灃		孚雄切。水。出右扶風。	1489		
b073b082	v19#285	水	澧		力邸切。水。出衡山。	1489		
b073b083	v19#285	水	溳		于墳切。水。出蔡陽縣。	1489		
b073b084	v19#285	水	澺		於力切。水。出汝南。	1489		
b073b085	v19#285	水	𣳦		思計切。水。出新郪縣。	1489		
b073b091	v19#285	水	潁		餘頃切。水。出陽城縣。	1489		
b073b092	v19#285	水	潧		側銀切。水。出鄭國。亦作溱。	1489		
b073b093	v19#285	水	洧		爲軌切。水。出陽城山。	1489		
b073b094	v19#285	水	㶏		於謹切。水。出少室山。	1490		
b073b095	v19#285	水	濄		古訛切。水。出扶溝縣。	1490		
b073b101	v19#285	水	泄	𣳘	弋逝切。水名。在九江。又思列切。漏也。	1490		
b073b102	v19#285	水	洩		同上。	1490		
b073b103	v19#285	水	汴		皮戀切。水名。	1490		
b073b104	v19#285	水	汳		芳萬切。水。出浚儀縣北。《說文》：音卞。	1490		
b073b105	v19#285	水	淩		力徵切。水。出臨淮。	1490		
b074a011	v19#285	水	濼		力谷力各二切。水。在濟南。又音粕。陂濼也。	1490		
b074a012	v19#285	水	濮		補祿切。水。出東郡。	1490		
b074a013	v19#285	水	渮		古河切。河澤水。在山陽湖陵南。	1490		
b074a014	v19#285	水	漷		枯鑊切。水。出合郷縣。	1491		
b074a021	v19#285	水	淨		仕耕切。魯北城門池也。又求性切。	1491		
b074a022	v19#285	水	漯		通合切。水。在東郡東武陽。《說文》：亦作濕。	1491		
b074a023	v19#285	水	洹		胡端切。水。出汲郡隆慮縣。	1491		
b074a024	v19#285	水	汍		同上。	1491		
b074a031	v19#285	水	泡		普交薄交二切。水。出山陽。又流皃。	1491		
b074a032	v19#285	水	泗		思至切。水名。又涕泗也。	1491		
b074a033	v19#285	水	灉		紆用切。《爾雅》：水自河出爲灉。又音雝。	1491		
b074a034	v19#285	水	㴩		（並同上。）	1491		
b074a035	v19#285	水	澭		並同上。	1491		
b074a036	v19#285	水	澶		視然切。澶淵。在頓丘縣南。	1491		
b074a041	v19#285	水	沭		時聿切。今海州沭陽縣。	1492		
b074a042	v19#285	水	洙		時俱切。洙水。出泰山。	1492		
b074a043	v19#285	水	沂		魚衣切。水。出泰山琅邪縣。	1492		
b074a044	v19#285	水	洋		以涼切。水。出崑崙山北。又音祥。	1492		
b074a051	v19#285	水	濁		直角切。水。出齊郡廣縣。又不清也。	1492		
b074a052	v19#285	水	漑		柯賚切。水。出東海桑瀆覆甑山。又灌注也。	1492		
b074a053	v19#285	水	㶟		力追切。水。出鴈門。	1492		
b074a061	v19#285	水	沶		亦之切。水名。	1492		
b074a062	v19#285	水	浯		午都切。浯水。出琅邪縣。	1492		
b074a063	v19#285	水	湡		魚俱切。水。出襄國縣東。今作虞。	1492		
b074a064	v19#285	水	治		除之除冀二切。水。出曲城縣陽曲山。又修治也。	1493		
b074a071	v19#285	水	汶		亡運切。水。出朱虛山東。	1493		
