#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   TSJ: Tenjibon Shinsen Jikyo database -- Wakun (Japanese readings)
#
#   Tenjibon Shinsen Jikyo 新撰字鏡, Tenji copy 天治本.
#   A complete manuscript of 1124 is held by the Imperial Household Archives.
#   Buddhist monk Shoju 昌住, c. 898-901.
#   A Hanzi (Chinese character) dictionary.
#
#   TSJ_wakun.tsv
#   Version: 1.1.5
#   Date published: January 17, 2026
#   Last modified: June 25, 2026
#
#   Copyright (c) 2018-2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#   License: Creative Commons Attribution-ShareAlike 4.0 International (CC BY-SA 4.0)
#
#   Column Definitions:
# 1. tsj_id: Location in the Tenji-bon manuscript (Vol/Leaf/Side/Line/Char).
# 2. sj_w_id: Unique permanent reference ID (format: sj_w00001). 'sj' = Shinsen Jikyō, 'w' = wakun. Designed for scalability and cross-dictionary comparative research.
# 3. rinsen_loc: Reference to the Rinsen Shoten Shinsen Jikyō facsimile edition (1967).
# 4. entry_text: Headword as it appears in the Tenji-bon, including single characters, compounds, and variant forms.
# 5. entry_type: Classification of the headword based on its structure (single_char, compound, or variant).
# 6. def_manyogana: Wakun in Man'yōgana (Tenji-bon). Marks: □ (illegible), ( ) (supplement), # (Kyōwa-bon variant). Blank if absent in Tenji-bon.
# 7. reading_kana_kanji: Katakana and Kanji notation (historical orthography) based on the Kyoto University Index (1975).
# 8. kyowa_entry_text: Headword as it appears in the Kyōwa-bon manuscript.
# 9. kyowa_manyogana: Wakun in Man'yōgana (Kyōwa-bon). Marked with '#' for word form differences from Tenji-bon. Blank if absent in Kyōwa-bon.
# 10. kyowa_loc: Location identifier in the Kyōwa-bon manuscript (Folio/Side/Line/Char).
# 11. zhang_page: Page reference in Zhang & Wu, "Xin zhuan zi jing xiao zhu" 新撰字鏡校注 (Zhejiang University Press, 2024).
# 12. reading_historical_kana: Wakun in Hiragana (historical orthography) based on the Kyoto University Index (1975).
# 13. nikkoku_example_check: Status in Nikkoku (2nd Ed.).
#     ✓            = Tenji cited as example in Nikkoku; Shinsen Jikyō listed in 表記 field.
#     ✓享和本       = Kyowa cited as example in Nikkoku; Shinsen Jikyō listed in 表記 field.
#     日国表記未収   = Nikkoku entry exists but Shinsen Jikyō not listed in 表記 field.
#     listed        = Shinsen Jikyō listed in 表記 field but not cited as example.
#     pending       = presence of corresponding entry in Nikkoku under investigation.
#     no entry      = confirmed absent from Nikkoku (nikkoku_id = N/A).
#     (Note: Additional reference notes, specific contexts, or textual variants may be appended to these classifications.)
# 14. nikkoku_id: Reference ID for the Nikkoku 2nd Ed. entry. Note that an ID does not guarantee the verification of citation status in Col 13.
# 15. remarks: Research notes on textual variants, reading normalization, and comments on Zhang's commentary.
# 16. pos: Part-of-speech classification of the wakun (e.g., 名詞, 動詞, 形容詞, 形容動詞, 副詞, 連語).
#
#   Abbreviations & References:
#   国語索引: 京都大学文学部国語学国文学研究室編『新撰字鏡国語索引』1958、再版臨川書店、1975.
#     (Kyoto Index): "Shinsen Jikyō Kokugo Sakuin" (Index of Japanese Readings) compiled by Kyoto University, 1975.
#   張磊校注: 張磊・吴美富『新撰字鏡校注』浙江大学出版社、2024.
#     (Zhang Lei): Zhang Lei & Wu Meifu, "Xin zhuan zi jing xiao zhu" 新撰字鏡校注 (Zhejiang University Press, 2024).
#   山田索引: 山田孝雄『新撰字鏡攷異并索引』六合館、1916.
#     (Yamada Index): Yamada Yoshio, "Shinsen Jikyō Kōi narabini Sakuin" (1916).
#   山田攷異: 山田孝雄『新撰字鏡攷異并索引』六合館、1916.
#     (Yamada Kōi): Yamada Yoshio, "Shinsen Jikyō Kōi narabini Sakuin" (1916).
#   日国: 『日本国語大辞典 第二版』小学館、2000-2002.
#     (Nikkoku): "Nihon Kokugo Daijiten" (Comprehensive Dictionary of the Japanese Language), 2nd Ed.
#
#   Acknowledgments:
#   We are grateful to the Imperial Household Archives 宮内庁書陵部 for permission to publish the decipherment text of TSJ.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422, 19H00526, 23K17500 and 25K00466.
#
#   Changelog:
#   v1.1.2 (2026-05-22):
#     - Updated col 13 (nikkoku_example_check): expanded value set with detailed descriptions (listed, pending, no entry).
#     - Revised col 15 (remarks): additional research notes incorporated from tsj_wakun20260522.xlsx.
#   v1.1.1 (2026-05-21):
#     - Added col 16 (pos): part-of-speech classification added for 3,420 of 3,828 entries.
#     - Expanded col 15 (remarks): morphological and etymological analysis notes added to 267 entries.
#     - Corrected col 7 (reading_kana_kanji) in 25 entries and col 12 (reading_historical_kana) in 8 entries.
#     - Updated col 14 (nikkoku_id) in 19 entries and col 13 (nikkoku_example_check) in 6 entries.
#     - Normalized col 11 (zhang_page): replaced 42 "#N/A" string values with blank.
#     - Corrected col 1 (tsj_id) in 3 entries (e.g., s1222a711 -> s1242a711 for sj_w03408-03409).
#     - Corrected col 4 (entry_text) and col 8 (kyowa_entry_text) in 4 entries each (e.g., 𧥶 -> 䚾 for sj_w00800-00801).
#     - Cleared all fields of sj_w00146 (reading reassigned; previously recorded as 腡 テノアヤ).
#   v1.0.1 (2026-02-10): Minor corrections to nikkoku data and textual variants.
#
tsj_id	sj_w_id	rinsen_loc	entry_text	entry_type	def_manyogana	reading_kana_kanji	kyowa_entry_text	kyowa_manyogana	kyowa_loc	zhang_page	reading_historical_kana	nikkoku_example_check	nikkoku_id	remarks	pos
s0715a801	sj_w02031	新415-81	𣑊	単字	山木支	ヤマブキ（𣑊）	𣑊	山不支	51a31	598	やまぶき	listed	2002043d8b93wXvv6OtQ	【校勘・誤写】天治本「不」は「木」の誤	名詞
s0715a802	sj_w02032	新415-82	⿰木⿱卜⿴囗⿱八口	単字	志比之	シヒシ（⿰木⿱卜⿴囗⿱八口）	⿰木⿱卜冏	志比之	51a32	598	しひし				#N/A
s0715a802	sj_w02033	新415-82	⿰木⿱卜⿴囗⿱八口	単字	之比乃木	シヒノキ（⿰木⿱卜⿴囗⿱八口）	⿰木⿱卜冏	志比乃木	51a32	598	しひのき	listed	200201d366863FP5Ma17		#N/A
s0715a803	sj_w02034	新415-83	𪱻	単字	衣乃木	エノキ（𪱻）	𪱻	衣乃木	51a41	598	えのき	日国表記未収	2002007ef3360D72Waod		名詞
s0715a804a	sj_w02035	新415-84	𪳂𪳧	異体字	波比乃木	ハヒノキ（𪳂𪳧）	𪳂𪳧	波比乃木	51a42	598	はひのき	✓	2002035390f1PWoG0uv9		名詞
s0715a806	sj_w02036	新415-86	𪲼	単字	万木	マキ（𪲼）	𪲼	万木	51a51	598	まき	listed	200203eb6549Mr9Q346n		名詞
s0715b101a	sj_w02037	新416-11	朼枟	異体字	牟之	ムク（朼枟）	朼㭃	牟久	51a52	598	むく	listed	20020410d89bllrR85yR		名詞
s0715b103	sj_w02038	新416-13	⿰木⿳亗氺一	単字	佐世夫	サセブ（⿰木⿳亗氺一）	⿰木⿳亗氺一	左世夫	51a61	598	させぶ				#N/A
s0715b301a	sj_w02039	新416-31	秦椒	熟語	伊太知波自加弥	イタチハジカミ（秦椒）	秦椒	伊太知椒	51a81	599	いたちはじかみ	✓	2002003df57dQ7938p91		名詞
s0715b301a	sj_w02040	新416-31	秦椒	熟語	加波自加美	カハジカミ（秦椒）	秦椒	鹿椒	51a81	599	かはじかみ	✓	200200e32784a0CE9ZPS		名詞
s0715b301a	sj_w02041	新416-31	秦椒	熟語	加波自加美（「波」の下重点脱か）	カハハジカミ（秦椒）	秦椒	鹿椒	51a81	599	かははじかみ	listed	200200f45564k8wkFS84	【校勘・脱字】天治本「波」の下に「〻」を脱	名詞
s0715b303b	sj_w02042	新416-33	楡皮	熟語	也尓礼	ヤニレ（楡皮）	楡皮	也尓礼	51a82	599	やにれ	✓	2002043967a0vc63i8CP		名詞
s0715b401c	sj_w02043	新416-41	槐實	熟語	知乃木	チノキ（槐實）				599	ちのき	✓	200202b888b7ScLz2g1r		名詞
s0715b501e	sj_w02044	新416-51	蓍實	熟語	加知乃木乃美	カヂノキノミ（蓍實）	蓍實	加地乃木弥	51b11	599	かぢのきのみ			【校勘・脱字】享和本「乃」を脱	#N/A
s0715b503f	sj_w02045	新416-53	女貞實	熟語	比女豆波木	ヒメツバキ（女貞實）	女貞實	比女豆波木	51b12	599	ひめつばき	✓	20020392d3b157122j87		名詞
s0715b503f	sj_w02046	新416-53	女貞實	熟語	造木	ミヤツコギ（女貞實）	女貞實	造木	51b12	599	みやつこぎ	✓	2002040b4e9f6c53hMoK		名詞
s0715b601g	sj_w02047	新416-61	黄芩	熟語	伎佐乃木	キサノキ（黄芩）	黄芩	伎佐乃木	51b21	599	きさのき	✓	2002010b00dd5cqlJu2M		名詞
s0715b601g	sj_w02048	新416-61	黄芩	熟語	久良〻乃木	クララノキ（黄芩）	黄芩		51b21	599	くららのき	✓	200201485cfeVk0Fj4C5		#N/A
s0715b603h	sj_w02049	新416-63	桔梗	熟語	阿佐加保	アサガホ（桔梗）	桔梗	阿佐加保	51b22	599	あさがほ	✓	2002000fc02cYZQjNQDv		名詞
s0715b603h	sj_w02050	新416-63	桔梗	熟語	岡止〻支	ヲカトトキ（桔梗）	桔梗	岡止〻支	51b22	599	をかととき	✓	20020094f145270WHpRq		名詞
s0715b701i	sj_w02051	新416-71	枳實	熟語	辛橘	カラタチバナ（枳實）				599	からたちばな	日国表記未収	200200edf12aOo2B22PC		名詞
s0715b703j	sj_w02052	新416-73	厚朴	熟語	保〻加志波	ホホガシハ（厚朴）	厚朴	保〻加志波	51b31	599	ほほがしは	✓	200203d76ac0c64hF99f		名詞
s0715b703x	sj_w02053		呉茱萸	熟語		コニスイ（呉茱萸）	呉茱萸	古尓須伊	51b32	#N/A	こにすい	✓享和本	2002019bc977Xi4gz00O		名詞
s0715b801k	sj_w02054	新416-81	黄蘗	熟語	波太	キハダ（黄蘗）	黄蘗	支波太	51b42	599	きはだ	listed	20020114fe6dSLLpbZRn	【校勘・脱字】天治本「支」を脱	名詞
s0715b803l	sj_w02055	新416-83	支子	熟語	□(久)知奈之	クチナシ（支子）	支子	久知奈之	51b51	599	くちなし	listed	2002013fca2fWdekeGnt		名詞
s0715b805m	sj_w02056	新416-85	合歡樹	熟語	祢夫利	ネブリ（合歡樹）	合歡樹	祢夫利	51b52	599	ねぶり	✓	20020343edac7Jl8twhB		名詞
s0716a101a	sj_w02057	新417-11	𦽦椒	熟語	保曽木	ホソキ（𦽦椒）	𦽦椒	保曽支	51b61	599	ほそき	listed	200203dcf4bc5FZ500ny		名詞
s0716a103b	sj_w02058	新417-13	蜀椒	熟語	家椒	イヘハジカミ（蜀椒）				599	いへはじかみ			【未収】山田索引に収録なく、国語索引に「家椒（いへはじかみ）」として収録、張磊校注は和訓とせず。和名抄「蜀椒」に「奈留波之加美一云不佐波之加美」とありあるいは「なるはじかみ」と読むか、本草和名には「布佐波之加美」のみあり	#N/A
s0716a105c	sj_w02059	新417-15	甘遂	熟語	秋在久弥	アキアルクミ（甘遂）	甘遂	秋在久弥	51b62	599	あきあるくみ				名詞
s0716a201d	sj_w02060	新417-21	莽草	熟語	毛保己	モホコ（莽草）	莽草	毛保己	51b71	600	もほこ	✓	2002042c04a2Xdelub17		名詞
s0716a203e	sj_w02061	新417-23	羊躑𨅛花	熟語	毛知豆〻自	モチツツジ（羊躑𨅛花）	羊躑躅	毛知豆〻自	51b72	600	もちつつじ	✓	20020427d44cLG3U9125		名詞
s0716a207f	sj_w02062	新417-27	恒山	熟語	山宇豆支	ヤマウツギ（恒山）	恒山	山宇豆支	51b81	600	やまうつぎ	✓	2002043b245eZE0132SL		名詞
s0716a301g	sj_w02063	新417-31	蜀柒	熟語	山宇豆支乃苗	ヤマウツギノナヘ（蜀柒）	蜀柒	山宇豆伎乃苗	51b82	600	やまうつぎのなへ			名詞（ヤマウツギ）＋格助詞（ノ）＋名詞（ナヘ）；Head: ナヘ；	連語（名詞句）
s0716a303h	sj_w02064	新417-33	石南草	熟語	志麻木	シマキ（石南草）	石南草	志麻木	52a11	600	しまき	✓	200201f544a3wYiq1q7U		名詞
s0716a303h	sj_w02065	新417-33	石南草	熟語	□(止)比良乃木	トビラノキ（石南草）	石南草	止比良乃木	52a11	600	とびらのき	✓享和本	2002030e4436VoloQP94		名詞
s0716a401i	sj_w02066	新417-41	䕡茄	熟語	止良久弥	トラクミ（䕡茄）	䕡茄	止良久祢	52a12	600	とらくみ	✓	20020311df51L933bqE3		名詞
s0716a403j	sj_w02067	新417-43	練實	熟語	阿不知乃木	アフチノキ（練實）	練實	阿不知乃木	52a21	600	あふちのき				#N/A
s0716a405k	sj_w02068	新417-45	巴戟天	熟語	比之良木	ヒヒラキ（巴戟天）	巴戟天	比〻良木	52a31	600	ひひらき	listed	2002037d4779t2PlNufr		名詞
s0716a505b	sj_w02069	新417-55	龍眼	熟語	佐加木	サカキ（龍眼）	龍眼	佐加木	52a22	600	さかき	✓	200201b4f3bdJ2nY8Qtn		名詞
s0716a507c	sj_w02070	新417-57	烏草樹	熟語	左之夫	サシブ（烏草樹）	烏草樹	左之夫	52a32	600	さしぶ	✓	200201bd954b7s5NqWx7		名詞
s0716a601d	sj_w02071	新417-61	鷄冠樹	熟語	加戸天	カヘデ（鷄冠樹）	鷄冠樹	加戸天	52a41	600	かへで	✓	200200bf6945f3HK82j8		名詞
s0716a604e	sj_w02072	新417-64	賣子木	熟語	阿知左	カハヂサ（賣子木）	賣子木	河知左	52a42	600	かはぢさ	✓享和本	200200f3fa8ereZ1BoJp	【校勘・誤写】天治本「阿」は「河」の誤	名詞
s0716a607f	sj_w02073	新417-67	析傷木	熟語	伊太比	イタヒ（析傷木）	析傷木	伊太比	52a51	600	いたひ	✓	2002003e3e0aDfbEj3s6		名詞
s0716a701g	sj_w02074	新417-71	黄楊	熟語	豆介乃木	ツゲノキ（黄楊）	黄楊	豆介乃木	52a52	600	つげのき	✓	200202d2a149R5H67bK4		名詞
s0716a703h	sj_w02075	新417-73	木辛夷	熟語	比佐久良	ヒサクラ（木辛夷）	木辛夷	#山左久良	52a61	600	ひさくら	✓	20020383f14d287o9nts		名詞
s0716a703h	sj_w02076	新417-73	木辛夷	熟語	#比佐久良	ヤマザクラ（木辛夷）	木辛夷	山左久良	52a61	600	やまざくら	✓享和本	2002043bef46jF2v3902		名詞
s0716a706i	sj_w02077	新417-76	巻栢	熟語	久弥	クミ（巻栢）	巻栢	久弥	52a62	600	くみ	listed	20020144deca9A4tPJ8G		名詞
s0716a709j	sj_w02078	新417-78	求般(股)	熟語	(久弥)	クミ（求般(股)）	求般(股)	(久弥)	52a62	601	くみ	listed	20020144deca9A4tPJ8G	【訂正熟語】	名詞
s0716a801k	sj_w02079	新417-7B	可(万)歳	熟語	(久弥)	クミ（可(万)歳）	可(万)歳	(久弥)	52a62	601	くみ	listed	20020144deca9A4tPJ8G	【訂正熟語】	名詞
s0716a804l	sj_w02080	新417-83	約豆(豹足)	熟語	(久弥)	クミ（約豆(豹足)）	約豆(豹足)	(久弥)	52a62	601	くみ	listed	20020144deca9A4tPJ8G	【訂正熟語】	名詞
s0716a807m	sj_w02081	新417-86	白榶	熟語	(久弥)	クミ（白榶）	白榶	(久弥)	52a62	601	くみ	listed	20020144deca9A4tPJ8G		名詞
s0716a809n	sj_w02082	新417-89	辛夷	熟語	山阿良〻木	ヤマアララギ（辛夷）	辛夷	山阿良〻木	52a72	601	やまあららぎ	listed	2002043ae79dyhg27kLU		名詞
s0716a812o	sj_w02083	新417-8B	又辛矧	熟語	山阿良〻木	ヤマアララギ（又辛矧）	又辛矧	山阿良〻木	52a72	601	やまあららぎ	listed	2002043ae79dyhg27kLU		名詞
s0716b102a	sj_w02084	新418-11	又隻桃	熟語	山阿良〻木	ヤマアララギ（又隻桃）	又隻桃	山阿良〻木	52a72	601	やまあららぎ	listed	2002043ae79dyhg27kLU		名詞
s0716b105b	sj_w02085	新418-14	又房水	熟語	山阿良〻木	ヤマアララギ（又房水）	又房水	山阿良〻木	52a72	601	やまあららぎ	listed	2002043ae79dyhg27kLU		名詞
s0716b107c	sj_w02086	新418-17	白樹	熟語	加志乃木	カシノキ（白樹）	白樹	加志乃木	52a81	601	かしのき	✓	200200ceecb0Ar2tD9b4		形容詞
s0716b109d	sj_w02087	新418-19	甘橘	熟語	加无志	カムシ（甘橘）	甘橘	加牟之	52a82	601	かむし	✓	200200fa27ed5B75l4qQ		名詞
s0716b201e	sj_w02088	新418-21	占斯	熟語	久留弥	クルミ（占斯）	占斯	久留弥	52b11	601	くるみ	listed	2002014a9924B3cGm9HZ		名詞
s0716b203f	sj_w02089	新418-23	菌芉	熟語	伊波豆〻志	イハツツジ（菌芉）	菌芉	伊波豆〻自	52b12	601	いはつつじ	listed	20020057655dG4ju70Fu		名詞
s0716b203f	sj_w02090	新418-23	茵芋	熟語	岡豆〻志	ヲカツツジ（茵芋）	菌芉	岡豆〻志	52b12	601	をかつつじ	listed	20020094e6a7QAm80e32		名詞
s0716b205g	sj_w02091	新418-25	惡實	熟語	支太支須乃美	キタキスノミ（惡實）	惡實	支太支須乃弥	52b21	601	きたきすのみ	✓あく‐じつ 【悪実】	2002000c86fbE1YOV62l		名詞
s0716b301g	sj_w02092	新418-31	杜舟(牡丹)	熟語	山橘	ヤマタチバナ（杜舟(牡丹)）				601	やまたちばな	listed	2002043c7ba81w5KSMtn	【訂正熟語】	名詞
s0716b805	sj_w02093	新418-85	芀	単字	葦花	アシノハナ（芀）				602	あしのはな	日国表記未収	20020012473b3gq5cBt6	国語索引なし。	名詞
s0717a701	sj_w02094	新419-71	芰	単字	比志	ヒシ（芰）	芰	比志	52b41	603	ひし	listed	200203845e6c0ifV3Id7		名詞
s0717a702	sj_w02095	新419-72	茤	単字	須介	スゲ（茤）	茤	須介	52b42	603	すげ	日国表記未収	2002024750f9aJdS0L6R		名詞
s0717a806	sj_w02096	新419-86	菱	単字	比支(志)	ヒシ（菱）	菱	比志	52b51	603	ひし	listed	200203845e6c0ifV3Id7		名詞
s0717b101	sj_w02097	新420-11	蕨	単字	和良比	ワラビ（蕨）	蕨	和良比	52b52	603	わらび	listed	20020483b1f5DPllc9NG		名詞
s0717b701a	sj_w02098	新420-71	艻勒	熟語	荷乃久支	ハチスノクキ（艻勒）	艻勒	荷乃久支	52b61	604	はちすのくき				連語（名詞句）
s0717b704	sj_w02099	新420-74	苛	単字	伊良	イラ（苛）	苛	伊良	52b61	604	いら	listed	20020052e438i2qzNF3Z		名詞
s0717b803	sj_w02100	新420-83	萁	単字	豆加良	マメガラ（萁）	萁	豆加良	52b71	604	まめがら	✓	200203f65a95Fnr31GeG		名詞
s0718a101	sj_w02101	新421-11	荼	単字	於保土知	オホドチ（荼）	荼	於保止知	52b81	605	おほどち	✓	20020090f861ANuv45eJ		名詞
s0718a102a	sj_w02102	新421-12	葶藶	熟語	加良志	カラシ（葶藶）	葶藶		52b82	605	からし	✓	200200ed26d9Un3J3cY2		名詞
s0718a102a	sj_w02103	新421-12	葶藶	熟語	波万太加奈	ハマタカナ（葶藶）	葶藶	波万太加奈	52b82	605	はまたかな	✓	2002036dd07153EcZJb8		名詞
s0718a104b	sj_w02104	新421-14	雚荻	熟語	牟志呂井	ムシロヰ（雚荻）	雚	牟志呂井	53a11	605	むしろゐ	✓享和本（引用は天治本に一致）	20020413dd4dwD69991B		名詞
s0718a302	sj_w02105	新421-32	蔓	単字	阿乎奈	アヲナ（蔓）	蔓	阿乎奈	53a21	605	あをな	listed	20020005c29cNS8Yd6KQ		名詞
s0718a501	sj_w02106	新421-51	荏	単字	衣	エ（荏）	荏		53a22	605	え	✓	20020076b8e19Q228l34		名詞
s0718a601c	sj_w02107	新421-61	簒篡	異体字	宇波不	ウバフ（簒篡）	簒篡	宇波不	53a31	605	うばふ	✓	2002006ca99f9TNQlLtk		動詞
s0718a703	sj_w02108	新421-73	薤	単字	奈女見良	ナメミラ（薤）	薤	奈女弥良	53a32	606	なめみら	✓	20020328b121341ro8p0		名詞
s0718a801	sj_w02109	新421-81	韮	単字	太〻美良	タダミラ（韮）	韮	太〻弥良	53a41	606	ただみら	✓	2002029f13884j3D7y2d		名詞
s0718a802	sj_w02110	新421-82	菲	単字	土苽	ツチウリ（菲）				606	つちうり				#N/A
s0718a803	sj_w02111	新421-83	董	単字	田尒在美乃	タニアルミノ（董）	董	田在美乃	53a42	606	たにあるみの				#N/A
s0718b102	sj_w02112	新422-12	藺	単字	莚井	ムシロヰ（藺）				606	むしろゐ	日国表記未収	20020413dd4dwD69991B		名詞
s0718b701	sj_w02113	新422-71	萴	単字	一比古	イチビコ（萴）	萴	一比古	53a51	607	いちびこ	listed	20020041f5758Zq2lT4v		名詞
s0719a102	sj_w02114	新423-12	萎	単字	豆良久弥	ツラクミ（萎）				607	つらくみ				#N/A
s0719a203	sj_w02115	新423-23	蒪	単字	奴奈波	ヌナハ（蒪）	蒪	奴奈波	53a52	607	ぬなは	listed	2002033d8d93N3zMFa1c		名詞
s0719a302	sj_w02116	新423-32	茸	単字	弥豆祢皃	ミツネ（茸）				607	みつね				
s0719b401	sj_w02117	新424-41	茵	単字	馬之屎茸	ウマノクソタケ（茵）				609	うまのくそたけ				連語（名詞句）
s0719b501	sj_w02118	新424-51	莝	単字	歧魯	キル（莝）	莖		53a71	609	きる				#N/A
s0719b501	sj_w02119	新424-51	莝	単字	久支	クキ（莝）	莖	久支	53a71	609	くき	listed	200201378ce79CD5Wccg		名詞
s0719b503a	sj_w02120	新424-53	葑𮐦	熟語	阿乎奈	アヲナ（葑𮐦）	葑𮐦	阿乎奈	53a72	609	あをな	✓	20020005c29cNS8Yd6KQ		名詞
s0719b601	sj_w02121	新424-61	蕪	単字	宇波良	ウバラ（蕪）				609	うばら	✓	2002006cdfe3xZr50Z6J		名詞
s0719b601	sj_w02122	新424-61	蕪	単字	佐須	サス（蕪）				609	さす	listed	200201be1c5eugcLScTe		動詞
s0719b601	sj_w02123	新424-61	蕪	単字	志介志	シケシ（蕪）				609	しけし	✓	200201dcc278tqEbn06v		形容詞
s0719b602a	sj_w02124	新424-62	𦿙蘀	異体字	於豆	オツ（𦿙蘀）				609	おつ				#N/A
s0719b701b	sj_w02125	新424-71	𧅛藋	異体字	豆利佐乎	ツリザヲ（𧅛藋）	𧅛藋	豆利坐乎	53a81	609	つりざを	日国表記未収	200202dad9429bCYBh2Z		名詞
s0719b703	sj_w02126	新424-73	簸	単字	美	ミ（簸）				609	み	listed	200203fc4a05C9jnc316		名詞
s0719b704	sj_w02127	新424-74	𬟋	単字	阿万豆良	アマヅラ（𬟋）	𬟋	甘豆良	53a82	609	あまづら	listed	2002001fe8bfdB9a864b		名詞
s0719b801a	sj_w02128	新424-81	茋䒫	異体字	加乃尓介	カノニゲ（茋䒫）	茋	加乃尓介	53b11	609	かのにげ	no entry	N/A	名詞（カ、鹿）＋格助詞（ノ）＋名詞（ニゲ、和毛）；Head: ニゲ；	連語（名詞句）
s0719b801a	sj_w02129	新424-81	茋䒫	異体字	尓古多	ニコタ（茋䒫）	茋	尓古多	53b11	609	にこた				#N/A
s0719b803	sj_w02130	新424-83	𦼠	単字	阿介比	アケビ（𦼠）	𦼠	阿介比	53b21	610	あけび	✓	2002000e8a81400l7uQU		名詞
s0719b803	sj_w02131	新424-83	𦼠	単字	波太豆	ハタツ（𦼠）	𦼠		53b21	610	はたつ	✓	2002036087675veapAcS		名詞
s0720a101	sj_w02132	新425-11	藪	単字	於止呂	オドロ（藪）	藪	於止呂	53b22	610	おどろ	listed	200200a3ec6fpqYsHmQ1		名詞
s0720a101	sj_w02133	新425-11	藪	単字	也夫	ヤブ（藪）	藪	也夫	53b22	610	やぶ	✓	20020439e836Syko1Z4E		名詞
s0720a103	sj_w02134	新425-13	芸	単字	久支作	クサキ（芸）	芸	久佐支利須豆	53b31	610	くさき			【語形】国語索引は「くさき(久(佐支))」と「くさぎりすつ(久佐支利須豆)」を立項	
s0720a103	sj_w02135	新425-13	芸	単字	久支作	クサキスツ（芸）	芸	久佐支利須豆	53b31	610	くさきすつ			【語形】国語索引は「くさき(久(佐支))」と「くさぎりすつ(久佐支利須豆)」を立項	#N/A
s0720a103	sj_w02136	新425-13	芸	単字	久支作	クサギリスツ（芸）	芸	久佐支利須豆	53b31	610	くさぎりすつ			【語形】国語索引は「くさき(久(佐支))」と「くさぎりすつ(久佐支利須豆)」を立項	#N/A
s0720a201a	sj_w02137	新425-21	蘩𧂉	異体字	加良与毛支	カラヨモギ（蘩𧂉）	蘩𧂉	加良与毛支	53b32	610	からよもぎ	✓	200200eefcf4pwth2FFw		名詞
s0720a203	sj_w02138	新425-23	募	単字	豆乃留	ツノル（募）	募	豆乃留	53b41	610	つのる	✓	200202d6a4cbM8mzjbjT		動詞
s0720a203	sj_w02139	新425-23	募	単字	弥加不	ネガフ（募）	募	祢加不	53b41	610	ねがふ	listed	2002033fac3byihHUA87		動詞
s0720a302a	sj_w02140	新425-32	芬β芬	異体字	加乎留	カヲル（芬）	芬β芬	加乎留	53b42	610	かをる	listed	200200c09b66xfE9XZJd		動詞
s0720a304	sj_w02141	新425-34	䕡	単字	伊波与牟支	イハヨムギ（䕡）	䕡	伊波与牟支	53b51	610	いはよむぎ	✓	20020057e42eZke688ly		名詞
s0720a304	sj_w02142	新425-34	䕡	単字	加良与毛支	カラヨモギ（䕡）	䕡	加良与毛支	53b51	610	からよもぎ	listed	200200eefcf4pwth2FFw		名詞
s0720a501	sj_w02143	新425-51	葸	単字	於曽留	オソル（葸）	葸	於曽留	53b61	610	おそる	listed	2002009e3fa68hDqBSrn		動詞
s0720a501	sj_w02144	新425-51	葸	単字	於豆	オヅ（葸）	葸	於豆	53b61	610	おづ	listed	2002009d0eb3waf7nLT8		動詞
s0720a502	sj_w02145	新425-52	苗	単字	加利須	カリス（苗）	苗	加利須	53b62	610	かりす	listed	200200ef3a4c0YUHdYOM		名詞
s0720a502	sj_w02146	新425-52	苗	単字		ナヘ（苗）	苗	奈倍	53b62	610	なへ	✓享和本	2002031a8469bSqMS1Iq		名詞
s0720a703	sj_w02147	新425-73	菘	単字	太加奈	タカナ（菘）	菘	太加奈	54a61	611	たかな	✓	2002029783aa64B0UUrP		名詞
s0720a803	sj_w02148	新425-83	茺	単字	和良不祁	ワラフケ（茺）				611	わらふけ				#N/A
s0720b402	sj_w02149	新426-42	茨	単字	水不之支	ミヅフフキ（茨）	茨	水不之支	54a62	611	みづふふき	listed	2002040221ddbQrmr240		名詞
s0720b403	sj_w02150	新426-43	芘	単字	不留比	フルヒ（芘）	芘	不留比	54a71	611	ふるひ	listed	200203ba6f1b6A0Ewc3k		名詞
s0720b502a	sj_w02151	新426-52	蓍蓍β蓍δ𦮂	異体字	女度	メド（蓍）	蓍蓍β蓍δ𦮂	女止	54a72	611	めど	listed	2002041fa8b60xxj1nXw		名詞
s0720b604	sj_w02152	新426-64	𦾸	単字	万加古	マカコ（𦾸）				612	まかこ	✓	200203eab9a4wW24RgXQ		名詞
s0720b704a	sj_w02153	新426-74	⿱艹⿲彳⿳亠一口攵薇	異体字	□(万)加古	マカコ（薇）	⿱艹㣲	万可古	54a81	612	まかこ	listed	200203eab9a4wW24RgXQ		名詞
s0721a301a	sj_w02154	新427-31	葅菹	異体字	須〻保利	ススホリ（葅菹）	葅菹	須保利	54a82	612	すすほり	✓	20020248f1678e3K6o3d		名詞
s0721a505	sj_w02155	新427-55	葫	単字	奈万井	ナマヰ（葫）	葫	奈万井	54b11	613	なまゐ	listed	20020326156dApSXYY0T		名詞
