# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# YYP: Yuanben Yupian 原本玉篇 database
#
# *Yupian* 玉篇, original edition 原本. Gu Yewang 顧野王 of the Liang dynasty 梁, 543.
# This file is intended as a full-text entry-level dataset for the surviving old manuscript fragments preserved in Japan.
# The present transcription is still provisional and not yet fully proofread. Users must consult the facsimile reproductions
# and the published printed transcriptions when using the data for research purposes.
#
# Introduction to the *Yuanben Yupian* (YYP)
#
# The term Yuanben Yupian (原本玉篇, “original Yupian”) designates the tradition of Tang-dynasty manuscript copies of the Yupian,
# the lexicon compiled by Gu Yewang (顧野王) of the Liang dynasty. No complete scroll survives today; only fragments and partial
# rolls are extant. In Japan, surviving portions are today preserved in institutions such as the Daitōkyū Kinen Bunko, Waseda
# University, the Kyoto National Museum, Fujita Museum, Jingū Bunko, Daifukukō-ji, Kōzan-ji, and Ishiyama-dera. The current dataset
# contains 2,087 entry-level records. Known portions include juan 8 (Heart radical); juan 9, now divided among Waseda University,
# the Kyoto National Museum, and an untraced fragment; juan 18 latter portion (preserving radical 271 放部 through 274 工部,
# and radical 277 卜部 through 284 方部, including the 卜, 車, and 舟 sections); juan 19 (Water radical 285); juan 22
# (from radical 343 山部 through radical 356 厽部, ending at 參); juan 24 (Fish radical 397); and juan 27
# (from 糸部 425 through 索部 431). Many of these witnesses are designated
# National Treasures or Important Cultural Properties.
#
# As foundational resources for full-text transcription, the facsimile volumes published in the 1930s series Tōhō Bunka Sōsho
# (東方文化叢書) remain standard points of reference. Additional sources include the 1882 carved edition in Li Shichang and Yang
# Shoujing’s *Guyi Congshu* (古逸叢書), Luo Zhenyu’s 1917 facsimile edition, and the 1985 Zhonghua Shuju edition. The sectional
# sequence of juan 27 can be reconstructed by combining the Kōzan-ji and Ishiyama-dera manuscripts, while images of juan 9 are
# publicly available through Waseda University’s digital collection. Recent scholarship, notably Yao Yongming’s *Yuanben Yupian
# Canjuan Jiaozheng* (《原本玉篇殘卷校證》, 2023), has further advanced the collation and philological study of the surviving manuscripts.
#
# Version: 1.1.2
# Date: 23 May 2026
# Last update : 20 June 2026
#
# Copyright (c) 2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# File Format Information:
# Delimiter: Tab (\t)
# Encoding: UTF-8
# Header Row: The line immediately following these comment lines is the header row containing column names.
#
# Column Description:
# YYID              Item ID. Begins with `Y`, followed by volume and location-based numbering as assigned in the working data.
# YY_vol_radical    Volume and radical number, e.g. `v08#088`, `v27#425`.
# Entry             Headword.
# Lv_page           Page or location reference used in the Lü Hao (Lv Hao) 呂浩 reference framework.
# Yao_page          Page or location reference used in the Yao Yongming 姚永銘 reference framework; available only for a small portion of the dataset.
# YY_def            Definition of pronunciation, meaning, variants, and citations.
# YY_remarks        Editor's notes and structural notes in the working data.
# TBID              Cross-reference ID to `KTB.tsv` when available.
# SYID              Cross-reference ID to `SYP.tsv` when available; `△` indicates no direct correspondence was assigned in the current data.
# YY_img_filename   Image filename corresponding to the entry in the current image set; this refers to an internal working image set, not publicly released.
#
# Data Conventions:
# - Empty fields are represented by an empty string ("").
# - Cross-reference columns (`TBID`, `SYID`) preserve the current working values as-is.
# - `YY_def` retains punctuation, omission markers, and editorial signs exactly as entered in the source spreadsheet.
# - `YY_remarks` retains current editorial comments, including notes such as `重文`, `有再注字`, `字体注`, and `原本補入`.
#
# Primary Sources:
# - Surviving manuscript fragments of the original *Yupian* preserved in Japan, including vols. 8, 9, 18, 19, 22, 24, and 27.
# - Major holders include Kōzan-ji 高山寺, Ishiyama-dera 石山寺, Waseda University, Kyoto National Museum, Fujita Museum, Jingū Bunko, Dai Tōkyū Kinen Bunko, and Daifukukō-ji.
#
# Reproductions and Reference Editions:
# - 黎庶昌・楊守敬『古逸叢書』所収『原本玉篇』, 1882.
# - 羅振玉跋『原本玉篇残巻』, 1917.
# - 東方文化叢書第六所収の各巻影印, 東方文化学院, 1933-1935.
# - 『原本玉篇残巻』, 中華書局, 1985.
#
# Editions and annotated studies
# - Okai Shingo, *Gyokuhen no Kenkyū* (『玉篇の研究』), The Toyo Bunko, 1933.
# - Mabuchi Kazuo, “Gyokuhen Itsubun Hosei” (「玉篇佚文補正」), *Tokyo Bunrika Daigaku Kokugo Kokubun Gakkai Kiyō* (『東京文理科大学国語国文学会紀要』), 3: 1–153, 1952.
# - Kōzanji Tenseki Monjo Sōgō Chōsadan, *Kōzanji Kojisho Shiryō Daiichi* (『高山寺古辞書資料第一』), University of Tokyo Press, 1977.
# - Hu Jixuan, *Yupian Jiaoshi* (《玉篇校釋》), Shanghai Guji Chubanshe, 1989.
# - Zang Kehe, *Zhonggu Hanzì Liubian* (《中古漢字流變》), East China Normal University Press, 2008.
# - Lv Hao, *〈Yupian〉 Wenxian Kaoshu* (《〈玉篇〉文獻考述》), Shanghai People’s Publishing House, 2018.
# - Yao Yongming, *Yuanben Yupian Canjuan Jiaozheng* (《原本玉篇殘卷校證》), Zhejiang Guji Chubanshe, 2023.
#
# This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422, 19H00526, 23K17500 and 25K00466.
#
# Notes:
# - `Yao_page` remains a work-in-progress reference field.
#
YYID	YY_vol_radical	Entry	Lv_page	Yao_page	YY_def	YY_remarks	TBID	SYID	YY_img_filename
Y22000087-2	v22#343	巉	218		仕芟反。《楚辞》：深谷巉巖水増波。王逸曰：崎岴山間為險阻崛也。《廣雅》：巉巖高也。		6_005_A22	c013a023	Y22-06-01-2.jpg
Y22000088-1	v22#343	岌	218		魚及反。《尓雅》：小山岌。郭璞曰：謂過高也。《韓詩》：曰：四壮岌。〻盛皃也。《楚辞》：高余冠之岌〻。王逸曰：岌〻高皃也。《孟子》：曰：天下殆哉岌乎。劉煕曰：語者之聲岌〻然也。司馬注《荘子》：殆岌皆危也。《漢書》：岌〻其国。應劭曰：岌〻欲毀壞意也。《埤蒼》：以訓危爲⿰弓台字，在及部。	爲⿰弓台(㱞)字、在及(歹)部	6_005_A31	c013a024	Y22-06-02-1.jpg
Y22000091-1	v22#343	崌	218		擧餘反。《山海經》：卬來山東有崌山，江水出焉。郭璞曰：北江也。		6_005_A32	c013a031	Y22-06-05-1.jpg
Y22000092-1	v22#343	崐	218		古魂反。《尚書》：火炎崐山玉石俱焱。孔安国曰：崐山出玉。《山海經》：崐崘之丘，是實惟帝之下都。《尓雅》：北方之美者，有崐崘墟之璆琳琅玕馬。又曰：丘三成為崐崘丘。郭璞曰：崐崘山三重故以為名也。		6_005_A41	c013a032	Y22-06-06-1.jpg
Y22000094-1	v22#343	崘	218		力昆反。崐崘也。		6_005_A42	c013a033	Y22-06-08-1.jpg
Y22000094-2	v22#343	巘	218		魚優反。《毛詩》：陟彼在巚。《傳》：曰：小山別於大山者也。《尓雅》：重巚隒。郭璞曰：山形如累兩甑也。又曰：昆蹄研甗。《釋名》：甑一孔曰甗，山孤處以之為名也。	魚優(偃)反	6_005_A51	c013a034	Y22-06-08-2.jpg
Y22000095-1	v22#343	𡹮	218		猗廉猗檢二反。《山海經》：鳥鼠同穴山西南三百六十里曰𡹮嵫之山。郭璞曰：所入也。		6_005_A52	c013a035	Y22-06-09-1.jpg
Y22000096-1	v22#343	崦	218		《楚辞》：望崦嵫而勿迫。王逸曰：山名，下有豪水中，虞淵，日所入也。野王案：此三，亦𡹮字也。		6_005_A61	c013a041	Y22-06-10-1.jpg
Y22000097-1	v22#343	嵫	218		子辞反。《埤蒼》：崦嵫山也。		6_005_A62	c013a042	Y22-06-11-1.jpg
Y22000097-2	v22#343	峘	218		胡端反。《尓雅》：大山曰峘也。		6_005_B11	c013a043	Y22-06-11-2.jpg
Y22000097-3	v22#343	嶢	218		牛條反。《方言》：嶢高也。郭璞曰：嶕嶢□□之皃也。《廣雅》：堯嶢也，嶢〻危。		6_005_B12	c013a044	Y22-06-11-3.jpg
Y22000098-1	v22#343	巃	218		力孔力空二反。《楚辞》：山氣巃嵸□□。王逸曰：岑喿差雲滃欝也。		6_005_B21	c013a045	Y22-06-12-1.jpg
Y22000099-1	v22#343	嵸	218		即孔即空二反。《上林賦》：崇山巃嵸崔嵬。《埤蒼》：巃嵸高皃。	嵸：原作從。	6_005_B22	c013a051	Y22-06-13-1.jpg
Y22000100-1	v22#343	嶜	218		子心反。楊雄《羽獦賦》：曰：玉石嶜崟。《埤蒼》：崤山皃也。《字指》：高大皃也。	崤山之下四字、抹消。	6_005_B31	c013a052	Y22-06-14-1.jpg
Y22000101-1	v22#343	嶙	219		力因反。《甘泉賦》：岭嵤嶙峋，洞元屋。《埤蒼》：嶙峋深无厓也。		6_005_B32	c013a053	Y22-06-15-1.jpg
Y22000101-2	v22#343	峋	219		思遵反。《埤蒼》：嶙峋也。		6_005_B41	c013a054	Y22-06-15-2.jpg
Y22000102-1	v22#343	岻	219		高夷反。《左氏傳》：觀兵於岻萁之山。		6_005_B42	c013a061	Y22-06-16-1.jpg
Y22000102-2	v22#343	峛	219		閭是反。韓嬰說詩山峛崺者即《尓雅》：所說山脊也。《甘泉賦》：登降峛崺。《埤蒼》：峛崺沙丘也。《字指》：卑而長。《尓雅》：作邐字也，在方部也。	在方(辵)部也	6_005_B51	c013a062	Y22-06-16-2.jpg
Y22000103-1	v22#343	崺	219		餘是反。《字指》：峛崺也。或為迆字，在辵部。		6_005_B52	c013a063	Y22-06-17-1.jpg
Y22000104-1	v22#343	岝	219		仕百反。《埤蒼》：岝峉山不叁也。		6_005_B61	c013a064	Y22-07-01-1.jpg
Y22000104-2	v22#343	崳	219		餘俱反。《埤蒼》：崳沙山石也。	石(名）也	6_005_B62	c013a071	Y22-07-01-2.jpg
Y22000105-1	v22#343	嵁	219		五男苦南二反。左思《魏都■》：恒碣嵁崿於青雲也。	■：當作賦。	6_006_A11	c013a072	Y22-07-02-1.jpg
Y22000105-2	v22#343	𡸨	219		壯于反。《埤蒼》：𡸨嵎高厓也。《字指》：𡸨嵎石相向也。		6_006_A12	c013a073	Y22-07-02-2.jpg
Y22000106-1	v22#343	𡷞	219		⿱丘止丘吏反。《埤蒼》：高皃也。	⿱丘止、丘に見消か、	6_006_A21	c013a074	Y22-07-03-1.jpg
Y22000106-2	v22#343	崎	219		丘宜反。《楚辞》：都軫丘号崎傾。王逸曰：山嶔崟難渉歴也。《埤蒼》：崎嶇不安也。		6_006_A22	c013b085	Y22-07-03-2.jpg
Y22000107-1	v22#343	嶇	219		丘隅反。《史記》：崎嶇強國之間。《廣雅》：崎嶇傾側也。《說文》：為䧢字，在阜部也。		6_006_A31	c013b086	Y22-07-04-1.jpg
Y22000108-1	v22#343	嶔	219		綺金苦嚴二反。《公羊傳》：昴死于散之嶔巖。野王案：山阜之勢也。《楚辞》：嶔崟崎峨。《上林賦》：嶔岑側傾是也。		6_006_A32	c013a075	Y22-07-05-1.jpg
Y22000109-1	v22#343	嵰	219		仕檢反。《埤蒼》：嵰嶮厂巖也。《字指》：嵰小不平也。		6_006_A41	c013a081	Y22-07-06-1.jpg
Y22000109-2	v22#343	嶮	219		魚檢反。《埤蒼》：嵰嶮也。		6_006_A42	c013a082	Y22-07-06-2.jpg
Y22000110-1	v22#343	嶣	219		辞焦反。《廣雅》：崔嶤高也		6_006_A51	c013b031	Y22-07-07-1.jpg
Y22000110-2	v22#343	嶼	219		辞旅反。《呉容賦》：㠀嶼綿邈。劉逵曰：海中洲也。一曰海中山也。魏武云：覽㠀嶼之所有是也。		6_006_A52	c013a083	Y22-07-07-2.jpg
Y22000111-1	v22#343	嵆	219		胡鷄反。《埤蒼》：山也，亦姓也。		6_006_A61	c013a084	Y22-07-08-1.jpg
Y22000111-2	v22#343	嶊	219		子罪反。《甘泉賦》：彼詭崔而成觀。《漢書音義》：曰：山林之崇積之也。		6_006_A62	c013a085	Y22-07-08-2.jpg
Y22000112-1	v22#343	嶉	220		子誄反。《莊子》：《埤蒼》：嵔嶉嶊高皃也。		6_006_B11	c013a092	Y22-07-09-1.jpg
Y22000112-2	v22#343	嵔	220		於鬼反。《莊子》：嵔嶉。司馬彪曰：山高下槃曲之形也。《上林賦》：嵔磈嵬崴也。		6_006_B12	c013a091	Y22-07-09-2.jpg
Y22000113-1	v22#343	𡺵	220		士皆反。《埤蒼》：⿱山犲，山在平林也。		6_006_B21	c013a095	Y22-07-10-1.jpg
Y22000113-2	v22#343	㠝	220		在丸反。《楚辞》：登㠝岏以長屳。王逸曰：㠝岏鋭山。		6_006_B22	c013a093	Y22-07-10-2.jpg
Y22000114-1	v22#343	嵃	220		魚彦反。《西京賦》：坻崿嶙峋嶘嵃嶮。薛宗曰：殿基之形勢。		6_006_B31	c013a101	Y22-07-11-1.jpg
Y22000114-2	v22#343	屼	220		五骨反。《字指》：𡼿屼禿山也。		6_006_B32	c013a102	Y22-07-11-2.jpg
Y22000115-1	v22#343	岏	220		牛丸反。《廣雅》：㠝岏高也。		6_006_B41	c013a094	Y22-07-12-1.jpg
Y22000115-2	v22#343	嵽	220		徒結反。《字指》：嵽𡾒小如不安也。野王案：《西京賦》：直嵽𡾒以高居是也。		6_006_B42	c013a104	Y22-07-12-2.jpg
Y22000116-1	v22#343	嵲	220		牛結反。《字指》：嵽嵲也。		6_006_B51	c013a105	Y22-07-13-1.jpg
Y22000116-2	v22#343	𡼿	220		口骨反。《字指》：𡼿屼禿山也。		6_006_B52	c013a103	Y22-07-13-2.jpg
Y22000116-3	v22#343	嶺	220		力井[反]。《廣雅》：嶺陵也。野王案：《漢書》：絶梓嶺西域有〻䓗〻嶺是也。《字書》：為阾字，在阜部。		6_007_A11	c013b012	Y22-07-13-3.jpg
Y22000117-1	v22#343	崩	220		補朋反。《毛詩》：不虧不崩。《戔》：云：崩毀壞也。又曰：□牧東思於〻兢〻不騫永崩。《傳》：曰：騫曜也，崩羣疾也。《論語》：封分崩折離。孔安国曰：民有異心曰分欲去曰崩。《尓雅》：崩死也。《穀梁傳》：高曰崩。古文為𡹔字，在阜部也。		6_007_A12	c013b013	Y22-07-14-1.jpg
Y22000121-1	v22#344	屾	220		□因反。《說文》：二山也。		6_007_A21	c014b051	Y22-08-02-1.jpg
Y22000121-2	v22#344	嵞	220		達都反。《尚書》：予娶於嵞山，辛王癸甲。孔安国曰：国名也。杜預《春秋釋例》：在壽春東北。《說文》：江當塗，民俗以辛土癸卑日嫁娶。	辛土(壬)癸卑(甲)	6_007_A22	c014b054	Y22-08-02-2.jpg
Y22000124-1	v22#345	嵬	220		牛廻牛尾二反。《毛詩》：陟彼崔嵬。《傳》：曰，崔嵬石戴土者也。《楚辞》：冠青雲之崔嵬。王逸曰：高皃也。《說文》：高而不平。《說文》：高而不平也。以載土為峞字。在山部。或為阮字。在阜。《廣雅》：嵬〻高也。		6_007_A31	c014b061	Y22-08-05-1.jpg
Y22000125-1	v22#345	巍	221		牛威反。《論語》：巍〻乎，舜禹之有天子。何晏曰：巍高大也。□□以此為巍國之巍字。音牛畏反。在鬼部。	次の「屵」は衍字。	6_007_A32	c014b062	Y22-08-06-1.jpg
Y22000128-1	v22#346	屵	221		牛築牛割二反。《說文》：屵高也。		6_007_A41	c014b081	Y22-08-09-1.jpg
Y22000128-2	v22#346	崖	221		牛佳反。《說文》：高邊也。		6_007_A42	c014b091	Y22-08-09-2.jpg
Y22000128-3	v22#346	岸	221		魚韓反。《尓雅》：外望涯洒而高曰岸。郭璞曰：洒曰深也，視涯浚而水深者為岸也。又曰：重涯岸。郭璞曰：兩漄羅者為岸也。《尚書》：乃□乃岸。孔安國曰：半岸不恭也。《毛詩》：先登于岸傳，高位也。《漢書》：為人魁岸容皃其壯。張晏曰：魁岸桀長大也。《廣雅》：魁岸桀也。獄岸為犴字。在大(犬)部。		6_007_A51	c014b092	Y22-08-09-3.jpg
Y22000131-1	v22#346	𡹼	221		五朝反。《埤蒼》：厚庿。	厝、原作广昔。	6_007_A52	c014b093	Y22-08-12-1.jpg
Y22000131-2	v22#346	嵟	221		□罪反。《說文》：崔高也。野王案：崔〻然高也。《聲類》：亦陮字也。在阜部。		6_007_A53	c014b094	Y22-08-12-2.jpg
Y22000132-1	v22#346	𡺮	221		皮鄙反。《說文》：𡺮毀也。或為𡉏字，在土部。或為䤏字，手部。	手：原作乎。	6_007_A61	△	Y22-08-13-1.jpg
Y22000133-1	v22#346	嶏	221		妨味反。《說文》：崩聲也。		6_007_A62	c014b095	Y22-08-14-1.jpg
Y22000133-2	v22#346	𡽧	221		女灾反。《廣雅》：𡽧⿰扌午也。《聲類》：𡽧滅也。	⿰扌午(捽)	6_007_B11	c014b082	Y22-08-14-2.jpg
Y22000134-1	v22#346	𡽐	221		力彫反。《楚辞》：上𡽐廓而无天。野王案：𡽐廓空虚也。《史記》：焦明已翔於𡽐廓是也。《埤蒼》：𡽐崝嶸也。亦与廖字同，在广部也。	𡽐：《楚辞》作寥。	6_007_B12	c014b083	Y22-08-15-1.jpg
Y22000135-1	v22#346	𡶂	221		餘灼反。《說文》：岸上見人也。		6_007_B21	△	Y22-08-16-1.jpg
Y22000137-1	v22#347	广	221		魚冉反。《說文》：因广為屋也。	標字一部欠損	6_007_B31	c015a011	Y22-09-01-1.jpg
Y22000137-2	v22#347	廦	222		補的反。《說文》：廦牆也。野王案：室之屏蔽也。《儀礼》：人避于東廦南面是也。《廣雅》：廦垣也。今為辟字。在部也。		6_007_B32	c015a031	Y22-09-01-2.jpg
Y22000138-1	v22#347	廱	222		於龍反。《尚書》：黎民於變時廱。孔安國曰：廱和不當廱。賈逵曰：當任也，年穀和熟曰廱。又曰：雍不幸。賈逵曰：廱樂也。《尓雅》：廱聲也。郭璞曰：謂肅雍和鳴也。又曰：廱〻音聲和也。野王案：《毛詩》：廱〻在宮也。又曰：廱〻民協服也。郭璞曰：鳳皇應徳鳴相和百姓懷附與頌歌也。《白虎通》：辟廱者何也，蒙壁員而邕之以壁〻之〻積天下之道徳邕天下之殘賊也。野王案：所以習礼儀之宮也。《礼記》：天子曰璧廱諸侯曰伴官是也。《說文》：天子饗諸侯辟廱□。或為邕字。在巛部。廱餘餼字。在食部。廱𪂠鳥，為𪄉字。在侯部也。		6_007_B41	c015a032	Y22-09-02-1.jpg
Y22000143-1	v22#347	雍	222		《字書》：亦雍字也。		6_007_B42	c015a033	Y22-09-07-1.jpg
Y22000144-1	v22#347	府	222		夫禹反。《尚書》：水火金木土穀此修六府三事无治。野王案：《左氏傳》：水火金木土穀謂之六府。又曰：貨非珤惟府幸切協以庶尤。孔安國曰：受獄貨非家寶（六文字分空白）報以衆見罪也。《周礼》：以八法治官府，鄭（五文字分空白）府六人。鄭玄曰：府治藏也。《論語》：魯人藏（五文字分空白）貨曰府。《國語》：為怨三官。賈逵曰：府猶本也，風俗通，府者聚也，公卿牧字府道徳之所藏府私府賦賄之所聚也。《白虎通》：人有六府謂大腹旁光胃三焦膽也。《說文》：〻書藏也。《廣雅》：府取也，府舍也，府官也		6_007_B51	c015a034	Y22-09-08-1.jpg
Y22000148-1	v22#347	庠	222		徐楊反。《礼記》：有虞氏養國老於上庠，養庶老於下庠。鄭玄曰：上庠太學，下庠小學庠也，在國之中王官之東也，殷人養國老於虞〻庠〻在國之西郊。鄭玄曰：亦小學也，小學為有虞氏之庠制，是以為名庠。又曰：古之教者黨有庠，孟子曰，庠者養也，周曰庠。《白虎通》：庠之言詳也，言所以詳礼儀之所也		6_007_B52	c015a035	Y22-09-12-1.jpg
Y22000152-1	v22#347	廬	222		力居反。《周礼》：凡道五十里有虞〻有飲食。鄭玄曰：廬居也，今野候徙有序也。又曰：大喪則挍(授)其廬舍。鄭玄曰：廬寢苫枕凶是也。《毛詩》：廬寄也。《左氏傳》：以廬于曹。杜預曰：廬舍也，淮南，鼓乎九天之頂，蟠		6_007_B61	c015a024	Y22-09-16-1.jpg
Y22000157-1	v22#347	庭	223		徒丁反。《尚書》：出綴衣于庭。野王案：《蒼頡篇》：廷堂前也，手詩，庭燎晰〻。《尓雅》：，堂上謂之行中庭謂之走。《論語》：鯉趍而過庭是也。《周礼》：閽人，掌埽門庭。鄭玄曰：門庭門相當之地也。《毛詩》：既庭且碩。《傳》：曰：庭直也。《韓詩》：庭見也。又曰：陟降庭繼也，言成王叔取父武之道下繼而行也。又曰：涘我於庭乎而參分堂塗一曰庭。又曰：韓不方庭也，使汝主汝不易之□也。《說文》：向中也。		6_007_B62	c015a021	Y22-10-04-1.jpg
Y22000161-1	v22#347	廇	223		方救反。《說文》：庭中也。屋檐為雷字。在雨部。	爲雷(霤)字	6_008_A11	c015a022	Y22-10-08-1.jpg
Y22000161-2	v22#347	庉	223		徒本反。《說文》：庉樓牆也。《蒼頡篇》：屋下高藏也。《廣雅》：庉舍也。《釋名》：庉屯也，庉聚也。		6_008_A12	c015a023	Y22-10-08-2.jpg
Y22000162-1	v22#347	序	223		徐擧反。《尚書》：西序東向東序西向。孔安國曰：東西廂謂之序。《尓雅》：東西牆謂之序。郭璞曰：所以序別内外也，揵為舍人曰東西堂釵(序)尊卑處也。《周礼》：射于州序。鄭玄曰：序州黨之學也。《考工說》：鮑人治革之事欲其序薄序也。鄭玄曰：序舒也，謂其革均也。《礼記》：夏后氏養國老於東序養庶老於西序古之學者□有序。鄭玄曰：万二千五百家為遂。又曰：序夏后氏之序也。鄭玄曰：序亦學也，次序王事也，圖子序者射也。《白虎通》：學教里有序〻者序長多也。《廣雅》：反玷謂之序。古文為防字。阜部也。		6_008_A21	c015a041	Y22-10-09-1.jpg
Y22000167-1	v22#347	㢚	223		力鼓反。《說文》：㢚廡也。《廣雅》：㢚庵也。		6_008_A22	c015a042	Y22-10-14-1.jpg
Y22000167-2	v22#347	廣	223		古晃反。《尚書》：帝徳廣運。孔安國曰：廣大也，野王安。《毛詩》：西四壮備廣是也，謂從為長横為廣也，考工記，廣与宗□。《左氏傳》：壍防門而守之廣里是也。《考工記》：伸其程□以為部〻廣〻六守寸。鄭玄曰：廣猶徑也。《國語》：猶弘也。又曰：廣其節以廣運百。賈逵曰：東西為廣。《礼記》：東上不廣郊。鄭玄曰：廣猶弘也。又曰：廣其節奏。鄭玄曰：謂増習也。《說文》：殿之大屋也。又音古曠反。《周礼》：車僕掌廣車之伻。鄭玄曰：横陣之車也。《左氏傳》：其君之戎分為二廣〻有一卒〻徧之兩。杜預曰：十五家為一廣，司馬法十五乘為大徧今廣十五乘，亦用舊徧法也。		6_008_A31	c015a051	Y22-10-14-2.jpg
Y22000172-1	v22#347	庌	224		牛假反。《周礼》：國人掌夏庌馬。鄭玄曰：庌廡〻以庇馬喧也。《廣雅》：庌舍。		6_008_A32	c015a052	Y22-11-03-1.jpg
Y22000173-1	v22#347	廡	224		無禹反。《史記》：廬廡之數。《說文》：堂下周屋也。《釋名》：大屋曰廡，幽冀人謂之庌也。		6_008_A41	c015a053	Y22-11-04-1.jpg
Y22000173-2	v22#347	𢋑	224		《字書》：籀文，廡字。		6_008_A42	c015a054	Y22-11-04-2.jpg
Y22000174-1	v22#347	庖	224		薄交反。《周礼》：庖人中土四人。鄭玄曰：庖之言苞也，裹肉曰苞。《礼記》：三為充君之庖。鄭玄曰：□之廚也。		6_008_A51	c015a055	Y22-11-05-1.jpg
Y22000175-1	v22#347	廚	224		馳俱反。《礼記》：君子遠庖廚。《說文》：庖屋也。《蒼頡篇》：主食者也。		6_008_A52	c015a061	Y22-11-06-1.jpg
Y22000175-2	v22#347	㢋	224		昌紙反。《國語》：將夫溝而㢋我。賈逵曰：從旁曰㢋。《說文》：㢋。《廣雅》：㢋大也。		6_008_A61	c015a065	Y22-11-06-2.jpg
Y22000176-1	v22#347	庫	224		口故反。《礼記》：在庫言庫。鄭玄曰：車馬兵革之藏也。《蔡雍月令》：章句審五庫之量，一曰車庫，二曰兵庫，三曰祭器庫，四曰樂庫，五曰宴器庫。《釋名》：齊魯謂庫曰舍。		6_008_A62	c015a066	Y22-11-07-1.jpg
Y22000178-1	v22#347	廏	224		居有反。《周礼》：挍人之職三乘為皁為𨊴為廏僕夫。鄭玄曰：目日乘至廏其數二百十六匹，易乹為馬此應乹之筴也。《說文》：馬舍〻也。		6_008_B11	c015a062	Y22-11-09-1.jpg
Y22000179-1	v22#347	𠤙	224		《說文》：古文，廏字也。		6_008_B12	c015a064	Y22-11-10-1.jpg
Y22000179-2	v22#347	廥	224		古會反。《史記》：邯鄲廥燒。徐廣曰：庫廏之名也。野王案：《廣雅》：廥亦倉也。又曰：小虚郡國廥是也。《說文》：菊蒿示藏也。野□案：《戰國策》：請薪不得令人燒廥是也。		6_008_B21	c015a067	Y22-11-10-2.jpg
Y22000181-1	v22#347	庾	224		餘乳反。《毛詩》：我庾惟憶。《傳》：曰，露積曰庫。《國語》：野有庾積。賈逵曰：大曰大倉，小曰庾，〻積者禾稼之積也。《說文》：水漕倉。一曰：倉無屋也。《考工記》：陶人為庾實二觳，厚半寸，脣一寸。鄭衆曰：聲讀為斛〻實二升聘礼有（三字空白）斛。鄭玄曰：豆實而成觳十二升也。《論語》：子華使於齊冉子為其一請粟子曰与之釜請益曰与之庾，苞咸曰十六升為庾。《廣雅》：曰：四豆曰區，十區為庾。《說文》：以十六升庾。為逾字。在辵部。或為斛字。在升(斗)部也。	升(斗)	6_008_B22	c015a071	Y22-11-12-1.jpg
Y22000186-1	v22#347	㢏	225		《聲類》：古文庾字也。《漢書》：取親中羣於廁廥身目澣洒。蘇林曰：廥音枚，賈逵注周官威虎子也，廥行清也。孟康曰：東南人謂鑿木空中如楡者謂〻也。		6_008_B31	c015a072	Y22-11-17-1.jpg
Y22000187-1	v22#347	廁	225		側冀反。《左氏傳》：將食服如廁		6_008_B32	c015a073	Y22-11-18-1.jpg
Y22000192-1	v22#347	庰	225		伊并反。《說文》：庰敝也，廣广庰藏也，或為屏字。在尸部，或為帡字。在巾部也		6_008_B41	c015a074	Y22-12-05-1.jpg
Y22000192-2	v22#347	廛	225		除連反。《周礼》：遂人掌班田里上地夫一屋一屋廛田百畆。鄭衆曰：廛居也，楊子雲有田一廛曰百畆之居也。鄭玄曰：謂城邑之居也。《孟子》：所謂五畆之宅樹以桑麻者也。《韓詩》：胡取禾三百廛兮虞⿱竹尃也。《方言》：東齊海岱之間，謂居曰廛。《礼記》：市廛而征。鄭玄曰：廛市物邸舍也。《風俗通》：古者百歩為畆，奏孝公以□百卌歩為畆，半為廛也。		6_008_B42	c015a081	Y22-12-05-2.jpg
Y22000195-1	v22#347	㡲	225		胡關反。《說文》：屋牝凡下也。一曰准結也。		6_008_B51	c015a082	Y22-12-08-1.jpg
Y22000196-1	v22#347	𢈳	225		子孔且公二反。《說文》：屋陛中會也。《蒼頡篇》：郭与屋會也。	古屋1979:135、古屋1984:24①に挙例。𢉛と翻刻。	6_008_B52	c015a083	Y22-12-09-1.jpg
Y22000196-2	v22#347	廉	225		力占反。《尚書》：九徳簡而廉。孔安國曰：性簡大而廉隅也。《儀礼》：設席于堂廉。鄭玄曰：側邊曰廉。《國語》：長廉以驕心。賈逵曰：廉利也。《礼記》：孟秋其器廉以深。鄭玄曰：象金傷害物而入藏也。《楚辞》：咲多清以廉梁。王逸曰：不受曰廉，日或為妖言史記。野王案：廉猶察視詳審之也。《漢書》：且廉間有如詔以重論是也。《方言》：箭三廉者謂之羊頭。野王案：《廣雅》：。又曰廉清也。《說文》：以廉視為覝字。在部		6_008_B61	c015a084	Y22-12-09-2.jpg
Y22000200-1	v22#347	庢	226		猪慄反。《說文》：礙山也		6_008_B62	c015a091	Y22-12-13-1.jpg
