# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# Version: 1.1.97
# Date: 2024-06-11
# Last update : 2025-03-17
#
# Copyright (c) 2024-2025 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# KRM Format information:
# KRID_wakun_no: Serial number assigned to each Japanese reading (wakun) annotation within an item (item serial No. + wakun serial No.). A suffix (b, c, …) is added for branching Japanese reading annotations.
# KR2ID: The ID number assigned based on its location in the Kazama edition
# Entry: Hanzi glyph of the headword
# Def: Definitional annotation through Japanese reading (wakun)
# Word_form: Normalized form of a Japanese reading annotation (wakun)
# Wakun_Hanzi: Wakun in katakana, with its Hanzi form parenthesized
# Wakun_variant: Katakana wakun variation added to the primary form (usually added to the left or right side). If incorrect wakun are corrected, an arrow (←) is precedes the incorrect reading.
# Hanzi_variant: Hanzi variant glyphs
# JK_ID: ID in the Nihon Kokugo Daijiten (2e), The Shogakukan Japanese dictionary, Japanknowledge edition
# Remarks: Editor's notes
#
# Abbreviations:
# 正宗索引: 正宗敦夫編, 類聚名義抄 仮名索引, 日本古典全集刊行会, 1939-1940
# 岡田研究: 岡田希雄, 類聚名義抄の研究, 一条書房, 1944
# 望月和訓集成: 望月郁子編, 類聚名義抄: 四種声点付和訓集成, 笠間書院, 1974
# 中村文選: 中村宗彦, 九条本文選古訓集, 風間書房, 1983
# 草川和訓集成: 草川昇編, 五本対照類聚名義抄和訓集成, 汲古書院, 2000
# 西端誤写考察: 西端幸雄, 類聚名義抄における誤写の考察, 訓点語と訓点資料45, 1971
# 西端誤写諸例: 西端幸雄, 類聚名義抄における誤写の諸例, 訓点語と訓点資料52，1973
# 略注: 佐藤喜代治，色葉字類抄略注，明治書院，1995
# 群書治要: 小林芳規・原卓志・山本秀人・山本真吾・佐々木勇編, 宮内庁書陵部蔵本群書治要経部語彙索引, 汲古書院, 1996
# 毛詩鄭箋: 毛詩鄭箋（一）（二）（三）, 古典研究会叢書漢籍之部１～３, 原本所蔵静嘉堂文庫, 汲古書院, 1992
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publishment of the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500.
#
KRID_wakun_no	KR2ID	Entry	Def	Word_form	Wakun_Hanzi	Wakun_variant	Hanzi_variant	JK_ID	Remarks
F17300_03	K0608261	懟	ウレフ	うれふ	ウレフ（懟）				
F17300_04	K0608261	懟	オロカナリ	おろかなり	オロカナリ（懟）				
F17303_03	K0608263	慟	イタム(LL@)	いたむ	イタム（慟）			2002003e7741WtfC15Lm	図書寮本(264・5)「イタム(LLH)律」。中村文選(311頁・西征)「慟イタマシム」。
F17304_01	K0608264	憅	イタム	いたむ	イタム（憅）			2002003e7741WtfC15Lm	「慟」は広韻「慟哭哀過也」とあり。日国「いた・む 【痛・傷・悼】」の表記に未収。
F17307_01	K0608273	㧾	クタク	くたく	クタク（㧾）				
F17307_02	K0608273	㧾	ウツ	うつ	ウツ（㧾）			2002006992a4le3zNSjv	字類抄同訓「打ウツ」（ウ・辞字、略注735頁）。日国「う・つ 【打・討・撃・撲・拍・擣・搏・伐・射】」の表記に未収。
F17308_02	K0608274	惣	スフ(HL")	すぶ	スブ（惣）			2002024ede7bJy4Cu7S7	図書寮本(272・3)「スヘテ選」。書・大禹謨「汝惟不怠、總朕師」、内野本「朕か師モロヽヽを惣スヘヨ」。
F17308_03	K0608274	惣	ウク〈承〉	うく	ウク（惣）			200200608946k17891u8	
F17308_04	K0608274	惣	マサル	まさる	マサル（惣）			200203ee8065WmZy53m5	
F17308_05	K0608274	惣	オホヨソ	おほよそ	オホヨソ（惣）			20020093c7fd7hdgGI3u	
F17309_01	K0608281	煩／𢙉	ナヤム	なやむ	ナヤム（煩惱）		ナヤム（煩𢙉）	20020328eaef2I4v8Iwt	図書寮本(268・4)「ナヤム(LLH)遊」。字類抄同訓「悩ナヤム　ナヤマス」（ナ・人事、627頁）。陽明文庫本遊仙窟(6ウ6行)「煩悩(ト)ナヤマシ[ムカシ]」（高橋宏幸「『図書寮本類聚名義抄』所引『遊仙窟』のテキストと和訓について」『都留文科大学大学院紀要』12）。
F17310_02	K0608282	𢙉	ナヤム-マス(LLH-@@)	なやむ	ナヤム（惱）	ナヤマス（惱）	ナヤム（𢙉）	20020328eaef2I4v8Iwt	字類抄同訓「悩ナヤム　ナヤマス」（ナ・人事、626頁）。
F17310_02b	K0608282	𢙉	ナヤム-マス(LLH-@@)	なやます	ナヤマス（惱）	ナヤム（惱）	ナヤマス（𢙉）	20020328e5a0h93RPv8o	
F17310_03	K0608282	𢙉	ウレフ	うれふ	ウレフ（惱）		ウレフ（𢙉）		
F17310_04	K0608282	𢙉	ウルサシ	うるさし	ウルサシ（惱）		ウルサシ（𢙉）	200200733c721j35rW6d	
F17315_02	K0608312	忽	タチマチ(LH@@)	たちまち	タチマチ（忽）			200202a0983d122VnbUN	図書寮本(249・1)「タチマチニ(LH□LL)記」。中村文選(77頁・西京)「儵忽(ト)タチマチニ〈疾也〉／(上野)(ト)タチマチニ」。字類抄同訓「忽タチマチ」（タ・辞字、略注480頁）。史記訓（山本秀人「類聚名義抄における史記の訓の採録について」『鎌倉時代語研究』23、483頁）。
F17315_03	K0608312	忽	トシ	とし	トシ（忽）			20020307a048HV119292	中村文選(40頁・東都)「倐忽(ト)トクシテ〈疾也〉」。日国「と・し 【利・鋭・疾・敏】」の表記に未収。
F17315_04	K0608312	忽	イルカセ(HH@@)	いるかせ	イルカセ（忽）			200200546014ZH6L7499	図書寮本(249・1)「イルカセ(HHHH)詩」。中村文選(402頁・赭)「忽イルカセニスル〈輕也〉」。訓点語辞典「イルカセ（忽）」（245頁、築島裕）。
F17315_05	K0608312	忽	ワスル	わする	ワスル（忽）			20020480e67aCLJLzWY5	字類抄同訓「忘ワスル」、日本書紀欽明二十三年「可軽忽ワスレテ不思変難哉」（略注263頁）。
F17315_06	K0608312	忽	ホロフ	ほろぶ	ホロブ（忽）			200203e429c4QW1U0N53	万象名義「滅也」。字類抄「勿」に「ホロフ」、詩・大雅・皇矣（古訓）「是絶是忽ホロホス」注「忽。滅也」、字類抄「勿」は「忽」の誤りであろう（略注153頁）。
F17315_07	K0608312	忽	ナイカシ	ないがしろ	ナイガシロ（忽）			20020318c2f3b3M11d79	正宗索引「ナイカシ（ロ）」。草川和訓集成「ナイカシロ」で立項し、ママを付す。字類抄「𦸑ナイカシロ」（ナ・辞字、略注657頁）。訓点語辞典「ナイ（キ）ガシロ（蔑）」（285頁、築島裕）。日国「ない‐が‐しろ 【蔑】」の表記に未収。
F17315_08	K0608312	忽	オコタル	おこたる	オコタル（忽）			200200998a02H4z6xxjg	字類抄同訓「怠ヲコタル」、漢書・楚元王伝（版本）「今而忽ヲコタル之」（ヲ・辞字、略注254頁）。
F17315_09	K0608312	忽	アラシ	あらし	アラシ（忽）			200200246f33gdpFKrt8	
F17315_10	K0608312	忽	ハルカニ	はるか	ハルカ（忽）			200203736181Q6oQCCp1	新撰字鏡「遠」。日国「はる‐か 【遙─・悠─】」の表記に未収。
F17315_11	K0608312	忽	ニハカ	にはか	ニハカ（忽）			20020339c476iss4yX56	
F17315_12	K0608312	忽	イカル	いかる	イカル（忽）			200200324792M186e57i	
F17315_13	K0608312	忽	カロシ	かろし	カロシ（忽）			200200f2609d7Ro3w1A1	
F17315_14	K0608312	忽	カシク	かしく	カシク（忽）			200200cfa2f307ikVrAL	
F17317_01	K06083142	忽／諸	イルカセ(HL@@)	いるかせ	イルカセ（忽諸）			200200546014ZH6L7499	古くはイルカセと清音に発音した語（築島裕『平安時代の漢文訓読語につきての研究』470頁）。訓点語辞典「イルカセ（忽）」（245頁、築島裕）。字類抄同訓「忽緒イルカセニ」（イ・畳字、略注60頁）。
F17318_01	K0608321	一／悤	ヒトヨリノイト	ひとよりのいと	ヒトヨリノイト（一悤）			N/A	図書寮本(275・7)「比止余利乃糸(LLHLL@)朱」。日国未収だが、「ひと‐より 【一縒】」に成唯識論述記序釈〔７９７頃〕「従十蠒出糸、名為一忽〈比止余利乃糸〉」を引く。
F17319_03	K0608322	𢗕／怐	クルシフ	くるしぶ	クルシブ（怐）		クルシブ（𢗕）	2002014a02bbM64916kB	字類抄同訓「苦クルシフ」（ク・人事、略注898頁）。
F17319_04	K0608322	𢗕／怐	ウレへ	うれへ	ウレヘ（怐）		ウレヘ（𢗕）	20020073a27d279eopvM	
F17319_05	K0608322	𢗕／怐	イタム	いたむ	イタム（怐）		イタム（𢗕）		日国「いた・む 【痛・傷・悼】」の表記に未収。未勘。
F17319_06	K0608322	𢗕／怐	オロカナリ	おろかなり	オロカ（怐）		オロカ（𢗕）	200200b0315a2IFLP4Mm	万象名義「愚也」。字類抄同訓「愚ヲロカ／ヲロカナリ」、広雅・釈詁「怐。愚也」（ヲ・人事、略注239頁）。
F17320_01	K0608324	𢗘	オソリ	おそり	オソリ（𢗘）				
F17325_02	K0608341	恂	マコト(LH@)	まこと	マコト（恂）			200203edde30X8qz21S1	「マコト(LH@)」は「マヿ(LH)」に作る。説文「信心也」、万象名義・宋本玉篇・広韻「信也」。日国「ま‐こと 【真・実・誠・信】」の表記に未収。
F17325_03	K0608341	恂	タノシフ	たのしぶ	タノシブ（恂）			200202a594a9V6788XOy	
F17325_04	K0608341	恂	ヲノヽク(HH@@)	をののく	ヲノノク（恂）			200200a5d8f4ru62Tilk	宋本玉篇「慄也」。字類抄同訓「惶ヲノノク」、荘子・斉物論「木處則惴慄恂懼。猨猴然乎哉」経典釈文「戰也」（略注240頁）。
F17325_05	K0608341	恂	ヒラナリ	ひらなり	ヒラ（恂）			20020399486ffj51se8U	
F17325_09	K0608341	恂	ヨシ(LH)	よし	ヨシ（恂）			2002044c35eecK16K1He	字類抄同訓「善ヨシ」、詩・鄭風・溱洧「洵訏且樂」伝「訏、大也」箋「洵、信也」、経典釈文「洵」に「韓詩作恂」、「訏」に「大也。韓詩作盱。云。恂盱。楽貌」（ヨ・辞字、略注404頁）、静嘉堂文庫本毛詩鄭箋巻4・425行「洵マコトに訏オホキにして且マタ樂タノシ」。
F17329_03	K0608352	⿰忄⿹勹車	アツシ	あつし	アツシ（⿰忄⿹勹車）				
F17329_04	K0608352	⿰忄⿹勹車	ハカリコト	はかりこと	ハカリコト（⿰忄⿹勹車）			200203567cddkYe4C677	
F17331_03	K0608354	慏／⿰忄⿱穴目	オホフ	おほふ	オホフ（慏）				
F17332_03	K0608361	愼	ツヽシム(LLH@)	つつしむ	ツツシム（愼）			200202d4dfcb3M9rQRnY	図書寮本(238・2)「ツヽシム(LLHL)易」。書・舜典「慎徽五典」伝「徽、美也」、内野本「眘ツヽシンて𠄡典を徽ヨクす」（眘は慎、𠄡は五の古文）、内閣文庫慶長8年本「慎ツヽシンて五典を徽ヨクす」。
F17332_04	K0608361	愼	マコト	まこと	マコト（愼）			200203edde30X8qz21S1	原文「マヿ」。爾雅・釈詁「慎、誠也」。
F17335_02	K0608371	悞	アヤマル	あやまる	アヤマル（悞）			20020023deb08J5ETe2L	
F17335_03	K0608371	悞	カナフ	かなふ	カナフ（悞）				
F17340_02	K0608383	㤞	タヽシ(LL"H)	ただし	タダシ（㤞）			2002029e98d80n0nyABp	
F17340_03	K0608383	㤞	マサシ(LL@)	まさし	マサシ（㤞）				「マ」「サ」虫損。正宗索引・草川和訓集成「マサシ」で採録。望月和訓集成に未確認、
F17340_04	K0608383	㤞	心ミル	こころみる	ココロミル（㤞）			2002018cf8c59xou34jF	
F17341_03	K0608384	𢜬／𢖲	ホカラカ	ほがらか	ホガラカ（𢜬）		ホガラカ（𢖲）	200203d88fe7bPMks404	
F17348_02	K0608423	愆	スクス(LL"@)	すぐす	スグス（愆）			20020246ba90G3Qn85q3	図書寮本(250・5)「スクス(LL"H)易」。詩・衛風・氓「匪我愆期」伝「愆、過也」、静嘉堂文庫本毛詩鄭箋巻3・264行「期を愆スコスに」。
F17348_03	K0608423	愆	スク(LL")	すぐ	スグ（愆）			2002024662adorhY7wFr	第二類動詞終止形語末の仮名に「東点のつけちがえの点」（望月和訓集成663頁）。
F17348_04	K0608423	愆	トカ(LH")	とが	トガ（愆）			20020300ea11w8fa8G5n	訓点語彙集成に「トガ」の訓あり。
F17348_05	K0608423	愆	アヤマチ-ツ(LL@@-@)	あやまち	アヤマチ（愆）	アヤマツ（愆）		20020023d088yHMRZrAU	図書寮本(250・5)「アヤマチ(LLLL)」。説文・万象名義・宋本玉篇・広韻「過也」。書・大禹謨「帝德罔愆」伝「愆、過也」、内野本「愆アヤマツこと」。詩・大雅・楚茨「式禮莫愆」、静嘉堂文庫本毛詩鄭箋巻13・253行「愆アヤマツこと」。中村文選(96頁・東京)「愆アヤマチヲ〈過也〉」。中村文選(581頁・贈答)「愆アヤマツ[ウシナフ]〈失也〉」。
F17348_05b	K0608423	愆	アヤマチ-ツ(LL@@-@)	あやまつ	アヤマツ（愆）	アヤマチ（愆）		20020023d4a9rWWKAFXz	
F17348_06	K0608423	愆	アツカル	あづかる	アヅカル（愆）			20020014d68cMrlI7E0D	
F17348_07	K0608423	愆	アツマル	あつまる	アツマル（愆）			20020019a20303GbOV30	字類抄「集アツム アツマル」、「衍」の誤りか（ア・辞字、略注1228頁）。日国「あつま・る 【集・聚】」の表記に未収。
F17348_08	K0608423	愆	タカフ	たがふ	タガフ（愆）			2002029679a5fkKcmK1s	訓点語彙集成に「タガフ」の訓あり。日国「たが・う［たがふ］ 【違】」の表記に未収。
F17348_10	K0608423	愆	ミツカシ	みつかし	ミツカシ（愆）				正宗索引「ミツカシ」に「字鏡集ミシカシあり」。
F17348_11	K0608423	愆	ホコ	ほこ	ホコ（愆）				未勘。
F17348_12	K0608423	愆	ウス	うす	ウス（愆）			20020064db3bBaNgy7XX	万象名義・宋本玉篇「失也」。字類抄「愆」に「失ウシナフ」（ウ・辞字、略注756頁）。日国「う・せる 【失】」の表記に未収。
F17350_02	K0608432	懠	イカル(HH@)	いかる	イカル（懠）			200200324792M186e57i	図書寮本(272・3)「イカル(HHL)詩」。
F17353_02	K0608441	慵	モノウシ	ものうし	モノウシ（慵）			2002042a78d9Xah0weT2	図書寮本(260・3)「モノウシ切」。新撰字鏡「毛乃宇志」。
F17353_03	K0608441	慵	物クサシ(LL@@)	ものくさし	モノクサシ（慵）			2002042acd32u5nKx6hI	
F17356_01	K0608444	𢣿	ネタム	ねたむ	ネタム（𢣿）			200203422b08r28GFMkh	
F17362_01	K0608463	㤚	ヨロコフ	よろこぶ	ヨロコブ（㤚）			2002045b4782T59A0HGL	
F17363_02	K0608464	急	スミヤカナリ(LLHL@@)	すみやかなり	スミヤカ（急）			200202504cc617PwgDk5	中村文選(482頁・文)「急スミヤカナルカ」。中村文選(509頁・琴)「急スミヤカナリ」。訓点語辞典「スミヤカ・スミヤカン（ニ）ス・スミヤケム（ミ）ズ」（275頁、土井光祐）。
F17363_03	K0608464	急	タチマチ	たちまち	タチマチ（急）			200202a0983d122VnbUN	
F17363_04	K0608464	急	トシ	とし	トシ（急）			20020307a048HV119292	
F17363_05	K0608464	急	ツクス(HH@)	つくす	ツクス（急）			200202d14675aiWitcmw	万象名義「盡也」。日国「つく・す 【尽・竭・殫】」の表記に未収。
F17363_06	K0608464	急	ハケシ(LL"H)	はげし	ハゲシ（急）			2002035a52f406Oo6w85	中村文選(573頁・哀傷)「急ナリ[ハケシ]／(寛文)ハケシ」。
F17364_02	K0608472	㤂	クツス	くづす	クヅス（㤂）			2002013c1fbeYZWmyRcm	日国「くず・す［くづす］ 【崩】」の表記に未収。
F17364_03	K0608472	㤂	スミヤカ	すみやか	スミヤカ（㤂）			200202504cc617PwgDk5	宋本玉篇「急」。日国「すみ‐やか 【速─】」の表記に未収。
F17364_04	K0608472	㤂	ツメ	つめ	ツメ（㤂）			200202d918faQ9o7ev2B	日国「つめ 【爪】」の表記に未収。
F17364_05	K0608472	㤂	スサム	すさむ	スサム（㤂）			200202483e17sWg9UPH7	
F17367_02	K0608482	懅	イソク	いそぐ	イソグ（懅）			2002003c46506KQ6T2CO	
F17367_03	K0608482	懅	スミヤカナリ	すみやかなり	スミヤカナリ（懅）				
F17367_04	K0608482	懅	ヨル	よる	ヨル（懅）				
F17367_05	K0608482	懅	オトロク	おどろく	オドロク（懅）			200200a40370r090W22i	
F17367_06	K0608482	懅	ハチ(LL")	はぢ	ハヂ（懅）			2002035bdebdg4G53njo	図書寮本(273・6)「ハチ(LL)列」。後漢書・王霸「霸慚懅而還」注「懅、亦慙也」（大漢和による）。日国「はじ［はぢ］ 【恥・羞・辱】」の表記に未収。
F17368_03	K0608483	慆	スク(LH")	すぐ	スグ（慆）			2002024662adorhY7wFr	図書寮本(246・5)「季云…須久」、(273・7)「季云…須久(LH")」。詩・唐風・蟋蟀「日月其慆」伝「慆、過也」、静嘉堂文庫本毛詩鄭箋巻6・21行「日月、其れ慆スキナン」。
F17368_04	K0608483	慆	フサク(HH@)	ふさぐ	フサグ（慆）			200203a99e6dQ5X0HF24	
F17368_06	K0608483	慆	カクル(LL@)	かくる	カクル（慆）			200200c96d52fNa8PBvw	字類抄同訓「隠カクス　カクル」、左氏伝・昭公三年「以楽慆憂」注「慆。蔵也」（カ・辞字、略注366頁）。日国「かく・れる 【隠】」の表記に未収。
F17374_03	K0608522	𥉖／恚	イカル	いかる	イカル（恚）		イカル（𥉖）	200200324792M186e57i	万象名義「怒也」。字類抄同訓「瞋イカル」（イ・人事、略注26頁）。
F17374_04	K0608522	𥉖／恚	フツクム(LLL@)	ふつくむ	フツクム（恚）		フツクム（𥉖）	200203b08178IJ7ATq33	
F17375_01	K0608524	淹／ー（恚）	ヒサシキイカリ(LL@@@@)	ひさしきいかり	ヒサシキイカリ（淹恚）				図書寮本(258・3)「ヒサシキイカリ(LLLFHHH)列」。
F17378_03	K0608533	㤕	ツタナシ	つたなし	ツタナシ（㤕）			200202d38881PSODYcHO	字類抄同訓「拙ツタナシ」、玉篇「㤕」に「憂心也」、「㤕」と「拙」との混同か（ツ・人事、略注538頁）。日国「つたな・い 【拙】」の表記に未収。
F17378_04	K0608533	㤕	ワツカニ	わづかに	ワヅカニ（㤕）			20020480d7bb7Je08fgj	
F17379_02	K0608534	愮	ウレフ(LLH)	うれふ	ウレフ（愮）			20020073abed41NraBy9	万象名義・宋本玉篇・広韻「憂也」。日国「うれ・える［うれへる］ 【憂・愁・患】」の表記に未収。
F17380_02	K0608541	恌	イヤシ(HH@)	いやし	イヤシ（恌）			200200523aef8JJ65DL8	詩・小雅・鹿鳴「視民不恌」伝「恌、愉(偷)也」箋「視、古示字也」、静嘉堂文庫本毛詩鄭箋巻9・15行「民を視シメスこと、恌イヤシカラ不」。中村文選(586頁・贈答)「恌イヤシカラ[イヤシクセ]〈偸也猶荀且也〉」。
F17380_03	K0608541	恌	クツロク(HH@@)	くつろぐ	クツログ（恌）			200201416c62Z1w4x16e	
F17380_04	K0608541	恌	オコク	おごく	オゴク（恌）			200200995327OcxYR5Yj	
F17381_01	K0608543	愮	ウレフ	うれふ	ウレフ（愮）			20020073abed41NraBy9	万象名義・宋本玉篇・広韻「憂也」。日国「うれ・える［うれへる］ 【憂・愁・患】」の表記に未収。
F17381_02	K0608543	愮	ミタル	みだる	ミダル（愮）			2002040401fft5nhGrWK	
F17381_03	K0608543	愮	ハツ	はづ	ハヅ（愮）			2002035e06d5C8V6Pocl	
F17381_04	K0608543	愮	ソコナフ	そこなふ	ソコナフ（愮）			2002028012010vCI3yqb	
F17384_01	K0608552	天／性	ヒトヽナリ(HHH@@)	ひととなり	ヒトト（天性）			2002038dc6c1wrlhCxCB	図書寮本(237・7)「ヒトヽナリ(HHHHH)遊」。熟語「天性」（二例）を「ヒトトナリ」と訓じたものはない。（高橋宏幸「『図書寮本類聚名義抄』所引『遊仙窟』のテキストと和訓について」『都留文科大学大学院紀要』12）
F17385_02	K0608553	性	コヽロ	こころ	ココロ（性）			2002018ab915n56uC8Fy	
F17385_03	K0608553	性	タマシヒ	たましひ	タマシヒ（性）			200202a863aeL5TFPL0d	
F17385_04	K0608553	性	人トナリ-ル(HH@@-@)	ひととなり	ヒトトナリ（性）	ヒトトナル（性）		2002038dc6c1wrlhCxCB	図書寮本(237・7)「ヒトヽナリ」。日本書紀か、遊も同訓（山本秀人「図書寮本類聚名義抄における出典無表示の和訓について―国書の訓との関わりを中心に―」『高知大国文』32、例55）。
F17385_04b	K0608553	性	人トナリ-ル(HH@@-@)	ひととなる	ヒトトナル（性）	ヒトトナリ（性）		2002038b3f1b95qQ5c3J	
F17385_05	K0608553	性	心サシ	こころざし	ココロザシ（性）			2002018c6714l87Z76kN	
F17385_06	K0608553	性	ウム(HL)	うむ	ウム（性）			2002006f793b5E236VLV	
F17386_02	K0608561	𢚂	クタシ	くたし	クタシ（𢚂）				
F17387_03	K0608562	慺	ツヽシム(LHH@)	つつしむ	ツツシム（慺）			200202d4dfcb3M9rQRnY	
F17387_04	K0608562	慺	ウヤマウ(HH@@)	うやまふ	ウヤマフ（慺）				
F17391_01	K0608573	恅	シツカニ	しづかに	シヅカニ（恅）				「恅」は広韻「愺恅心亂」とあり、字義に合わない。
F17392_03	K0608574	堕	オコタル	おこたる	オコタル（堕）			200200998a02H4z6xxjg	
F17394_02	K0608583	惰／㥩／㤢	物ウシ	ものうし	モノウシ（惰）		モノウシ（㥩）;モノウシ（㤢）	2002042a78d9Xah0weT2	
F17394_03	K0608583	惰／㥩／㤢	オコタル(HH@@)	おこたる	オコタル（惰）		オコタル（㥩）;オコタル（㤢）	200200998a02H4z6xxjg	図書寮本(243・7)「オコタル(HHHL)書」。内野本古文尚書(巻2・18オ7行)「惰オコタリ」。中村文選(326頁・西征)「惰ヲコタリ」。
F17395_02	K0608611	墯／憜	オコタル(HH@@)	おこたる	オコタル（憜）		オコタル（墯）	200200998a02H4z6xxjg	
F17396_01	K0608612	愭	物ウシ	ものうし	モノウシ（愭）			2002042a78d9Xah0weT2	
F17396_02	K0608612	愭	オコタル	おこたる	オコタル（愭）			200200998a02H4z6xxjg	訓点語彙集成に例あり。東洋文庫本史紀夏本紀235行「元首叢脞哉、股肱愭哉萬事墮哉」の「愭」に「ヲコタル」）。「愭」は宋本玉篇「敬也、順也」、広韻「畏也、敬也」とあり、おそれる、つつしむの意。安倍本（台湾・国家図書館本）・宋版史記（歴博本）は「惰」に作る。「惰」は万象名義・宋本玉篇「怠也」とあり、この字義にあう。日国「おこた・る 【怠・惰】」の表記に未収。
F17398_03	K0608614	恙	ウレフ(LLH)	うれふ	ウレフ（恙）			20020073abed41NraBy9	爾雅・釈詁「恙、憂也」。日国「うれ・える［うれへる］ 【憂・愁・患】」の表記に未収。
F17398_04	K0608614	恙	ツヽカ(HHH")	つつが	ツツガ（恙）			200202d46cc689MY6f4L	字類抄同訓「恙ツツカ」、白氏文集（版本）巻36新沐浴「恙ツツカ」（ツ・人体、略注527頁）。
F17400_03	K0608622	㤥	タノシ	たのし	タノシ（㤥）				説文「苦也」とあり、字義に合わない。
F17405_04	K0608633	懐／懷	コヽロ	こころ	ココロ（懷）		ココロ（懐）	2002018ab915n56uC8Fy	
F17405_05	K0608633	懐／懷	イムタク(HHH"@、ム-ウ)	いだく	イダク（懷）	ウダク（懷）	イダク（懐）	2002003d521aN8dMa9a6	図書寮本(244・7)「イタク(HH"L)」「ムタク(HH"L)列」・(273・1)「イタク(HH"L)」「ムタク(HH"L)列」。池田按：原文「イム」の「ム」の右に「ウ」、改行して「タク」、「タ」右上虫損あり、声点一つのみ確認可能。元来「イ」の左右に「ウ」と「ム」を小字で示し、「イダク」「ウダク」「ムダク」を示すものか。あるいは、詩・邶風・終風「願言則懷」注「懷、傷也。箋云：懷、安也」、静嘉堂文庫本毛詩鄭箋巻2・105行「懷イタマむ「亻」(左)ヤスケム「ケ」」とあり、「イタム」を混じるか。
F17405_05b	K0608633	懐／懷	イムタク(HHH"@、ム-ウ)	うだく	ウダク（懷）	イダク（懷）	ウダク（懐）	20020065cab5QcN70dg1	
F17405_06	K0608633	懐／懷	オモフ-ヒ(LLH@-L)	おもふ	オモフ（懷）	オモヒ（懷）	オモフ（懐）	200200ab4db4w7JnMx40	図書寮本(244・7、273・2)「オモフ-ヒ(LLH-L)」「オモフ(LLH)詩」。詩・召南・野有死麕「有女懷春、吉士誘之」注「懷、思也。春不暇待秋也。誘、道也」、静嘉堂文庫本毛詩鄭箋巻1・400行「懷オモフ」「誘ミチヒカヌカ」。中村文選7頁(序)「懷オモヒ」、中村文選14頁(都序)「懷イテ」。
F17405_06b	K0608633	懐／懷	オモフ-ヒ(LLH@-L)	おもひ	オモヒ（懷）	オモフ（懷）	オモヒ（懐）	200200aa05c0H9i4PkuD	
F17405_07	K0608633	懐／懷	チカシ(LL@)	ちかし	チカシ（懷）		チカシ（懐）	200202b3642fc4ROtfKf	
F17405_08	K0608633	懐／懷	ヤスシ(LLL)	やすし	ヤスシ（懷）		ヤスシ（懐）	200204359c2717D5tN2L	図書寮本(244・7)「ヤスシ(LLF)詩」・(273・1)「ヤスシ(LLF)」。詩・邶風・終風「寤言不寐、願言則懷」注「懷、傷也。箋云：懷、安也」、静嘉堂文庫本毛詩鄭箋巻2・105行「懷イタマむ「亻」(左)ヤスケム「ケ」」「靁イカツチナル」。中村文選99頁(東京)「懷ヤスシ・ナツク「安也」／(寛文)ヤスシ」。「シ」に「東点のつけちがえの点」（望月和訓集成659頁）。
F17405_09	K0608633	懐／懷	ナツク(LLL)	なつく	ナツク（懷）		ナツク（懐）	20020322e89f1w6l5838	図書寮本(244・7)「ナツク(LLH)書」(273・1)「ナツク(LLH)書」。字類抄同訓「懐ナツク」（ナ・辞字、略注652頁）。内野本古文尚書(巻4・5オ8行)「褱ナツク〈懷〉」。中村文選(41頁・東都)「懷ナツク／(上野)ナツク・キタス」。
F17405_10	K0608633	懐／懷	カヘル(LLH)	かへる	カヘル（懷）		カヘル（懐）	200200bfe48cH9vGb06w	中村文選(423頁・思)「懷カヘルコト〈歸也〉／(寛文)カヘルヿ・イタル」。字類抄同訓「返カヘル　カヘス」（カ・辞字、略注348頁）。
F17405_11	K0608633	懐／懷	ナツカシムル(LL@@@@、カ-ク)	なつかしむる	ナツカシムル（懷）	ナツク（懷）	ナツカシムル（懐）	20020322d070DOcV915p	図書寮本(244・7)「ナツカシムス(LLLFLF")論」(273・2)「ナツカシ(LLLFH@)論」。正和本論語集解(巻3・129行)「懐ナツカシンセラレ」。日国「なつかしん‐・ず 【懐】」に図書寮本の例をあげるが、「ナツカシムル」は未収。
F17405_11b	K0608633	懐／懷	ナツカシムル(LL@@@@、カ-ク)	なつく	ナツク（懷）	ナツカシムル（懷）	ナツク（懐）	20020322e89f1w6l5838	
