# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本.
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_main.tsv
#
# Version: 1.2.6
# Date: 11 March 2022
# Last update : 11 May 2025
#
# This file is a new version of KRM.tsv with updated specifications.
# The version number of KRM.tsv was 1.1.347, and it was last updated on March 17, 2025.
# This new version has been renamed to krm_main.tsv and will start with version 1.2.0.
#
# Copyright (c) 2022-2025 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# KRM format information:
# entry_id	A heading item ID formed by a 5-digit numeric ID starting with 'F'. For some added entry items, a 'b' suffix is appended.
# hanzi_id	A heading Hanzi ID consisting of a 5-digit numeric ID starting with 'S'. For some added entry items, a 'b' suffix is appended.
# kazama_location	An ID indicating K + Volume (2 digits) + Kazama Edition Page (3 digits) + Line (1 digit) + Segment (1 digit) + 字順 (1 digit). Details of the rules for assigning 字順 are defined separately.
# tenri_location	An ID indicating T + Volume (a/b/c) + Tenri Edition Page (3 digits) + Line (1 digit) + Segment (1 digit) + 字順 (1 digit). Details of the rules for assigning 字順 are defined separately.
# volume_name	Name of the volume, consisting of 10 volumes: 仏上, 仏中, 仏末本, 仏末下, 法上, 法中, 法下, 僧上, 僧中, and 僧下.
# radical_name	Hanzi name of the radical, consisting of 160 radicals ranging from 人 to 雑, used to classify Hanzi characters.
# volume_radical_index	Volume and radical number, ranging from v1#1 to v10#120, indicating the location of the entry within the text.
# hanzi_entry	Corrected hanzi are principally in the Kangxi Dictionary form. Unicode simplified characters (common-use characters, popular variants) may also be retained. Multiple-kanji headwords are separated by / (full-width slash). The abbreviation symbol "｜" is represented by "ー" (long vowel mark), with the corresponding character in parentheses.
# original_entry	Headword close to original form. Errors as is. Non-Unicode variants: IDS or ■. Like hanzi_entry, "〇" if no original-glyph headword needed.
# definition	Includes glyph annotations, pronunciation annotations, meaning annotations, Japanese readings (wakun), and other relevant notes, separated by spaces. As a general rule, character forms included in the "Kangxi Dictionary style" should be used.
#
#   Abbreviations:
#   正宗索引: 正宗敦夫編『類聚名義抄 仮名索引』日本古典全集刊行会，1939-1940
#   望月和訓集成: 望月郁子編『類聚名義抄：四種声点付和訓集成』(笠間索引叢刊44)笠間書院，1974
#   草川和訓集成: 草川昇編『五本対照類聚名義抄和訓集成』汲古書院，2000
#   西端誤写考察: 西端幸雄「類聚名義抄における誤写の考察」『訓点語と訓点資料』45，1971
#   西端誤写諸例: 西端幸雄「類聚名義抄における誤写の諸例」『訓点語と訓点資料』52，1973
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500 and 25K00466.
#
entry_id	hanzi_id	kazama_location	tenri_location	volume_name	radical_name	volume_radical_index	hanzi_entry	original_entry	definition
F17897	S21993	K06103541	Tb237541	法中	巾	v6#58	熨／帖	〇／〇	ノシタヽム
F17898	S21995	K06103610	Tb237610	法中	巾	v6#58	幞	〇	音僕　ツヽム-ミ（HHH-L）　衣　ツヽミ
F17899	S21996	K06103620	Tb237620	法中	巾	v6#58	幞	〇	俗通
F17900	S21997	K06103630	Tb237630	法中	巾	v6#58	㡤	■	正
F17901	S21998	K06103640	Tb237640	法中	巾	v6#58	幞	〇	或
F17902	S21999	K06103711	Tb237711	法中	巾	v6#58	㡤／頭	〇／〇	カウフリ（LHLVL）
F17903	S22001	K06103721	Tb237721	法中	巾	v6#58	衣／ー（㡤）	〇／〇	コロモツヽミ（HHHHHL）
F17904	S22003	K06103730	Tb237730	法中	巾	v6#58	帆	〇	泛（R）凡（L）二音　ホ（H）　シフカス（LLV__）
F17905	S22004	K06103741	Tb237741	法中	巾	v6#58	帆／竿	〇／〇	ホケタ（HHVL）
F17906	S22006	K06103811	Tb237811	法中	巾	v6#58	ー（帆）／柱	〇／〇	ホハシラ（HHV__）
F17907	S22008	K06103821	Tb237821	法中	巾	v6#58	小／䌉	〇／〇	ホツナ（HHV_）
F17908	S22010	K06103831	Tb237831	法中	巾	v6#58	ー（帆）／檣	〇／⿰木⿱龶囬	（無）
F17909	S22012	K06103840	Tb237840	法中	巾	v6#58	帊	■	普霸（R）反　オホフ-ヒ（LL_-L）　呉音把（L）
F17910	S22013	K06104111	Tb238111	法中	巾	v6#58	𢁥／帉	〇／〇	音芬　大巾　ノコフ
F17911	S22015	K06104121	Tb238121	法中	巾	v6#58	𢁥／帉	〇／〇	正
F17912	S22017	K06104130	Tb238130	法中	巾	v6#58	帨	〇	音稅　ノコフ　キヨシ　オホフ　マタラカナリ　アキラカナリ
F17913	S22018	K06104210	Tb238210	法中	巾	v6#58	㡈	〇	音吻　括髮代冠
F17914	S22019	K06104220	Tb238220	法中	巾	v6#58	𢄢	⿱執巾	或
F17915	S22020	K06104230	Tb238230	法中	巾	v6#58	帥	〇	音卛「スヰチ」　又所類反　領也　巾　イクサ（LLL）　ヒキヰル（HLHL）
F17916	S22021	K06104310	Tb238310	法中	巾	v6#58	帥	〇	正　又師
F17917	S22022	K06104320	Tb238320	法中	巾	v6#58	帗	〇	音鉢　幅巾
F17918	S22023	K06104330	Tb238330	法中	巾	v6#58	㠴	⿰巾丑	人一反　帎巾
F17919	S22024	K06104340	Tb238340	法中	巾	v6#58	幋	〇	音槃　帨巾
F17920	S22025	K06104410	Tb238410	法中	巾	v6#58	㠵	〇	音荒　幞
F17921	S22026	K06104420	Tb238420	法中	巾	v6#58	㠵	〇	正
F17922	S22027	K06104430	Tb238430	法中	巾	v6#58	𢁣	〇	カタヒラ
F17923	S22028	K06104440	Tb238440	法中	巾	v6#58	㡆	〇	荒𢁣二音　帷幕
F17924	S22029	K06104510	Tb238510	法中	巾	v6#58	㡃	〇	正
F17925	S22030	K06104520	Tb238520	法中	巾	v6#58	𢃣	〇	𧚥二今　音輒　衣領端
F17926	S22031	K06104530	Tb238530	法中	巾	v6#58	㡇	〇	𧚥二正
F17927	S22032	K06104540	Tb238540	法中	巾	v6#58	㡋	〇	於却反　囊
F17928	S22033	K06104610	Tb238610	法中	巾	v6#58	帔	〇	滂秘反　領巾
F17929	S22034	K06104620	Tb238620	法中	巾	v6#58	帴	〇	敎音　又蘇見反　帬
F17930	S22035	K06104630	Tb238630	法中	巾	v6#58	帬	〇	音帬　帬β二正
F17931	S22036	K06104640	Tb238640	法中	巾	v6#58	𢃆	〇	正今裙
F17932	S22037	K06104710	Tb238710	法中	巾	v6#58	㡓	〇	今褌　音昆　裏衣
F17933	S22038	K06104721	Tb238721	法中	巾	v6#58	𢃓／𢁷	〇／〇	音鐘　⿰衤寕（褌?）　今衳
F17934	S22040	K06104731	Tb238731	法中	巾	v6#58	⿰巾⿱⿰臣又皿／𢅡	〇／〇	音藍　無祿〔緣〕衣
F17935	S22042	K06104740	Tb238740	法中	巾	v6#58	𢅡	〇	俗
F17936	S22043	K06104810	Tb238810	法中	巾	v6#58	幎	⿰巾⿱厶具	音覓　大巾
F17937	S22044	K06104820	Tb238820	法中	巾	v6#58	幎	⿰巾⿱宀具	俗
F17938	S22045	K06104831	Tb238831	法中	巾	v6#58	幬／𢃖	〇／〇	音細〔紬〕　單帳　トハリ　カタヒラ
F17939	S22047	K06105110	Tb239110	法中	巾	v6#58	帳	〇	知亮（R）反　帷ー　カタヒラ　トハリ　俗云長（L）　和音チヤウ
F17940	S22048	K06105131	Tb239131	法中	巾	v6#58	几／ー（帳）	〇／〇	キチヤウ（LHHH）
F17941	S22050	K06105140	Tb239140	法中	巾	v6#58	帷	〇	カタヒラ（LLLVL）　音維（R）「ヰ」　ユイ　古違字
F17942	S22051	K06105210	Tb239210	法中	巾	v6#58	𢄺	〇	子了反　拭
F17943	S22052	K06105220	Tb239220	法中	巾	v6#58	帿	〇	或侯β字　戶鉤反　討張巾
F17944	S22053	K06105230	Tb239230	法中	巾	v6#58	幕	〇	音莫（SV）　和ーマク（LL）
F17945	S22054	K06105240	Tb239240	法中	巾	v6#58	幙	〇	ムシ
F17946	S22055	K06105310	Tb239310	法中	巾	v6#58	⿰巾竒	〇	渠几反　羅　正綺
F17947	S22056	K06105320	Tb239320	法中	巾	v6#58	幢	〇	直江反　ハタホコ（HHHH）　マロハタ　オロカナリ　音同（L-RV）　ホハシラ（HHVH_）
F17948	S22057	K06105340	Tb239340	法中	巾	v6#58	幭	〇	靡哲反　帊幞
F17949	S22058	K06105410	Tb239410	法中	巾	v6#58	⿰巾薎	■	俗
F17950	S22059	K06105420	Tb239420	法中	巾	v6#58	𢅋	⿰巾曽	自陵反　正繒
F17951	S22060	K06105430	Tb239430	法中	巾	v6#58	𢅒	⿰巾⿱面旦	襢二或　祖〈正〉　徒亶反　ー𫌅
F17952	S22061	K06105440	Tb239440	法中	巾	v6#58	⿰巾⿱面旦	〇	俗
F17953	S22062	K06105510	Tb239510	法中	巾	v6#58	帟	〇	音亦　幕
F17954	S22063	K06105520	Tb239520	法中	巾	v6#58	⿱⿰巾余土	■	（無）
F17955	S22064	K06105530	Tb239530	法中	巾	v6#58	幰	〇	香偃反　布張車上　和間
F17956	S22065	K06105540	Tb239540	法中	巾	v6#58	幰β	〇	俗
F17957	S22066	K06105610	Tb239610	法中	巾	v6#58	𢁗	〇	或
F17958	S22067	K06105620	Tb239620	法中	巾	v6#58	⿰巾民	〇	（無）
F17959	S22068	K06105630	Tb239630	法中	巾	v6#58	㡢	⿰巾⿳日皿力	菓半反　帷　トハリ　マタラマク　俗云マン（LL）　カタヒラ（LLLVL）
F17960	S22069	K06105710	Tb239710	法中	巾	v6#58	幔	〇	正
F17961	S22070	K06105721	Tb239721	法中	巾	v6#58	斑／㡢	〇／⿰忄㬅	マタラマク（HHVH__）
F17962	S22072	K06105731	Tb239731	法中	巾	v6#58	ー（幔）／子	〇／〇	ウハオソヒ（HHH__）
F17963	S22074	K06105740	Tb239740	法中	巾	v6#58	帙	〇	除栗反　書衣　ツヽム　亦袠　夫下
F17964	S22075	K06105810	Tb239810	法中	巾	v6#58	⿰巾𡉵	〇	羊挸反　憂也　從
F17965	S22076	K06105821	Tb239821	法中	巾	v6#58	⿰巾兆	〇	正
F17966	S22077	K06105822	Tb239822	法中	巾	v6#58	⿰巾䍃	■	正
F17967	S22078	K06105830	Tb239830	法中	巾	v6#58	⿰巾尚	〇	（無）
F17968	S22079	K06105841	Tb239841	法中	巾	v6#58	⿰巾聶／𢄭／⿰巾鬲	〇／〇／〇	三俗　⿰巾聶慴〈正〉　従心
F17969	S22082	K06106111	Tb240111	法中	巾	v6#58	𢁶／⿰巾网	〇／〇	音𠕀　不悅
F17970	S22084	K06106121	Tb240121	法中	巾	v6#58	⿰巾⿱日冖／⿰巾囙／⿱⿰巾𠕀亡	〇／〇／〇	俗
F17971	S22087	K06106130	Tb240130	法中	巾	v6#58	𢁸	〇	俗倣仿正　音昉　学也　又放音
F17972	S22088	K06106140	Tb240140	法中	巾	v6#58	⿰巾胥	〇	正諝　先呂反　智　従心
F17973	S22089	K06106210	Tb240210	法中	巾	v6#58	⿰巾𦙃	〇	俗
F17974	S22090	K06106220	Tb240220	法中	巾	v6#58	⿰巾元	〇	翫〈或〉　五貫反
F17975	S22091	K06106230	Tb240230	法中	巾	v6#58	⿰巾元	〇	俗
F17976	S22092	K06106240	Tb240240	法中	巾	v6#58	⿰巾貫	〇	⿺𠃊貫〈或〉　古患反
F17977	S22093	K06106310	Tb240310	法中	巾	v6#58	⿰巾⿱穴㠯	〇	俗
F17978	S22094	K06106320	Tb240320	法中	巾	v6#58	𢃔	〇	裧〈正〉　齒占反　裳帷
F17979	S22095	K06106330	Tb240330	法中	巾	v6#58	⿰巾甲	〇	俗袷　古洽反　衣無絮
F17980	S22096	K06106340	Tb240340	法中	巾	v6#58	⿰巾盧	〇	音盧
F17981	S22097	K06106410	Tb240410	法中	巾	v6#58	𢅀	〇	他紺反　除ー愁
F17982	S22098	K06106420	Tb240420	法中	巾	v6#58	⿰巾⿱覀𤰞	〇	俗
F17983	S22099	K06106430	Tb240430	法中	巾	v6#58	⿰巾尤	〇	俗⿰巾尤〔忧〕正　音［＿］　不動　俗又羽求反
F17984	S22100	K06106441	Tb240441	法中	巾	v6#58	幘／𢅙	〇／■	音責　冠ー
F17985	S22102	K06106510	Tb240510	法中	巾	v6#58	⿰巾奥	〇	焉老反
F17986	S22103	K06106520	Tb240520	法中	巾	v6#58	𢁱	〇	或
F17987	S22104	K06106530	Tb240530	法中	巾	v6#58	⿰巾感	〇	胡暗反　胡感反　恨
F17988	S22105	K06106540	Tb240540	法中	巾	v6#58	幖	〇	必遙反　憣俗　又并眇反
F17989	S22106	K06106610	Tb240610	法中	巾	v6#58	𢅽	〇	正
F17990	S22107	K06106620	Tb240620	法中	巾	v6#58	⿰巾⿱覀二灬	〇	今
F17991	S22108	K06106630	Tb240630	法中	巾	v6#58	⿰巾⿰票寸	⿲巾⿱血示寸	俗
F17992	S22109	K06106640	Tb240640	法中	巾	v6#58	𢃴	〇	音剌
F17993	S22110	K06106710	Tb240710	法中	巾	v6#58	幠	〇	音呼　大也　有
F17994	S22111	K06106720	Tb240720	法中	巾	v6#58	幠	⿰巾⿳二卌灬	正
F17995	S22112	K06106730	Tb240730	法中	巾	v6#58	𢅊	〇	俗
F17996	S22113	K06106740	Tb240740	法中	巾	v6#58	⿰巾乚	〇	方皆反　㡜俗
F17997	S22114	K06106810	Tb240810	法中	巾	v6#58	㠲	〇	正
F17998	S22115	K06106820	Tb240820	法中	巾	v6#58	㡜	〇	音薛
F17999	S22116	K06106830	Tb240830	法中	巾	v6#58	㡏	〇	須毹音　裂繒
F18000	S22117	K06106840	Tb240840	法中	巾	v6#58	⿰巾⿱亼⿰舟几	〇	正
F18001	S22118	K06107110	Tb241110	法中	巾	v6#58	⿰巾韯	〇	音尖　拭
F18002	S22119	K06107120	Tb241120	法中	巾	v6#58	㡨	〇	正
F18003	S22120	K06107130	Tb241130	法中	巾	v6#58	⿰巾⿹𢦏非	〇	俗
F18004	S22121	K06107140	Tb241140	法中	巾	v6#58	𢄐	〇	音蒙　又莫弄反　巾
F18005	S22122	K06107210	Tb241210	法中	巾	v6#58	𢄐	〇	正
F18006	S22123	K06107220	Tb241220	法中	巾	v6#58	幏	〇	（無）
F18007	S22124	K06107230	Tb241230	法中	巾	v6#58	幃	〇	音暉（L）　香纓　又韋音　フクロ　カタヒラ　呉音威（R）
F18008	S22125	K06107310	Tb241310	法中	巾	v6#58	㡞	〇	良主反　姓
F18009	S22126	K06107320	Tb241320	法中	巾	v6#58	⿰巾貫	〇	正
F18010	S22127	K06107330	Tb241330	法中	巾	v6#58	帣	〇	（無）
F18011	S22128	K06107340	Tb241340	法中	巾	v6#58	𢅯	〇	音糞　又芳問反　弓筋起
F18012	S22129	K06107410	Tb241410	法中	巾	v6#58	㡒	〇	陟倫直二音　盛未〔米〕具
F18013	S22130	K06107420	Tb241420	法中	巾	v6#58	㡒	■	俗
F18014	S22131	K06107430	Tb241430	法中	巾	v6#58	㠷	〇	音蛤　蒲廗𤲑
F18015	S22132	K06107510	Tb241510	法中	巾	v6#58	幩	〇	音墳　飾
F18016	S22133	K06107520	Tb241520	法中	巾	v6#58	𢅼	〇	如回乃旦二反　以巾塗地
F18017	S22134	K06107530	Tb241530	法中	巾	v6#58	㡉	〇	音弦　布
F18018	S22135	K06107540	Tb241540	法中	巾	v6#58	幦	〇	音覓　覆軾
F18019	S22136	K06107610	Tb241610	法中	巾	v6#58	幄	〇	音握　アケハリ
F18020	S22137	K06107620	Tb241620	法中	巾	v6#58	帞	〇	莫（SV）音　ー腹也　頭巾也
F18021	S22138	K06107630	Tb241630	法中	巾	v6#58	⿱⿰歹又巾	〇	食旦反　又債音　幧頭
F18022	S22139	K06107640	Tb241640	法中	巾	v6#58	𢂺	〇	正
F18023	S22140	K06107710	Tb241710	法中	巾	v6#58	幧	〇	音鍫
F18024	S22141	K06107720	Tb241720	法中	巾	v6#58	㡑	〇	或
F18025	S22142	K06107731	Tb241731	法中	巾	v6#58	𢂿／帢	〇／〇	音帢　絹情
F18026	S22144	K06107740	Tb241740	法中	巾	v6#58	㡊	〇	正
F18027	S22145	K06107810	Tb241810	法中	巾	v6#58	𢃍	〇	音脾　又蒲歷反　冕
F18028	S22146	K06107820	Tb241820	法中	巾	v6#58	幗	〇	音膾〈或〉　簂　カウフリ　音迥之去声　又古獲反　チキリカウフリ（HHHHHLVL）
F18029	S22147	K06107840	Tb241840	法中	巾	v6#58	⿰巾𠳮	〇	去憍反　袴ー　或繑
F18030	S22148	K06108110	Tb242110	法中	巾	v6#58	𢄹	〇	正
F18031	S22149	K06108120	Tb242120	法中	巾	v6#58	𢂹	〇	音皃　覆髪
F18032	S22150	K06108130	Tb242130	法中	巾	v6#58	⿰巾皀	〇	俗
F18033	S22151	K06108140	Tb242140	法中	巾	v6#58	㡅	〇	乃可反
F18034	S22152	K06108210	Tb242210	法中	巾	v6#58	𢅔	⿰巾着	音貯　棺衣
F18035	S22153	K06108220	Tb242220	法中	巾	v6#58	𢁼	〇	正
F18036	S22154	K06108230	Tb242230	法中	巾	v6#58	帪	〇	音真　馬篼
F18037	S22155	K06108240	Tb242240	法中	巾	v6#58	帪	〇	正
F18038	S22156	K06108310	Tb242310	法中	巾	v6#58	帾	〇	音覩　幡
F18039	S22157	K06108320	Tb242320	法中	巾	v6#58	𢁮	〇	音鉗　絹
F18040	S22158	K06108330	Tb242330	法中	巾	v6#58	𢃀	〇	音巫　欲空
F18041	S22159	K06108340	Tb242340	法中	巾	v6#58	𢂀	〇	音拂　韜髮
F18042	S22160	K06108410	Tb242410	法中	巾	v6#58	㡙	〇	補迷反　車㡘
F18043	S22161	K06108420	Tb242420	法中	巾	v6#58	㡦	⿰巾⿱宀⿸尸貝	（無）
F18044	S22162	K06108430	Tb242430	法中	巾	v6#58	㡦	〇	正
F18045	S22163	K06108440	Tb242440	法中	巾	v6#58	𢂥	〇	音例　殘帛
F18046	S22164	K06108510	Tb242510	法中	巾	v6#58	⿰巾𠛱	〇	正
F18047	S22165	K06108520	Tb242520	法中	巾	v6#58	㡂	〇	音裂　二或
F18048	S22166	K06108530	Tb242530	法中	巾	v6#58	𢂼	〇	尹世反　㡂
F18049	S22167	K06108540	Tb242540	法中	巾	v6#58	㠿	〇	音資　布
F18050	S22168	K06108610	Tb242610	法中	巾	v6#58	㠿	〇	正
F18051	S22169	K06108620	Tb242620	法中	巾	v6#58	𢄋	〇	音縈　覆
F18052	S22170	K06108630	Tb242630	法中	巾	v6#58	𢂁	〇	口侯反　指ー
F18053	S22171	K06108640	Tb242640	法中	巾	v6#58	𢁕	〇	音焉　絹也
F18054	S22172	K06108710	Tb242710	法中	巾	v6#58	㡄	〇	ヒラナリ
F18055	S22173	K06108720	Tb242720	法中	巾	v6#58	𢄢	〇	音潛　巾
F18056	S22174	K06108730	Tb242730	法中	巾	v6#58	⿱⿰圭丸巾	〇	俗通
F18057	S22175	K06108740	Tb242740	法中	巾	v6#58	帡	〇	音餅　幞
F18058	S22176	K06108810	Tb242810	法中	巾	v6#58	帲	〇	正
F18059	S22177	K06108820	Tb242820	法中	巾	v6#58	㠸	〇	音膚　襲袟　正衭
F18060	S22178	K06108830	Tb242830	法中	巾	v6#58	㡚	⿰巾⿱𠫓冉	音溝　單衣無胡衣者
F18061	S22179	K06108840	Tb242840	法中	巾	v6#58	㡚	〇	正
F18062	S22180	K06109110	Tb243110	法中	巾	v6#58	⿰巾⿱龷冄	〇	或
F18063	S22181	K06109120	Tb243120	法中	巾	v6#58	⿰巾⿱𠀍冉	■	俗
F18064	S22182	K06109130	Tb243130	法中	巾	v6#58	𢃒	〇	𪓌𦀓（綷?）三正　音㝡　會五采繒
F18065	S22183	K06109140	Tb243140	法中	巾	v6#58	𩇪	〇	厞二正　音翡
F18066	S22184	K06109210	Tb243210	法中	巾	v6#58	⿰巾于	〇	紆枯二音　引
F18067	S22185	K06109220	Tb243220	法中	巾	v6#58	𢁢	〇	正
F18068	S22186	K06109230	Tb243230	法中	巾	v6#58	㡥	〇	於靳反　裏　或㒚
F18069	S22187	K06109240	Tb243240	法中	巾	v6#58	㡥	〇	今
F18070	S22188	K06109310	Tb243310	法中	巾	v6#58	𢅰	〇	音赫　又許狄反　土〔赤〕紙
F18071	S22189	K06109320	Tb243320	法中	巾	v6#58	㡗	〇	音啼　⿰巾⿴囗旧〔巾閻〕ー
F18072	S22190	K06109330	Tb243330	法中	巾	v6#58	帺	〇	其忌二音　女嫁之服
F18073	S22191	K06109340	Tb243340	法中	巾	v6#58	帍	〇	音戶　婦人領巾
F18074	S22192	K06109410	Tb243410	法中	巾	v6#58	𢅎	〇	音胶　ー脛
F18075	S22193	K06109420	Tb243420	法中	巾	v6#58	㡟	⿰巾曺	音曹　以𧛊
F18076	S22194	K06109430	Tb243430	法中	巾	v6#58	⿰巾𣍘	〇	正
F18077	S22195	K06109440	Tb243440	法中	巾	v6#58	㡟	〇	或
F18078	S22196	K06109510	Tb243510	法中	巾	v6#58	幯	〇	音莭　又子⿱⺲匂反　拭
F18079	S22197	K06109520	Tb243520	法中	巾	v6#58	帹	〇	山甲反　面衣
F18080	S22198	K06109530	Tb243530	法中	巾	v6#58	巿	〇	音拂　韠
F18081	S22199	K06109540	Tb243540	法中	巾	v6#58	帛	〇	音白（S）　ハクノキヌ（LLL__）
F18082	S22200	K06109611	Tb243611	法中	巾	v6#58	帛／子	〇／〇	ハヘハラヒ（HHHHL）
F18083	S22202	K06109620	Tb243620	法中	巾	v6#58	幌	〇	胡廣（H）反　トハリ（HHVL）　アカシ
F18084	S22203	K06109630	Tb243630	法中	巾	v6#58	帚	〇	之久反　ハヽキ（HHH）
F18085	S22204	K06109640	Tb243640	法中	巾	v6#58	𢃞	〇	ハヽキ
F18086	S22205	K06109710	Tb243710	法中	巾	v6#58	𢅾	〇	カク
F18087	S22206	K06109720	Tb243720	法中	巾	v6#58	帋	〇	徒戴反　フクロ
F18088	S22207	K06109730	Tb243730	法中	巾	v6#58	帶	〇	都盖［反］　ハク（HL）　オヒタリ（LHV__）　メクラス（HH__）　オヒク（LHV_）　和タイ（LL）
F18089	S22208	K06109811	Tb243811	法中	巾	v6#58	白／布／帶	〇／〇／〇	ヌノヲヒ（HHHLV）
F18090	S22211	K06109821	Tb243821	法中	巾	v6#58	衿／ー（帶）	〇／〇	ヒキオヒ（HHHLV）
F18091	S22213	K06109831	Tb243831	法中	巾	v6#58	希β／𭤔／⿱又布	〇／〇／〇	虚機反　ネカフ　スクナシ（LL__）　マレラナリ（HH___）　ヲシム
F18092	S22216	K06110110	Tb244110	法中	巾	v6#58	帔	〇	鈹誐反　キル　カツク　ウチカケキヌ（LHHHHVL）　*ムシ（LL）　*チキリカウフリ（HHHHHLVL）
F18093	S22217	K06110130	Tb244130	法中	巾	v6#58	⿰⿱巾巾⿱巾巾	〇	シケシ
F18094	S22218	K06110141	Tb244141	法中	巾	v6#58	⿱敖巾／㡔	〇／〇	俗正　旭横二音　俗又謀音
F18095	S22220	K06110220	Tb244220	法中	巾	v6#58	𦧠	〇	下刮反　細
F18096	S22221	K06110230	Tb244230	法中	巾	v6#58	⿰帛𠯑	〇	正
F18097	S22222	K06110240	Tb244240	法中	巾	v6#58	𢅉	〇	音貌　采雜文
F18098	S22223	K06110310	Tb244310	法中	巾	v6#58	⿰帛⿱白匕	〇	俗
F18099	S22224	K06110320	Tb244320	法中	巾	v6#58	𤎥	〇	𦃖二正　覽反　■雜色　今緂
F18100	S22225	K06110330	Tb244330	法中	巾	v6#58	⿱⿰臣攴巾	〇	俗𧇬（?）字
F18101	S22226	K06110340	Tb244340	法中	巾	v6#58	帋	〇	紙上通下正　之氏反
F18102	S22227	K06110410	Tb244410	法中	巾	v6#58	布	〇	ヌノ（HL）　シク（HL）　和ーフ
F18103	S22228	K06110421	Tb244421	法中	巾	v6#58	麻／ー（布）	〇／〇	アサヌノ
F18104	S22230	K06110430	Tb244430	法中	巾	v6#58	紵／［布］	〇	テツクリノヌノ（LLVL____）
F18105	S22231	K06110441	Tb244441	法中	巾	v6#58	手／作／布	〇／〇／〇	同
F18106	S22234	K06110511	Tb244511	法中	巾	v6#58	調／ー（布）	〇／〇	ツキノヌノ（HLVL__）
F18107	S22236	K06110521	Tb244521	法中	巾	v6#58	貲／ー（布）	〇／〇	サヨミノヌノ　音㠿　宜作㠿
F18108	S22238	K06110531	Tb244531	法中	巾	v6#58	商／ー（布）	〇／〇	（無）
F18109	S22240	K06110541	Tb244541	法中	巾	v6#58	和／ー（布）	〇／〇	（無）
F18110	S22242	K06110611	Tb244611	法中	巾	v6#58	昆／ー（布）	〇／〇	ヒロメ（LLH）　エヒスメ（HHVHL、ヒ補入）
F18111	S22244	K06110620	Tb244620	法中	巾	v6#58	幛	〇	之亮反　擁塞
F18112	S22245	K06110631	Tb244631	法中	巾	v6#58	幤／ー（幛）	〇／〇	オホミテクラ（LLLHHVL）
F18113	S22247	K06110640	Tb244640	法中	巾	v6#58	𢂿	⿰巾夹	古洽反　帽　俗袷字歟
F18114	S22248	K06110710	Tb244710	法中	巾	v6#58	帀	〇	子荅反　匝
F18115	S22249	K06110721	Tb244721	法中	巾	v6#58	周／ー（帀）	〇／〇	トメクル（_HHVL）
F18116	S22251	K06110730	Tb244730	法中	巾	v6#58	𢅝	〇	俗殿字
F18117	S22252	K06110810	Tb244810	法中	糸	v6#59	糸	〇	音覓　細絲　ツク〈付〉　ツラヌ
F18118	S22253	K06110820	Tb244820	法中	糸	v6#59	系	〇	正
F18119	S22254	K06110830	Tb244830	法中	糸	v6#59	𢆯	〇	古
F18120	S22255	K06110840	Tb244840	法中	糸	v6#59	幺	〇	一堯反　小
F18121	S22256	K06111111	Tb245111	法中	糸	v6#59	⿳一⿰幺幺灬／𢆯	〇／〇	俗
F18122	S22258	K06111120	Tb245120	法中	糸	v6#59	系	〇	音繋　ツク
F18123	S22259	K06111130	Tb245130	法中	糸	v6#59	𦃟	〇	古
F18124	S22260	K06111141	Tb245141	法中	糸	v6#59	⿱𢆶心／縘／⿰糸⿱厶天	〇／〇／〇	俗
F18125	S22263	K06111210	Tb245210	法中	糸	v6#59	絲	〇	音司（L）「シ」　イト（LH）　ヨル　ミチ　ヨロコフ　ヲ（H）　クミ（LL）
F18126	S22264	K06111230	Tb245230	法中	糸	v6#59	絲β	〇	通
F18127	S22265	K06111240	Tb245240	法中	糸	v6#59	經	〇	古靈反　ツネニ（LHL）　ノリ（HL）　ツクル（LL_）〈造〉　クヒル　ハカル　サカヒ（LL_）　フ（R）　ヘテ　ノトル　ワタル（HH_）　ヲサム（LL_）　タテ　ツラヌ　クル　ツヽム　フム　フル　ヒラ　シケシ　和キヤウ
F18128	S22266	K06111341	Tb245341	法中	糸	v6#59	曽／ー（經）	〇／〇	ムカシ
F18129	S22268	K06111411	Tb245411	法中	糸	v6#59	ー（經）／營	〇／〇	トメクル（LHHVL）　トイトナム（_LLHL）
F18130	S22270	K06111421	Tb245421	法中	糸	v6#59	經／抱	〇／〇	メノマヽ（LL__）
F18131	S22272	K06111430	Tb245430	法中	糸	v6#59	緯	〇	音尉　ヌキ　メクル　*マフ　*イヨイヨ　タテ
F18132	S22273	K06111510	Tb245510	法中	糸	v6#59	緭	〇	亦
