# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM:  Kanchi-in manuscript of the Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi-in copy 観智院本, reorganized edition 改編本.
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_headword_chars.tsv
#
# Version: 1.2.1 (latest, Newly released after the specification change)
# Date published: 11 May 2025
# Last modified: 11 May 2025
#
#
# Copyright (c) 2025 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# KRM format information:
# hanzi_id	A sequential ID assigned to each headword (single or multi-character) in the order of its appearance in the Myōgishō. It consists of a 5-digit numeric ID starting with 'S'.
# entry_id	A heading item ID (from krm_main) to which this character's headword belongs, formed by a 5-digit numeric ID starting with 'F'. For some added entry items, a 'b' suffix is appended.
# constituent_char	The constituent character itself. Abbreviation marks (ー) and iteration marks (〻) are converted to the actual characters they represent. Collated characters are, in principle, Kangxi Dictionary forms; the handling of Unicode new character forms (common-use forms, popular variants) is specified separately. For detailed collation notes, refer to krm_notes."
# character_order	Indicates the numerical order of appearance of the character within its headword entry.
# kazama_location_id	An ID indicating the location of this character in the Kazama Edition: K + Volume (2 digits) + Page (3 digits) + Line (1 digit) + Segment (1 digit) + Character Order in Segment (1 digit).
# tenri_location_id	An ID indicating the location of this character in the Tenri Edition: T + Volume (a/b/c) + Page (3 digits) + Line (1 digit) + Segment (1 digit) + Character Order in Segment (1 digit).
# img_file_name	File name of the headword character image (including the .jpg extension). The main part of the file name consists of a 7-digit number for images from Volume 1 to Volume 9, and an 8-digit number for images from Volume 10. For 7-digit numbers, the first digit indicates the volume number; for 8-digit numbers, the first two digits indicate Volume 10. The last 6 digits are based on the order of appearance, assigned according to a unique internal rule. Detailed documentation for this naming convention is not available as the work was completed over two decades ago. Null if no image is available.
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500 and 25K00466.
#
hanzi_id	entry_id	constituent_char	character_order	kazama_location_id	tenri_location_id	img_file_name
S19582	K0603134	鄇	1	K06031340	Tb165340	6031340.jpg
S19583	K0603141	鄐	1	K06031410	Tb165410	6031410.jpg
S19584	K0603142	𨛬	1	K06031420	Tb165420	6031420.jpg
S19585	K0603143	𨞙	1	K06031430	Tb165430	6031430.jpg
S19586	K0603144	邼	1	K06031440	Tb165440	6031440.jpg
S19587	K0603151	⿰匩阝	1	K06031510	Tb165510	6031510.jpg
S19588	K06031521	邼	1	K06031521	Tb165521	6031521.jpg
S19589	K06031522	邼	1	K06031522	Tb165522	6031522.jpg
S19590	K0603153	鄈	1	K06031530	Tb165530	6031530.jpg
S19591	K0603154	郱	1	K06031540	Tb165540	6031540.jpg
S19592	K0603161	郱	1	K06031610	Tb165610	6031610.jpg
S19593	K0603162	鄗	1	K06031620	Tb165620	6031620.jpg
S19594	K0603163	鄚	1	K06031630	Tb165630	6031630.jpg
S19595	K0603164	𨜛	1	K06031640	Tb165640	6031640.jpg
S19596	K0603171	鄋	1	K06031710	Tb165710	6031710.jpg
S19597	K0603172	䢳	1	K06031720	Tb165720	6031720.jpg
S19598	K0603173	邟	1	K06031730	Tb165730	6031730.jpg
S19599	K0603174	邟	1	K06031740	Tb165740	6031740.jpg
S19600	K0603181	邥	1	K06031810	Tb165810	6031810.jpg
S19601	K0603182	邧	1	K06031820	Tb165820	6031820.jpg
S19602	K0603183	𨚔	1	K06031830	Tb165830	6031830.jpg
S19603	K0603184	邭	1	K06031840	Tb165840	6031840.jpg
S19604	K0603211	鄦	1	K06032110	Tb166110	6032110.jpg
S19605	K0603212	𨝬	1	K06032120	Tb166120	6032120.jpg
S19606	K0603213	郾	1	K06032130	Tb166130	6032130.jpg
S19607	K0603214	郇	1	K06032140	Tb166140	6032140.jpg
S19608	K0603221	邯	1	K06032210	Tb166210	6032210.jpg
S19609	K0603223	鄲	1	K06032230	Tb166230	6032230.jpg
S19610	K0603224	郪	1	K06032240	Tb166240	6032240.jpg
S19611	K0603231	𨛖	1	K06032310	Tb166310	6032310.jpg
S19612	K0603232	郙	1	K06032320	Tb166320	6032320.jpg
S19613	K0603233	𨝭	1	K06032330	Tb166330	6032330.jpg
S19614	K0603234	𨚙	1	K06032340	Tb166340	6032340.jpg
S19615	K0603241	𨜷	1	K06032410	Tb166410	6032410.jpg
S19616	K0603242	𨜃	1	K06032421	Tb166421	6032421.jpg
S19617	K0603242	𨜤	2	K06032422	Tb166422	6032422.jpg
S19618	K0603243	鄛	1	K06032430	Tb166430	6032430.jpg
S19619	K0603244	鄛	1	K06032440	Tb166440	6032440.jpg
S19620	K0603251	𨟚	1	K06032510	Tb166510	6032510.jpg
S19621	K0603252	⿰𧞻阝	1	K06032520	Tb166520	6032520.jpg
S19622	K0603253	䣁	1	K06032530	Tb166530	6032530.jpg
S19623	K0603254	𨞛	1	K06032540	Tb166540	6032540.jpg
S19624	K0603261	𨛋	1	K06032610	Tb166610	6032610.jpg
S19625	K0603262	鄳	1	K06032620	Tb166620	6032620.jpg
S19626	K0603263	鄳	1	K06032630	Tb166630	6032630.jpg
S19627	K0603264	𨞪	1	K06032640	Tb166640	6032640.jpg
S19628	K0603271	⿰𦓆阝	1	K06032710	Tb166710	6032710.jpg
S19629	K0603272	𨟔	1	K06032720	Tb166720	6032720.jpg
S19630	K0603273	𨞼	1	K06032730	Tb166730	6032730.jpg
S19631	K0603274	邡	1	K06032740	Tb166740	6032740.jpg
S19632	K0603281	䣕	1	K06032810	Tb166810	6032810.jpg
S19633	K0603282	𨚲	1	K06032820	Tb166820	6032820.jpg
S19634	K0603283	鄨	1	K06032830	Tb166830	6032830.jpg
S19635	K0603284	䢹	1	K06032840	Tb166840	6032840.jpg
S19636	K0603311	䢻	1	K06033110	Tb167110	6033110.jpg
S19637	K0603312	郴	1	K06033120	Tb167120	6033120.jpg
S19638	K0603313	鄞	1	K06033130	Tb167130	6033130.jpg
S19639	K0603314	邴	1	K06033140	Tb167140	6033140.jpg
S19640	K0603321	䣜	1	K06033210	Tb167210	6033210.jpg
S19641	K0603322	𨙹	1	K06033220	Tb167220	6033220.jpg
S19642	K0603323	鄄	1	K06033230	Tb167230	6033230.jpg
S19643	K0603324	鄶	1	K06033240	Tb167240	6033240.jpg
S19644	K0603331	⿰⿱兔兔阝	1	K06033310	Tb167310	6033310.jpg
S19645	K06033321	酁	1	K06033321	Tb167321	6033321.jpg
S19646	K06033322	⿰⿱免免阝	1	K06033322	Tb167322	6033322.jpg
S19647	K0603333	邛	1	K06033330	Tb167330	6033330.jpg
S19648	K0603334	郔	1	K06033340	Tb167340	6033340.jpg
S19649	K0603341	郠	1	K06033410	Tb167410	6033410.jpg
S19650	K0603342	邿	1	K06033420	Tb167420	6033420.jpg
S19651	K0603343	𨙺	1	K06033430	Tb167430	6033430.jpg
S19652	K0603344	𨜈	1	K06033440	Tb167440	6033440.jpg
S19653	K0603351	鄒	1	K06033510	Tb167510	6033510.jpg
S19654	K0603352	𨛄	1	K06033520	Tb167520	6033520.jpg
S19655	K0603353	郰	1	K06033531	Tb167531	6033531.jpg
S19656	K0603353	鄹	2	K06033532	Tb167532	6033532.jpg
S19657	K0603353	𨝮	3	K06033533	Tb167533	6033533.jpg
S19658	K0603361	𨛃	1	K06033610	Tb167610	6033610.jpg
S19659	K0603362	郕	1	K06033620	Tb167620	6033620.jpg
S19660	K0603363	䣍	1	K06033630	Tb167630	6033630.jpg
S19661	K0603364	酄	1	K06033640	Tb167640	6033640.jpg
S19662	K0603371	𨞿	1	K06033710	Tb167710	6033710.jpg
S19663	K0603372	䣡	1	K06033720	Tb167720	6033720.jpg
S19664	K0603373	郚	1	K06033730	Tb167730	6033730.jpg
S19665	K0603374	⿰⿱崔乃阝	1	K06033741	Tb167741	6033741.jpg
S19666	K0603374	𨟎	2	K06033742	Tb167742	6033742.jpg
S19667	K0603381	酅	1	K06033810	Tb167810	6033810.jpg
S19668	K0603382	鄫	1	K06033820	Tb167820	6033820.jpg
S19669	K0603383	邞	1	K06033830	Tb167830	6033830.jpg
S19670	K0603384	郳	1	K06033840	Tb167840	6033840.jpg
S19671	K0603411	𨝸	1	K06034110	Tb168110	6034110.jpg
S19672	K0603412	⿰⿱覀𤰞阝	1	K06034120	Tb168120	6034120.jpg
S19673	K0603413	郂	1	K06034130	Tb168130	6034130.jpg
S19674	K0603414	⿰⿱土邑⻏	1	K06034140	Tb168140	6034140.jpg
S19675	K0603421	郮	1	K06034210	Tb168210	6034210.jpg
S19676	K0603422	𨚓	1	K06034220	Tb168220	6034220.jpg
S19677	K0603423	酀	1	K06034230	Tb168230	6034230.jpg
S19678	K0603424	𨚑	1	K06034240	Tb168240	6034240.jpg
S19679	K0603431	邱	1	K06034310	Tb168310	6034310.jpg
S19680	K0603432	𨚴	1	K06034320	Tb168320	6034320.jpg
S19681	K0603433	𨝫	1	K06034330	Tb168330	6034330.jpg
S19682	K0603434	䣇	1	K06034340	Tb168340	6034340.jpg
S19683	K0603441	𨟙	1	K06034410	Tb168410	6034410.jpg
S19684	K06034421	⿰⿱羽尒⻏	1	K06034421	Tb168421	6034421.jpg
S19685	K06034422	鄝	1	K06034422	Tb168422	6034422.jpg
S19686	K0603443	𨛵	1	K06034430	Tb168430	6034430.jpg
S19687	K0603444	鄬	1	K06034440	Tb168440	6034440.jpg
S19688	K0603451	鄬	1	K06034510	Tb168510	6034510.jpg
S19689	K0603452	𨝕	1	K06034520	Tb168520	6034520.jpg
S19690	K0603453	𨝌	1	K06034530	Tb168530	6034530.jpg
S19691	K0603454	𨟏	1	K06034540	Tb168540	6034540.jpg
S19692	K0603461	𨞾	1	K06034610	Tb168610	6034610.jpg
S19693	K0603462	𨞾	1	K06034620	Tb168620	6034620.jpg
S19694	K0603463	邖	1	K06034630	Tb168630	6034630.jpg
S19695	K0603464	䣘	1	K06034640	Tb168640	6034640.jpg
S19696	K0603471	邤	1	K06034710	Tb168710	6034710.jpg
S19697	K0603472	鄀	1	K06034720	Tb168720	6034720.jpg
S19698	K0603473	𨜘	1	K06034730	Tb168730	6034730.jpg
S19699	K0603474	鄸	1	K06034740	Tb168740	6034740.jpg
S19700	K0603481	鄟	1	K06034810	Tb168810	6034810.jpg
S19701	K0603482	鄟	1	K06034820	Tb168820	6034820.jpg
S19702	K0603483	鄵	1	K06034830	Tb168830	6034830.jpg
S19703	K0603484	䢿	1	K06034840	Tb168840	6034840.jpg
S19704	K0603511	䣔	1	K06035110	Tb169110	6035110.jpg
S19705	K0603512	䣎	1	K06035120	Tb169120	6035120.jpg
S19706	K0603513	⿱⿰文⻏巾	1	K06035130	Tb169130	6035130.jpg
S19707	K0603514	郵	1	K06035140	Tb169140	6035140.jpg
S19708	K0603521	𨞄	1	K06035210	Tb169210	6035210.jpg
S19709	K0603522	⿰阝𠃜	1	K06035221	Tb169221	6035221.jpg
S19710	K0603522	𨜚	2	K06035222	Tb169222	6035222.jpg
S19711	K0603523	䣃	1	K06035230	Tb169230	6035230.jpg
S19712	K0603524	⿰⿱𠂉𠫓⻏	1	K06035240	Tb169240	6035240.jpg
S19713	K0603531	鄺	1	K06035310	Tb169310	6035310.jpg
S19714	K0603532	𤜡	1	K06035320	Tb169320	6035320.jpg
S19715	K0603533	𨚖	1	K06035330	Tb169330	6035330.jpg
S19716	K0603534	𨚖	1	K06035340	Tb169340	6035340.jpg
S19717	K0603541	𨟠	1	K06035410	Tb169410	6035410.jpg
S19718	K0603543	𨛌	1	K06035430	Tb169430	6035430.jpg
S19719	K0603544	𨛌	1	K06035440	Tb169440	6035440.jpg
S19720	K0603551	𨝲	1	K06035510	Tb169510	6035510.jpg
S19721	K0603552	𨙽	1	K06035520	Tb169520	6035520.jpg
S19722	K0603553	䣅	1	K06035530	Tb169530	6035530.jpg
S19723	K0603554	⿰⿸厂⿱乍一⻏	1	K06035540	Tb169540	6035540.jpg
S19724	K0603561	𨜵	1	K06035610	Tb169610	6035610.jpg
S19725	K0603562	𨜵	1	K06035620	Tb169620	6035620.jpg
S19726	K0603563	𨛒	1	K06035630	Tb169630	6035630.jpg
S19727	K0603564	⿰⿱止土⻏	1	K06035640	Tb169640	6035640.jpg
S19728	K0603571	⿰𡵯⻏	1	K06035710	Tb169710	6035710.jpg
S19729	K0603572	𨛶	1	K06035720	Tb169720	6035720.jpg
S19730	K0603573	郼	1	K06035730	Tb169730	6035730.jpg
S19731	K0603574	郀	1	K06035740	Tb169740	6035740.jpg
S19732	K0603581	𨛴	1	K06035810	Tb169810	6035810.jpg
S19733	K0603582	𨜔	1	K06035820	Tb169820	6035820.jpg
S19734	K0603583	𨜶	1	K06035830	Tb169830	6035830.jpg
S19735	K0603584	䣛	1	K06035840	Tb169840	6035840.jpg
S19736	K0603611	𨛭	1	K06036110	Tb170110	6036110.jpg
S19737	K0603612	邚	1	K06036120	Tb170120	6036120.jpg
S19738	K0603613	𨜓	1	K06036130	Tb170130	6036130.jpg
S19739	K0603614	⿰昬⻏	1	K06036140	Tb170140	6036140.jpg
S19740	K0603621	邓	1	K06036211	Tb170211	6036211.jpg
S19741	K0603621	𨛺	2	K06036212	Tb170212	6036212.jpg
S19742	K0603621	⿰古阝	3	K06036213	Tb170213	6036213.jpg
S19743	K0603621	⿱郯音	4	K06036214	Tb170214	6036214.jpg
S19744	K0603623	𨜟	1	K06036230	Tb170230	6036230.jpg
S19745	K0603624	鄭	1	K06036240	Tb170240	6036240.jpg
S19746	K0603631	邲	1	K06036310	Tb170310	6036310.jpg
S19747	K0603632	⿰月阝	1	K06036320	Tb170320	6036320.jpg
S19748	K0603633	那	1	K06036330	Tb170330	6036330.jpg
S19749	K0603641	邪	1	K06036410	Tb170410	6036410.jpg
S19750	K0603643	耶	1	K06036430	Tb170430	6036430.jpg
S19751	K0603644	鄯	1	K06036440	Tb170440	6036440.jpg
S19752	K0603651	都	1	K06036510	Tb170510	6036510.jpg
S19753	K0603661	大	1	K06036611	Tb170611	6036611.jpg
S19754	K0603661	都	2	K06036612	Tb170612	6036612.jpg
S19755	K0603662	都	1	K06036621	Tb170621	6036621.jpg
S19756	K0603662	盧	2	K06036622	Tb170622	6036622.jpg
S19757	K0603663	郁	1	K06036630	Tb170630	6036630.jpg
S19758	K0603671	郁	1	K06036711	Tb170711	6036711.jpg
S19759	K0603671	郁	2	K06036712	Tb170712	6036712.jpg
S19760	K0603672	鄧	1	K06036720	Tb170720	6036720.jpg
S19761	K0603674	鄰	1	K06036740	Tb170740	6036740.jpg
S19762	K0603682	郛	1	K06036820	Tb170820	6036820.jpg
S19763	K0603683	郡	1	K06036830	Tb170830	6036830.jpg
S19764	K0603684	部	1	K06036840	Tb170840	6036840.jpg
S19765	K0603712	郶	1	K06037120	Tb171120	6037120.jpg
S19766	K0603713	百	1	K06037131	Tb171131	6037131.jpg
S19767	K0603713	部	2	K06037132	Tb171132	6037132.jpg
S19768	K0603714	𨝓	1	K06037140	Tb171140	6037140.jpg
S19769	K0603721	⿰⿸𠂇糸⻏ 	1	K06037210	Tb171210	6037210.jpg
S19770	K0603722	𨝯	1	K06037220	Tb171220	6037220.jpg
S19771	K0603723	⿰立⻏	1	K06037230	Tb171230	6037230.jpg
S19772	K0603724	郎	1	K06037240	Tb171240	6037240.jpg
S19773	K0603731	白	1	K06037311	Tb171311	6037311.jpg
S19774	K0603731	水	2	K06037312	Tb171312	6037312.jpg
S19775	K0603731	郎	3	K06037313	Tb171313	6037313.jpg
S19776	K0603732	郊	1	K06037320	Tb171320	6037320.jpg
S19777	K06037341	郭	1	K06037341	Tb171341	6037341.jpg
S19777b	K06037342	郭	1	K06037342	Tb171342	6037342.jpg
S19777c	K06037342	公	2	K06037343	Tb171343	6037343.jpg
S19778	K0603741	⿰⿱文文⻏	1	K06037410	Tb171410	6037410.jpg
S19779	K0603742	鄣	1	K06037420	Tb171420	6037420.jpg
S19780	K0603744	𨙫	1	K06037440	Tb171440	6037440.jpg
S19781	K0603751	郃	1	K06037510	Tb171510	6037510.jpg
S19782	K0603752	鄔	1	K06037520	Tb171520	6037520.jpg
S19783	K0603753	鄹	1	K06037530	Tb171530	6037530.jpg
S19784	K0603754	⿰石鄰	1	K06037540	Tb171540	6037540.jpg
S19785	K0603761	䣚	1	K06037610	Tb171610	6037610.jpg
S19786	K0603762	邦	1	K06037620	Tb171620	6037620.jpg
S19787	K0603771	阜	1	K06037710	Tb171710	6037710.jpg
S19788	K06037741	𨸏	1	K06037741	Tb171741	6037741.jpg
S19789	K06037742	𠂤	1	K06037742	Tb171742	6037742.jpg
S19790	K0603781	⿱𠂤廾	1	K06037810	Tb171810	6037810.jpg
S19791	K0603782	阝	1	K06037820	Tb171820	6037820.jpg
S19792	K0603783	阿	1	K06037830	Tb171830	6037830.jpg
S19793	K0603812	阿	1	K06038121	Tb172121	6038121.jpg
S19794	K0603812	那	2	K06038122	Tb172122	6038122.jpg
S19795	K0603813	阿	1	K06038131	Tb172131	6038131.jpg
S19796	K0603813	堵	2	K06038132	Tb172132	6038132.jpg
S19797	K0603814	陰	1	K06038140	Tb172140	6038140.jpg
S19798	K0603823	陰	1	K06038231	Tb172231	6038231.jpg
S19799	K0603823	陰	2	K06038232	Tb172232	6038232.jpg
S19800	K0603824	𨻔	1	K06038240	Tb172240	6038240.jpg
S19801	K0603831	陰	1	K06038311	Tb172311	6038311.jpg
S19802	K0603831	囊	2	K06038312	Tb172312	6038312.jpg
S19803	K0603832	陰	1	K06038321	Tb172321	6038321.jpg
S19804	K0603832	核	2	K06038322	Tb172322	6038322.jpg
S19805	K0603833	陰	1	K06038331	Tb172331	6038331.jpg
S19806	K0603833	頺	2	K06038332	Tb172332	6038332.jpg
S19807	K0603834	陰	1	K06038341	Tb172341	6038341.jpg
S19808	K0603834	脉	2	K06038342	Tb172342	6038342.jpg
S19809	K0603841	陽	1	K06038410	Tb172410	6038410.jpg
S19810	K0603844	隄	1	K06038440	Tb172440	6038440.jpg
S19811	K0603852	䧜	1	K06038520	Tb172520	6038520.jpg
S19812	K0603853	𨽦	1	K06038530	Tb172530	6038530.jpg
S19813	K0603854	𨺝	1	K06038540	Tb172540	6038540.jpg
S19814	K0603861	阪	1	K06038610	Tb172610	6038610.jpg
S19815	K0603862	𨸚	1	K06038620	Tb172620	6038620.jpg
S19816	K0603863	阻	1	K06038630	Tb172630	6038630.jpg
S19817	K0603874	阻	1	K06038741	Tb172741	6038741.jpg
S19818	K0603874	脩	2	K06038742	Tb172742	6038742.jpg
S19819	K0603881	𨺆	1	K06038810	Tb172810	6038810.jpg
S19820	K06038821	陲	1	K06038821	Tb172821	6038821.jpg
S19821	K06038822	𨼦	1	K06038822	Tb172822	6038822.jpg
S19822	K0603883	隴	1	K06038830	Tb172830	6038830.jpg
S19823	K0603884	隴	1	K06038840	Tb172840	6038840.jpg
S19824	K0603911	陼	1	K06039110	Tb173110	6039110.jpg
S19825	K0603912	𨽁	1	K06039120	Tb173120	6039120.jpg
S19826	K0603913	⿰阝達	1	K06039130	Tb173130	6039130.jpg
S19827	K0603914	𨺣	1	K06039140	Tb173140	6039140.jpg
S19828	K0603921	⿲阝镸殳	1	K06039210	Tb173210	6039210.jpg
S19829	K0603922	𨺽	1	K06039220	Tb173220	6039220.jpg
S19830	K0603923	陮	1	K06039230	Tb173230	6039230.jpg
S19831	K0603924	隩	1	K06039240	Tb173240	6039240.jpg
S19832	K0603931	⿰阝㕘	1	K06039310	Tb173310	6039310.jpg
S19833	K0603932	⿰阝⿸厃⿳八亠口	1	K06039321	Tb173321	6039321.jpg
S19834	K0603932	𨼮	2	K06039322	Tb173322	6039322.jpg
S19835	K0603933	⿰阝⿸厃⿳八土口	1	K06039331	Tb173331	6039331.jpg
S19836	K0603933	⿰阝⿸厃⿳北土口	2	K06039332	Tb173332	6039332.jpg
S19837	K0603934	⿰阝匡	1	K06039340	Tb173340	6039340.jpg
S19838	K0603941	⿰阝泉	1	K06039410	Tb173410	6039410.jpg
S19839	K0603942	隗	1	K06039420	Tb173420	6039420.jpg
S19840	K0603943	𨺩	1	K06039430	Tb173430	6039430.jpg
S19841	K0603944	⿰阝⿱𠂊有	1	K06039440	Tb173440	6039440.jpg
S19842	K0603951	𨽠	1	K06039510	Tb173510	6039510.jpg
S19843	K0603952	𨻻	1	K06039520	Tb173520	6039520.jpg
S19844	K0603953	⿰阝𡞔	1	K06039530	Tb173530	6039530.jpg
S19845	K0603954	⿰阝⿱⿱中一⿱丷女	1	K06039541	Tb173541	6039541.jpg
S19846	K0603954	⿰阝⿱串女	2	K06039542	Tb173542	6039542.jpg
S19847	K0603961	隤	1	K06039611	Tb173611	6039611.jpg
S19849	K0603963	𨽟	1	K06039630	Tb173630	6039630.jpg
S19850	K0603964	隕	1	K06039640	Tb173640	6039640.jpg
S19851	K0603971	𨹆	1	K06039710	Tb173710	6039710.jpg
S19852	K0603972	陗	1	K06039721	Tb173721	6039721.jpg
S19853	K0603972	⿰阝⿱小肉	2	K06039722	Tb173722	6039722.jpg
S19854	K0603973	𨺟	1	K06039730	Tb173730	6039730.jpg
S19855	K0603974	陏	1	K06039740	Tb173740	6039740.jpg
S19856	K0603981	隋	1	K06039810	Tb173810	6039810.jpg
S19857	K0603982	随	1	K06039820	Tb173820	6039820.jpg
S19858	K06039841	隨	1	K06039841	Tb173841	6039841.jpg
S19859	K06039842	⿰阝⿺辶⿱左肉	1	K06039842	Tb173842	6039842.jpg
S19860	K0604011	堕	1	K06040110	Tb174110	6040110.jpg
S19861	K0604013	隋	1	K06040131	Tb174131	6040131.jpg
S19862	K0604013	墮	2	K06040132	Tb174132	6040132.jpg
S19863	K0604014	隳	1	K06040140	Tb174140	6040140.jpg
S19864	K0604022	隓	1	K06040220	Tb174220	6040220.jpg
S19865	K0604023	⿱陏尒	1	K06040230	Tb174230	6040230.jpg
S19866	K0604024	隳	1	K06040240	Tb174240	6040240.jpg
S19867	K0604031	降	1	K06040310	Tb174310	6040310.jpg
S19868	K0604034	以	1	K06040341	Tb174341	6040341.jpg
S19869	K0604034	降	2	K06040342	Tb174342	6040342.jpg
S19870	K0604041	登	1	K06040411	Tb174411	6040411.jpg
S19871	K0604041	降	2	K06040412	Tb174412	6040412.jpg
S19872	K0604042	隆	1	K06040420	Tb174420	6040420.jpg
S19873	K06040441	𨼇	1	K06040441	Tb1744411	6040441.jpg
S19874	K06040442	𨻦	1	K06040442	Tb174442	6040442.jpg
S19875	K06040442	𨸻	2	K06040443	Tb174443	6040443.jpg
S19876	K0604051	陂	1	K06040510	Tb174510	6040510.jpg
S19877	K0604053	陂	1	K06040531	Tb174531	6040531.jpg
S19878	K0604053	池	2	K06040532	Tb174532	6040532.jpg
S19879	K0604054	隥	1	K06040540	Tb174540	6040540.jpg
S19880	K0604062	⿰阝⿱⿰目目皿	1	K06040620	Tb174620	6040620.jpg
S19881	K0604063	𨹵	1	K06040630	Tb174630	6040630.jpg
S19882	K0604064	⿰阝昆	1	K06040640	Tb174640	6040640.jpg
S19883	K0604071	陛	1	K06040710	Tb174710	6040710.jpg
S19884	K0604072	𨻼	1	K06040720	Tb174720	6040720.jpg
S19885	K0604073	𨹼	1	K06040731	Tb174731	6040731.jpg
S19886	K0604073	𨻘	2	K06040732	Tb174732	6040732.jpg
S19887	K0604074	階	1	K06040740	Tb174740	6040740.jpg
S19888	K0604082	不	1	K06040821	Tb174821	6040821.jpg
S19889	K0604082	階	2	K06040822	Tb174822	6040822.jpg
S19890	K0604083	陶	1	K06040830	Tb174830	6040830.jpg
S19891	K0604111	陶	1	K06041111	Tb175111	6041111.jpg
S19892	K0604111	陶	2	K06041112	Tb175112	6041112.jpg
S19893	K0604111	陶	3	K06041113	Tb175113	6041113.jpg
S19894	K0604112	莒	1	K06041121	Tb175121	6041121.jpg
S19895	K0604112	陶	2	K06041122	Tb175122	6041122.jpg
S19896	K0604113	陕	1	K06041130	Tb175130	6041130.jpg
S19897	K0604114	陜	1	K06041140	Tb175140	6041140.jpg
S19898	K06041211	⿰阝⿷匚⿱丷大	1	K06041211	Tb175211	6041211.jpg
S19899	K06041211	⿰阝⿷匚⿱⿻从人	2	K06041212	Tb175212	6041212.jpg
S19900	K06041211	⿰阝⿱土火	3	K06041213	Tb175213	6041213.jpg
S19901	K06041212	陿	1	K06041214	Tb175214	6041214.jpg
S19902	K0604122	陝	1	K06041220	Tb175215	6041215.jpg
S19903	K0604123	陜	1	K06041230	Tb175230	6041230.jpg
S19904	K0604124	陕	1	K06041240	Tb175240	6041240.jpg
S19905	K0604131	𨹍	1	K06041310	Tb175310	6041310.jpg
S19906	K0604132	陖	1	K06041321	Tb175321	6041321.jpg
S19907	K0604132	𨻅	2	K06041322	Tb175322	6041322.jpg
S19908	K0604133	𨺮	1	K06041330	Tb175330	6041330.jpg
S19909	K0604134	陵	1	K06041340	Tb175340	6041340.jpg
S19910	K0604143	陵	1	K06041430	Tb175430	6041430.jpg
S19911	K0604144	山	1	K06041441	Tb175441	6041441.jpg
S19912	K0604144	陵	2	K06041442	Tb175442	6041442.jpg
S19913	K0604151	院	1	K06041510	Tb175510	6041510.jpg
S19914	K0604152	𫕉	1	K06041520	Tb175520	6041520.jpg
S19915	K0604153	𨺋	1	K06041530	Tb175530	6041530.jpg
S19916	K0604154	隢	1	K06041540	Tb175540	6041540.jpg
S19917	K0604161	陞	1	K06041610	Tb175610	6041610.jpg
S19918	K0604163	阩	1	K06041630	Tb175630	6041630.jpg
S19919	K0604164	阬	1	K06041640	Tb175640	6041640.jpg
S19920	K0604171	阬	1	K06041711	Tb175711	6041711.jpg
S19921	K0604171	⿰阝⿱𠂉凡	2	K06041712	Tb175712	6041712.jpg
S19922	K0604172	阭	1	K06041720	Tb175720	6041720.jpg
S19923	K0604173	阢	1	K06041730	Tb175730	6041730.jpg
S19924	K0604174	陘	1	K06041740	Tb175740	6041740.jpg
S19925	K0604181	𨹢	1	K06041810	Tb175810	6041810.jpg
S19926	K0604182	𨺾	1	K06041821	Tb175821	6041821.jpg
S19927	K0604182	𨺄	2	K06041822	Tb175822	6041822.jpg
S19928	K0604183	隟	1	K06041830	Tb175830	6041830.jpg
S19929	K0604211	隙	1	K06042110	Tb176110	6042110.jpg
S19930	K0604212	阮	1	K06042120	Tb176120	6042120.jpg
S19931	K0604213	陡	1	K06042130	Tb176130	6042130.jpg
S19932	K0604214	阧	1	K06042140	Tb176140	6042140.jpg
S19933	K0604221	⿰阝鼻	1	K06042210	Tb176210	6042210.jpg
S19934	K0604222	⿰阝⿱白𤰞	1	K06042220	Tb176220	6042220.jpg
S19935	K0604223	隊	1	K06042230	Tb176230	6042230.jpg
S19936	K0604224	隊	1	K06042240	Tb176240	6042240.jpg
S19937	K0604231	墜	1	K06042310	Tb176310	6042310.jpg
S19938	K0604232	⿰阝⿱㒸虫	1	K06042320	Tb176320	6042320.jpg
S19939	K0604233	隧	1	K06042330	Tb176330	6042330.jpg
S19940	K0604234	䧘	1	K06042340	Tb176340	6042340.jpg
S19941	K0604241	隮	1	K06042410	Tb176410	6042410.jpg
S19942	K0604242	𨻕	1	K06042420	Tb176420	6042420.jpg
S19943	K0604243	⿰阝⿱甘⿵冂𢆉	1	K06042430	Tb176430	6042430.jpg
S19944	K0604251	隔	1	K06042510	Tb176510	6042510.jpg
S19945	K0604252	⿰阝⿱甘冋	1	K06042520	Tb176520	6042520.jpg
