# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_wakun.tsv
# Version: 1.2.2
# Date: 11 June 2024
# Last update : 12 May 2025
#
# This file is a new version of KRM_wakun.tsv with updated specifications.
# The version number of KRM.tsv was 1.1.97, and it was last updated on March 17, 2025.
# This new version has been renamed to krm_wakun.tsv and will start with version 1.2.0.
#
# Copyright (c) 2024-2025 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# KRM Format information:
# wakun_id	Wakun ID, extracted from kr_definition_sequence_id, containing only entries where the type of order is Japanese reading (wakun). Variant forms are appended with 'b', 'c', 'd'.
# definition_seq_id	5-digit numeric ID starting with 'F', sequentially assigned to heading entries. Definition components under each heading are ordered based on their appearance, and order indicators like _01, _02, etc., are appended accordingly. The heading itself is appended with _00.
# kazama_location	An ID indicating K + Volume (2 digits) + Kazama Edition Page (3 digits) + Line (1 digit) + Segment (1 digit) + 字順 (1 digit). Details of the rules for assigning 字順 are defined separately.
# hanzi_entry	Collated Hanzi characters, standardized to the Kangxi dictionary form, including Unicode-representable variant forms.
# wakun_elements	Extracted Japanese reading (wakun) components from the full definition, one component per entry.
# wakun_form	Form of the Japanese reading (wakun). Inflected words are in dictionary form, excluding particles. The particles 'no' and 'to' from 文選 readings are omitted.
# wakun_standard_hanzi	Standard wakun notation using standard kanji.
# wakun_variant_in_hanzi	Variant form of wakun notation using standard Hanzi characters.
# variant_hanzi_for_wakun	Wakun notation using variant Hanzi characters (itai-ji).
# japan_knowledge_id	The alphanumeric part of the JapanKnowledge URL for the corresponding entry in the Nihon Kokugo Daijiten 2nd Ed., starting from "20020" to the end, is recorded here if the wakun exists as a headword. If the wakun does not exist as a headword in the JapanKnowledge edition, null is entered.
#
#
# Abbreviations:
# 正宗索引: 正宗敦夫編, 類聚名義抄 仮名索引, 日本古典全集刊行会, 1939-1940
# 岡田研究: 岡田希雄, 類聚名義抄の研究, 一条書房, 1944
# 望月和訓集成: 望月郁子編, 類聚名義抄: 四種声点付和訓集成, 笠間書院, 1974
# 中村文選: 中村宗彦, 九条本文選古訓集, 風間書房, 1983
# 草川和訓集成: 草川昇編, 五本対照類聚名義抄和訓集成, 汲古書院, 2000
# 西端誤写考察: 西端幸雄, 類聚名義抄における誤写の考察, 訓点語と訓点資料45, 1971
# 西端誤写諸例: 西端幸雄, 類聚名義抄における誤写の諸例, 訓点語と訓点資料52，1973
# 略注: 佐藤喜代治，色葉字類抄略注，明治書院，1995
# 群書治要: 小林芳規・原卓志・山本秀人・山本真吾・佐々木勇編, 宮内庁書陵部蔵本群書治要経部語彙索引, 汲古書院, 1996
# 毛詩鄭箋: 毛詩鄭箋（一）（二）（三）, 古典研究会叢書漢籍之部１～３, 原本所蔵静嘉堂文庫, 汲古書院, 1992
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publishment of the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500 and 25K00466.
#
#
wakun_id	definition_seq_id	kazama_location	hanzi_entry	wakun_elements	wakun_form	wakun_standard_hanzi	wakun_variant_in_hanzi	variant_hanzi_for_wakun	japan_knowledge_id
F14997_07	F14997_07	K06002241	礙／礙	コノム	このむ	コノム（礙）			
F14997_08	F14997_08	K06002241	礙／礙	サマタク	さまたぐ	サマタグ（礙）			200201c3eee7ZUoZeamq
F14997_09	F14997_09	K06002241	礙／礙	ウタカフ	うたがふ	ウタガフ（礙）			
F15000_02	F15000_02	K06002340	磧	ウス	うす	ウス（磧）			200200630941wSIwP0hz
F15000_03	F15000_03	K06002340	磧	オホキナリ	おほきなり	オホキナリ（磧）			
F15003_02	F15003_02	K06002431	磕／𥕤	ハタメク	はためく	ハタメク（磕）		ハタメク（𥕤）	20020360d2e7JpVx39gA
F15003_03	F15003_03	K06002431	磕／𥕤	トヽメク	どどめく	ドドメク（磕）		ドドメク（𥕤）	2002030c47c49mgk9bco
F15003_04	F15003_04	K06002431	磕／𥕤	ナソフ	なそふ	ナソフ（磕）		ナソフ（𥕤）	
F15003_05	F15003_05	K06002431	磕／𥕤	カマヒスシ	かまびすし	カマビスシ（磕）		カマビスシ（𥕤）	200200e6b8019g0EuXbq
F15003_06	F15003_06	K06002431	磕／𥕤	テル	てる	テル（磕）		テル（𥕤）	200202ea8ffe688xDT0y
F15003_07	F15003_07	K06002431	磕／𥕤	ナス	なす	ナル（磕）		ナル（𥕤）	2002032a5a68a89y39FU
F15007_02	F15007_02	K06002530	砧	イタル	いたる	イタル（砧）			
F15007_03	F15007_03	K06002530	砧	キヌタ	きぬた	キヌタ（砧）			20020113de957Pw2BffG
F15007_04	F15007_04	K06002530	砧	カナシ-キ歟	かなしき	カナシキ（砧）			200200e06e5205iXh7uK
F15007_05	F15007_05	K06002530	砧	カラウス	からうす	カラウス（砧）			200200ec346cHFp8ewtI
F15007_06	F15007_06	K06002530	砧	ツクリイシ	つくりいし	ツクリイシ（砧）			200202d1baa89t8jatD4
F15008_02	F15008_02	K06002541	ー（砧）／碪	キヌタ（LLL、ヌ-イ）	きぬた	キヌタ（碪）	キイタ（碪）	キヌタ（砧）	20020113de957Pw2BffG
F15008_02b	F15008_02	K06002541	ー（砧）／碪	キヌタ（LLL、ヌ-イ）	きいた	キイタ（碪）	キヌタ（碪）	キイタ（砧）	null
F15008_03	F15008_03	K06002541	ー（砧）／碪	カナシキ	かなしき	カナシキ（砧）		カナシキ（碪）	200200e06e5205iXh7uK
F15010_02	F15010_02	K06002620	碑	シルス	しるす	シルス（碑）			2002022ea328n0ZIm17E
F15010_03	F15010_03	K06002620	碑	フムタ	ふむだ	フムダ（碑）			200203bf2007shG96ob1
F15012_01	F15012_01	K06002641	䥫／碪	カナシキ（HHHH）	かなしき	カナシキ（䥫碪）			200200e06e5205iXh7uK
F15017_03	F15017_03	K06002811	磺／礦	アラト（HHH）	あらと	アラト（磺）		アラト（礦）	20020025b26f9r26BgFM
F15017_04	F15017_04	K06002811	磺／礦	アラカネ（_HHH）	あらかね	アラカネ（磺）		アラカネ（礦）	20020024d410US779x8h
F15017_05	F15017_05	K06002811	磺／礦	アラシ	あらし	アラシ（磺）		アラシ（礦）	200200246f33gdpFKrt8
F15017_06	F15017_06	K06002811	磺／礦	コハシ	こはし	コハシ（磺）		コハシ（礦）	200201a7b09984W6zU9D
F15021_01	F15021_01	K06003120	砌	ミキリ	みぎり	ミギリ（砌）			200203fe68admQ3ZjxvP
F15021_02	F15021_02	K06003120	砌	アヤシフ	あやしぶ	アヤシブ（砌）			2002002389292WGB539n
F15021_03	F15021_03	K06003120	砌	イシハシ	いしばし	イシバシ（砌）			200200390a2csAFu8767
F15021_04	F15021_04	K06003120	砌	アヤフシ	あやふし	アヤフシ（砌）			200200235834fz1v0nnd
F15021_07	F15021_07	K06003120	砌	イキヌ	いきぬ	イキヌ（砌）			null
F15023_02	F15023_02	K06003140	硾	オソフ	おそふ	オソフ（硾）			2002009dd3b5sraJrSgJ
F15028_02	F15028_02	K06003310	礎	ツミイシ（LLLH）	つみいし	ツミイシ（礎）			200202d8a97fbA2D91p9
F15028_03	F15028_03	K06003310	礎	ツメイシ	つめいし	ツメイシ（礎）			200202d93385CKg71Tu3
F15028_04	F15028_04	K06003310	礎	イシスへ	いしずゑ	イシズヱ（礎）			200200388a2dk7nQT42Q
F15030_02	F15030_02	K06003330	研	ミカク（HHV_）	みがく	ミガク（研）			200203fd6a74mn0f67iR
F15030_03	F15030_03	K06003330	研	スル	する	スル（研）			2002025210981kCq4Bu9
F15030_04	F15030_04	K06003330	研	クタク	くたく	クタク（研）			2002013dd0b0sW3R5x3P
F15030_05	F15030_05	K06003330	研	トク	とく	トク（研）			20020302d6966g1SSkxZ
F15030_06	F15030_06	K06003330	研	ウツ	うつ	ウツ（研）			2002006992a4le3zNSjv
F15030_07	F15030_07	K06003330	研	アキラカニ（LLHL_）	あきらか	アキラカ（研）			2002000bd3ab14YB8jV2
F15030_08	F15030_08	K06003330	研	サタム	さだむ	サダム（研）			200201beef888o4o6c6h
F15030_09	F15030_09	K06003330	研	ウルハシ（LLLH）	うるはし	ウルハシ（研）			2002007391f9sKpzuORm
F15030_10	F15030_10	K06003330	研	ケツル	けづる	ケヅル（研）			2002015ac5d8Fwfnwo00
F15030_11	F15030_11	K06003330	研	キシル	きしる	キシル（研）			2002010d3e319DvMaK2I
F15033_01	F15033_01	K06003430	𥐹	ナラフ	ならふ	ナラフ（𥐹）			
F15034_02	F15034_02	K06003440	硯	スヽリ	すずり	スズリ（硯）			2002024a07cfc0N3X4nP
F15034_03	F15034_03	K06003440	硯	スミスリ（LLL_）	すみすり	スミスリ（硯）			2002024fe7e9Al15mH2S
F15036_03	F15036_03	K06003520	䂡	ト	と	ト（䂡）			200202f302f3KbPat7s9
F15036_04	F15036_04	K06003520	䂡	マト（HH）	まと	マト（䂡）			
F15036_05	F15036_05	K06003520	䂡	トク	とく	トク（䂡）			20020302d6966g1SSkxZ
F15036_06	F15036_06	K06003520	䂡	タヒラク（ラ-カニ）	たひらぐ	タヒラグ（䂡）	タヒラカ（䂡）		20020294dfb45IV5rN04
F15036_06b	F15036_06	K06003520	䂡	タヒラク（ラ-カニ）	たひらか	タヒラカ（䂡）	タヒラグ（䂡）		20020294d772fvu0cV3j
F15039_01	F15039_01	K06003621	芒／砥	テシノク	てしのく	テシノク（芒砥）			null
F15040_01	F15040_01	K06003631	直／ー（砥）	テナメス	てなめす	テナメス（直砥）			null
F15044_01	F15044_01	K06003731	ー（𥕷）／磩	サヽレイシ（HHVH__）	さざれいし	サザレイシ（𥕷磩）			200201bc154eh2iO1o3U
F15044_03	F15044_03	K06003731	ー（𥕷）／磩	シナヽヽ（HH__）	しなじな	シナジナ（𥕷磩）			200201eed07ci17ZyZFw
F15045_02	F15045_02	K06003740	斫	サク（LH）	さく	サク（斫）			200201b7e58fRwBnPR1h
F15045_03	F15045_03	K06003740	斫	キル	きる	キル（斫）			2002012d4505XrJBW784
F15045_04	F15045_04	K06003740	斫	タツ	たつ	タツ（斫）			200202a0ff76s2r45Kqn
F15045_05	F15045_05	K06003740	斫	クサキル（LLLH）	くさきる	クサキル（斫）			200201392fb1WGrJ34XE
F15045_06	F15045_06	K06003740	斫	ケツル	けづる	ケヅル（斫）			2002015ac5d8Fwfnwo00
F15045_07	F15045_07	K06003740	斫	ヒラク	ひらく	ヒラク（斫）			
F15045_08	F15045_08	K06003740	斫	ウツ	うつ	ウツ（斫）			2002006992a4le3zNSjv
F15045_09	F15045_09	K06003740	斫	クタク（LLVL）	くだく	クダク（斫）			2002013dd0b0sW3R5x3P
F15052_04	F15052_04	K06004140	磌	ツメイシ（LLLH、メ-ミ（L））	つめいし	ツメイシ（磌）	ツミイシ（磌）		200202d93385CKg71Tu3
F15052_04b	F15052_04	K06004140	磌	ツメイシ（LLLH、メ-ミ（L））	つみいし	ツミイシ（磌）	ツメイシ（磌）		200202d8a97fbA2D91p9
F15052_05	F15052_05	K06004140	磌	イシスヱ（HHHVH）	いしずゑ	イシズヱ（磌）			200200388a2dk7nQT42Q
F15054_02	F15054_02	K06004230	⿰石酋	イカリ	いかり	イカリ（⿰石酋）			200200321db12qUrmM0F
F15055_03	F15055_03	K06004240	碕	クマ	くま	クマ（碕）			200201443bfeNM3lIErO
F15055_04	F15055_04	K06004240	碕	マカレルキシ	まかれるきし	マカレルキシ（碕）			null
F15055_05	F15055_05	K06004240	碕	石イツル	いしいつる	イシイツル（碕）			null
F15055_06	F15055_06	K06004240	碕	山ノク	やまのく	ヤマノク（碕）			null
F15058_04	F15058_04	K06004331	𥒱／硎	トメ（LL）	とめ	トメ（硎）		トメ（𥒱）;トメ（坑）	null
F15063_02	F15063_02	K06004440	确	ソネ	そね	ソネ（确）			20020283a443HI0C2jjn
F15063_03	F15063_03	K06004440	确	フタ	ふだ	フダ（确）			200203adc38e875d1UFK
F15063_04	F15063_04	K06004440	确	ワヒトコロ	わひところ	ワヒトコロ（确）			null
F15065_02	F15065_02	K06004520	礪	トク	とく	トク（礪）			20020302d6966g1SSkxZ
F15065_03	F15065_03	K06004520	礪	ミカク	みがく	ミガク（礪）			200203fd6a74mn0f67iR
F15065_04	F15065_04	K06004520	礪	ハケム（LLV_）	はげむ	ハゲム（礪）			2002035a78b47nSg1cD5
F15065_05	F15065_05	K06004520	礪	ト（L）	と	ト（礪）			200202f302f3KbPat7s9
F15065_06	F15065_06	K06004520	礪	イシ	いし	イシ（礪）	トイシ（礪）		200200376d48SDLxhx1P
F15065_06b	F15065_06	K06004520	礪	イシ	といし	トイシ（礪）	イシ（礪）		200202f37e3a83dOF3j8
F15065_07	F15065_07	K06004520	礪	ハヤク	はやと	ハヤト（礪）			2002036f676faK4mcDym
F15065_08	F15065_08	K06004520	礪	イシハシ	いしはし	イシハシ（礪）			null
F15067_02	F15067_02	K06004610	砅	ミカク（HHVH）	みがく	ミガク（砅）			200203fd6a74mn0f67iR
F15067_03	F15067_03	K06004610	砅	トク（LHV）	とぐ	トグ（砅）			20020302d6966g1SSkxZ
F15068_01	F15068_01	K06004620	𥖣	アラト	あらと	アラト（𥖣）			20020025b26f9r26BgFM
F15071_02	F15071_02	K06004710	磐	イハ（HL）	いは	イハ（磐）			200200565023AO9wKNiC
F15071_03	F15071_03	K06004710	磐	タノミ	たのし	タノシ（磐）			
F15071_04	F15071_04	K06004710	磐	オホイシ	おほいし	オホイシ（磐）			2002008ccb9592iZd2VE
F15071_05	F15071_05	K06004710	磐	チヒキノイシ（チ-ヒ）	ちびきのいし	チビキノイシ（磐）			200202b8bc9fBdctTKsJ
F15072_01	F15072_01	K06004731	増／ー（磐）	ノモトヰ（_LLL）	もとゐ	モトヰ（増磐）			20020429317c75sArV9h
F15073_01	F15073_01	K06004741	常／ー（磐）／堅／ー（磐）	トキハカキハ（HHHH_H）	ときはかきは	トキハカキハ（常磐堅磐）			200203029df6Y191fiNT
F15074_01	F15074_01	K06004811	千／人／所／引／ー（磐）／石	チヒキノイシ（LLVLLHL）	ちびきのいし	チビキノイシ（千人所引磐石）			200202b8bc9fBdctTKsJ
F15075_02	F15075_02	K06004830	磷	ツフ（HLV）	つぶ	ツブ（磷）			200202d7160bQhvz5M7w
F15075_03	F15075_03	K06004830	磷	ウスラク（HH__）	うすらく	ウスラク（磷）			2002006496cf1SE94kAZ
F15075_04	F15075_04	K06004830	磷	ヒスラク（HHHLV）	ひすらぐ	ヒスラグ（磷）			200203868aa5oeoH8JPf
F15078_01	F15078_01	K06005120	䃬	タカクサカシ	たかくさかし	タカクサカシ（䃬）			null
F15081_02	F15081_02	K06005210	磲	俗シヤコ（LHL）	しやこ	シヤコ（磲）			200201fb8610FN0ST000
F15084_02	F15084_02	K06005240	𥒤	俗云メナウ（LLL）	めなう	メナウ（𥒤）			2002041ffa1cOc5208Vw
F15088_02	F15088_02	K06005330	磓	ウスシ	うすし	ウスシ（磓）			
F15088_03	F15088_03	K06005330	磓	ハフル	はふる	ハフル（磓）			2002036d269130unvn52
F15088_05	F15088_05	K06005330	磓	ツチ	つち	ツチ（磓）			200202d3aab710XAT944
F15088_06	F15088_06	K06005330	磓	ウツ（LH）	うつ	ウツ（磓）			2002006992a4le3zNSjv
F15091_01	F15091_01	K06005421	磓／𪿢	タヽク	たたく	タタク（磓𪿢）			2002029e7a2cGyvT96An
F15100_04	F15100_04	K06005630	碆	ヤサキ	やさき	ヤサキ（碆）			20020434c024J7S0LuZS
F15100_05	F15100_05	K06005630	碆	オホイナリ	おほいなり	オホイナリ（碆）			
F15103_03	F15103_03	K06005730	碏	ウヤマフ	うやまふ	ウヤマフ（碏）			
F15110_02	F15110_02	K06006120	拓	ヒロフ	ひろふ	ヒロフ（拓）			2002039c3ad8Yv390q7l
F15115_03	F15115_03	K06006230	矴	イカリ（HHH）	いかり	イカリ（矴）			200200321db12qUrmM0F
F15118_02	F15118_02	K06006320	磔	ハル（HL）	はる	ハル（磔）			2002037350fddrbSEqD2
F15118_03	F15118_03	K06006320	磔	アラシ	あらし	アラシ（磔）			
F15125_01	F15125_01	K06006510	礭	カタシ（HH_）	かたし	カタシ（礭）			200200d60d132Nqg2CIW
F15125_02	F15125_02	K06006510	礭	マコト	まこと	マコト（礭）			200203edde30X8qz21S1
F15125_03	F15125_03	K06006510	礭	タカシ	たかし	タカシ（礭）			
F15125_04	F15125_04	K06006510	礭	アキラカニ	あきらかに	アキラカニ（礭）			
F15128_02	F15128_02	K06006540	碓	クマ	くま	クマ（碓）			200201443bfeNM3lIErO
F15128_04	F15128_04	K06006540	碓	カラウス（LLLH）	からうす	カラウス（碓）			200200ec346cHFp8ewtI
F15128_05	F15128_05	K06006540	碓	ウス（LH）	うす	ウス（碓）			200200630941wSIwP0hz
F15132_02	F15132_02	K06006640	砭	ヤキイシ（HH__）	やきいし	ヤキイシ（砭）			200204318d704Nx9iAuh
F15139_02	F15139_02	K06006830	磨	トク（LHV）	とぐ	トグ（磨）			20020302d6966g1SSkxZ
F15139_03	F15139_03	K06006830	磨	ミカク	みがく	ミガク（磨）			200203fd6a74mn0f67iR
F15143_02	F15143_02	K06007131	磨／礱	下ミカク	みがく	ミガク（礱）			200203fd6a74mn0f67iR
F15143_03	F15143_03	K06007131	磨／礱	スリウス	すりうす	スリウス（礱）			20020251658a112aYyGU
F15145_04	F15145_04	K06007210	碊	ヤマノカケハシ	やまのかけはし	ヤマノカケハシ（碊）			null
F15149_02	F15149_02	K06007310	碩	オホイナリ（LL___、イ-キ）	おほい	オホイ（碩）	オホキ（碩）		2002008ca703RVU99BXl
F15149_02b	F15149_02	K06007310	碩	オホイナリ（LL___、イ-キ）	おほき	オホキ（碩）	オホイ（碩）		2002008dedc90gl611c8
F15149_03	F15149_03	K06007310	碩	ヨシ	よし	ヨシ（碩）			2002044c35eecK16K1He
F15149_04	F15149_04	K06007310	碩	サラニ	さらに	サラニ（碩）			
F15149_05	F15149_05	K06007310	碩	*ネカフ	ねがふ	ネガフ（碩）			
F15149_06	F15149_06	K06007310	碩	*アツキ	あつき	アツキ（碩）			
F15151_02	F15151_02	K06007330	磑	カラウス	からうす	カラウス（磑）			200200ec346cHFp8ewtI
F15151_07	F15151_07	K06007330	磑	スリウス	すりうす	スリウス（磑）			20020251658a112aYyGU
F15151_08	F15151_08	K06007330	磑	トク	とく	トク（磑）			20020302d6966g1SSkxZ
F15151_09	F15151_09	K06007330	磑	ミカク	みがく	ミガク（磑）			200203fd6a74mn0f67iR
F15152_01	F15152_01	K06007411	ー（磑）／〻（磑）	トタカシ（_LLH）	たかし	タカシ（磑〻）			200202965cbeqt1ti0Yy
F15160_02	F15160_02	K06007610	䃍	オツ	おつ	オツ（䃍）			
F15160_03	F15160_03	K06007610	䃍	タヽク	たたく	タタク（䃍）			2002029e7a2cGyvT96An
F15163_04	F15163_04	K06007640	𮀍	ヤヒラク	やひらく	ヤヒラク（𮀍）			
F15164_03	F15164_03	K06007710	磬	ツキヌ	つきぬ	ツキヌ（磬）			200202d103ceAV2d8e9i
F15164_04	F15164_04	K06007710	磬	コトヽヽク（HH___）	ことごとく	コトゴトク（磬）			200201998af5jfoANkSW
F15164_05	F15164_05	K06007710	磬	シツカニ（LHV__）	しづかに	シヅカニ（磬）			200201e30decKIQ6p5Zd
F15164_06	F15164_06	K06007710	磬	ウチナシ（LHHH）	うちなし	ウチナシ（磬）			200200682dc942W8RNf9
F15165_01	F15165_01	K06007721	方／ー（磬）	俗音ホウキヤウ（LHLVLL）	ほうぎやう	ホウギヤウ（方磬）			200203cfafd3y29i3AC3
F15167_02	F15167_02	K06007740	碎	クタク（LLVL）	くだく	クダク（碎）			2002013dd0b0sW3R5x3P
F15167_03	F15167_03	K06007740	碎	ミカク	みがく	ミガク（碎）			200203fd6a74mn0f67iR
F15167_04	F15167_04	K06007740	碎	ヤフル	やぶる	ヤブル（碎）			2002043a51343xcS7v18
F15167_05	F15167_05	K06007740	碎	チル	ちる	チル（碎）			200202c9a0c4X0Vdh6P4
F15170_01	F15170_01	K06007831	細／ー（砕）	クタヽヽシ	くだくだし	クダクダシ（細砕）			2002013dd3a3PXmEGx25
F15172_04	F15172_04	K06008110	碭	ツク	つく	ツク（碭）			200202d103ceAV2d8e9i
F15187_02	F15187_02	K06008440	硻	カタシ	かたし	カタシ（硻）			200200d60d132Nqg2CIW
F15189_02	F15189_02	K06008520	⿱⿰𠦝⿱口又石	カタシ	かたし	カタシ（⿱⿰𠦝⿱口又石）			200200d60d132Nqg2CIW
F15193_04	F15193_04	K06008620	碞	タカフ（LLV_）	たがふ	タガフ（碞）			2002029679a5fkKcmK1s
F15195_03	F15195_03	K06008640	硩	オツ	おつ	オツ（硩）			2002009fe984c1cU87GB
F15199_04	F15199_04	K06008740	䃤	和名マト（HH）	まと	マト（䃤）			
F15207_01	F15207_01	K06009122	硝	サヽライシ	ささらいし	ササライシ（硝）			200201bbf8fe9hqWr1M6
F15209_01	F15209_01	K06009141	礛／⿰石⿱臤皿	アヲト	あをと	アヲト（礛）			20020005b7676Dq288be
F15210_02	F15210_02	K06009210	䃴	アヲト	あをと	アヲト（䃴）			20020005b7676Dq288be
F15211_02	F15211_02	K06009221	礛／䃴	アヲト（LLH）	あをと	アヲト（礛䃴）			20020005b7676Dq288be
F15211_03	F15211_03	K06009221	礛／䃴	トク	とく	トク（礛䃴）			20020302d6966g1SSkxZ
F15211_04	F15211_04	K06009221	礛／䃴	ミカク	みがく	ミガク（礛䃴）			200203fd6a74mn0f67iR
F15220_02	F15220_02	K06009430	磍	ハク〈皮〉	はぐ	ハグ（磍）			200203575e2fz5633U8E
F15226_02	F15226_02	K06009610	磶	ツメイシ（メ-ミ）	つめいし	ツメイシ（磶）	ツミイシ（磶）		200202d93385CKg71Tu3
F15226_02b	F15226_02	K06009610	磶	ツメイシ（メ-ミ）	つみいし	ツミイシ（磶）	ツメイシ（磶）		200202d8a97fbA2D91p9
F15240_03	F15240_03	K06010130	砎	コハシ	こはし	コハシ（砎）			200201a7b09984W6zU9D
F15240_04	F15240_04	K06010130	砎	フキ	のぎ	ノギ（砎）			20020348db59x0L8tBGn
F15247_03	F15247_03	K06010310	砊	マロフ	まろぶ	マロブ（砊）			200203f9652dtxlvw6Y9
F15258_03	F15258_03	K06010530	硍	トヽヤク	ととやく	トトヤク（硍）			
F15258_04	F15258_04	K06010530	硍	カマヽヽナリ	かまかまなり	カマカマ（硍）			200200e611ab3kOJ602m
F15260_03	F15260_03	K06010610	䃂	メクル（HHV_）	めぐる	メグル（䃂）			2002041d8ec6p58eI7oW
F15280_01	F15280_01	K06011311	䃢／碒	ムカヒサカシ	むかひさかし	ムカヒサカシ（䃢碒）			
F15281_02	F15281_02	K06011320	硟	キヌイタ	きぬいた	キヌイタ（硟）			20020113a7ba932CZx6g
F15281_03	F15281_03	K06011320	硟	マキイタ（HHHL）	まきいた	マキイタ（硟）			200203eb76fbVo6LdlU3
F15281_04	F15281_04	K06011320	硟	シツム	しづむ	シヅム（硟）			
F15281_05	F15281_05	K06011320	硟	オモシ	おもし	オモシ（硟）			200200aba59767Cu1db5
F15282_02	F15282_02	K06011330	磴	石ハシ	いしばし	イシバシ（磴）			200200390a2csAFu8767
F15282_03	F15282_03	K06011330	磴	イハヤ	いはや	イハヤ（磴）			20020057d99064DE0TtQ
F15282_04	F15282_04	K06011330	磴	マス（HL）	ます	マス（磴）			200203ef216c3HehTp1Q
F15282_05	F15282_05	K06011330	磴	イハヽシ（HHHVL）	いはばし	イハバシ（磴）			200200579c38FD6BV56F
F15283_03	F15283_03	K06011340	磎	イシタニ	いしたに	イシタニ（磎）			null
F15284_02	F15284_02	K06011410	砂	イサコ（HH_）	いさご	イサゴ（砂）			20020036d6df1XZgL4KA
F15284_03	F15284_03	K06011410	砂	丆〔一云〕スナコ（LLL）	すなご	スナゴ（砂）			2002024d0311lO2eG5bf
F15285_01	F15285_01	K06011420	𥐮	石ノコヱ	いしのこゑ	イシノコヱ（𥐮）			null
F15286_01	F15286_01	K06011430	𥑸	イシ	いし	イシ（𥑸）			200200376d48SDLxhx1P
F15287_01	F15287_01	K06011440	碄	フカシ	ふかし	フカシ（碄）			200203a3357bTgY4e5b8
F15288_01	F15288_01	K06011510	礴	ムラカル	むらがる	ムラガル（礴）			200204180561hq9575Yj
F15288_02	F15288_02	K06011510	礴	ヨソノホル	よそのほる	ヨソノホル（礴）			20020455e63920a66OT7
F15288_03	F15288_03	K06011510	礴	キヌイタ	きぬいた	キヌイタ（礴）			20020113a7ba932CZx6g
F15289_01	F15289_01	K06011520	䃈	ヤマノナ	やまのな	ヤマノナ（䃈）			null
F15290_01	F15290_01	K06011530	砪	クスリケ	くすりけ	クスリケ（砪）			2002013cacb7Yv6Kq04f
F15291_01	F15291_01	K06011540	碇	イカリ	いかり	イカリ（碇）			200200321db12qUrmM0F
F15292_02	F15292_02	K06011610	碾	キシル（LLH）	きしる	キシル（碾）			2002010d3e319DvMaK2I
F15292_03	F15292_03	K06011610	碾	カラウス	からうす	カラウス（碾）			200200ec346cHFp8ewtI
F15292_04	F15292_04	K06011610	碾	スル	する	スル（碾）			2002025210981kCq4Bu9
F15293_02	F15293_02	K06011620	礒	イソ	いそ	イソ（礒）			2002003be6c2Fu4rxxV7
F15293_03	F15293_03	K06011620	礒	カト	かと	カト（礒）			
F15294_01	F15294_01	K06011630	砆	ヲウト	をうと	ヲウト（砆）			2002008b31a4Xd9q92nF
F15295_02	F15295_02	K06011640	破	ヤフル	やぶる	ヤブル（破）			2002043a51343xcS7v18
F15295_03	F15295_03	K06011640	破	ワル（HL）	わる	ワル（破）			200204849b89EfjnNJs5
F15295_04	F15295_04	K06011640	破	クタク（LLVH）	くだく	クダク（破）			2002013dd0b0sW3R5x3P
F15296_01	F15296_01	K06011710	磢	スル	する	スル（磢）			2002025210981kCq4Bu9
F15296_02	F15296_02	K06011710	磢	マシハル	まじはる	マジハル（磢）			200203ef14727nzfsXnq
F15297_02	F15297_02	K06011720	𬒌	ツミ	つみ	ツミ（𬒌）			200202d8969fbMe11Api
F15298_01	F15298_01	K06011730	⿱⿰石戈聿	ハシメ	はじめ	ハジメ（⿱⿰石戈聿）			2002035cff2cp5jCFBYH
F15299_01	F15299_01	K06011740	⿰石貧	オツ	おつ	オツ（⿰石貧）			2002009fe984c1cU87GB
F15300_02	F15300_02	K06011810	硬	フトシ（LL_）	ふとし	フトシ（硬）			200203b2d3713nFADiVD
F15300_03	F15300_03	K06011810	硬	アラシ（HH_）	あらし	アラシ（硬）			200200246f33gdpFKrt8
F15300_04	F15300_04	K06011810	硬	コハシ	こはし	コハシ（硬）			200201a7b09984W6zU9D
F15301_01	F15301_01	K06011820	𥔃	シナ	しな	シナ（𥔃）			200201ee76d4h0rn5PO4
F15302_01	F15302_01	K06011830	⿰石⿱𠆢豆	イハホ	いはほ	イハホ（⿰石⿱𠆢豆）			200200569ba30Ru9BAzL
F15302_02	F15302_02	K06011830	⿰石⿱𠆢豆	コツム-マス	こづむ	コヅム（⿰石⿱𠆢豆）	コヅマス（⿰石⿱𠆢豆）		200201929b87RXI7C7FB
